[146280] ['1/2', '3/2', '3/2', '6/7', '7/8'] -> ((3/2 / ((6/7 / 3/2) - 1/2)) / 7/8)
[164928] ['1/2', '3/5', '7/3', '9/2', '9/5'] -> (((3/5 + (7/3 * 9/2)) / 1/2) + 9/5)
[164944] ['1/2', '3/5', '7/4', '7/4', '7/8'] -> ((7/4 / 7/4) / (7/8 - (1/2 / 3/5)))
[164950] ['1/2', '3/5', '7/4', '7/4', '9/2'] -> ((((7/4 + 7/4) / 3/5) - 1/2) * 9/2)
[164955] ['1/2', '3/5', '7/4', '7/5', '7/5'] -> (7/5 / (((1/2 * 7/4) / 3/5) - 7/5))
[164965] ['1/2', '3/5', '7/4', '7/5', '9/5'] -> (9/5 / ((1/2 * 7/4) + (3/5 - 7/5)))
[164972] ['1/2', '3/5', '7/4', '7/6', '8/5'] -> (((7/4 / (3/5 - 1/2)) / 7/6) * 8/5)
[164976] ['1/2', '3/5', '7/4', '7/6', '9/4'] -> ((7/4 / ((7/6 - 1/2) - 3/5)) - 9/4)
[164987] ['1/2', '3/5', '7/4', '7/8', '9/4'] -> (((7/4 + 7/8) / (3/5 - 1/2)) - 9/4)
[164998] ['1/2', '3/5', '7/4', '7/9', '9/5'] -> (9/5 / (7/4 * ((1/2 / 7/9) - 3/5)))
[165006] ['1/2', '3/5', '7/4', '8/3', '9/4'] -> (9/4 / (3/5 * ((7/4 / 8/3) - 1/2)))
[165007] ['1/2', '3/5', '7/4', '8/3', '9/5'] -> (9/5 / (1/2 * (7/4 - (3/5 * 8/3))))
[165022] ['1/2', '3/5', '7/4', '8/7', '9/5'] -> (9/5 / (7/4 * ((8/7 - 1/2) - 3/5)))
[165028] ['1/2', '3/5', '7/4', '8/9', '9/5'] -> ((3/5 / (8/9 - (1/2 * 7/4))) / 9/5)
[165032] ['1/2', '3/5', '7/4', '9/2', '9/4'] -> ((((7/4 * 9/2) / 1/2) / 3/5) - 9/4)
[165033] ['1/2', '3/5', '7/4', '9/2', '9/5'] -> ((((7/4 / 1/2) + 9/2) / 3/5) * 9/5)
[165046] ['1/2', '3/5', '7/5', '7/5', '7/5'] -> (((7/5 / 7/5) + 7/5) / (3/5 - 1/2))
[165047] ['1/2', '3/5', '7/5', '7/5', '7/6'] -> (((7/5 + 7/5) / (3/5 - 1/2)) / 7/6)
[165048] ['1/2', '3/5', '7/5', '7/5', '7/8'] -> ((7/5 / 7/5) / (7/8 - (1/2 / 3/5)))
[165060] ['1/2', '3/5', '7/5', '7/6', '7/8'] -> ((7/5 / ((7/6 - 1/2) - 3/5)) / 7/8)
[165063] ['1/2', '3/5', '7/5', '7/6', '8/5'] -> (8/5 / (((1/2 * 3/5) + 7/6) - 7/5))
[165064] ['1/2', '3/5', '7/5', '7/6', '8/7'] -> ((7/5 / ((7/6 - 1/2) - 3/5)) * 8/7)
[165080] ['1/2', '3/5', '7/5', '7/8', '9/7'] -> (9/7 / ((1/2 + (3/5 / 7/5)) - 7/8))
[165093] ['1/2', '3/5', '7/5', '8/3', '8/5'] -> (8/5 / ((8/3 - (3/5 / 1/2)) - 7/5))
[165097] ['1/2', '3/5', '7/5', '8/3', '9/4'] -> ((((3/5 + 7/5) * 8/3) / 1/2) * 9/4)
[165098] ['1/2', '3/5', '7/5', '8/3', '9/5'] -> ((8/3 / (7/5 - (3/5 / 1/2))) * 9/5)
[165104] ['1/2', '3/5', '7/5', '8/5', '9/2'] -> ((8/5 / ((7/5 - 1/2) - 3/5)) * 9/2)
[165109] ['1/2', '3/5', '7/5', '8/7', '8/7'] -> (8/7 / ((7/5 / 3/5) - (8/7 / 1/2)))
[165117] ['1/2', '3/5', '7/5', '8/9', '9/2'] -> (9/2 / (((1/2 * 7/5) / 8/9) - 3/5))
[165123] ['1/2', '3/5', '7/5', '9/2', '9/4'] -> ((((1/2 + 7/5) + 9/2) / 3/5) * 9/4)
[165131] ['1/2', '3/5', '7/5', '9/5', '9/5'] -> ((3/5 + 9/5) / ((1/2 + 7/5) - 9/5))
[165138] ['1/2', '3/5', '7/6', '7/6', '7/8'] -> ((7/6 / 7/6) / (7/8 - (1/2 / 3/5)))
[165148] ['1/2', '3/5', '7/6', '7/6', '9/8'] -> ((3/5 * (1/2 + 7/6)) / (7/6 - 9/8))
[165152] ['1/2', '3/5', '7/6', '7/8', '8/5'] -> (8/5 / (((1/2 * 7/6) / 7/8) - 3/5))
[165155] ['1/2', '3/5', '7/6', '7/8', '9/2'] -> (9/2 / ((7/6 * 7/8) - (1/2 / 3/5)))
[165156] ['1/2', '3/5', '7/6', '7/8', '9/4'] -> ((7/8 / ((3/5 / 1/2) - 7/6)) - 9/4)
[165163] ['1/2', '3/5', '7/6', '7/9', '8/7'] -> ((7/6 / ((1/2 / 3/5) - 7/9)) * 8/7)
[165174] ['1/2', '3/5', '7/6', '8/3', '9/2'] -> ((((1/2 / 3/5) + 7/6) * 8/3) * 9/2)
[165176] ['1/2', '3/5', '7/6', '8/3', '9/5'] -> ((8/3 / ((3/5 * 7/6) - 1/2)) * 9/5)
[165179] ['1/2', '3/5', '7/6', '8/5', '8/5'] -> (8/5 / (7/6 - (1/2 * (3/5 + 8/5))))
[165189] ['1/2', '3/5', '7/6', '8/7', '9/2'] -> (9/2 / ((7/6 / 8/7) - (1/2 / 3/5)))
[165191] ['1/2', '3/5', '7/6', '8/7', '9/5'] -> (((7/6 * 8/7) / (3/5 - 1/2)) * 9/5)
[165197] ['1/2', '3/5', '7/6', '8/9', '9/5'] -> ((8/9 / ((7/6 - 1/2) - 3/5)) * 9/5)
[165201] ['1/2', '3/5', '7/6', '9/2', '9/4'] -> ((9/2 / (3/5 - (1/2 / 7/6))) - 9/4)
[165202] ['1/2', '3/5', '7/6', '9/2', '9/5'] -> (9/5 / ((3/5 - (1/2 * 7/6)) * 9/2))
[165205] ['1/2', '3/5', '7/6', '9/4', '9/4'] -> (((7/6 * 9/4) / (3/5 - 1/2)) - 9/4)
[165206] ['1/2', '3/5', '7/6', '9/4', '9/5'] -> (9/5 / (((3/5 / 1/2) - 7/6) * 9/4))
[165211] ['1/2', '3/5', '7/6', '9/5', '9/8'] -> ((9/5 / ((7/6 - 1/2) - 3/5)) / 9/8)
[165215] ['1/2', '3/5', '7/8', '7/8', '7/8'] -> ((7/8 / (7/8 - (1/2 / 3/5))) / 7/8)
[165219] ['1/2', '3/5', '7/8', '7/8', '8/7'] -> ((7/8 * 8/7) / (7/8 - (1/2 / 3/5)))
[165226] ['1/2', '3/5', '7/8', '7/9', '7/9'] -> (7/9 / ((7/8 - (1/2 / 3/5)) * 7/9))
[165232] ['1/2', '3/5', '7/8', '7/9', '9/4'] -> ((7/8 / (1/2 - (3/5 * 7/9))) - 9/4)
[165233] ['1/2', '3/5', '7/8', '7/9', '9/5'] -> (9/5 / ((3/5 / 1/2) - (7/8 / 7/9)))
[165234] ['1/2', '3/5', '7/8', '7/9', '9/7'] -> (9/7 / ((7/8 - (1/2 / 3/5)) / 7/9))
[165236] ['1/2', '3/5', '7/8', '8/3', '8/3'] -> (8/3 / ((7/8 - (1/2 / 3/5)) * 8/3))
[165237] ['1/2', '3/5', '7/8', '8/3', '8/5'] -> (8/5 / (((3/5 * 7/8) - 1/2) * 8/3))
[165242] ['1/2', '3/5', '7/8', '8/3', '9/5'] -> (9/5 / (7/8 - ((1/2 * 3/5) * 8/3)))
[165244] ['1/2', '3/5', '7/8', '8/3', '9/8'] -> (9/8 / (((7/8 / 3/5) / 8/3) - 1/2))
[165245] ['1/2', '3/5', '7/8', '8/5', '8/5'] -> (8/5 / ((7/8 - (1/2 / 3/5)) * 8/5))
[165248] ['1/2', '3/5', '7/8', '8/5', '9/2'] -> (9/2 / (7/8 - ((1/2 + 3/5) / 8/5)))
[165253] ['1/2', '3/5', '7/8', '8/7', '8/7'] -> (8/7 / ((7/8 - (1/2 / 3/5)) * 8/7))
[165260] ['1/2', '3/5', '7/8', '8/9', '8/9'] -> (8/9 / ((7/8 - (1/2 / 3/5)) * 8/9))
[165261] ['1/2', '3/5', '7/8', '8/9', '9/2'] -> (9/2 / (3/5 * (7/8 - (1/2 / 8/9))))
[165262] ['1/2', '3/5', '7/8', '8/9', '9/4'] -> ((7/8 / ((3/5 * 8/9) - 1/2)) - 9/4)
[165265] ['1/2', '3/5', '7/8', '8/9', '9/8'] -> (9/8 / ((7/8 - (1/2 / 3/5)) / 8/9))
[165266] ['1/2', '3/5', '7/8', '9/2', '9/2'] -> ((9/2 / (7/8 - (1/2 / 3/5))) / 9/2)
[165271] ['1/2', '3/5', '7/8', '9/4', '9/4'] -> (9/4 / ((7/8 - (1/2 / 3/5)) * 9/4))
[165280] ['1/2', '3/5', '7/8', '9/8', '9/8'] -> ((9/8 / (7/8 - (1/2 / 3/5))) / 9/8)
[165291] ['1/2', '3/5', '7/9', '8/3', '8/3'] -> (((8/3 / (7/9 - 1/2)) - 3/5) * 8/3)
[165294] ['1/2', '3/5', '7/9', '8/3', '8/9'] -> (8/9 / ((1/2 * 8/3) - (7/9 / 3/5)))
[165302] ['1/2', '3/5', '7/9', '8/5', '8/9'] -> ((3/5 / ((1/2 * 8/5) - 7/9)) * 8/9)
[165305] ['1/2', '3/5', '7/9', '8/5', '9/5'] -> ((3/5 / (1/2 - (7/9 / 8/5))) / 9/5)
[165307] ['1/2', '3/5', '7/9', '8/5', '9/8'] -> ((3/5 / ((1/2 * 8/5) - 7/9)) / 9/8)
[165315] ['1/2', '3/5', '7/9', '8/9', '8/9'] -> (8/9 / (7/9 - ((1/2 * 8/9) / 3/5)))
[165316] ['1/2', '3/5', '7/9', '8/9', '9/2'] -> (((8/9 / (7/9 - 1/2)) / 3/5) * 9/2)
[165321] ['1/2', '3/5', '7/9', '9/2', '9/2'] -> ((((7/9 * 9/2) / 3/5) - 1/2) * 9/2)
[165325] ['1/2', '3/5', '7/9', '9/2', '9/8'] -> (((9/2 / (7/9 - 1/2)) / 3/5) / 9/8)
[165327] ['1/2', '3/5', '7/9', '9/4', '9/5'] -> (9/5 / ((1/2 - (3/5 * 7/9)) * 9/4))
[165342] ['1/2', '3/5', '8/3', '8/3', '9/5'] -> ((((8/3 / 1/2) + 8/3) / 3/5) * 9/5)
[165347] ['1/2', '3/5', '8/3', '8/5', '8/9'] -> ((8/3 / (1/2 - (3/5 / 8/5))) / 8/9)
[165352] ['1/2', '3/5', '8/3', '8/5', '9/8'] -> ((8/3 / (1/2 - (3/5 / 8/5))) * 9/8)
[165362] ['1/2', '3/5', '8/3', '8/9', '9/4'] -> ((((8/3 / 3/5) + 8/9) / 1/2) * 9/4)
[165367] ['1/2', '3/5', '8/3', '9/2', '9/4'] -> (((1/2 + 8/3) + (9/2 / 3/5)) * 9/4)
[165380] ['1/2', '3/5', '8/3', '9/8', '9/8'] -> (9/8 / (3/5 * (1/2 - (9/8 / 8/3))))
[165381] ['1/2', '3/5', '8/5', '8/5', '8/5'] -> (((8/5 * 8/5) / (3/5 - 1/2)) - 8/5)
[165385] ['1/2', '3/5', '8/5', '8/5', '9/4'] -> ((((8/5 + 8/5) / 1/2) / 3/5) * 9/4)
[165396] ['1/2', '3/5', '8/5', '8/9', '8/9'] -> (((8/5 + 8/9) / (3/5 - 1/2)) - 8/9)
[165397] ['1/2', '3/5', '8/5', '8/9', '9/2'] -> (9/2 / ((1/2 / 8/9) - (3/5 / 8/5)))
[165404] ['1/2', '3/5', '8/5', '9/2', '9/5'] -> (((1/2 + 9/2) / (3/5 / 8/5)) * 9/5)
[165411] ['1/2', '3/5', '8/5', '9/5', '9/5'] -> (9/5 / ((3/5 / 1/2) - (9/5 / 8/5)))
[165414] ['1/2', '3/5', '8/5', '9/7', '9/7'] -> (9/7 / ((9/7 - (3/5 / 1/2)) / 8/5))
[165416] ['1/2', '3/5', '8/5', '9/8', '9/8'] -> (9/8 / (((3/5 / 1/2) - 9/8) / 8/5))
[165451] ['1/2', '3/5', '8/9', '9/2', '9/2'] -> (((3/5 * (1/2 + 8/9)) + 9/2) * 9/2)
[165453] ['1/2', '3/5', '8/9', '9/2', '9/5'] -> ((((8/9 * 9/2) / 1/2) / 3/5) * 9/5)
[165457] ['1/2', '3/5', '8/9', '9/4', '9/5'] -> (9/5 / (((3/5 * 8/9) - 1/2) * 9/4))
[165462] ['1/2', '3/5', '8/9', '9/5', '9/8'] -> ((3/5 / (9/5 - (8/9 / 1/2))) / 9/8)
[165488] ['1/2', '3/5', '9/4', '9/7', '9/7'] -> (9/7 / (1/2 * (9/4 - (9/7 / 3/5))))
[165494] ['1/2', '3/5', '9/5', '9/7', '9/7'] -> (((9/5 + 9/7) / (3/5 - 1/2)) / 9/7)
[165504] ['1/2', '3/7', '3/7', '3/7', '4/5'] -> ((3/7 + 3/7) / ((3/7 / 4/5) - 1/2))
[165505] ['1/2', '3/7', '3/7', '3/7', '4/7'] -> (3/7 / (((1/2 / 4/7) - 3/7) - 3/7))
[165511] ['1/2', '3/7', '3/7', '3/7', '5/7'] -> (((3/7 / 3/7) + 5/7) / (1/2 - 3/7))
[165512] ['1/2', '3/7', '3/7', '3/7', '5/8'] -> (3/7 / (((1/2 * 3/7) + 3/7) - 5/8))
[165515] ['1/2', '3/7', '3/7', '3/7', '6/7'] -> (((3/7 + 3/7) + 6/7) / (1/2 - 3/7))
[165518] ['1/2', '3/7', '3/7', '3/7', '7/4'] -> (3/7 / (((1/2 * 7/4) - 3/7) - 3/7))
[165531] ['1/2', '3/7', '3/7', '3/7', '9/8'] -> ((3/7 / ((1/2 / 3/7) - 9/8)) / 3/7)
[165534] ['1/2', '3/7', '3/7', '3/8', '4/5'] -> (4/5 / ((3/7 / (3/7 + 3/8)) - 1/2))
[165537] ['1/2', '3/7', '3/7', '3/8', '5/2'] -> ((1/2 + 5/2) / ((3/7 - 3/8) / 3/7))
[165569] ['1/2', '3/7', '3/7', '4/3', '5/6'] -> ((3/7 * 4/3) / ((3/7 / 1/2) - 5/6))
[165597] ['1/2', '3/7', '3/7', '4/5', '5/6'] -> ((3/7 * 4/5) / ((3/7 / 5/6) - 1/2))
[165599] ['1/2', '3/7', '3/7', '4/5', '5/8'] -> ((3/7 / (3/7 - (1/2 * 4/5))) / 5/8)
[165601] ['1/2', '3/7', '3/7', '4/5', '6/5'] -> ((3/7 * 4/5) / ((3/7 * 6/5) - 1/2))
[165611] ['1/2', '3/7', '3/7', '4/5', '8/5'] -> ((3/7 * 8/5) / (3/7 - (1/2 * 4/5)))
[165621] ['1/2', '3/7', '3/7', '4/7', '5/2'] -> (((1/2 + 3/7) + 5/2) / (4/7 - 3/7))
[165622] ['1/2', '3/7', '3/7', '4/7', '5/3'] -> (4/7 / ((3/7 + 3/7) - (1/2 * 5/3)))
[165627] ['1/2', '3/7', '3/7', '4/7', '5/9'] -> (4/7 / ((3/7 * (1/2 + 5/9)) - 3/7))
[165629] ['1/2', '3/7', '3/7', '4/7', '6/7'] -> (((3/7 + 3/7) + 6/7) / (4/7 - 1/2))
[165635] ['1/2', '3/7', '3/7', '4/7', '7/8'] -> ((3/7 * 4/7) / (1/2 - (3/7 / 7/8)))
[165636] ['1/2', '3/7', '3/7', '4/7', '7/9'] -> (((4/7 / (1/2 - 3/7)) / 3/7) / 7/9)
[165637] ['1/2', '3/7', '3/7', '4/7', '8/3'] -> (4/7 / ((1/2 / 3/7) - (3/7 * 8/3)))
[165639] ['1/2', '3/7', '3/7', '4/7', '8/7'] -> ((3/7 * 4/7) / (1/2 - (3/7 * 8/7)))
[165640] ['1/2', '3/7', '3/7', '4/7', '8/9'] -> ((4/7 / 1/2) / (3/7 - (3/7 * 8/9)))
[165641] ['1/2', '3/7', '3/7', '4/7', '9/2'] -> (4/7 / ((3/7 + (3/7 / 9/2)) - 1/2))
[165642] ['1/2', '3/7', '3/7', '4/7', '9/4'] -> (4/7 / ((1/2 * 3/7) - (3/7 / 9/4)))
[165647] ['1/2', '3/7', '3/7', '4/9', '5/2'] -> (((3/7 / (4/9 - 3/7)) - 1/2) - 5/2)
[165652] ['1/2', '3/7', '3/7', '4/9', '5/8'] -> ((3/7 / (1/2 + 5/8)) / (4/9 - 3/7))
[165655] ['1/2', '3/7', '3/7', '4/9', '6/7'] -> (6/7 / (((3/7 / 4/9) - 1/2) - 3/7))
[165663] ['1/2', '3/7', '3/7', '4/9', '8/3'] -> (8/3 / ((3/7 / 3/7) - (4/9 / 1/2)))
[165668] ['1/2', '3/7', '3/7', '4/9', '9/4'] -> (((3/7 / (4/9 - 3/7)) / 1/2) / 9/4)
[165670] ['1/2', '3/7', '3/7', '4/9', '9/7'] -> (9/7 / (((1/2 * 3/7) / 4/9) - 3/7))
[165677] ['1/2', '3/7', '3/7', '5/2', '5/8'] -> (((3/7 * 5/2) / (1/2 - 3/7)) / 5/8)
[165689] ['1/2', '3/7', '3/7', '5/2', '8/5'] -> (((3/7 * 5/2) / (1/2 - 3/7)) * 8/5)
[165693] ['1/2', '3/7', '3/7', '5/2', '9/4'] -> ((((5/2 / 1/2) - 3/7) / 3/7) * 9/4)
[165714] ['1/2', '3/7', '3/7', '5/3', '8/7'] -> (8/7 / (((3/7 + 3/7) / 1/2) - 5/3))
[165716] ['1/2', '3/7', '3/7', '5/3', '9/2'] -> ((((3/7 / 3/7) + 5/3) / 1/2) * 9/2)
[165722] ['1/2', '3/7', '3/7', '5/4', '5/6'] -> ((3/7 / 5/4) / ((3/7 / 5/6) - 1/2))
[165724] ['1/2', '3/7', '3/7', '5/4', '5/8'] -> ((3/7 / (3/7 - (1/2 / 5/4))) / 5/8)
[165726] ['1/2', '3/7', '3/7', '5/4', '6/5'] -> ((3/7 / 5/4) / ((3/7 * 6/5) - 1/2))
[165736] ['1/2', '3/7', '3/7', '5/4', '8/5'] -> ((3/7 * 8/5) / (3/7 - (1/2 / 5/4)))
[165749] ['1/2', '3/7', '3/7', '5/6', '6/7'] -> ((6/7 / 1/2) / (3/7 - (3/7 * 5/6)))
[165750] ['1/2', '3/7', '3/7', '5/6', '7/2'] -> ((1/2 + 7/2) / ((3/7 / 3/7) - 5/6))
[165755] ['1/2', '3/7', '3/7', '5/6', '7/8'] -> ((1/2 / ((3/7 + 3/7) - 5/6)) / 7/8)
[165759] ['1/2', '3/7', '3/7', '5/6', '8/7'] -> ((1/2 * 8/7) / ((3/7 + 3/7) - 5/6))
[165782] ['1/2', '3/7', '3/7', '5/7', '9/2'] -> ((((3/7 + 5/7) / 1/2) / 3/7) * 9/2)
[165785] ['1/2', '3/7', '3/7', '5/7', '9/7'] -> ((3/7 + 9/7) / (3/7 - (1/2 * 5/7)))
[165791] ['1/2', '3/7', '3/7', '5/8', '7/2'] -> (((3/7 + 3/7) / (5/8 - 1/2)) * 7/2)
[165800] ['1/2', '3/7', '3/7', '5/8', '8/7'] -> (8/7 / (3/7 - (3/7 / (1/2 + 5/8))))
[165802] ['1/2', '3/7', '3/7', '5/8', '9/2'] -> ((9/2 / 1/2) / ((3/7 / 3/7) - 5/8))
[165817] ['1/2', '3/7', '3/7', '5/9', '8/3'] -> (8/3 / ((5/9 / 1/2) - (3/7 / 3/7)))
[165827] ['1/2', '3/7', '3/7', '6/5', '6/7'] -> ((6/7 / 1/2) / (3/7 - (3/7 / 6/5)))
[165839] ['1/2', '3/7', '3/7', '6/5', '9/2'] -> (((9/2 / 1/2) - 3/7) / (3/7 / 6/5))
[165853] ['1/2', '3/7', '3/7', '6/7', '8/5'] -> (6/7 / (((3/7 + 3/7) / 8/5) - 1/2))
[165856] ['1/2', '3/7', '3/7', '6/7', '9/2'] -> ((((9/2 / 1/2) / 3/7) - 3/7) / 6/7)
[165857] ['1/2', '3/7', '3/7', '6/7', '9/4'] -> (6/7 / (((3/7 * 9/4) - 1/2) - 3/7))
[165865] ['1/2', '3/7', '3/7', '7/2', '7/6'] -> ((1/2 + 7/2) / (7/6 - (3/7 / 3/7)))
[165866] ['1/2', '3/7', '3/7', '7/2', '7/8'] -> (((3/7 * 7/2) / (1/2 - 3/7)) / 7/8)
[165868] ['1/2', '3/7', '3/7', '7/2', '8/3'] -> ((((3/7 / 3/7) + 7/2) / 1/2) * 8/3)
[165870] ['1/2', '3/7', '3/7', '7/2', '8/7'] -> (((3/7 * 7/2) / (1/2 - 3/7)) * 8/7)
[165875] ['1/2', '3/7', '3/7', '7/2', '9/7'] -> ((3/7 + (9/7 / 3/7)) / (1/2 / 7/2))
[165894] ['1/2', '3/7', '3/7', '7/4', '7/6'] -> ((7/4 / (1/2 - 3/7)) - (3/7 * 7/6))
[165895] ['1/2', '3/7', '3/7', '7/4', '7/8'] -> ((3/7 / 7/4) / (1/2 - (3/7 / 7/8)))
[165899] ['1/2', '3/7', '3/7', '7/4', '8/7'] -> ((3/7 / 7/4) / (1/2 - (3/7 * 8/7)))
[165911] ['1/2', '3/7', '3/7', '7/5', '8/5'] -> (((3/7 + 7/5) / (1/2 - 3/7)) - 8/5)
[165912] ['1/2', '3/7', '3/7', '7/5', '8/7'] -> (8/7 / ((3/7 / (7/5 - 1/2)) - 3/7))
[165917] ['1/2', '3/7', '3/7', '7/5', '9/7'] -> ((3/7 + 9/7) / (3/7 - (1/2 / 7/5)))
[165920] ['1/2', '3/7', '3/7', '7/6', '7/8'] -> ((1/2 / 7/6) / ((7/8 - 3/7) - 3/7))
[165931] ['1/2', '3/7', '3/7', '7/8', '7/8'] -> (3/7 / (((7/8 - 3/7) / 1/2) - 7/8))
[165937] ['1/2', '3/7', '3/7', '7/8', '9/2'] -> (9/2 / ((3/7 - (1/2 * 3/7)) * 7/8))
[165940] ['1/2', '3/7', '3/7', '7/8', '9/7'] -> ((9/7 / 3/7) / (1/2 - (3/7 * 7/8)))
[165943] ['1/2', '3/7', '3/7', '7/9', '8/3'] -> ((8/3 / 1/2) / ((3/7 / 3/7) - 7/9))
[165945] ['1/2', '3/7', '3/7', '7/9', '8/7'] -> ((8/7 / 1/2) / (3/7 - (3/7 * 7/9)))
[165959] ['1/2', '3/7', '3/7', '8/3', '9/7'] -> (9/7 / ((1/2 * 3/7) - (3/7 / 8/3)))
[165967] ['1/2', '3/7', '3/7', '8/5', '9/7'] -> (9/7 / ((3/7 / 8/5) - (1/2 * 3/7)))
[165971] ['1/2', '3/7', '3/7', '8/7', '9/2'] -> ((8/7 / (3/7 - (1/2 * 3/7))) * 9/2)
[165976] ['1/2', '3/7', '3/7', '8/9', '8/9'] -> ((3/7 * 8/9) / ((1/2 * 8/9) - 3/7))
[165981] ['1/2', '3/7', '3/7', '8/9', '9/8'] -> ((3/7 / ((1/2 * 8/9) - 3/7)) / 9/8)
[165982] ['1/2', '3/7', '3/7', '9/2', '9/2'] -> ((((1/2 + 3/7) + 9/2) * 9/2) - 3/7)
[165983] ['1/2', '3/7', '3/7', '9/2', '9/4'] -> ((((1/2 + 9/2) - 3/7) / 3/7) * 9/4)
[165985] ['1/2', '3/7', '3/7', '9/2', '9/7'] -> (((9/2 / 1/2) / 3/7) + (9/7 / 3/7))
[165986] ['1/2', '3/7', '3/7', '9/2', '9/8'] -> (((3/7 * 9/2) / (1/2 - 3/7)) / 9/8)
[165989] ['1/2', '3/7', '3/7', '9/4', '9/7'] -> (9/7 / (((1/2 * 3/7) * 9/4) - 3/7))
[165996] ['1/2', '3/7', '3/7', '9/8', '9/8'] -> ((3/7 / ((1/2 / 9/8) - 3/7)) / 9/8)
[165999] ['1/2', '3/7', '3/8', '3/8', '4/5'] -> (4/5 / (1/2 - (3/8 / (3/7 + 3/8))))
[166010] ['1/2', '3/7', '3/8', '3/8', '6/7'] -> (6/7 / (((3/7 * 3/8) + 3/8) - 1/2))
[166021] ['1/2', '3/7', '3/8', '3/8', '8/9'] -> (((1/2 / (3/7 - 3/8)) / 3/8) - 8/9)
[166035] ['1/2', '3/7', '3/8', '4/3', '5/7'] -> (5/7 / (((4/3 - 1/2) - 3/7) - 3/8))
[166050] ['1/2', '3/7', '3/8', '4/3', '8/9'] -> (((4/3 / (1/2 - 3/8)) / 3/7) - 8/9)
[166057] ['1/2', '3/7', '3/8', '4/5', '4/7'] -> ((3/7 / (1/2 - (3/8 / 4/5))) / 4/7)
[166070] ['1/2', '3/7', '3/8', '4/5', '7/4'] -> ((3/7 / (1/2 - (3/8 / 4/5))) * 7/4)
[166071] ['1/2', '3/7', '3/8', '4/5', '7/5'] -> (7/5 / (((1/2 * 4/5) - 3/8) / 3/7))
[166084] ['1/2', '3/7', '3/8', '4/7', '4/7'] -> (((3/7 / 3/8) + 4/7) / (4/7 - 1/2))
[166085] ['1/2', '3/7', '3/8', '4/7', '4/9'] -> (((4/7 / (1/2 - 3/8)) / 3/7) / 4/9)
[166089] ['1/2', '3/7', '3/8', '4/7', '5/6'] -> (((1/2 + 4/7) / (3/7 - 3/8)) / 5/6)
[166093] ['1/2', '3/7', '3/8', '4/7', '6/5'] -> (((1/2 + 4/7) / (3/7 - 3/8)) * 6/5)
[166097] ['1/2', '3/7', '3/8', '4/7', '7/4'] -> ((4/7 / (3/7 - 3/8)) * (1/2 + 7/4))
[166109] ['1/2', '3/7', '3/8', '4/7', '9/7'] -> (9/7 / (3/8 * (3/7 - (1/2 * 4/7))))
[166111] ['1/2', '3/7', '3/8', '4/9', '4/9'] -> (4/9 / ((4/9 / 3/8) - (1/2 / 3/7)))
[166116] ['1/2', '3/7', '3/8', '4/9', '5/7'] -> (5/7 / ((3/7 * (1/2 + 4/9)) - 3/8))
[166121] ['1/2', '3/7', '3/8', '4/9', '7/2'] -> (((1/2 / (4/9 - 3/7)) / 3/8) / 7/2)
[166125] ['1/2', '3/7', '3/8', '4/9', '7/6'] -> (((3/7 / (1/2 - 4/9)) / 3/8) * 7/6)
[166126] ['1/2', '3/7', '3/8', '4/9', '7/8'] -> (((1/2 / (3/7 - 3/8)) / 4/9) / 7/8)
[166128] ['1/2', '3/7', '3/8', '4/9', '8/3'] -> (8/3 / (1/2 - ((3/8 * 4/9) / 3/7)))
[166146] ['1/2', '3/7', '3/8', '5/2', '7/2'] -> ((((1/2 + 5/2) - 3/7) / 3/8) * 7/2)
[166157] ['1/2', '3/7', '3/8', '5/2', '9/2'] -> (9/2 / (3/7 * ((3/8 * 5/2) - 1/2)))
[166159] ['1/2', '3/7', '3/8', '5/2', '9/5'] -> (9/5 / (3/7 * (3/8 - (1/2 / 5/2))))
[166160] ['1/2', '3/7', '3/8', '5/2', '9/7'] -> (9/7 / ((3/7 * 3/8) / (1/2 + 5/2)))
[166165] ['1/2', '3/7', '3/8', '5/3', '5/7'] -> (5/7 / (((1/2 * 5/3) - 3/7) - 3/8))
[166170] ['1/2', '3/7', '3/8', '5/3', '7/2'] -> (7/2 / ((1/2 - 3/7) * (3/8 + 5/3)))
[166195] ['1/2', '3/7', '3/8', '5/4', '7/4'] -> ((3/7 / (1/2 - (3/8 * 5/4))) * 7/4)
[166196] ['1/2', '3/7', '3/8', '5/4', '7/5'] -> (7/5 / (((1/2 / 5/4) - 3/8) / 3/7))
[166205] ['1/2', '3/7', '3/8', '5/4', '9/4'] -> (9/4 / ((3/7 - 3/8) * (1/2 + 5/4)))
[166219] ['1/2', '3/7', '3/8', '5/6', '7/6'] -> ((1/2 / (3/8 - (3/7 * 5/6))) / 7/6)
[166225] ['1/2', '3/7', '3/8', '5/6', '8/9'] -> (((1/2 + 5/6) / (3/7 - 3/8)) - 8/9)
[166226] ['1/2', '3/7', '3/8', '5/6', '9/2'] -> ((((1/2 / 3/7) + 5/6) / 3/8) * 9/2)
[166227] ['1/2', '3/7', '3/8', '5/6', '9/4'] -> ((3/8 / ((3/7 / 5/6) - 1/2)) - 9/4)
[166231] ['1/2', '3/7', '3/8', '5/7', '5/7'] -> ((3/7 / ((3/8 / 5/7) - 1/2)) / 5/7)
