[820735] ['1/6', '2/7', '5/3', '6/7', '7/2'] -> (7/2 / (1/6 / ((5/3 * 6/7) - 2/7)))
[847622] ['1/6', '3/5', '4/9', '7/5', '9/8'] -> ((((3/5 + 7/5) / 1/6) / 4/9) / 9/8)
[847626] ['1/6', '3/5', '4/9', '7/6', '8/3'] -> ((((7/6 / 3/5) - 4/9) / 1/6) * 8/3)
[847631] ['1/6', '3/5', '4/9', '7/6', '9/4'] -> ((((7/6 / 1/6) / 3/5) / 4/9) - 9/4)
[847636] ['1/6', '3/5', '4/9', '7/8', '7/9'] -> (7/9 / ((1/6 + (4/9 / 3/5)) - 7/8))
[847637] ['1/6', '3/5', '4/9', '7/8', '8/3'] -> (8/3 / ((4/9 * 7/8) - (1/6 / 3/5)))
[847638] ['1/6', '3/5', '4/9', '7/8', '8/5'] -> (8/5 / (((3/5 * 4/9) * 7/8) - 1/6))
[847648] ['1/6', '3/5', '4/9', '7/9', '8/5'] -> (((4/9 / (7/9 - 3/5)) / 1/6) * 8/5)
[847665] ['1/6', '3/5', '4/9', '8/5', '8/5'] -> (8/5 / (3/5 * ((4/9 / 8/5) - 1/6)))
[847666] ['1/6', '3/5', '4/9', '8/5', '8/7'] -> ((((8/5 / 1/6) / 4/9) - 3/5) * 8/7)
[847667] ['1/6', '3/5', '4/9', '8/5', '8/9'] -> (8/9 / ((4/9 * (8/5 - 1/6)) - 3/5))
[847668] ['1/6', '3/5', '4/9', '8/5', '9/2'] -> (((4/9 / 1/6) + (8/5 / 3/5)) * 9/2)
[847671] ['1/6', '3/5', '4/9', '8/5', '9/7'] -> (9/7 / (1/6 / (4/9 + (8/5 / 3/5))))
[847683] ['1/6', '3/5', '4/9', '8/9', '9/5'] -> ((((4/9 + 8/9) / 1/6) / 3/5) * 9/5)
[847688] ['1/6', '3/5', '4/9', '9/2', '9/5'] -> ((4/9 / (1/6 - (3/5 / 9/2))) * 9/5)
[847702] ['1/6', '3/5', '5/2', '5/2', '5/3'] -> ((((5/2 / 3/5) + 5/2) / 1/6) / 5/3)
[847705] ['1/6', '3/5', '5/2', '5/2', '5/7'] -> ((((3/5 + 5/2) + 5/2) / 1/6) * 5/7)
[847706] ['1/6', '3/5', '5/2', '5/2', '5/8'] -> ((5/2 + 5/2) / ((3/5 * 5/8) - 1/6))
[847707] ['1/6', '3/5', '5/2', '5/2', '5/9'] -> (((1/6 + 5/2) / 5/2) / (3/5 - 5/9))
[847708] ['1/6', '3/5', '5/2', '5/2', '6/5'] -> ((5/2 + 5/2) * ((3/5 / 1/6) + 6/5))
[847739] ['1/6', '3/5', '5/2', '5/3', '7/8'] -> (((5/2 + (3/5 * 5/3)) / 1/6) / 7/8)
[847743] ['1/6', '3/5', '5/2', '5/3', '8/7'] -> (((5/2 + (3/5 * 5/3)) / 1/6) * 8/7)
[847745] ['1/6', '3/5', '5/2', '5/3', '9/2'] -> ((1/6 + ((3/5 + 5/2) * 5/3)) * 9/2)
[847746] ['1/6', '3/5', '5/2', '5/3', '9/4'] -> ((((3/5 * 5/2) / 1/6) + 5/3) * 9/4)
[847751] ['1/6', '3/5', '5/2', '5/4', '5/6'] -> ((((5/2 / 1/6) / 3/5) / 5/4) / 5/6)
[847753] ['1/6', '3/5', '5/2', '5/4', '5/8'] -> ((5/2 + ((5/4 / 1/6) / 3/5)) / 5/8)
[847755] ['1/6', '3/5', '5/2', '5/4', '6/5'] -> ((((5/2 / 1/6) / 3/5) / 5/4) * 6/5)
[847764] ['1/6', '3/5', '5/2', '5/4', '8/3'] -> (((3/5 * 5/2) + (5/4 / 1/6)) * 8/3)
[847769] ['1/6', '3/5', '5/2', '5/4', '9/4'] -> ((((5/2 / 1/6) / 3/5) + 5/4) - 9/4)
[847773] ['1/6', '3/5', '5/2', '5/6', '5/6'] -> ((((5/2 / 3/5) - 5/6) / 1/6) / 5/6)
[847777] ['1/6', '3/5', '5/2', '5/6', '6/5'] -> ((((5/2 / 3/5) - 5/6) / 1/6) * 6/5)
[847780] ['1/6', '3/5', '5/2', '5/6', '7/3'] -> (7/3 / ((1/6 * 5/2) * (5/6 - 3/5)))
[847786] ['1/6', '3/5', '5/2', '5/6', '8/3'] -> (8/3 / (1/6 * ((3/5 * 5/2) - 5/6)))
[847790] ['1/6', '3/5', '5/2', '5/6', '9/2'] -> ((((1/6 + 5/2) / 3/5) / 5/6) * 9/2)
[847801] ['1/6', '3/5', '5/2', '5/7', '7/3'] -> ((((5/2 / 1/6) - 3/5) * 5/7) * 7/3)
[847818] ['1/6', '3/5', '5/2', '5/8', '6/5'] -> (6/5 / (3/5 * ((5/8 / 5/2) - 1/6)))
[847820] ['1/6', '3/5', '5/2', '5/8', '7/2'] -> (7/2 / (1/6 * ((3/5 * 5/2) - 5/8)))
[847827] ['1/6', '3/5', '5/2', '5/8', '8/3'] -> ((((5/2 / 1/6) - 3/5) * 5/8) * 8/3)
[847831] ['1/6', '3/5', '5/2', '5/8', '9/2'] -> (9/2 / ((1/6 * 3/5) * (5/2 - 5/8)))
[847847] ['1/6', '3/5', '5/2', '5/9', '8/5'] -> ((5/2 / ((3/5 * 5/9) - 1/6)) * 8/5)
[847864] ['1/6', '3/5', '5/2', '6/5', '8/3'] -> (((5/2 * (6/5 - 3/5)) / 1/6) * 8/3)
[847894] ['1/6', '3/5', '5/2', '7/2', '7/6'] -> (((5/2 / 3/5) + (7/2 / 1/6)) - 7/6)
[847901] ['1/6', '3/5', '5/2', '7/2', '9/2'] -> (((7/2 / 1/6) - (3/5 * 5/2)) + 9/2)
[847902] ['1/6', '3/5', '5/2', '7/2', '9/4'] -> ((5/2 * ((1/6 + 3/5) + 7/2)) * 9/4)
[847908] ['1/6', '3/5', '5/2', '7/3', '7/5'] -> ((((5/2 / 1/6) - 3/5) * 7/3) / 7/5)
[847910] ['1/6', '3/5', '5/2', '7/3', '7/8'] -> ((((3/5 * 5/2) * 7/3) / 1/6) / 7/8)
[847914] ['1/6', '3/5', '5/2', '7/3', '8/7'] -> ((((3/5 * 5/2) * 7/3) / 1/6) * 8/7)
[847926] ['1/6', '3/5', '5/2', '7/4', '8/3'] -> (((7/4 / 1/6) - (3/5 * 5/2)) * 8/3)
[847930] ['1/6', '3/5', '5/2', '7/4', '9/2'] -> ((((3/5 * 5/2) + 7/4) / 1/6) + 9/2)
[847940] ['1/6', '3/5', '5/2', '7/5', '8/5'] -> (8/5 / ((1/6 + 7/5) - (3/5 * 5/2)))
[847942] ['1/6', '3/5', '5/2', '7/5', '8/9'] -> ((((3/5 + 5/2) + 7/5) / 1/6) * 8/9)
[847945] ['1/6', '3/5', '5/2', '7/5', '9/5'] -> (9/5 / (3/5 - (7/5 / (1/6 + 5/2))))
[847947] ['1/6', '3/5', '5/2', '7/5', '9/8'] -> ((((3/5 + 5/2) + 7/5) / 1/6) / 9/8)
[847951] ['1/6', '3/5', '5/2', '7/6', '8/3'] -> (((5/2 + (7/6 / 3/5)) / 1/6) - 8/3)
[847957] ['1/6', '3/5', '5/2', '7/6', '9/5'] -> ((((5/2 - 7/6) / 1/6) / 3/5) * 9/5)
[847972] ['1/6', '3/5', '5/2', '7/9', '8/3'] -> (8/3 / ((7/9 - (1/6 / 5/2)) - 3/5))
[847973] ['1/6', '3/5', '5/2', '7/9', '8/5'] -> (((1/6 + 5/2) / (7/9 - 3/5)) * 8/5)
[847991] ['1/6', '3/5', '5/2', '8/5', '8/7'] -> ((((5/2 + 8/5) - 3/5) / 1/6) * 8/7)
[848006] ['1/6', '3/5', '5/2', '8/9', '9/2'] -> ((((1/6 + 5/2) / 3/5) + 8/9) * 9/2)
[848011] ['1/6', '3/5', '5/2', '9/2', '9/2'] -> (((1/6 + (5/2 / 3/5)) * 9/2) + 9/2)
[848030] ['1/6', '3/5', '5/3', '5/3', '5/8'] -> ((((5/3 / 1/6) / 3/5) - 5/3) / 5/8)
[848046] ['1/6', '3/5', '5/3', '5/3', '9/4'] -> ((((5/3 - 3/5) * 5/3) / 1/6) * 9/4)
[848047] ['1/6', '3/5', '5/3', '5/3', '9/5'] -> (((5/3 + 5/3) / 1/6) * (9/5 - 3/5))
[848054] ['1/6', '3/5', '5/3', '5/4', '5/9'] -> ((((5/3 / 1/6) / 3/5) / 5/4) / 5/9)
[848055] ['1/6', '3/5', '5/3', '5/4', '6/5'] -> (6/5 / (((5/4 - 1/6) / 5/3) - 3/5))
[848070] ['1/6', '3/5', '5/3', '5/4', '9/5'] -> ((((5/3 / 1/6) / 3/5) / 5/4) * 9/5)
[848073] ['1/6', '3/5', '5/3', '5/6', '5/6'] -> ((((5/3 / 1/6) / 3/5) / 5/6) / 5/6)
[848077] ['1/6', '3/5', '5/3', '5/6', '6/5'] -> ((((5/3 / 1/6) / 3/5) / 5/6) * 6/5)
[848080] ['1/6', '3/5', '5/3', '5/6', '7/3'] -> ((((5/3 / 3/5) + 5/6) / 1/6) + 7/3)
[848090] ['1/6', '3/5', '5/3', '5/6', '9/2'] -> ((((5/3 - 3/5) * 5/6) / 1/6) * 9/2)
[848095] ['1/6', '3/5', '5/3', '5/7', '5/7'] -> (((5/3 + (5/7 / 3/5)) / 1/6) / 5/7)
[848101] ['1/6', '3/5', '5/3', '5/7', '7/3'] -> ((((3/5 * 5/3) + 5/7) / 1/6) * 7/3)
[848103] ['1/6', '3/5', '5/3', '5/7', '7/5'] -> (7/5 / (1/6 / (5/3 + (5/7 / 3/5))))
[848109] ['1/6', '3/5', '5/3', '5/7', '8/7'] -> (8/7 / (1/6 * ((3/5 * 5/3) - 5/7)))
[848133] ['1/6', '3/5', '5/3', '5/8', '9/5'] -> (9/5 / ((1/6 / 5/3) + (3/5 - 5/8)))
[848136] ['1/6', '3/5', '5/3', '5/9', '5/9'] -> ((((5/3 / 3/5) - 5/9) / 1/6) / 5/9)
[848137] ['1/6', '3/5', '5/3', '5/9', '6/5'] -> ((((5/3 / 3/5) + 5/9) / 1/6) * 6/5)
[848146] ['1/6', '3/5', '5/3', '5/9', '8/3'] -> (8/3 / ((1/6 * 3/5) * (5/3 - 5/9)))
[848152] ['1/6', '3/5', '5/3', '5/9', '9/5'] -> ((((5/3 / 3/5) - 5/9) / 1/6) * 9/5)
[848155] ['1/6', '3/5', '5/3', '6/5', '6/5'] -> ((((5/3 * 6/5) / 1/6) / 3/5) * 6/5)
[848163] ['1/6', '3/5', '5/3', '6/5', '7/9'] -> ((((5/3 / 1/6) + 6/5) / 3/5) / 7/9)
[848168] ['1/6', '3/5', '5/3', '6/5', '9/2'] -> ((((5/3 - 3/5) / 1/6) / 6/5) * 9/2)
[848171] ['1/6', '3/5', '5/3', '6/5', '9/7'] -> ((((5/3 / 1/6) + 6/5) / 3/5) * 9/7)
[848193] ['1/6', '3/5', '5/3', '7/2', '7/5'] -> (((5/3 + (3/5 * 7/2)) / 1/6) + 7/5)
[848197] ['1/6', '3/5', '5/3', '7/2', '8/3'] -> ((((7/2 / 5/3) - 3/5) / 1/6) * 8/3)
[848200] ['1/6', '3/5', '5/3', '7/2', '8/9'] -> ((((3/5 * 5/3) + 7/2) / 1/6) * 8/9)
[848205] ['1/6', '3/5', '5/3', '7/2', '9/8'] -> ((((3/5 * 5/3) + 7/2) / 1/6) / 9/8)
[848212] ['1/6', '3/5', '5/3', '7/3', '8/3'] -> ((3/5 + ((7/3 / 1/6) / 5/3)) * 8/3)
[848218] ['1/6', '3/5', '5/3', '7/3', '9/5'] -> ((((7/3 / 3/5) - 5/3) / 1/6) * 9/5)
[848239] ['1/6', '3/5', '5/3', '7/5', '8/3'] -> (8/3 / (1/6 * ((7/5 / 3/5) - 5/3)))
[848244] ['1/6', '3/5', '5/3', '7/5', '9/4'] -> (((3/5 + 5/3) + (7/5 / 1/6)) * 9/4)
[848256] ['1/6', '3/5', '5/3', '7/6', '9/4'] -> ((5/3 * ((7/6 / 1/6) - 3/5)) * 9/4)
[848257] ['1/6', '3/5', '5/3', '7/6', '9/5'] -> ((5/3 + ((7/6 / 1/6) / 3/5)) * 9/5)
[848266] ['1/6', '3/5', '5/3', '7/8', '9/2'] -> (9/2 / (1/6 * (3/5 + (7/8 / 5/3))))
[848275] ['1/6', '3/5', '5/3', '7/9', '8/9'] -> (8/9 / (1/6 * ((3/5 * 5/3) - 7/9)))
[848277] ['1/6', '3/5', '5/3', '7/9', '9/4'] -> ((((3/5 * 5/3) + 7/9) / 1/6) * 9/4)
[848280] ['1/6', '3/5', '5/3', '7/9', '9/8'] -> (9/8 / (1/6 / ((5/3 / 3/5) + 7/9)))
[848281] ['1/6', '3/5', '5/3', '8/3', '8/3'] -> ((((8/3 / 1/6) / 5/3) - 3/5) * 8/3)
[848285] ['1/6', '3/5', '5/3', '8/3', '9/2'] -> ((8/3 / (3/5 - (1/6 / 5/3))) * 9/2)
[848290] ['1/6', '3/5', '5/3', '8/5', '8/5'] -> ((5/3 * ((8/5 / 1/6) - 3/5)) * 8/5)
[848311] ['1/6', '3/5', '5/3', '9/2', '9/2'] -> ((((3/5 * 5/3) + 9/2) - 1/6) * 9/2)
[848313] ['1/6', '3/5', '5/3', '9/2', '9/5'] -> (((3/5 * (5/3 + 9/2)) / 1/6) + 9/5)
[848322] ['1/6', '3/5', '5/3', '9/5', '9/8'] -> (((3/5 / (9/5 - 5/3)) / 1/6) / 9/8)
[848327] ['1/6', '3/5', '5/4', '5/4', '5/6'] -> ((((5/4 / 3/5) + 5/4) / 1/6) / 5/6)
[848331] ['1/6', '3/5', '5/4', '5/4', '6/5'] -> ((((5/4 / 3/5) + 5/4) / 1/6) * 6/5)
[848340] ['1/6', '3/5', '5/4', '5/4', '8/3'] -> (((3/5 * (5/4 + 5/4)) / 1/6) * 8/3)
[848341] ['1/6', '3/5', '5/4', '5/4', '8/5'] -> ((8/5 / 1/6) / ((5/4 / 5/4) - 3/5))
[848351] ['1/6', '3/5', '5/4', '5/6', '5/8'] -> ((((5/4 / 1/6) / 3/5) / 5/6) / 5/8)
[848359] ['1/6', '3/5', '5/4', '5/6', '7/6'] -> (7/6 / ((1/6 * 5/4) * (5/6 - 3/5)))
[848366] ['1/6', '3/5', '5/4', '5/6', '9/2'] -> ((((3/5 * 5/4) / 1/6) + 5/6) * 9/2)
[848368] ['1/6', '3/5', '5/4', '5/6', '9/5'] -> ((((5/4 / 1/6) / 3/5) + 5/6) * 9/5)
[848390] ['1/6', '3/5', '5/4', '5/7', '9/7'] -> (9/7 / ((1/6 * 3/5) * (5/4 - 5/7)))
[848394] ['1/6', '3/5', '5/4', '5/8', '6/5'] -> ((((5/4 / 1/6) / 3/5) / 5/8) * 6/5)
[848396] ['1/6', '3/5', '5/4', '5/8', '7/2'] -> (7/2 / (1/6 * (5/4 - (3/5 * 5/8))))
[848404] ['1/6', '3/5', '5/4', '5/8', '8/5'] -> (8/5 / ((1/6 + (5/8 / 5/4)) - 3/5))
[848421] ['1/6', '3/5', '5/4', '5/9', '7/9'] -> (7/9 / (1/6 * ((3/5 * 5/4) - 5/9)))
[848431] ['1/6', '3/5', '5/4', '6/5', '6/5'] -> (6/5 / (((1/6 * 3/5) + 6/5) - 5/4))
[848441] ['1/6', '3/5', '5/4', '6/5', '8/5'] -> ((((5/4 * 6/5) / 1/6) / 3/5) * 8/5)
[848444] ['1/6', '3/5', '5/4', '6/5', '9/2'] -> (((5/4 + (6/5 / 3/5)) / 1/6) + 9/2)
[848446] ['1/6', '3/5', '5/4', '6/5', '9/5'] -> (9/5 / (1/6 * (6/5 - (3/5 * 5/4))))
[848450] ['1/6', '3/5', '5/4', '6/7', '7/2'] -> (7/2 / (((1/6 * 3/5) * 5/4) / 6/7))
[848464] ['1/6', '3/5', '5/4', '6/7', '9/7'] -> (9/7 / ((1/6 * 5/4) * (6/7 - 3/5)))
[848470] ['1/6', '3/5', '5/4', '7/2', '7/6'] -> ((((7/2 / 1/6) / 3/5) / 5/4) / 7/6)
[848473] ['1/6', '3/5', '5/4', '7/2', '8/3'] -> ((((5/4 / 1/6) / 3/5) - 7/2) * 8/3)
[848474] ['1/6', '3/5', '5/4', '7/2', '8/5'] -> (8/5 / ((5/4 - (1/6 * 7/2)) - 3/5))
[848475] ['1/6', '3/5', '5/4', '7/2', '8/7'] -> (8/7 / (((3/5 * 5/4) / 7/2) - 1/6))
[848476] ['1/6', '3/5', '5/4', '7/2', '8/9'] -> ((5/4 * (3/5 + (7/2 / 1/6))) * 8/9)
[848477] ['1/6', '3/5', '5/4', '7/2', '9/2'] -> ((5/4 * ((1/6 + 3/5) + 7/2)) * 9/2)
[848479] ['1/6', '3/5', '5/4', '7/2', '9/5'] -> (((5/4 / 1/6) + (7/2 / 3/5)) * 9/5)
[848481] ['1/6', '3/5', '5/4', '7/2', '9/8'] -> ((5/4 * (3/5 + (7/2 / 1/6))) / 9/8)
[848495] ['1/6', '3/5', '5/4', '7/3', '9/7'] -> (9/7 / (((1/6 * 3/5) * 5/4) / 7/3))
[848502] ['1/6', '3/5', '5/4', '7/4', '8/3'] -> ((3/5 + ((7/4 / 1/6) / 5/4)) * 8/3)
[848516] ['1/6', '3/5', '5/4', '7/5', '8/5'] -> (((3/5 + 7/5) / (1/6 / 5/4)) * 8/5)
[848519] ['1/6', '3/5', '5/4', '7/5', '9/2'] -> ((((3/5 + 5/4) + 7/5) / 1/6) + 9/2)
[848521] ['1/6', '3/5', '5/4', '7/5', '9/5'] -> (9/5 / (1/6 * ((3/5 + 5/4) - 7/5)))
[848531] ['1/6', '3/5', '5/4', '7/6', '9/2'] -> ((((5/4 / 3/5) + 7/6) / 1/6) + 9/2)
[848533] ['1/6', '3/5', '5/4', '7/6', '9/5'] -> (((3/5 / (5/4 - 7/6)) / 1/6) / 9/5)
[848551] ['1/6', '3/5', '5/4', '7/9', '8/9'] -> (8/9 / ((1/6 * 5/4) * (7/9 - 3/5)))
[848565] ['1/6', '3/5', '5/4', '8/3', '9/8'] -> (9/8 / (((1/6 * 3/5) * 5/4) / 8/3))
[848587] ['1/6', '3/5', '5/4', '9/2', '9/2'] -> (9/2 / (5/4 * ((1/6 * 9/2) - 3/5)))
[848588] ['1/6', '3/5', '5/4', '9/2', '9/4'] -> (((9/2 / 1/6) - (3/5 * 5/4)) - 9/4)
[848605] ['1/6', '3/5', '5/6', '5/6', '5/9'] -> ((((5/6 / 3/5) + 5/6) / 1/6) / 5/9)
[848612] ['1/6', '3/5', '5/6', '5/6', '7/6'] -> (((5/6 + 7/6) / 1/6) / (3/5 * 5/6))
[848614] ['1/6', '3/5', '5/6', '5/6', '7/9'] -> ((7/9 / 1/6) / ((5/6 - 3/5) * 5/6))
[848619] ['1/6', '3/5', '5/6', '5/6', '9/2'] -> ((1/6 + 9/2) / ((5/6 - 3/5) * 5/6))
[848628] ['1/6', '3/5', '5/6', '5/7', '6/7'] -> (6/7 / (1/6 * (5/7 - (3/5 * 5/6))))
[848646] ['1/6', '3/5', '5/6', '5/8', '5/9'] -> ((((5/6 / 1/6) / 3/5) / 5/8) / 5/9)
[848662] ['1/6', '3/5', '5/6', '5/8', '9/5'] -> ((((5/6 / 1/6) / 3/5) / 5/8) * 9/5)
[848679] ['1/6', '3/5', '5/6', '5/9', '9/2'] -> (((5/6 / 1/6) + (3/5 * 5/9)) * 9/2)
[848692] ['1/6', '3/5', '5/6', '6/5', '7/9'] -> (((6/5 / (5/6 - 3/5)) / 1/6) * 7/9)
[848693] ['1/6', '3/5', '5/6', '6/5', '8/3'] -> (((3/5 + 6/5) / (1/6 / 5/6)) * 8/3)
[848700] ['1/6', '3/5', '5/6', '6/5', '9/7'] -> (((6/5 / (5/6 - 3/5)) / 1/6) / 9/7)
[848702] ['1/6', '3/5', '5/6', '6/7', '6/7'] -> (6/7 / ((1/6 * 5/6) * (6/7 - 3/5)))
[848704] ['1/6', '3/5', '5/6', '6/7', '7/3'] -> ((((6/7 / 1/6) / 3/5) / 5/6) * 7/3)
[848712] ['1/6', '3/5', '5/6', '6/7', '8/7'] -> (8/7 / ((5/6 * (6/7 - 3/5)) - 1/6))
[848721] ['1/6', '3/5', '5/6', '7/2', '7/4'] -> ((((7/2 / 1/6) / 3/5) / 5/6) / 7/4)
[848722] ['1/6', '3/5', '5/6', '7/2', '7/5'] -> (7/5 / ((3/5 / (7/2 - 5/6)) - 1/6))
[848726] ['1/6', '3/5', '5/6', '7/2', '8/3'] -> ((((7/2 - 5/6) / 1/6) / 3/5) - 8/3)
[848737] ['1/6', '3/5', '5/6', '7/3', '7/5'] -> ((((3/5 + 5/6) + 7/3) / 1/6) + 7/5)
[848738] ['1/6', '3/5', '5/6', '7/3', '7/6'] -> ((((7/3 / 1/6) / 3/5) / 5/6) / 7/6)
[848741] ['1/6', '3/5', '5/6', '7/3', '8/3'] -> (8/3 / ((3/5 * 5/6) - (1/6 * 7/3)))
[848743] ['1/6', '3/5', '5/6', '7/3', '8/7'] -> (8/7 / (((3/5 * 5/6) / 7/3) - 1/6))
[848745] ['1/6', '3/5', '5/6', '7/3', '9/2'] -> ((((3/5 * 5/6) / 1/6) + 7/3) * 9/2)
[848746] ['1/6', '3/5', '5/6', '7/3', '9/4'] -> ((((5/6 / 1/6) / 3/5) + 7/3) * 9/4)
[848751] ['1/6', '3/5', '5/6', '7/4', '7/5'] -> (7/5 / ((1/6 * 7/4) - (5/6 - 3/5)))
[848753] ['1/6', '3/5', '5/6', '7/4', '7/8'] -> ((((7/4 / 1/6) / 3/5) / 5/6) / 7/8)
[848755] ['1/6', '3/5', '5/6', '7/4', '8/3'] -> ((((7/4 / 5/6) - 3/5) / 1/6) * 8/3)
[848757] ['1/6', '3/5', '5/6', '7/4', '8/7'] -> ((((7/4 / 1/6) / 3/5) / 5/6) * 8/7)
[848760] ['1/6', '3/5', '5/6', '7/4', '9/4'] -> ((7/4 / ((5/6 - 1/6) - 3/5)) - 9/4)
[848766] ['1/6', '3/5', '5/6', '7/5', '7/8'] -> ((7/5 / ((5/6 - 1/6) - 3/5)) / 7/8)
[848769] ['1/6', '3/5', '5/6', '7/5', '8/5'] -> ((1/6 / (7/5 - (5/6 / 3/5))) * 8/5)
[848770] ['1/6', '3/5', '5/6', '7/5', '8/7'] -> ((7/5 / ((5/6 - 1/6) - 3/5)) * 8/7)
[848773] ['1/6', '3/5', '5/6', '7/5', '9/4'] -> ((((5/6 / 1/6) + 7/5) / 3/5) * 9/4)
[848783] ['1/6', '3/5', '5/6', '7/6', '8/9'] -> (8/9 / (1/6 * ((5/6 / 3/5) - 7/6)))
[848784] ['1/6', '3/5', '5/6', '7/6', '9/2'] -> ((5/6 * ((7/6 / 1/6) - 3/5)) * 9/2)
[848801] ['1/6', '3/5', '5/6', '7/9', '8/3'] -> (8/3 / ((7/9 - (3/5 * 5/6)) - 1/6))
[848802] ['1/6', '3/5', '5/6', '7/9', '8/5'] -> (8/5 / (3/5 * ((1/6 + 7/9) - 5/6)))
[848811] ['1/6', '3/5', '5/6', '8/3', '8/5'] -> (8/5 / (3/5 - ((1/6 * 8/3) / 5/6)))
[848819] ['1/6', '3/5', '5/6', '8/5', '8/5'] -> (8/5 / (((1/6 + 5/6) / 3/5) - 8/5))
[848820] ['1/6', '3/5', '5/6', '8/5', '8/7'] -> (((5/6 + (8/5 / 3/5)) / 1/6) * 8/7)
[848824] ['1/6', '3/5', '5/6', '8/5', '9/5'] -> ((((5/6 * 8/5) / 1/6) / 3/5) * 9/5)
[848827] ['1/6', '3/5', '5/6', '8/7', '8/7'] -> (8/7 / (5/6 - (3/5 * (1/6 + 8/7))))
[848836] ['1/6', '3/5', '5/6', '8/9', '9/4'] -> ((((8/9 / 1/6) / 3/5) / 5/6) * 9/4)
[848837] ['1/6', '3/5', '5/6', '8/9', '9/5'] -> ((8/9 / ((5/6 - 1/6) - 3/5)) * 9/5)
[848843] ['1/6', '3/5', '5/6', '9/2', '9/7'] -> (9/7 / (1/6 / (9/2 - (5/6 / 3/5))))
[848848] ['1/6', '3/5', '5/6', '9/4', '9/8'] -> ((((9/4 / 1/6) / 3/5) / 5/6) / 9/8)
[848851] ['1/6', '3/5', '5/6', '9/5', '9/8'] -> ((9/5 / ((5/6 - 1/6) - 3/5)) / 9/8)
[848860] ['1/6', '3/5', '5/7', '5/7', '7/2'] -> ((((3/5 * 5/7) + 5/7) / 1/6) * 7/2)
[848868] ['1/6', '3/5', '5/7', '5/7', '8/5'] -> ((8/5 / 1/6) / ((5/7 / 5/7) - 3/5))
[848869] ['1/6', '3/5', '5/7', '5/7', '8/7'] -> ((8/7 / 1/6) / (5/7 - (3/5 * 5/7)))
[848880] ['1/6', '3/5', '5/7', '5/8', '7/2'] -> (7/2 / ((1/6 * 5/7) * (3/5 + 5/8)))
[848916] ['1/6', '3/5', '5/7', '6/5', '6/7'] -> (6/7 / (1/6 * (5/7 - (3/5 / 6/5))))
[848926] ['1/6', '3/5', '5/7', '6/5', '8/7'] -> (8/7 / ((5/7 - (3/5 / 6/5)) - 1/6))
[848942] ['1/6', '3/5', '5/7', '6/7', '8/5'] -> (8/5 / (((5/7 / 6/7) - 1/6) - 3/5))
[848954] ['1/6', '3/5', '5/7', '7/2', '7/6'] -> (((7/2 / 1/6) - (3/5 * 5/7)) * 7/6)
[848957] ['1/6', '3/5', '5/7', '7/2', '8/3'] -> ((((3/5 * 5/7) * 7/2) / 1/6) * 8/3)
[848961] ['1/6', '3/5', '5/7', '7/2', '9/2'] -> (((3/5 + (7/2 / 5/7)) - 1/6) * 9/2)
[848995] ['1/6', '3/5', '5/7', '7/5', '7/5'] -> (7/5 / ((1/6 / (5/7 - 3/5)) - 7/5))
[849000] ['1/6', '3/5', '5/7', '7/5', '8/5'] -> (8/5 / (1/6 * ((5/7 * 7/5) - 3/5)))
[849001] ['1/6', '3/5', '5/7', '7/5', '8/7'] -> (8/7 / (1/6 * (5/7 - (3/5 / 7/5))))
[849012] ['1/6', '3/5', '5/7', '7/6', '8/5'] -> (8/5 / (((5/7 * 7/6) - 1/6) - 3/5))
[849041] ['1/6', '3/5', '5/7', '8/3', '8/3'] -> (8/3 / (5/7 * (3/5 - (1/6 * 8/3))))
[849050] ['1/6', '3/5', '5/7', '8/5', '8/5'] -> ((((8/5 / 1/6) / 3/5) / 5/7) + 8/5)
[849051] ['1/6', '3/5', '5/7', '8/5', '8/7'] -> (8/7 / (1/6 * ((8/5 - 3/5) - 5/7)))
[849071] ['1/6', '3/5', '5/7', '9/2', '9/2'] -> (((1/6 / 5/7) + (3/5 + 9/2)) * 9/2)
[849072] ['1/6', '3/5', '5/7', '9/2', '9/4'] -> ((1/6 + ((9/2 / 3/5) / 5/7)) * 9/4)
[849077] ['1/6', '3/5', '5/7', '9/4', '9/5'] -> (9/5 / (3/5 - ((1/6 * 9/4) / 5/7)))
[849078] ['1/6', '3/5', '5/7', '9/4', '9/7'] -> (9/7 / ((3/5 * 5/7) - (1/6 * 9/4)))
[849090] ['1/6', '3/5', '5/8', '5/8', '7/2'] -> (7/2 / (5/8 - ((1/6 + 3/5) * 5/8)))
[849095] ['1/6', '3/5', '5/8', '5/8', '7/8'] -> ((5/8 / (5/8 - 3/5)) / (1/6 + 7/8))
[849098] ['1/6', '3/5', '5/8', '5/8', '8/5'] -> ((8/5 / 1/6) / ((5/8 / 5/8) - 3/5))
[849102] ['1/6', '3/5', '5/8', '5/8', '9/4'] -> (((1/6 / (5/8 - 3/5)) / 5/8) * 9/4)
[849106] ['1/6', '3/5', '5/8', '5/9', '5/9'] -> (5/9 / (((5/9 - 1/6) / 3/5) - 5/8))
[849109] ['1/6', '3/5', '5/8', '5/9', '7/2'] -> (7/2 / ((3/5 * 5/8) * (5/9 - 1/6)))
[849112] ['1/6', '3/5', '5/8', '5/9', '7/5'] -> (7/5 / (3/5 * ((1/6 + 5/9) - 5/8)))
