[194261] ['1/2', '5/2', '8/7', '9/4', '9/4'] -> (9/4 / (5/2 - ((1/2 + 9/4) / 8/7)))
[219470] ['1/3', '1/3', '2/5', '5/9', '7/3'] -> ((1/3 + 7/3) / (1/3 - (2/5 * 5/9)))
[219477] ['1/3', '1/3', '2/5', '5/9', '8/5'] -> ((8/5 / 1/3) / ((1/3 / 5/9) - 2/5))
[219480] ['1/3', '1/3', '2/5', '5/9', '9/2'] -> (((1/3 / 2/5) + 9/2) / (5/9 - 1/3))
[219496] ['1/3', '1/3', '2/5', '6/5', '8/7'] -> ((1/3 * 6/5) / ((2/5 / 8/7) - 1/3))
[219497] ['1/3', '1/3', '2/5', '6/5', '8/9'] -> ((((6/5 / 1/3) / 1/3) / 2/5) * 8/9)
[219499] ['1/3', '1/3', '2/5', '6/5', '9/4'] -> (((6/5 / (2/5 - 1/3)) / 1/3) / 9/4)
[219550] ['1/3', '1/3', '2/5', '7/3', '9/8'] -> ((7/3 / (2/5 - 1/3)) / (1/3 + 9/8))
[219565] ['1/3', '1/3', '2/5', '7/5', '7/5'] -> ((((7/5 + 7/5) / 1/3) - 2/5) / 1/3)
[219568] ['1/3', '1/3', '2/5', '7/5', '7/9'] -> ((1/3 - 7/5) / ((1/3 + 2/5) - 7/9))
[219570] ['1/3', '1/3', '2/5', '7/5', '8/5'] -> ((8/5 / 1/3) / (7/5 - (2/5 / 1/3)))
[219573] ['1/3', '1/3', '2/5', '7/5', '9/2'] -> (((7/5 / 1/3) / 2/5) + (9/2 / 1/3))
[219586] ['1/3', '1/3', '2/5', '7/6', '9/4'] -> ((((7/6 / 1/3) / 1/3) / 2/5) - 9/4)
[219602] ['1/3', '1/3', '2/5', '7/9', '8/3'] -> (8/3 / ((2/5 * (1/3 + 7/9)) - 1/3))
[219603] ['1/3', '1/3', '2/5', '7/9', '8/5'] -> ((1/3 * 8/5) / (1/3 - (2/5 * 7/9)))
[219612] ['1/3', '1/3', '2/5', '8/3', '8/5'] -> (8/5 / ((2/5 * 8/3) - (1/3 / 1/3)))
[219613] ['1/3', '1/3', '2/5', '8/3', '8/7'] -> (((1/3 + (8/3 / 2/5)) / 1/3) * 8/7)
[219615] ['1/3', '1/3', '2/5', '8/3', '9/2'] -> ((8/3 / ((1/3 / 2/5) - 1/3)) * 9/2)
[219622] ['1/3', '1/3', '2/5', '8/5', '8/9'] -> ((1/3 * 8/5) / ((2/5 * 8/9) - 1/3))
[219623] ['1/3', '1/3', '2/5', '8/5', '9/2'] -> (9/2 / (((1/3 / 2/5) / 8/5) - 1/3))
[219638] ['1/3', '1/3', '2/5', '8/9', '9/5'] -> ((1/3 * 9/5) / (2/5 - (1/3 / 8/9)))
[219656] ['1/3', '1/3', '2/7', '2/7', '2/7'] -> (((2/7 / 1/3) + 2/7) / (1/3 - 2/7))
[219672] ['1/3', '1/3', '2/7', '2/7', '5/8'] -> ((2/7 / ((1/3 + 1/3) - 5/8)) / 2/7)
[219673] ['1/3', '1/3', '2/7', '2/7', '5/9'] -> (2/7 / (1/3 - (2/7 / (1/3 + 5/9))))
[219675] ['1/3', '1/3', '2/7', '2/7', '6/7'] -> ((((6/7 / 1/3) - 2/7) / 1/3) / 2/7)
[219686] ['1/3', '1/3', '2/7', '2/7', '8/9'] -> ((2/7 / ((1/3 / 8/9) - 1/3)) / 2/7)
[219691] ['1/3', '1/3', '2/7', '2/7', '9/8'] -> ((2/7 / ((1/3 * 9/8) - 1/3)) / 2/7)
[219693] ['1/3', '1/3', '2/7', '2/9', '3/2'] -> (((1/3 / 2/7) + 3/2) / (1/3 - 2/9))
[219696] ['1/3', '1/3', '2/7', '2/9', '3/7'] -> (((1/3 + 3/7) / 2/7) / (1/3 - 2/9))
[219703] ['1/3', '1/3', '2/7', '2/9', '5/3'] -> (((1/3 / (1/3 - 2/7)) - 5/3) / 2/9)
[219718] ['1/3', '1/3', '2/7', '2/9', '8/3'] -> (8/3 / (((2/9 / 2/7) - 1/3) - 1/3))
[219725] ['1/3', '1/3', '2/7', '2/9', '9/7'] -> ((((1/3 + 9/7) / 2/7) - 1/3) / 2/9)
[219730] ['1/3', '1/3', '2/7', '3/2', '3/7'] -> ((1/3 + 3/7) / ((1/3 - 2/7) / 3/2))
[219734] ['1/3', '1/3', '2/7', '3/2', '4/7'] -> (((4/7 / (1/3 - 2/7)) / 1/3) / 3/2)
[219735] ['1/3', '1/3', '2/7', '3/2', '4/9'] -> (((1/3 / 2/7) + 3/2) / (4/9 - 1/3))
[219736] ['1/3', '1/3', '2/7', '3/2', '5/2'] -> ((3/2 / (1/3 - 2/7)) - (5/2 / 1/3))
[219740] ['1/3', '1/3', '2/7', '3/2', '5/7'] -> (3/2 + (((5/7 / 1/3) / 1/3) / 2/7))
[219746] ['1/3', '1/3', '2/7', '3/2', '7/3'] -> (((7/3 / 1/3) / 2/7) - (1/3 * 3/2))
[219749] ['1/3', '1/3', '2/7', '3/2', '7/6'] -> ((7/6 / (1/3 - 2/7)) - (1/3 * 3/2))
[219764] ['1/3', '1/3', '2/7', '3/4', '3/8'] -> ((((3/4 / 1/3) / 1/3) / 2/7) + 3/8)
[219769] ['1/3', '1/3', '2/7', '3/4', '5/2'] -> (((5/2 / 1/3) / 2/7) - (3/4 / 1/3))
[219818] ['1/3', '1/3', '2/7', '3/5', '8/5'] -> (8/5 / (1/3 - (2/7 * (1/3 + 3/5))))
[219819] ['1/3', '1/3', '2/7', '3/5', '8/7'] -> ((8/7 / 1/3) / ((2/7 / 3/5) - 1/3))
[219831] ['1/3', '1/3', '2/7', '3/7', '4/9'] -> (((1/3 + 3/7) / 2/7) / (4/9 - 1/3))
[219832] ['1/3', '1/3', '2/7', '3/7', '5/2'] -> ((3/7 / 2/7) + ((5/2 / 1/3) / 1/3))
[219833] ['1/3', '1/3', '2/7', '3/7', '5/3'] -> (((1/3 + 2/7) + 5/3) / (3/7 - 1/3))
[219837] ['1/3', '1/3', '2/7', '3/7', '5/8'] -> ((1/3 * 3/7) / ((5/8 - 1/3) - 2/7))
[219846] ['1/3', '1/3', '2/7', '3/7', '7/8'] -> ((1/3 * 3/7) / ((1/3 * 7/8) - 2/7))
[219856] ['1/3', '1/3', '2/7', '3/7', '9/8'] -> (((3/7 / (1/3 - 2/7)) / 1/3) / 9/8)
[219862] ['1/3', '1/3', '2/7', '3/8', '5/2'] -> (5/2 / (((1/3 * 3/8) / 2/7) - 1/3))
[219871] ['1/3', '1/3', '2/7', '3/8', '7/2'] -> ((((2/7 / 1/3) / 1/3) / 3/8) * 7/2)
[219877] ['1/3', '1/3', '2/7', '3/8', '7/9'] -> (((1/3 / (1/3 - 2/7)) / 3/8) / 7/9)
[219880] ['1/3', '1/3', '2/7', '3/8', '8/7'] -> (((1/3 / 1/3) + 8/7) / (3/8 - 2/7))
[219894] ['1/3', '1/3', '2/7', '4/3', '5/6'] -> ((4/3 / (1/3 - 2/7)) / (1/3 + 5/6))
[219896] ['1/3', '1/3', '2/7', '4/3', '5/8'] -> (((1/3 + (4/3 / 2/7)) / 1/3) / 5/8)
[219900] ['1/3', '1/3', '2/7', '4/3', '7/2'] -> (((4/3 / (1/3 - 2/7)) / 1/3) / 7/2)
[219906] ['1/3', '1/3', '2/7', '4/3', '7/9'] -> (4/3 / (((1/3 / 2/7) - 1/3) - 7/9))
[219907] ['1/3', '1/3', '2/7', '4/3', '8/3'] -> (((8/3 / 1/3) / 2/7) - (4/3 / 1/3))
[219908] ['1/3', '1/3', '2/7', '4/3', '8/5'] -> (((1/3 + (4/3 / 2/7)) / 1/3) * 8/5)
[219910] ['1/3', '1/3', '2/7', '4/3', '8/9'] -> (4/3 / ((1/3 + 8/9) - (1/3 / 2/7)))
[219911] ['1/3', '1/3', '2/7', '4/3', '9/2'] -> (((1/3 + 1/3) + (4/3 / 2/7)) * 9/2)
[219916] ['1/3', '1/3', '2/7', '4/5', '4/5'] -> (4/5 / (((1/3 / 2/7) - 1/3) - 4/5))
[219917] ['1/3', '1/3', '2/7', '4/5', '4/7'] -> ((4/7 / 2/7) / ((1/3 / 4/5) - 1/3))
[219926] ['1/3', '1/3', '2/7', '4/5', '6/5'] -> ((((4/5 / 1/3) / 1/3) / 2/7) - 6/5)
[219945] ['1/3', '1/3', '2/7', '4/7', '4/9'] -> (4/7 / ((1/3 + 1/3) - (2/7 / 4/9)))
[219946] ['1/3', '1/3', '2/7', '4/7', '5/2'] -> (4/7 / ((2/7 / 1/3) - (1/3 * 5/2)))
[219947] ['1/3', '1/3', '2/7', '4/7', '5/3'] -> ((1/3 + 5/3) / ((1/3 - 2/7) / 4/7))
[219948] ['1/3', '1/3', '2/7', '4/7', '5/4'] -> ((4/7 / 2/7) / ((1/3 * 5/4) - 1/3))
[219953] ['1/3', '1/3', '2/7', '4/7', '6/5'] -> ((1/3 * 4/7) / (2/7 - (1/3 / 6/5)))
[219959] ['1/3', '1/3', '2/7', '4/7', '7/6'] -> (4/7 / ((1/3 + (2/7 / 1/3)) - 7/6))
[219985] ['1/3', '1/3', '2/7', '4/9', '7/6'] -> (((4/9 / (1/3 - 2/7)) / 1/3) / 7/6)
[219991] ['1/3', '1/3', '2/7', '4/9', '8/9'] -> ((8/9 / (1/3 - 2/7)) / (1/3 + 4/9))
[220015] ['1/3', '1/3', '2/7', '5/2', '8/7'] -> (8/7 / (((2/7 * 5/2) - 1/3) - 1/3))
[220026] ['1/3', '1/3', '2/7', '5/3', '5/8'] -> (((1/3 + 5/3) / 2/7) / (5/8 - 1/3))
[220030] ['1/3', '1/3', '2/7', '5/3', '7/2'] -> ((((1/3 + 2/7) + 5/3) / 1/3) * 7/2)
[220032] ['1/3', '1/3', '2/7', '5/3', '7/4'] -> (((1/3 + 5/3) / (1/3 - 2/7)) / 7/4)
[220035] ['1/3', '1/3', '2/7', '5/3', '7/8'] -> ((((1/3 + 5/3) / 1/3) / 2/7) / 7/8)
[220036] ['1/3', '1/3', '2/7', '5/3', '7/9'] -> (((1/3 + (5/3 / 1/3)) / 2/7) / 7/9)
[220041] ['1/3', '1/3', '2/7', '5/3', '9/2'] -> (((1/3 / (1/3 - 2/7)) - 5/3) * 9/2)
[220044] ['1/3', '1/3', '2/7', '5/3', '9/7'] -> (((1/3 + (5/3 / 1/3)) / 2/7) * 9/7)
[220045] ['1/3', '1/3', '2/7', '5/3', '9/8'] -> ((5/3 / (1/3 - 2/7)) / (1/3 + 9/8))
[220052] ['1/3', '1/3', '2/7', '5/4', '6/7'] -> (6/7 / (((1/3 / 1/3) + 2/7) - 5/4))
[220076] ['1/3', '1/3', '2/7', '5/6', '7/3'] -> (((7/3 / 1/3) / 2/7) - (5/6 - 1/3))
[220077] ['1/3', '1/3', '2/7', '5/6', '7/4'] -> ((1/3 / (2/7 - (1/3 * 5/6))) / 7/4)
[220087] ['1/3', '1/3', '2/7', '5/6', '9/4'] -> ((((5/6 / 1/3) / 1/3) / 2/7) - 9/4)
[220092] ['1/3', '1/3', '2/7', '5/7', '5/8'] -> ((2/7 + 5/7) / ((1/3 + 1/3) - 5/8))
[220095] ['1/3', '1/3', '2/7', '5/7', '6/7'] -> ((2/7 + 6/7) / ((5/7 - 1/3) - 1/3))
[220101] ['1/3', '1/3', '2/7', '5/7', '7/8'] -> ((2/7 + 5/7) / (1/3 - (1/3 * 7/8)))
[220111] ['1/3', '1/3', '2/7', '5/7', '9/8'] -> ((2/7 + 5/7) / ((1/3 * 9/8) - 1/3))
[220115] ['1/3', '1/3', '2/7', '5/8', '6/7'] -> ((6/7 / 2/7) / (1/3 - (1/3 * 5/8)))
[220116] ['1/3', '1/3', '2/7', '5/8', '7/2'] -> ((2/7 * 7/2) / ((1/3 + 1/3) - 5/8))
[220141] ['1/3', '1/3', '2/7', '5/9', '7/9'] -> (((1/3 + 5/9) / (1/3 - 2/7)) / 7/9)
[220144] ['1/3', '1/3', '2/7', '5/9', '8/7'] -> (8/7 / ((2/7 * 5/9) - (1/3 * 1/3)))
[220149] ['1/3', '1/3', '2/7', '5/9', '9/7'] -> (((1/3 + 5/9) / (1/3 - 2/7)) * 9/7)
[220155] ['1/3', '1/3', '2/7', '6/5', '7/4'] -> ((1/3 / (2/7 - (1/3 / 6/5))) / 7/4)
[220170] ['1/3', '1/3', '2/7', '6/7', '7/2'] -> ((((6/7 / 1/3) - 2/7) / 1/3) * 7/2)
[220172] ['1/3', '1/3', '2/7', '6/7', '7/4'] -> (6/7 / ((1/3 + 2/7) - (1/3 * 7/4)))
[220174] ['1/3', '1/3', '2/7', '6/7', '7/6'] -> ((2/7 + 6/7) / (1/3 - (1/3 / 7/6)))
[220178] ['1/3', '1/3', '2/7', '6/7', '8/5'] -> ((6/7 / 2/7) / (1/3 - (1/3 / 8/5)))
[220181] ['1/3', '1/3', '2/7', '6/7', '9/2'] -> ((((1/3 + 1/3) + 6/7) / 2/7) * 9/2)
[220182] ['1/3', '1/3', '2/7', '6/7', '9/4'] -> (((6/7 / (1/3 - 2/7)) / 1/3) / 9/4)
[220187] ['1/3', '1/3', '2/7', '7/2', '7/3'] -> (((2/7 + 7/3) - 1/3) / (1/3 / 7/2))
[220191] ['1/3', '1/3', '2/7', '7/2', '7/8'] -> ((2/7 * 7/2) / (1/3 - (1/3 * 7/8)))
[220196] ['1/3', '1/3', '2/7', '7/2', '8/9'] -> ((2/7 * 7/2) / ((1/3 / 8/9) - 1/3))
[220200] ['1/3', '1/3', '2/7', '7/2', '9/7'] -> ((7/2 / 1/3) + ((9/7 / 1/3) / 2/7))
[220201] ['1/3', '1/3', '2/7', '7/2', '9/8'] -> ((2/7 * 7/2) / ((1/3 * 9/8) - 1/3))
[220205] ['1/3', '1/3', '2/7', '7/3', '7/6'] -> ((((1/3 + 7/3) / 1/3) / 2/7) / 7/6)
[220206] ['1/3', '1/3', '2/7', '7/3', '7/8'] -> ((((7/3 - 1/3) / 1/3) / 2/7) / 7/8)
[220207] ['1/3', '1/3', '2/7', '7/3', '7/9'] -> ((1/3 + 7/3) / (1/3 - (2/7 * 7/9)))
[220211] ['1/3', '1/3', '2/7', '7/3', '8/9'] -> ((8/9 / (1/3 - 2/7)) / (1/3 * 7/3))
[220215] ['1/3', '1/3', '2/7', '7/3', '9/7'] -> ((1/3 + 7/3) / (1/3 - (2/7 / 9/7)))
[220241] ['1/3', '1/3', '2/7', '7/5', '9/5'] -> ((7/5 / (1/3 - 2/7)) - (9/5 / 1/3))
[220249] ['1/3', '1/3', '2/7', '7/6', '8/7'] -> ((8/7 / 2/7) / (7/6 - (1/3 / 1/3)))
[220255] ['1/3', '1/3', '2/7', '7/6', '9/8'] -> ((1/3 / 7/6) / (1/3 - (2/7 * 9/8)))
[220257] ['1/3', '1/3', '2/7', '7/8', '7/9'] -> ((1/3 / (7/8 - (2/7 / 1/3))) / 7/9)
[220270] ['1/3', '1/3', '2/7', '7/9', '8/7'] -> ((8/7 / 1/3) / ((1/3 / 7/9) - 2/7))
[220271] ['1/3', '1/3', '2/7', '7/9', '8/9'] -> ((8/9 / 1/3) / (1/3 - (2/7 * 7/9)))
[220280] ['1/3', '1/3', '2/7', '8/3', '8/9'] -> ((((8/3 / 2/7) - 1/3) / 1/3) * 8/9)
[220281] ['1/3', '1/3', '2/7', '8/3', '9/2'] -> (((1/3 + 8/3) / 2/7) + (9/2 / 1/3))
[220285] ['1/3', '1/3', '2/7', '8/3', '9/8'] -> ((((8/3 / 2/7) - 1/3) / 1/3) / 9/8)
[220292] ['1/3', '1/3', '2/7', '8/5', '9/7'] -> (9/7 / (((1/3 + 2/7) / 8/5) - 1/3))
[220307] ['1/3', '1/3', '2/7', '9/2', '9/2'] -> ((((1/3 / 2/7) + 9/2) - 1/3) * 9/2)
[220315] ['1/3', '1/3', '2/7', '9/4', '9/8'] -> (((9/4 / 1/3) / 2/7) + (1/3 * 9/8))
[220319] ['1/3', '1/3', '2/7', '9/7', '9/7'] -> ((2/7 + ((9/7 + 9/7) / 1/3)) / 1/3)
[220335] ['1/3', '1/3', '2/9', '2/9', '5/6'] -> ((((1/3 / 1/3) / 2/9) + 5/6) / 2/9)
[220337] ['1/3', '1/3', '2/9', '2/9', '5/8'] -> ((2/9 / ((1/3 + 1/3) - 5/8)) / 2/9)
[220341] ['1/3', '1/3', '2/9', '2/9', '7/2'] -> (((1/3 + (1/3 / 2/9)) + 7/2) / 2/9)
[220345] ['1/3', '1/3', '2/9', '2/9', '7/6'] -> (((1/3 / 2/9) + 7/6) / (1/3 - 2/9))
[220347] ['1/3', '1/3', '2/9', '2/9', '7/9'] -> ((1/3 + ((1/3 + 7/9) / 2/9)) / 2/9)
[220349] ['1/3', '1/3', '2/9', '2/9', '8/5'] -> (8/5 / ((2/9 / (1/3 + 2/9)) - 1/3))
[220358] ['1/3', '1/3', '2/9', '3/2', '3/4'] -> ((((1/3 + 3/2) / 1/3) / 2/9) - 3/4)
[220368] ['1/3', '1/3', '2/9', '3/2', '5/4'] -> (((3/2 / 1/3) / 2/9) + (5/4 / 1/3))
[220372] ['1/3', '1/3', '2/9', '3/2', '5/9'] -> (3/2 + (((5/9 / 1/3) / 1/3) / 2/9))
[220387] ['1/3', '1/3', '2/9', '3/2', '9/4'] -> (((1/3 + (3/2 / 1/3)) / 2/9) + 9/4)
[220394] ['1/3', '1/3', '2/9', '3/4', '3/8'] -> ((1/3 / (1/3 - (2/9 / 3/4))) / 3/8)
[220402] ['1/3', '1/3', '2/9', '3/4', '5/6'] -> (((2/9 / 1/3) / 1/3) / (5/6 - 3/4))
[220405] ['1/3', '1/3', '2/9', '3/4', '5/9'] -> ((1/3 + 5/9) / (1/3 - (2/9 / 3/4)))
[220426] ['1/3', '1/3', '2/9', '3/5', '3/8'] -> ((1/3 / ((2/9 / 3/5) - 1/3)) / 3/8)
[220431] ['1/3', '1/3', '2/9', '3/5', '5/2'] -> (((1/3 + (3/5 / 1/3)) / 2/9) * 5/2)
[220436] ['1/3', '1/3', '2/9', '3/5', '5/8'] -> ((1/3 / (2/9 - (1/3 * 3/5))) / 5/8)
[220437] ['1/3', '1/3', '2/9', '3/5', '5/9'] -> ((1/3 + 5/9) / ((2/9 / 3/5) - 1/3))
[220450] ['1/3', '1/3', '2/9', '3/5', '8/9'] -> (8/9 / (2/9 - ((1/3 * 1/3) / 3/5)))
[220456] ['1/3', '1/3', '2/9', '3/7', '3/7'] -> ((((1/3 + 3/7) / 1/3) / 2/9) / 3/7)
[220457] ['1/3', '1/3', '2/9', '3/7', '3/8'] -> ((2/9 + (1/3 / 3/7)) / (3/8 - 1/3))
[220460] ['1/3', '1/3', '2/9', '3/7', '4/7'] -> ((1/3 + 3/7) / (2/9 - (1/3 * 4/7)))
[220471] ['1/3', '1/3', '2/9', '3/7', '7/2'] -> (((1/3 + 3/7) / (1/3 - 2/9)) * 7/2)
[220472] ['1/3', '1/3', '2/9', '3/7', '7/3'] -> ((((1/3 + 3/7) / 1/3) / 2/9) * 7/3)
[220473] ['1/3', '1/3', '2/9', '3/7', '7/4'] -> ((1/3 + 3/7) / (2/9 - (1/3 / 7/4)))
[220481] ['1/3', '1/3', '2/9', '3/7', '8/9'] -> (8/9 / (((1/3 * 1/3) / 3/7) - 2/9))
[220485] ['1/3', '1/3', '2/9', '3/7', '9/7'] -> ((((1/3 / 1/3) + 9/7) / 2/9) / 3/7)
[220492] ['1/3', '1/3', '2/9', '3/8', '5/2'] -> (((1/3 / 2/9) - 5/2) / (1/3 - 3/8))
[220512] ['1/3', '1/3', '2/9', '3/8', '9/2'] -> ((((2/9 / 1/3) / 1/3) / 3/8) * 9/2)
[220515] ['1/3', '1/3', '2/9', '3/8', '9/7'] -> ((1/3 / 3/8) / ((1/3 / 9/7) - 2/9))
[220519] ['1/3', '1/3', '2/9', '4/3', '4/7'] -> ((4/3 / 2/9) / ((1/3 / 4/7) - 1/3))
[220523] ['1/3', '1/3', '2/9', '4/3', '5/4'] -> ((4/3 / 2/9) / (5/4 - (1/3 / 1/3)))
[220529] ['1/3', '1/3', '2/9', '4/3', '6/7'] -> ((4/3 / 1/3) / ((1/3 / 6/7) - 2/9))
[220530] ['1/3', '1/3', '2/9', '4/3', '7/2'] -> (4/3 / (((1/3 - 2/9) * 7/2) - 1/3))
[220532] ['1/3', '1/3', '2/9', '4/3', '7/4'] -> ((4/3 / 2/9) / ((1/3 * 7/4) - 1/3))
[220535] ['1/3', '1/3', '2/9', '4/3', '7/8'] -> ((1/3 + 4/3) / ((1/3 * 7/8) - 2/9))
[220538] ['1/3', '1/3', '2/9', '4/3', '8/5'] -> (((1/3 + 4/3) / (1/3 - 2/9)) * 8/5)
[220539] ['1/3', '1/3', '2/9', '4/3', '8/7'] -> ((1/3 + 4/3) / ((1/3 / 8/7) - 2/9))
[220556] ['1/3', '1/3', '2/9', '4/5', '6/5'] -> (4/5 / ((1/3 + 6/5) - (1/3 / 2/9)))
[220559] ['1/3', '1/3', '2/9', '4/5', '7/3'] -> (((7/3 / 1/3) - 1/3) / (2/9 / 4/5))
[220565] ['1/3', '1/3', '2/9', '4/5', '8/3'] -> (8/3 / (((1/3 + 2/9) * 4/5) - 1/3))
[220568] ['1/3', '1/3', '2/9', '4/5', '8/9'] -> (4/5 / (1/3 - (1/3 / (2/9 + 8/9))))
[220571] ['1/3', '1/3', '2/9', '4/5', '9/5'] -> ((1/3 + 9/5) / ((1/3 - 2/9) * 4/5))
[220575] ['1/3', '1/3', '2/9', '4/7', '4/9'] -> ((4/9 / 1/3) / ((2/9 / 4/7) - 1/3))
[220584] ['1/3', '1/3', '2/9', '4/7', '6/7'] -> ((((4/7 / 1/3) / 1/3) / 2/9) + 6/7)
[220590] ['1/3', '1/3', '2/9', '4/7', '7/8'] -> ((1/3 / ((4/7 - 1/3) - 2/9)) / 7/8)
[220609] ['1/3', '1/3', '2/9', '4/9', '6/5'] -> ((4/9 / 1/3) / ((1/3 / 6/5) - 2/9))
[220612] ['1/3', '1/3', '2/9', '4/9', '7/3'] -> ((1/3 + 7/3) / ((1/3 + 2/9) - 4/9))
[220617] ['1/3', '1/3', '2/9', '4/9', '7/9'] -> ((2/9 / (7/9 - (1/3 / 4/9))) / 1/3)
[220620] ['1/3', '1/3', '2/9', '4/9', '8/7'] -> (8/7 / (1/3 - (2/9 / (1/3 + 4/9))))
[220627] ['1/3', '1/3', '2/9', '5/2', '5/2'] -> (((1/3 + (5/2 / 1/3)) - 5/2) / 2/9)
[220630] ['1/3', '1/3', '2/9', '5/2', '5/6'] -> (((2/9 + (5/2 / 1/3)) / 1/3) + 5/6)
[220637] ['1/3', '1/3', '2/9', '5/2', '7/3'] -> (((7/3 / 1/3) / 2/9) - (5/2 / 1/3))
[220644] ['1/3', '1/3', '2/9', '5/2', '8/5'] -> (8/5 / (1/3 - ((2/9 / 1/3) / 5/2)))
[220649] ['1/3', '1/3', '2/9', '5/2', '9/5'] -> ((1/3 + 9/5) / (2/9 - (1/3 / 5/2)))
[220660] ['1/3', '1/3', '2/9', '5/3', '7/2'] -> (((7/2 / 1/3) / 1/3) - (5/3 / 2/9))
[220663] ['1/3', '1/3', '2/9', '5/3', '7/5'] -> (((5/3 / 1/3) / 2/9) * (7/5 - 1/3))
[220664] ['1/3', '1/3', '2/9', '5/3', '7/6'] -> (((5/3 / 1/3) / 2/9) + (1/3 + 7/6))
[220669] ['1/3', '1/3', '2/9', '5/3', '8/7'] -> ((((5/3 / 1/3) - 1/3) / 2/9) * 8/7)
[220684] ['1/3', '1/3', '2/9', '5/4', '7/3'] -> (((7/3 / 1/3) - 1/3) / (2/9 * 5/4))
[220690] ['1/3', '1/3', '2/9', '5/4', '8/3'] -> (8/3 / (((1/3 + 2/9) / 5/4) - 1/3))
[220691] ['1/3', '1/3', '2/9', '5/4', '8/5'] -> (8/5 / ((2/9 / 5/4) - (1/3 * 1/3)))
[220696] ['1/3', '1/3', '2/9', '5/4', '9/5'] -> ((1/3 + 9/5) / ((1/3 - 2/9) / 5/4))
[220699] ['1/3', '1/3', '2/9', '5/6', '5/6'] -> ((1/3 + ((5/6 + 5/6) / 1/3)) / 2/9)
[220706] ['1/3', '1/3', '2/9', '5/6', '7/3'] -> (((1/3 + 7/3) / 2/9) / (5/6 - 1/3))
[220712] ['1/3', '1/3', '2/9', '5/6', '8/3'] -> (8/3 / ((2/9 / (5/6 - 1/3)) - 1/3))
[220716] ['1/3', '1/3', '2/9', '5/6', '9/2'] -> ((((1/3 / 1/3) / 2/9) + 5/6) * 9/2)
[220717] ['1/3', '1/3', '2/9', '5/6', '9/4'] -> ((5/6 / 2/9) + ((9/4 / 1/3) / 1/3))
[220718] ['1/3', '1/3', '2/9', '5/6', '9/5'] -> (((1/3 + 9/5) / 1/3) / (2/9 / 5/6))
[220722] ['1/3', '1/3', '2/9', '5/7', '5/8'] -> ((1/3 / (1/3 - (2/9 / 5/7))) / 5/8)
[220729] ['1/3', '1/3', '2/9', '5/7', '7/5'] -> ((1/3 - 5/7) / (2/9 - (1/3 / 7/5)))
[220731] ['1/3', '1/3', '2/9', '5/7', '7/8'] -> ((1/3 / ((1/3 * 5/7) - 2/9)) / 7/8)
[220742] ['1/3', '1/3', '2/9', '5/8', '5/8'] -> ((1/3 / ((2/9 / 5/8) - 1/3)) / 5/8)
[220753] ['1/3', '1/3', '2/9', '5/8', '8/3'] -> (((1/3 + 1/3) + 8/3) / (2/9 * 5/8))
[220754] ['1/3', '1/3', '2/9', '5/8', '8/5'] -> ((1/3 * 8/5) / ((2/9 / 5/8) - 1/3))
[220757] ['1/3', '1/3', '2/9', '5/8', '9/2'] -> ((2/9 * 9/2) / ((1/3 + 1/3) - 5/8))
[220762] ['1/3', '1/3', '2/9', '5/9', '5/9'] -> ((1/3 + 5/9) / (2/9 - (1/3 * 5/9)))
[220770] ['1/3', '1/3', '2/9', '5/9', '7/8'] -> ((5/9 / 1/3) / ((1/3 * 7/8) - 2/9))
[220774] ['1/3', '1/3', '2/9', '5/9', '8/7'] -> ((5/9 / 1/3) / ((1/3 / 8/7) - 2/9))
[220778] ['1/3', '1/3', '2/9', '5/9', '9/5'] -> ((1/3 + 5/9) / (2/9 - (1/3 / 9/5)))
[220779] ['1/3', '1/3', '2/9', '5/9', '9/7'] -> ((1/3 + 5/9) / ((1/3 / 9/7) - 2/9))
[220791] ['1/3', '1/3', '2/9', '6/5', '8/5'] -> (8/5 / ((1/3 * (6/5 - 1/3)) - 2/9))
[220796] ['1/3', '1/3', '2/9', '6/5', '9/5'] -> (((1/3 + 9/5) / 1/3) / (2/9 * 6/5))
[220800] ['1/3', '1/3', '2/9', '6/7', '7/2'] -> ((((1/3 + 1/3) + 6/7) / 2/9) * 7/2)
[220824] ['1/3', '1/3', '2/9', '7/2', '8/5'] -> ((((1/3 / 2/9) + 7/2) / 1/3) * 8/5)
[220825] ['1/3', '1/3', '2/9', '7/2', '8/7'] -> (8/7 / ((1/3 * 1/3) - (2/9 / 7/2)))
[220828] ['1/3', '1/3', '2/9', '7/2', '9/4'] -> (((1/3 + 7/2) / 2/9) + (9/4 / 1/3))
[220836] ['1/3', '1/3', '2/9', '7/3', '7/8'] -> ((7/3 / (2/9 - (1/3 * 1/3))) / 7/8)
[220839] ['1/3', '1/3', '2/9', '7/3', '8/5'] -> ((((1/3 / 1/3) + 7/3) / 2/9) * 8/5)
[220845] ['1/3', '1/3', '2/9', '7/3', '9/7'] -> (((1/3 / 1/3) + 9/7) / (2/9 / 7/3))
[220854] ['1/3', '1/3', '2/9', '7/4', '8/7'] -> (8/7 / (((2/9 / 1/3) / 7/4) - 1/3))
[220855] ['1/3', '1/3', '2/9', '7/4', '8/9'] -> (((7/4 / 1/3) / 2/9) + (1/3 / 8/9))
[220863] ['1/3', '1/3', '2/9', '7/5', '7/8'] -> ((1/3 / ((1/3 / 7/5) - 2/9)) / 7/8)
