[1992828] ['4/9', '5/9', '5/9', '7/9', '8/5'] -> (8/5 / (((4/9 * 7/9) / 5/9) - 5/9))
[2021693] ['5/3', '5/3', '5/8', '7/8', '9/5'] -> (((5/3 + 5/3) * 9/5) / (7/8 - 5/8))
[2021696] ['5/3', '5/3', '5/8', '7/9', '7/9'] -> ((5/3 / 5/8) / ((5/3 - 7/9) - 7/9))
[2021697] ['5/3', '5/3', '5/8', '7/9', '8/3'] -> (((5/3 / 5/3) + 8/3) / (7/9 - 5/8))
[2021700] ['5/3', '5/3', '5/8', '7/9', '8/9'] -> (((5/3 * 5/3) + 8/9) / (7/9 - 5/8))
[2021709] ['5/3', '5/3', '5/8', '8/3', '8/9'] -> (8/3 / (((5/3 / 5/8) - 5/3) - 8/9))
[2021715] ['5/3', '5/3', '5/8', '8/5', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (5/8 * 8/5))
[2021730] ['5/3', '5/3', '5/8', '8/9', '8/9'] -> ((5/3 / ((8/9 + 8/9) - 5/3)) / 5/8)
[2021731] ['5/3', '5/3', '5/8', '8/9', '9/2'] -> ((((5/3 * 5/3) / 5/8) + 8/9) * 9/2)
[2021741] ['5/3', '5/3', '5/8', '9/4', '9/4'] -> (((5/3 + 5/3) * (9/4 + 9/4)) / 5/8)
[2021760] ['5/3', '5/3', '5/9', '5/9', '7/9'] -> (5/3 / ((5/9 / (5/3 - 7/9)) - 5/9))
[2021762] ['5/3', '5/3', '5/9', '5/9', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (5/9 / 5/9))
[2021769] ['5/3', '5/3', '5/9', '5/9', '9/8'] -> ((5/9 / 5/3) / ((5/9 + 9/8) - 5/3))
[2021779] ['5/3', '5/3', '5/9', '6/5', '8/3'] -> ((8/3 / 5/9) / (6/5 - (5/3 / 5/3)))
[2021783] ['5/3', '5/3', '5/9', '6/5', '9/2'] -> ((5/9 + (5/3 * (5/3 + 6/5))) * 9/2)
[2021789] ['5/3', '5/3', '5/9', '6/7', '7/2'] -> ((((5/3 + 5/3) / 5/9) + 6/7) * 7/2)
[2021805] ['5/3', '5/3', '5/9', '7/2', '7/2'] -> ((5/3 + (5/3 * (7/2 + 7/2))) / 5/9)
[2021811] ['5/3', '5/3', '5/9', '7/2', '7/9'] -> ((5/3 + (5/3 / 7/9)) / (5/9 / 7/2))
[2021819] ['5/3', '5/3', '5/9', '7/2', '9/7'] -> ((5/3 + (5/3 * 9/7)) / (5/9 / 7/2))
[2021827] ['5/3', '5/3', '5/9', '7/3', '8/3'] -> (8/3 / ((5/9 + 7/3) - (5/3 * 5/3)))
[2021831] ['5/3', '5/3', '5/9', '7/3', '9/2'] -> ((((5/3 * 7/3) / 5/9) - 5/3) * 9/2)
[2021841] ['5/3', '5/3', '5/9', '7/4', '8/3'] -> (((5/3 + 5/9) / (7/4 - 5/3)) - 8/3)
[2021843] ['5/3', '5/3', '5/9', '7/4', '8/7'] -> (8/7 / (((5/3 / 5/9) / 7/4) - 5/3))
[2021857] ['5/3', '5/3', '5/9', '7/5', '8/9'] -> (8/9 / ((5/9 * (5/3 + 7/5)) - 5/3))
[2021858] ['5/3', '5/3', '5/9', '7/5', '9/2'] -> (((5/3 / 5/9) + (5/3 * 7/5)) * 9/2)
[2021872] ['5/3', '5/3', '5/9', '7/6', '9/5'] -> ((5/3 + 9/5) / ((7/6 / 5/3) - 5/9))
[2021881] ['5/3', '5/3', '5/9', '7/8', '9/2'] -> (((5/3 + (5/3 / 5/9)) / 7/8) * 9/2)
[2021891] ['5/3', '5/3', '5/9', '7/9', '9/2'] -> (((5/3 + (5/3 * 7/9)) / 5/9) * 9/2)
[2021901] ['5/3', '5/3', '5/9', '8/3', '9/4'] -> ((5/3 * 8/3) / ((5/3 / 9/4) - 5/9))
[2021902] ['5/3', '5/3', '5/9', '8/3', '9/5'] -> ((((5/3 * 5/3) * 8/3) / 5/9) * 9/5)
[2021908] ['5/3', '5/3', '5/9', '8/5', '9/2'] -> ((((5/3 * 5/3) + 5/9) * 8/5) * 9/2)
[2021910] ['5/3', '5/3', '5/9', '8/5', '9/5'] -> ((5/3 / (5/3 - 8/5)) - (5/9 * 9/5))
[2021915] ['5/3', '5/3', '5/9', '8/7', '9/2'] -> (((5/3 + (5/3 / 5/9)) * 8/7) * 9/2)
[2021920] ['5/3', '5/3', '5/9', '8/9', '8/9'] -> ((8/9 / 5/3) / (5/9 - (8/9 / 5/3)))
[2021921] ['5/3', '5/3', '5/9', '8/9', '9/2'] -> ((((5/3 + 5/3) * 8/9) / 5/9) * 9/2)
[2021926] ['5/3', '5/3', '5/9', '9/2', '9/2'] -> (((5/3 * (9/2 + 9/2)) - 5/3) / 5/9)
[2021929] ['5/3', '5/3', '5/9', '9/2', '9/7'] -> ((5/3 + (5/3 / 9/7)) / (5/9 / 9/2))
[2021930] ['5/3', '5/3', '5/9', '9/2', '9/8'] -> ((((5/3 + 5/3) * 9/2) / 5/9) / 9/8)
[2021945] ['5/3', '5/3', '6/5', '6/5', '7/4'] -> (6/5 / (((5/3 * 7/4) - 5/3) - 6/5))
[2021948] ['5/3', '5/3', '6/5', '6/5', '7/8'] -> (6/5 / ((6/5 * 7/8) - (5/3 / 5/3)))
[2021950] ['5/3', '5/3', '6/5', '6/5', '8/3'] -> (6/5 / (((5/3 + 5/3) / 8/3) - 6/5))
[2021951] ['5/3', '5/3', '6/5', '6/5', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (6/5 / 6/5))
[2021952] ['5/3', '5/3', '6/5', '6/5', '8/7'] -> (6/5 / ((6/5 / 8/7) - (5/3 / 5/3)))
[2021954] ['5/3', '5/3', '6/5', '6/5', '9/2'] -> (((5/3 * 6/5) + 6/5) * (5/3 * 9/2))
[2021955] ['5/3', '5/3', '6/5', '6/5', '9/4'] -> (6/5 / ((9/4 - (5/3 / 5/3)) - 6/5))
[2021956] ['5/3', '5/3', '6/5', '6/5', '9/5'] -> (((5/3 * 6/5) + 6/5) / (9/5 - 5/3))
[2021960] ['5/3', '5/3', '6/5', '6/7', '7/2'] -> (((5/3 + 5/3) * (6/5 + 6/7)) * 7/2)
[2021983] ['5/3', '5/3', '6/5', '7/2', '8/3'] -> ((5/3 + (5/3 * 7/2)) * (6/5 * 8/3))
[2021987] ['5/3', '5/3', '6/5', '7/2', '9/2'] -> ((((5/3 * 6/5) * 7/2) - 5/3) * 9/2)
[2022037] ['5/3', '5/3', '6/5', '7/6', '8/3'] -> ((8/3 / (5/3 + 5/3)) / (6/5 - 7/6))
[2022039] ['5/3', '5/3', '6/5', '7/6', '8/7'] -> (8/7 / (((5/3 * 6/5) / 7/6) - 5/3))
[2022046] ['5/3', '5/3', '6/5', '7/8', '7/8'] -> ((5/3 * 6/5) / ((7/8 + 7/8) - 5/3))
[2022058] ['5/3', '5/3', '6/5', '7/9', '8/3'] -> (8/3 / (5/3 - ((5/3 * 6/5) * 7/9)))
[2022059] ['5/3', '5/3', '6/5', '7/9', '8/5'] -> (8/5 / ((5/3 / 5/3) - (6/5 * 7/9)))
[2022067] ['5/3', '5/3', '6/5', '8/3', '8/3'] -> (8/3 / (((5/3 + 5/3) / 6/5) - 8/3))
[2022072] ['5/3', '5/3', '6/5', '8/3', '9/4'] -> ((((5/3 + 5/3) * 6/5) * 8/3) * 9/4)
[2022073] ['5/3', '5/3', '6/5', '8/3', '9/5'] -> ((8/3 / (6/5 - (5/3 / 5/3))) * 9/5)
[2022079] ['5/3', '5/3', '6/5', '8/5', '9/2'] -> ((((5/3 * 5/3) * 6/5) * 8/5) * 9/2)
[2022081] ['5/3', '5/3', '6/5', '8/5', '9/5'] -> (((5/3 * 6/5) * 8/5) / (9/5 - 5/3))
[2022084] ['5/3', '5/3', '6/5', '8/7', '8/7'] -> (8/7 / ((5/3 / 5/3) - (8/7 / 6/5)))
[2022094] ['5/3', '5/3', '6/5', '8/9', '9/5'] -> (9/5 / (6/5 - ((5/3 / 5/3) / 8/9)))
[2022098] ['5/3', '5/3', '6/5', '9/2', '9/4'] -> ((5/3 + ((5/3 * 6/5) * 9/2)) * 9/4)
[2022121] ['5/3', '5/3', '6/7', '6/7', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (6/7 / 6/7))
[2022123] ['5/3', '5/3', '6/7', '6/7', '8/9'] -> (6/7 / ((5/3 / 5/3) - (6/7 / 8/9)))
[2022128] ['5/3', '5/3', '6/7', '6/7', '9/8'] -> (6/7 / ((5/3 / 5/3) - (6/7 * 9/8)))
[2022134] ['5/3', '5/3', '6/7', '7/2', '7/8'] -> ((6/7 * 7/2) / ((5/3 / 5/3) - 7/8))
[2022136] ['5/3', '5/3', '6/7', '7/2', '8/3'] -> (8/3 / ((5/3 + (5/3 / 6/7)) - 7/2))
[2022153] ['5/3', '5/3', '6/7', '7/3', '8/7'] -> (8/7 / (((5/3 * 5/3) * 6/7) - 7/3))
[2022155] ['5/3', '5/3', '6/7', '7/3', '9/2'] -> (((5/3 + 5/3) + (6/7 * 7/3)) * 9/2)
[2022161] ['5/3', '5/3', '6/7', '7/4', '7/5'] -> (((5/3 * 6/7) / (7/4 - 5/3)) * 7/5)
[2022180] ['5/3', '5/3', '6/7', '7/5', '8/7'] -> ((8/7 / 5/3) / ((5/3 * 6/7) - 7/5))
[2022191] ['5/3', '5/3', '6/7', '7/6', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (6/7 * 7/6))
[2022192] ['5/3', '5/3', '6/7', '7/6', '8/7'] -> (8/7 / ((6/7 / (5/3 - 7/6)) - 5/3))
[2022211] ['5/3', '5/3', '6/7', '7/9', '8/3'] -> (8/3 / (((5/3 / 5/3) - 6/7) * 7/9))
[2022213] ['5/3', '5/3', '6/7', '7/9', '8/7'] -> (8/7 / ((6/7 / 5/3) - (7/9 / 5/3)))
[2022227] ['5/3', '5/3', '6/7', '8/3', '9/7'] -> ((8/3 / ((5/3 / 5/3) - 6/7)) * 9/7)
[2022239] ['5/3', '5/3', '6/7', '8/7', '9/2'] -> ((((5/3 + 5/3) + 6/7) + 8/7) * 9/2)
[2022244] ['5/3', '5/3', '6/7', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (5/3 / 5/3)))
[2022259] ['5/3', '5/3', '6/7', '9/5', '9/5'] -> ((5/3 + 9/5) / ((5/3 / 6/7) - 9/5))
[2022270] ['5/3', '5/3', '7/2', '7/2', '7/8'] -> ((7/2 / ((7/2 - 5/3) - 5/3)) / 7/8)
[2022273] ['5/3', '5/3', '7/2', '7/2', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (7/2 / 7/2))
[2022274] ['5/3', '5/3', '7/2', '7/2', '8/7'] -> ((7/2 * 8/7) / ((7/2 - 5/3) - 5/3))
[2022277] ['5/3', '5/3', '7/2', '7/2', '9/4'] -> (((5/3 + (5/3 * 7/2)) * 7/2) - 9/4)
[2022278] ['5/3', '5/3', '7/2', '7/2', '9/5'] -> ((5/3 + (5/3 * (7/2 + 7/2))) * 9/5)
[2022281] ['5/3', '5/3', '7/2', '7/3', '7/3'] -> ((5/3 + 7/3) / (5/3 - (7/2 / 7/3)))
[2022292] ['5/3', '5/3', '7/2', '7/3', '9/4'] -> ((7/2 * (5/3 + 7/3)) / (9/4 - 5/3))
[2022298] ['5/3', '5/3', '7/2', '7/4', '7/6'] -> ((5/3 + (7/6 / 7/2)) / (7/4 - 5/3))
[2022305] ['5/3', '5/3', '7/2', '7/4', '9/2'] -> (((5/3 + 5/3) + (7/2 / 7/4)) * 9/2)
[2022326] ['5/3', '5/3', '7/2', '7/6', '8/3'] -> (8/3 / ((5/3 * 7/6) - (7/2 - 5/3)))
[2022328] ['5/3', '5/3', '7/2', '7/6', '8/7'] -> ((7/2 * 8/7) / (7/6 - (5/3 / 5/3)))
[2022334] ['5/3', '5/3', '7/2', '7/6', '9/8'] -> ((7/2 / 7/6) / (9/8 - (5/3 / 5/3)))
[2022337] ['5/3', '5/3', '7/2', '7/8', '8/3'] -> (((5/3 + 5/3) + 8/3) / (7/8 / 7/2))
[2022343] ['5/3', '5/3', '7/2', '7/8', '9/5'] -> ((((5/3 + 5/3) * 7/2) / 7/8) * 9/5)
[2022348] ['5/3', '5/3', '7/2', '7/9', '8/5'] -> ((((5/3 + 5/3) * 7/2) / 7/9) * 8/5)
[2022353] ['5/3', '5/3', '7/2', '7/9', '9/5'] -> ((5/3 + (5/3 / 7/9)) * (7/2 * 9/5))
[2022358] ['5/3', '5/3', '7/2', '8/3', '8/7'] -> ((7/2 * ((5/3 + 5/3) + 8/3)) * 8/7)
[2022365] ['5/3', '5/3', '7/2', '8/5', '8/5'] -> ((5/3 + (5/3 * 7/2)) * (8/5 + 8/5))
[2022371] ['5/3', '5/3', '7/2', '8/5', '9/7'] -> ((((5/3 + 5/3) * 7/2) * 8/5) * 9/7)
[2022373] ['5/3', '5/3', '7/2', '8/7', '8/7'] -> (8/7 / ((5/3 - (5/3 / 7/2)) - 8/7))
[2022377] ['5/3', '5/3', '7/2', '8/7', '9/5'] -> ((((5/3 + 5/3) * 7/2) * 8/7) * 9/5)
[2022381] ['5/3', '5/3', '7/2', '8/9', '9/2'] -> ((8/9 / ((7/2 - 5/3) - 5/3)) * 9/2)
[2022388] ['5/3', '5/3', '7/2', '9/2', '9/5'] -> (((5/3 * 7/2) + (5/3 * 9/2)) * 9/5)
[2022390] ['5/3', '5/3', '7/2', '9/2', '9/8'] -> ((9/2 / ((7/2 - 5/3) - 5/3)) / 9/8)
[2022391] ['5/3', '5/3', '7/2', '9/4', '9/4'] -> ((((5/3 + 5/3) * 7/2) * 9/4) - 9/4)
[2022396] ['5/3', '5/3', '7/2', '9/5', '9/7'] -> ((7/2 * 9/5) * (5/3 + (5/3 * 9/7)))
[2022402] ['5/3', '5/3', '7/3', '7/3', '7/4'] -> (((7/3 / (7/4 - 5/3)) - 5/3) - 7/3)
[2022405] ['5/3', '5/3', '7/3', '7/3', '7/8'] -> (7/3 / (((5/3 * 5/3) * 7/8) - 7/3))
[2022420] ['5/3', '5/3', '7/3', '7/4', '7/9'] -> ((5/3 + (7/9 / 7/3)) / (7/4 - 5/3))
[2022425] ['5/3', '5/3', '7/3', '7/4', '9/2'] -> ((((5/3 + 7/3) * 7/4) - 5/3) * 9/2)
[2022436] ['5/3', '5/3', '7/3', '7/5', '8/7'] -> (8/7 / (((5/3 + 5/3) / 7/5) - 7/3))
[2022448] ['5/3', '5/3', '7/3', '7/6', '8/7'] -> (8/7 / (((5/3 * 5/3) / 7/6) - 7/3))
[2022450] ['5/3', '5/3', '7/3', '7/6', '9/2'] -> (((5/3 + 5/3) + (7/3 / 7/6)) * 9/2)
[2022456] ['5/3', '5/3', '7/3', '7/8', '7/9'] -> ((7/3 / ((5/3 / 5/3) - 7/8)) / 7/9)
[2022460] ['5/3', '5/3', '7/3', '7/8', '8/9'] -> ((7/3 / 7/8) / ((5/3 / 5/3) - 8/9))
[2022464] ['5/3', '5/3', '7/3', '7/8', '9/7'] -> ((7/3 / ((5/3 / 5/3) - 7/8)) * 9/7)
[2022468] ['5/3', '5/3', '7/3', '7/9', '8/5'] -> ((5/3 * 8/5) / ((5/3 + 7/9) - 7/3))
[2022475] ['5/3', '5/3', '7/3', '7/9', '9/8'] -> ((7/3 / 7/9) / (9/8 - (5/3 / 5/3)))
[2022477] ['5/3', '5/3', '7/3', '8/3', '8/5'] -> ((5/3 * 8/3) * (5/3 + (7/3 * 8/5)))
[2022479] ['5/3', '5/3', '7/3', '8/3', '8/9'] -> ((7/3 + 8/3) / ((5/3 / 8/9) - 5/3))
[2022484] ['5/3', '5/3', '7/3', '8/3', '9/8'] -> ((7/3 + 8/3) / ((5/3 * 9/8) - 5/3))
[2022486] ['5/3', '5/3', '7/3', '8/5', '8/7'] -> (((7/3 / (5/3 - 8/5)) / 5/3) * 8/7)
[2022488] ['5/3', '5/3', '7/3', '8/5', '9/2'] -> ((((5/3 / 5/3) + 7/3) * 8/5) * 9/2)
[2022489] ['5/3', '5/3', '7/3', '8/5', '9/4'] -> (((5/3 * (5/3 + 7/3)) * 8/5) * 9/4)
[2022494] ['5/3', '5/3', '7/3', '8/7', '8/9'] -> ((7/3 * 8/7) / ((5/3 / 5/3) - 8/9))
[2022509] ['5/3', '5/3', '7/3', '9/2', '9/7'] -> ((7/3 * 9/2) * ((5/3 / 5/3) + 9/7))
[2022519] ['5/3', '5/3', '7/3', '9/7', '9/8'] -> ((7/3 * 9/7) / (9/8 - (5/3 / 5/3)))
[2022527] ['5/3', '5/3', '7/4', '7/4', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (7/4 / 7/4))
[2022536] ['5/3', '5/3', '7/4', '7/5', '7/6'] -> (((5/3 * 7/5) / (7/4 - 5/3)) / 7/6)
[2022553] ['5/3', '5/3', '7/4', '7/6', '8/7'] -> (8/7 / (5/3 - ((5/3 + 7/6) / 7/4)))
[2022566] ['5/3', '5/3', '7/4', '7/8', '9/2'] -> (((5/3 + 5/3) + (7/4 / 7/8)) * 9/2)
[2022574] ['5/3', '5/3', '7/4', '7/9', '8/7'] -> (8/7 / ((5/3 / (7/4 - 7/9)) - 5/3))
[2022583] ['5/3', '5/3', '7/4', '8/3', '8/7'] -> (8/7 / ((8/3 - (5/3 / 7/4)) - 5/3))
[2022586] ['5/3', '5/3', '7/4', '8/3', '9/4'] -> ((7/4 / (5/3 - (8/3 / 5/3))) - 9/4)
[2022594] ['5/3', '5/3', '7/4', '8/5', '9/4'] -> (9/4 / ((7/4 / 8/5) - (5/3 / 5/3)))
[2022600] ['5/3', '5/3', '7/4', '8/7', '9/2'] -> (((5/3 + 5/3) + (7/4 * 8/7)) * 9/2)
[2022607] ['5/3', '5/3', '7/4', '8/9', '9/4'] -> ((5/3 / ((5/3 / 7/4) - 8/9)) - 9/4)
[2022608] ['5/3', '5/3', '7/4', '8/9', '9/5'] -> ((5/3 * 9/5) / ((5/3 / 8/9) - 7/4))
[2022612] ['5/3', '5/3', '7/4', '9/2', '9/4'] -> ((((5/3 + 5/3) * 7/4) * 9/2) - 9/4)
[2022615] ['5/3', '5/3', '7/4', '9/2', '9/8'] -> ((((5/3 + 5/3) + 7/4) * 9/2) + 9/8)
[2022628] ['5/3', '5/3', '7/5', '7/5', '7/8'] -> ((7/5 / 5/3) / (7/8 - (7/5 / 5/3)))
[2022631] ['5/3', '5/3', '7/5', '7/5', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (7/5 / 7/5))
[2022644] ['5/3', '5/3', '7/5', '7/6', '8/7'] -> ((8/7 / 5/3) / ((5/3 / 7/6) - 7/5))
[2022654] ['5/3', '5/3', '7/5', '7/8', '8/5'] -> ((7/5 + 8/5) / ((5/3 / 5/3) - 7/8))
[2022657] ['5/3', '5/3', '7/5', '7/8', '9/2'] -> ((((5/3 + 5/3) * 7/5) / 7/8) * 9/2)
[2022663] ['5/3', '5/3', '7/5', '7/9', '8/3'] -> (8/3 / ((5/3 + 7/9) - (5/3 * 7/5)))
[2022664] ['5/3', '5/3', '7/5', '7/9', '8/5'] -> (8/5 / (((5/3 + 7/9) / 5/3) - 7/5))
[2022667] ['5/3', '5/3', '7/5', '7/9', '9/2'] -> ((7/5 * (5/3 + (5/3 / 7/9))) * 9/2)
[2022672] ['5/3', '5/3', '7/5', '8/3', '8/3'] -> ((5/3 * (5/3 + (7/5 * 8/3))) * 8/3)
[2022674] ['5/3', '5/3', '7/5', '8/3', '8/7'] -> ((7/5 * 8/7) / (5/3 - (8/3 / 5/3)))
[2022677] ['5/3', '5/3', '7/5', '8/3', '9/4'] -> (((5/3 + (5/3 * 7/5)) * 8/3) * 9/4)
[2022688] ['5/3', '5/3', '7/5', '8/5', '9/8'] -> ((7/5 + 8/5) / (9/8 - (5/3 / 5/3)))
[2022691] ['5/3', '5/3', '7/5', '8/7', '9/2'] -> ((((5/3 + 5/3) * 7/5) * 8/7) * 9/2)
[2022705] ['5/3', '5/3', '7/5', '9/2', '9/7'] -> ((7/5 * 9/2) * (5/3 + (5/3 * 9/7)))
[2022721] ['5/3', '5/3', '7/6', '7/6', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (7/6 / 7/6))
[2022727] ['5/3', '5/3', '7/6', '7/6', '9/7'] -> (((5/3 + 5/3) / 7/6) / (9/7 - 7/6))
[2022750] ['5/3', '5/3', '7/6', '8/3', '8/3'] -> (((5/3 + 5/3) + 7/6) * (8/3 + 8/3))
[2022756] ['5/3', '5/3', '7/6', '8/3', '9/5'] -> (9/5 / ((7/6 / 5/3) - (5/3 / 8/3)))
[2022762] ['5/3', '5/3', '7/6', '8/5', '9/2'] -> (((5/3 * 8/5) / (5/3 - 7/6)) * 9/2)
[2022774] ['5/3', '5/3', '7/6', '8/9', '8/9'] -> (8/9 / ((7/6 * 8/9) - (5/3 / 5/3)))
[2022775] ['5/3', '5/3', '7/6', '8/9', '9/2'] -> ((8/9 / (7/6 - (5/3 / 5/3))) * 9/2)
[2022784] ['5/3', '5/3', '7/6', '9/2', '9/8'] -> ((9/2 / (7/6 - (5/3 / 5/3))) / 9/8)
[2022789] ['5/3', '5/3', '7/6', '9/5', '9/5'] -> ((5/3 + 9/5) / ((5/3 * 7/6) - 9/5))
[2022798] ['5/3', '5/3', '7/8', '7/8', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (7/8 / 7/8))
[2022807] ['5/3', '5/3', '7/8', '7/9', '8/3'] -> (8/3 / ((5/3 / 5/3) - (7/9 / 7/8)))
[2022819] ['5/3', '5/3', '7/8', '8/3', '8/9'] -> ((8/3 / ((5/3 / 5/3) - 7/8)) / 8/9)
[2022824] ['5/3', '5/3', '7/8', '8/3', '9/8'] -> ((8/3 / ((5/3 / 5/3) - 7/8)) * 9/8)
[2022826] ['5/3', '5/3', '7/8', '8/5', '8/7'] -> ((5/3 / (5/3 - 8/5)) - (7/8 * 8/7))
[2022830] ['5/3', '5/3', '7/8', '8/5', '9/5'] -> (9/5 / (8/5 - ((5/3 + 7/8) / 5/3)))
[2022855] ['5/3', '5/3', '7/8', '9/5', '9/5'] -> (9/5 / (((5/3 / 5/3) + 7/8) - 9/5))
[2022873] ['5/3', '5/3', '7/9', '8/3', '8/7'] -> ((8/3 / 7/9) / (8/7 - (5/3 / 5/3)))
[2022886] ['5/3', '5/3', '7/9', '8/5', '9/7'] -> ((5/3 / (5/3 - 8/5)) - (7/9 * 9/7))
[2022898] ['5/3', '5/3', '7/9', '8/9', '9/5'] -> (((5/3 / (8/9 - 7/9)) - 5/3) * 9/5)
[2022903] ['5/3', '5/3', '7/9', '9/2', '9/5'] -> (((5/3 + (5/3 * 7/9)) * 9/2) * 9/5)
[2022910] ['5/3', '5/3', '7/9', '9/5', '9/5'] -> (9/5 / ((5/3 / (5/3 - 7/9)) - 9/5))
[2022916] ['5/3', '5/3', '8/3', '8/3', '8/3'] -> (8/3 / (((5/3 * 8/3) - 5/3) - 8/3))
[2022927] ['5/3', '5/3', '8/3', '8/5', '8/9'] -> ((5/3 * 8/5) / ((8/3 - 5/3) - 8/9))
[2022928] ['5/3', '5/3', '8/3', '8/5', '9/2'] -> (((8/3 / 5/3) + 8/5) * (5/3 * 9/2))
[2022930] ['5/3', '5/3', '8/3', '8/5', '9/5'] -> (((8/3 / 5/3) + 8/5) / (9/5 - 5/3))
[2022938] ['5/3', '5/3', '8/3', '8/7', '9/7'] -> ((8/3 * 9/7) / (8/7 - (5/3 / 5/3)))
[2022940] ['5/3', '5/3', '8/3', '8/9', '8/9'] -> (5/3 / (((5/3 + 8/9) / 8/3) - 8/9))
[2022945] ['5/3', '5/3', '8/3', '8/9', '9/8'] -> ((8/3 / 8/9) / (9/8 - (5/3 / 5/3)))
[2022950] ['5/3', '5/3', '8/3', '9/2', '9/8'] -> ((((5/3 + 5/3) + 8/3) * 9/2) / 9/8)
[2022955] ['5/3', '5/3', '8/3', '9/5', '9/5'] -> ((((5/3 * 5/3) * 8/3) * 9/5) * 9/5)
[2022957] ['5/3', '5/3', '8/3', '9/5', '9/8'] -> ((9/5 / (5/3 - (8/3 / 5/3))) / 9/8)
[2022960] ['5/3', '5/3', '8/3', '9/8', '9/8'] -> ((8/3 * 9/8) / (9/8 - (5/3 / 5/3)))
[2022961] ['5/3', '5/3', '8/5', '8/5', '8/5'] -> ((5/3 / (5/3 - 8/5)) - (8/5 / 8/5))
[2022964] ['5/3', '5/3', '8/5', '8/5', '9/2'] -> (((5/3 * 8/5) + (5/3 * 8/5)) * 9/2)
[2022965] ['5/3', '5/3', '8/5', '8/5', '9/4'] -> (((5/3 + 5/3) * (8/5 + 8/5)) * 9/4)
[2022966] ['5/3', '5/3', '8/5', '8/5', '9/5'] -> (8/5 / (((8/5 + 9/5) - 5/3) - 5/3))
[2022969] ['5/3', '5/3', '8/5', '8/7', '8/7'] -> ((5/3 / (5/3 - 8/5)) - (8/7 / 8/7))
[2022977] ['5/3', '5/3', '8/5', '8/9', '9/2'] -> ((((5/3 * 5/3) * 8/5) + 8/9) * 9/2)
[2022984] ['5/3', '5/3', '8/5', '9/2', '9/5'] -> ((((5/3 + 5/3) + 8/5) * 9/2) + 9/5)
[2022994] ['5/3', '5/3', '8/5', '9/7', '9/7'] -> ((5/3 / (5/3 - 8/5)) - (9/7 / 9/7))
[2022996] ['5/3', '5/3', '8/5', '9/8', '9/8'] -> ((5/3 / (5/3 - 8/5)) - (9/8 / 9/8))
[2023012] ['5/3', '5/3', '8/7', '9/2', '9/5'] -> ((8/7 * 9/2) * (5/3 + (5/3 * 9/5)))
[2023027] ['5/3', '5/3', '8/9', '8/9', '9/4'] -> (8/9 / ((5/3 - (5/3 / 9/4)) - 8/9))
[2023031] ['5/3', '5/3', '8/9', '9/2', '9/2'] -> (((5/3 + 5/3) / 8/9) + (9/2 * 9/2))
[2023033] ['5/3', '5/3', '8/9', '9/2', '9/5'] -> ((((5/3 + 5/3) * 8/9) * 9/2) * 9/5)
[2023046] ['5/3', '5/3', '9/2', '9/2', '9/2'] -> ((((5/3 + 5/3) * 9/2) + 9/2) + 9/2)
[2023048] ['5/3', '5/3', '9/2', '9/2', '9/5'] -> (((5/3 * (9/2 + 9/2)) - 5/3) * 9/5)
[2023050] ['5/3', '5/3', '9/2', '9/2', '9/8'] -> ((9/2 * 9/2) + ((5/3 + 5/3) * 9/8))
[2023054] ['5/3', '5/3', '9/2', '9/4', '9/8'] -> ((9/2 * ((5/3 + 5/3) + 9/4)) - 9/8)
[2023057] ['5/3', '5/3', '9/2', '9/5', '9/8'] -> ((((5/3 + 5/3) * 9/2) * 9/5) / 9/8)
[2023073] ['5/3', '5/3', '9/5', '9/5', '9/8'] -> ((9/5 / 5/3) / (9/8 - (9/5 / 5/3)))
[2023081] ['5/3', '5/4', '5/4', '5/4', '5/4'] -> ((5/4 + 5/4) / (5/3 - (5/4 * 5/4)))
[2023090] ['5/3', '5/4', '5/4', '5/4', '7/4'] -> (((5/4 + 5/4) / (7/4 - 5/3)) / 5/4)
[2023092] ['5/3', '5/4', '5/4', '5/4', '7/6'] -> (((5/4 / 5/3) + 5/4) / (5/4 - 7/6))
[2023095] ['5/3', '5/4', '5/4', '5/4', '8/3'] -> (5/4 / ((5/4 + (5/4 / 8/3)) - 5/3))
[2023099] ['5/3', '5/4', '5/4', '5/4', '9/2'] -> ((5/3 * 9/2) / ((5/4 * 5/4) - 5/4))
[2023111] ['5/3', '5/4', '5/4', '5/6', '7/3'] -> ((5/3 + 7/3) / ((5/4 / 5/4) - 5/6))
[2023116] ['5/3', '5/4', '5/4', '5/6', '7/9'] -> ((5/6 / 5/4) / (7/9 - (5/4 / 5/3)))
[2023117] ['5/3', '5/4', '5/4', '5/6', '8/3'] -> ((5/4 * 8/3) / ((5/3 * 5/6) - 5/4))
