[1197886] ['1/9', '2/9', '4/3', '7/4', '7/8'] -> (((4/3 * 7/4) / (2/9 - 1/9)) / 7/8)
[1228131] ['1/9', '3/8', '4/5', '4/9', '5/4'] -> ((4/5 / ((1/9 + 3/8) - 4/9)) * 5/4)
[1228136] ['1/9', '3/8', '4/5', '4/9', '6/5'] -> (6/5 / ((3/8 * 4/5) - (1/9 / 4/9)))
[1228139] ['1/9', '3/8', '4/5', '4/9', '7/3'] -> (7/3 / (((3/8 * 4/9) / 4/5) - 1/9))
[1228162] ['1/9', '3/8', '4/5', '5/2', '6/7'] -> ((4/5 / ((3/8 / 5/2) - 1/9)) / 6/7)
[1228167] ['1/9', '3/8', '4/5', '5/2', '7/6'] -> ((4/5 / ((3/8 / 5/2) - 1/9)) * 7/6)
[1228176] ['1/9', '3/8', '4/5', '5/2', '9/5'] -> (9/5 / (((3/8 / 1/9) - 4/5) - 5/2))
[1228200] ['1/9', '3/8', '4/5', '5/3', '9/5'] -> (9/5 / ((4/5 / (1/9 + 5/3)) - 3/8))
[1228208] ['1/9', '3/8', '4/5', '5/4', '6/5'] -> (6/5 - ((4/5 - (5/4 / 3/8)) / 1/9))
[1228238] ['1/9', '3/8', '4/5', '5/6', '7/9'] -> (7/9 / (1/9 * ((4/5 * 5/6) - 3/8)))
[1228239] ['1/9', '3/8', '4/5', '5/6', '8/3'] -> ((((5/6 / 1/9) / 4/5) - 3/8) * 8/3)
[1228255] ['1/9', '3/8', '4/5', '5/7', '7/4'] -> ((((4/5 * 5/7) / 1/9) / 3/8) * 7/4)
[1228271] ['1/9', '3/8', '4/5', '5/8', '6/5'] -> (((4/5 / (5/8 - 3/8)) / 1/9) / 6/5)
[1228273] ['1/9', '3/8', '4/5', '5/8', '7/2'] -> (7/2 / (3/8 * ((4/5 * 5/8) - 1/9)))
[1228274] ['1/9', '3/8', '4/5', '5/8', '7/3'] -> (7/3 / (1/9 * (3/8 + (4/5 * 5/8))))
[1228290] ['1/9', '3/8', '4/5', '5/9', '6/5'] -> (6/5 / (3/8 * ((4/5 - 1/9) - 5/9)))
[1228304] ['1/9', '3/8', '4/5', '5/9', '9/4'] -> ((((4/5 * 5/9) / 1/9) / 3/8) * 9/4)
[1228305] ['1/9', '3/8', '4/5', '5/9', '9/5'] -> (9/5 / (((1/9 + 3/8) / 5/9) - 4/5))
[1228309] ['1/9', '3/8', '4/5', '6/5', '6/7'] -> ((((6/5 / 1/9) / 3/8) - 4/5) * 6/7)
[1228314] ['1/9', '3/8', '4/5', '6/5', '7/6'] -> ((((6/5 / 1/9) / 3/8) - 4/5) / 7/6)
[1228316] ['1/9', '3/8', '4/5', '6/5', '7/9'] -> (7/9 / (1/9 * ((4/5 / 6/5) - 3/8)))
[1228317] ['1/9', '3/8', '4/5', '6/5', '8/3'] -> ((((6/5 / 1/9) - 4/5) / 3/8) - 8/3)
[1228335] ['1/9', '3/8', '4/5', '6/7', '8/5'] -> ((((4/5 / 1/9) / 3/8) / 6/7) + 8/5)
[1228369] ['1/9', '3/8', '4/5', '7/3', '9/2'] -> (((3/8 + 7/3) / (1/9 / 4/5)) + 9/2)
[1228410] ['1/9', '3/8', '4/5', '7/6', '9/5'] -> ((1/9 / ((3/8 + 4/5) - 7/6)) * 9/5)
[1228413] ['1/9', '3/8', '4/5', '7/8', '7/8'] -> (7/8 / ((1/9 + 3/8) * (7/8 - 4/5)))
[1228420] ['1/9', '3/8', '4/5', '7/8', '9/4'] -> ((((7/8 / 1/9) / 3/8) / 4/5) - 9/4)
[1228431] ['1/9', '3/8', '4/5', '7/9', '9/5'] -> (((1/9 / (4/5 - 7/9)) / 3/8) * 9/5)
[1228434] ['1/9', '3/8', '4/5', '8/3', '8/3'] -> ((1/9 + ((8/3 / 3/8) / 4/5)) * 8/3)
[1228438] ['1/9', '3/8', '4/5', '8/3', '9/2'] -> ((4/5 * (3/8 + (8/3 / 1/9))) + 9/2)
[1228461] ['1/9', '3/8', '4/5', '8/9', '9/5'] -> (9/5 / (3/8 * ((1/9 + 8/9) - 4/5)))
[1228473] ['1/9', '3/8', '4/5', '9/5', '9/5'] -> (9/5 / (((1/9 + 3/8) * 9/5) - 4/5))
[1228480] ['1/9', '3/8', '4/7', '4/7', '4/9'] -> ((4/7 / 4/7) / ((1/9 + 3/8) - 4/9))
[1228482] ['1/9', '3/8', '4/7', '4/7', '5/3'] -> ((5/3 / 1/9) / ((4/7 / 4/7) - 3/8))
[1228484] ['1/9', '3/8', '4/7', '4/7', '5/6'] -> (5/6 / (3/8 - ((1/9 / 4/7) / 4/7)))
[1228495] ['1/9', '3/8', '4/7', '4/7', '7/8'] -> ((((4/7 + 4/7) / 1/9) / 3/8) * 7/8)
[1228515] ['1/9', '3/8', '4/7', '4/9', '6/7'] -> (6/7 / ((1/9 / 4/9) - (3/8 * 4/7)))
[1228517] ['1/9', '3/8', '4/7', '4/9', '7/3'] -> ((4/7 / ((3/8 * 4/9) - 1/9)) * 7/3)
[1228518] ['1/9', '3/8', '4/7', '4/9', '7/4'] -> ((4/7 / ((1/9 + 3/8) - 4/9)) * 7/4)
[1228522] ['1/9', '3/8', '4/7', '4/9', '7/9'] -> ((((4/7 / 1/9) / 3/8) / 4/9) * 7/9)
[1228528] ['1/9', '3/8', '4/7', '4/9', '9/4'] -> (9/4 / (3/8 * (4/9 - (1/9 / 4/7))))
[1228540] ['1/9', '3/8', '4/7', '5/2', '6/7'] -> (((5/2 - (3/8 * 4/7)) / 1/9) / 6/7)
[1228545] ['1/9', '3/8', '4/7', '5/2', '7/6'] -> (((5/2 - (3/8 * 4/7)) / 1/9) * 7/6)
[1228555] ['1/9', '3/8', '4/7', '5/2', '9/7'] -> (((3/8 * 4/7) + (5/2 / 1/9)) + 9/7)
[1228574] ['1/9', '3/8', '4/7', '5/3', '8/7'] -> ((((4/7 * 5/3) / 1/9) / 3/8) + 8/7)
[1228579] ['1/9', '3/8', '4/7', '5/3', '9/7'] -> (9/7 / (3/8 - (4/7 / (1/9 + 5/3))))
[1228583] ['1/9', '3/8', '4/7', '5/4', '5/7'] -> (5/7 / (((1/9 * 3/8) * 4/7) * 5/4))
[1228591] ['1/9', '3/8', '4/7', '5/4', '7/5'] -> (7/5 / (((1/9 * 3/8) / 4/7) / 5/4))
[1228609] ['1/9', '3/8', '4/7', '5/6', '6/7'] -> ((4/7 + ((5/6 / 1/9) / 3/8)) / 6/7)
[1228614] ['1/9', '3/8', '4/7', '5/6', '7/6'] -> ((4/7 + ((5/6 / 1/9) / 3/8)) * 7/6)
[1228632] ['1/9', '3/8', '4/7', '5/7', '7/3'] -> (7/3 / (1/9 * ((5/7 / 4/7) - 3/8)))
[1228637] ['1/9', '3/8', '4/7', '5/7', '7/9'] -> ((((4/7 + 5/7) / 1/9) / 3/8) * 7/9)
[1228647] ['1/9', '3/8', '4/7', '5/8', '5/8'] -> (5/8 / ((1/9 + 3/8) * (5/8 - 4/7)))
[1228655] ['1/9', '3/8', '4/7', '5/8', '7/6'] -> (((4/7 / (5/8 - 3/8)) / 1/9) * 7/6)
[1228660] ['1/9', '3/8', '4/7', '5/8', '8/7'] -> (8/7 / (1/9 * ((3/8 + 5/8) - 4/7)))
[1228663] ['1/9', '3/8', '4/7', '5/8', '9/4'] -> ((((5/8 / 1/9) / 3/8) / 4/7) - 9/4)
[1228669] ['1/9', '3/8', '4/7', '5/9', '6/7'] -> (6/7 / (3/8 * ((1/9 + 5/9) - 4/7)))
[1228679] ['1/9', '3/8', '4/7', '5/9', '8/7'] -> (8/7 / (3/8 * ((1/9 + 4/7) - 5/9)))
[1228680] ['1/9', '3/8', '4/7', '5/9', '8/9'] -> (8/9 / (5/9 - ((1/9 / 3/8) / 4/7)))
[1228705] ['1/9', '3/8', '4/7', '6/7', '7/2'] -> (7/2 / ((1/9 * 3/8) / (6/7 - 4/7)))
[1228711] ['1/9', '3/8', '4/7', '6/7', '7/9'] -> (7/9 / (1/9 * ((4/7 / 6/7) - 3/8)))
[1228717] ['1/9', '3/8', '4/7', '6/7', '9/4'] -> (((4/7 / (6/7 - 3/8)) / 1/9) * 9/4)
[1228737] ['1/9', '3/8', '4/7', '7/3', '7/3'] -> (7/3 / ((3/8 / 7/3) - (1/9 * 4/7)))
[1228781] ['1/9', '3/8', '4/7', '7/6', '7/9'] -> (7/9 / (1/9 * ((4/7 * 7/6) - 3/8)))
[1228783] ['1/9', '3/8', '4/7', '7/6', '8/5'] -> ((((7/6 / 4/7) - 3/8) / 1/9) * 8/5)
[1228786] ['1/9', '3/8', '4/7', '7/6', '9/2'] -> ((((7/6 / 3/8) / 4/7) - 1/9) * 9/2)
[1228787] ['1/9', '3/8', '4/7', '7/6', '9/4'] -> (((3/8 + (7/6 / 4/7)) / 1/9) + 9/4)
[1228808] ['1/9', '3/8', '4/7', '7/9', '9/4'] -> ((((4/7 * 7/9) / 1/9) / 3/8) * 9/4)
[1228814] ['1/9', '3/8', '4/7', '8/3', '8/7'] -> (8/7 / (1/9 * ((3/8 * 8/3) - 4/7)))
[1228819] ['1/9', '3/8', '4/7', '8/3', '9/7'] -> ((((3/8 + 4/7) * 8/3) / 1/9) + 9/7)
[1228832] ['1/9', '3/8', '4/7', '8/7', '9/4'] -> ((((4/7 / 1/9) - 8/7) / 3/8) * 9/4)
[1228840] ['1/9', '3/8', '4/7', '8/9', '9/7'] -> (9/7 / (((1/9 + 8/9) - 3/8) - 4/7))
[1228852] ['1/9', '3/8', '4/7', '9/5', '9/7'] -> (9/7 / ((1/9 + (4/7 / 9/5)) - 3/8))
[1228857] ['1/9', '3/8', '4/9', '4/9', '4/9'] -> ((4/9 / ((1/9 + 3/8) - 4/9)) / 4/9)
[1228869] ['1/9', '3/8', '4/9', '4/9', '7/4'] -> ((7/4 / 3/8) / (4/9 - (1/9 / 4/9)))
[1228873] ['1/9', '3/8', '4/9', '4/9', '7/9'] -> ((7/9 / 3/8) / ((4/9 * 4/9) - 1/9))
[1228878] ['1/9', '3/8', '4/9', '4/9', '9/2'] -> (9/2 / (((1/9 / 4/9) / 4/9) - 3/8))
[1228879] ['1/9', '3/8', '4/9', '4/9', '9/4'] -> ((4/9 * 9/4) / ((1/9 + 3/8) - 4/9))
[1228882] ['1/9', '3/8', '4/9', '4/9', '9/8'] -> ((((4/9 + 4/9) / 1/9) / 3/8) * 9/8)
[1228883] ['1/9', '3/8', '4/9', '5/2', '5/2'] -> (5/2 / (((1/9 + 3/8) - 4/9) * 5/2))
[1228884] ['1/9', '3/8', '4/9', '5/2', '5/3'] -> (((5/2 / 1/9) - (3/8 * 4/9)) + 5/3)
[1228897] ['1/9', '3/8', '4/9', '5/2', '7/8'] -> (((5/2 - (3/8 * 4/9)) / 1/9) / 7/8)
[1228901] ['1/9', '3/8', '4/9', '5/2', '8/7'] -> (((5/2 - (3/8 * 4/9)) / 1/9) * 8/7)
[1228904] ['1/9', '3/8', '4/9', '5/2', '9/4'] -> (((4/9 / 1/9) + (5/2 / 3/8)) * 9/4)
[1228909] ['1/9', '3/8', '4/9', '5/3', '5/4'] -> ((5/3 / ((3/8 * 4/9) - 1/9)) / 5/4)
[1228917] ['1/9', '3/8', '4/9', '5/3', '7/3'] -> (7/3 / (3/8 * (4/9 - (1/9 * 5/3))))
[1228919] ['1/9', '3/8', '4/9', '5/3', '7/5'] -> (7/5 / (3/8 * ((4/9 / 5/3) - 1/9)))
[1228923] ['1/9', '3/8', '4/9', '5/3', '8/3'] -> ((((4/9 / 1/9) / 3/8) - 5/3) * 8/3)
[1228927] ['1/9', '3/8', '4/9', '5/3', '9/2'] -> ((((4/9 + 5/3) - 1/9) / 3/8) * 9/2)
[1228928] ['1/9', '3/8', '4/9', '5/3', '9/4'] -> ((((1/9 + 5/3) / 3/8) / 4/9) * 9/4)
[1228932] ['1/9', '3/8', '4/9', '5/4', '5/4'] -> ((5/4 / ((1/9 + 3/8) - 4/9)) / 5/4)
[1228937] ['1/9', '3/8', '4/9', '5/4', '6/5'] -> (6/5 / ((3/8 / 5/4) - (1/9 / 4/9)))
[1228940] ['1/9', '3/8', '4/9', '5/4', '7/3'] -> (7/3 / (((3/8 * 4/9) * 5/4) - 1/9))
[1228952] ['1/9', '3/8', '4/9', '5/4', '9/5'] -> ((((4/9 * 5/4) / 1/9) / 3/8) * 9/5)
[1228957] ['1/9', '3/8', '4/9', '5/6', '5/8'] -> ((5/6 / ((3/8 * 4/9) - 1/9)) / 5/8)
[1228958] ['1/9', '3/8', '4/9', '5/6', '5/9'] -> (5/9 / ((1/9 * 5/6) - (4/9 - 3/8)))
[1228969] ['1/9', '3/8', '4/9', '5/6', '8/5'] -> ((5/6 / ((3/8 * 4/9) - 1/9)) * 8/5)
[1228973] ['1/9', '3/8', '4/9', '5/6', '9/4'] -> ((1/9 / ((3/8 / 4/9) - 5/6)) * 9/4)
[1228974] ['1/9', '3/8', '4/9', '5/6', '9/5'] -> (9/5 / (3/8 - ((1/9 / 4/9) / 5/6)))
[1228977] ['1/9', '3/8', '4/9', '5/7', '5/7'] -> (5/7 / (((1/9 + 3/8) - 4/9) * 5/7))
[1228983] ['1/9', '3/8', '4/9', '5/7', '7/3'] -> (7/3 / (4/9 - ((1/9 + 3/8) * 5/7)))
[1228985] ['1/9', '3/8', '4/9', '5/7', '7/5'] -> (7/5 / (((1/9 + 3/8) - 4/9) / 5/7))
[1228991] ['1/9', '3/8', '4/9', '5/7', '8/7'] -> (8/7 / (5/7 - ((1/9 / 3/8) / 4/9)))
[1228996] ['1/9', '3/8', '4/9', '5/7', '9/7'] -> (9/7 / ((1/9 + (4/9 * 5/7)) - 3/8))
[1229000] ['1/9', '3/8', '4/9', '5/8', '6/5'] -> (6/5 / ((3/8 / (1/9 + 4/9)) - 5/8))
[1229002] ['1/9', '3/8', '4/9', '5/8', '7/2'] -> (7/2 / (3/8 * (1/9 + (4/9 * 5/8))))
[1229003] ['1/9', '3/8', '4/9', '5/8', '7/3'] -> (7/3 / ((3/8 * 4/9) - (1/9 * 5/8)))
[1229010] ['1/9', '3/8', '4/9', '5/8', '8/5'] -> ((5/8 / ((1/9 + 3/8) - 4/9)) * 8/5)
[1229018] ['1/9', '3/8', '4/9', '5/9', '5/9'] -> ((5/9 / ((1/9 + 3/8) - 4/9)) / 5/9)
[1229022] ['1/9', '3/8', '4/9', '5/9', '7/3'] -> (7/3 / (1/9 * ((5/9 / 4/9) - 3/8)))
[1229047] ['1/9', '3/8', '4/9', '6/5', '8/5'] -> (8/5 / (((3/8 * 4/9) - 1/9) * 6/5))
[1229055] ['1/9', '3/8', '4/9', '6/7', '6/7'] -> ((6/7 / ((1/9 + 3/8) - 4/9)) / 6/7)
[1229060] ['1/9', '3/8', '4/9', '6/7', '7/6'] -> ((6/7 / ((1/9 + 3/8) - 4/9)) * 7/6)
[1229062] ['1/9', '3/8', '4/9', '6/7', '7/9'] -> (7/9 / (((4/9 / 6/7) - 1/9) - 3/8))
[1229065] ['1/9', '3/8', '4/9', '6/7', '8/7'] -> (8/7 / (((3/8 * 4/9) - 1/9) * 6/7))
[1229066] ['1/9', '3/8', '4/9', '6/7', '8/9'] -> (8/9 / ((3/8 * 4/9) - (1/9 / 6/7)))
[1229067] ['1/9', '3/8', '4/9', '6/7', '9/2'] -> (9/2 / ((3/8 / 6/7) - (1/9 / 4/9)))
[1229070] ['1/9', '3/8', '4/9', '6/7', '9/7'] -> (9/7 / (((4/9 * 6/7) - 3/8) / 1/9))
[1229072] ['1/9', '3/8', '4/9', '7/2', '7/2'] -> ((7/2 / ((1/9 + 3/8) - 4/9)) / 7/2)
[1229079] ['1/9', '3/8', '4/9', '7/2', '8/3'] -> (((1/9 + (7/2 / 3/8)) - 4/9) * 8/3)
[1229085] ['1/9', '3/8', '4/9', '7/2', '9/5'] -> (((4/9 / 1/9) + (7/2 / 3/8)) * 9/5)
[1229088] ['1/9', '3/8', '4/9', '7/3', '7/3'] -> (7/3 / (((1/9 + 3/8) - 4/9) * 7/3))
[1229089] ['1/9', '3/8', '4/9', '7/3', '7/4'] -> ((7/3 / ((3/8 * 4/9) - 1/9)) / 7/4)
[1229097] ['1/9', '3/8', '4/9', '7/3', '8/9'] -> ((((4/9 * 7/3) / 1/9) / 3/8) - 8/9)
[1229100] ['1/9', '3/8', '4/9', '7/3', '9/5'] -> ((((7/3 - 1/9) / 3/8) / 4/9) * 9/5)
[1229103] ['1/9', '3/8', '4/9', '7/4', '7/4'] -> ((7/4 / ((1/9 + 3/8) - 4/9)) / 7/4)
[1229107] ['1/9', '3/8', '4/9', '7/4', '7/9'] -> (7/9 / (((1/9 * 3/8) * 4/9) * 7/4))
[1229112] ['1/9', '3/8', '4/9', '7/4', '9/2'] -> ((((1/9 / 4/9) + 7/4) / 3/8) * 9/2)
[1229113] ['1/9', '3/8', '4/9', '7/4', '9/4'] -> (9/4 / (3/8 * (4/9 - (1/9 * 7/4))))
[1229117] ['1/9', '3/8', '4/9', '7/5', '7/5'] -> ((7/5 / ((1/9 + 3/8) - 4/9)) / 7/5)
[1229128] ['1/9', '3/8', '4/9', '7/5', '9/7'] -> (9/7 / ((1/9 + (4/9 / 7/5)) - 3/8))
[1229131] ['1/9', '3/8', '4/9', '7/6', '7/8'] -> ((7/6 / ((3/8 * 4/9) - 1/9)) / 7/8)
[1229132] ['1/9', '3/8', '4/9', '7/6', '7/9'] -> (7/9 / (((4/9 * 7/6) - 1/9) - 3/8))
[1229135] ['1/9', '3/8', '4/9', '7/6', '8/7'] -> ((7/6 / ((3/8 * 4/9) - 1/9)) * 8/7)
[1229137] ['1/9', '3/8', '4/9', '7/6', '9/2'] -> (9/2 / ((3/8 * 7/6) - (1/9 / 4/9)))
[1229138] ['1/9', '3/8', '4/9', '7/6', '9/4'] -> (((3/8 * 4/9) + (7/6 / 1/9)) * 9/4)
[1229140] ['1/9', '3/8', '4/9', '7/6', '9/7'] -> (9/7 / (((4/9 / 7/6) - 3/8) / 1/9))
[1229141] ['1/9', '3/8', '4/9', '7/6', '9/8'] -> (((3/8 + (7/6 / 4/9)) / 1/9) / 9/8)
[1229142] ['1/9', '3/8', '4/9', '7/8', '7/8'] -> ((7/8 / ((1/9 + 3/8) - 4/9)) / 7/8)
[1229146] ['1/9', '3/8', '4/9', '7/8', '8/7'] -> ((7/8 / ((1/9 + 3/8) - 4/9)) * 8/7)
[1229148] ['1/9', '3/8', '4/9', '7/8', '9/2'] -> (9/2 / (3/8 * (1/9 + (4/9 * 7/8))))
[1229153] ['1/9', '3/8', '4/9', '7/9', '7/9'] -> (7/9 / (((1/9 + 3/8) - 4/9) * 7/9))
[1229157] ['1/9', '3/8', '4/9', '7/9', '8/9'] -> (8/9 / ((7/9 - (1/9 / 3/8)) - 4/9))
[1229158] ['1/9', '3/8', '4/9', '7/9', '9/2'] -> ((((1/9 + 7/9) / 3/8) / 4/9) * 9/2)
[1229167] ['1/9', '3/8', '4/9', '8/3', '9/2'] -> (((8/3 - (1/9 / 3/8)) / 4/9) * 9/2)
[1229172] ['1/9', '3/8', '4/9', '8/5', '8/5'] -> (8/5 / (((1/9 + 3/8) - 4/9) * 8/5))
[1229180] ['1/9', '3/8', '4/9', '8/7', '8/7'] -> (8/7 / (((1/9 + 3/8) - 4/9) * 8/7))
[1229182] ['1/9', '3/8', '4/9', '8/7', '9/2'] -> (9/2 / (3/8 * (1/9 + (4/9 / 8/7))))
[1229191] ['1/9', '3/8', '4/9', '8/9', '9/7'] -> (9/7 / (1/9 / ((4/9 / 3/8) + 8/9)))
[1229192] ['1/9', '3/8', '4/9', '8/9', '9/8'] -> (9/8 / (((1/9 + 3/8) - 4/9) / 8/9))
[1229207] ['1/9', '3/8', '4/9', '9/8', '9/8'] -> ((9/8 / ((1/9 + 3/8) - 4/9)) / 9/8)
[1229209] ['1/9', '3/8', '5/2', '5/2', '5/3'] -> ((5/3 / 1/9) / ((5/2 / 5/2) - 3/8))
[1229229] ['1/9', '3/8', '5/2', '5/2', '9/4'] -> (((5/2 + 5/2) / 1/9) / (9/4 - 3/8))
[1229239] ['1/9', '3/8', '5/2', '5/3', '6/5'] -> ((((5/2 - 5/3) / 1/9) / 3/8) * 6/5)
[1229244] ['1/9', '3/8', '5/2', '5/3', '7/5'] -> (7/5 / ((3/8 - (1/9 * 5/2)) / 5/3))
[1229247] ['1/9', '3/8', '5/2', '5/3', '7/9'] -> (7/9 / (1/9 * ((5/3 / 5/2) - 3/8)))
[1229264] ['1/9', '3/8', '5/2', '5/4', '7/2'] -> (7/2 / (3/8 * ((5/4 / 5/2) - 1/9)))
[1229268] ['1/9', '3/8', '5/2', '5/4', '7/6'] -> (7/6 / (((3/8 / 5/2) - 1/9) * 5/4))
[1229280] ['1/9', '3/8', '5/2', '5/6', '5/6'] -> (5/6 / ((3/8 * 5/6) - (1/9 * 5/2)))
[1229283] ['1/9', '3/8', '5/2', '5/6', '5/9'] -> ((((5/6 / 1/9) - 5/2) / 3/8) / 5/9)
[1229292] ['1/9', '3/8', '5/2', '5/6', '7/9'] -> (7/9 / (((3/8 / 5/2) - 1/9) * 5/6))
[1229296] ['1/9', '3/8', '5/2', '5/6', '8/9'] -> (8/9 / ((5/6 / 5/2) - (1/9 / 3/8)))
[1229299] ['1/9', '3/8', '5/2', '5/6', '9/5'] -> ((((5/6 / 1/9) - 5/2) / 3/8) * 9/5)
[1229323] ['1/9', '3/8', '5/2', '5/8', '5/8'] -> ((5/2 * (3/8 + (5/8 / 1/9))) / 5/8)
[1229329] ['1/9', '3/8', '5/2', '5/8', '7/4'] -> (((3/8 + (5/2 / 1/9)) - 5/8) + 7/4)
[1229335] ['1/9', '3/8', '5/2', '5/8', '8/5'] -> ((5/2 * (3/8 + (5/8 / 1/9))) * 8/5)
[1229347] ['1/9', '3/8', '5/2', '5/9', '7/3'] -> (7/3 / ((1/9 * 5/2) + (3/8 - 5/9)))
[1229354] ['1/9', '3/8', '5/2', '5/9', '8/5'] -> (((5/2 / (5/9 - 1/9)) / 3/8) * 8/5)
[1229370] ['1/9', '3/8', '5/2', '6/5', '7/9'] -> ((6/5 / ((3/8 / 5/2) - 1/9)) * 7/9)
[1229378] ['1/9', '3/8', '5/2', '6/5', '9/7'] -> ((6/5 / ((3/8 / 5/2) - 1/9)) / 9/7)
[1229401] ['1/9', '3/8', '5/2', '7/2', '7/6'] -> (7/6 / (1/9 - (3/8 / (5/2 + 7/2))))
[1229403] ['1/9', '3/8', '5/2', '7/2', '7/9'] -> ((((5/2 * 7/2) / 3/8) - 1/9) + 7/9)
[1229413] ['1/9', '3/8', '5/2', '7/3', '7/3'] -> (7/3 / (((3/8 + 7/3) - 1/9) - 5/2))
[1229430] ['1/9', '3/8', '5/2', '7/4', '7/6'] -> (((5/2 - (3/8 / 7/4)) / 1/9) * 7/6)
[1229440] ['1/9', '3/8', '5/2', '7/4', '9/7'] -> (((5/2 / 1/9) + (3/8 / 7/4)) + 9/7)
[1229442] ['1/9', '3/8', '5/2', '7/5', '7/5'] -> (7/5 / ((1/9 * (5/2 + 7/5)) - 3/8))
[1229455] ['1/9', '3/8', '5/2', '7/6', '7/6'] -> (7/6 / (((1/9 + 3/8) * 5/2) - 7/6))
[1229457] ['1/9', '3/8', '5/2', '7/6', '7/9'] -> (7/9 / ((1/9 * (5/2 + 7/6)) - 3/8))
[1229462] ['1/9', '3/8', '5/2', '7/6', '9/2'] -> (9/2 / (7/6 - (3/8 * (1/9 + 5/2))))
[1229466] ['1/9', '3/8', '5/2', '7/6', '9/8'] -> (9/8 / (3/8 / ((7/6 / 1/9) - 5/2)))
[1229472] ['1/9', '3/8', '5/2', '7/8', '8/9'] -> ((((5/2 + 7/8) - 3/8) / 1/9) * 8/9)
[1229476] ['1/9', '3/8', '5/2', '7/8', '9/7'] -> ((((5/2 / 1/9) - 3/8) / 7/8) - 9/7)
[1229477] ['1/9', '3/8', '5/2', '7/8', '9/8'] -> ((((5/2 + 7/8) - 3/8) / 1/9) / 9/8)
[1229482] ['1/9', '3/8', '5/2', '7/9', '8/9'] -> (8/9 / (7/9 - ((1/9 * 5/2) / 3/8)))
[1229483] ['1/9', '3/8', '5/2', '7/9', '9/2'] -> (9/2 / (3/8 * (7/9 - (1/9 * 5/2))))
[1229485] ['1/9', '3/8', '5/2', '7/9', '9/5'] -> (9/5 / (3/8 * ((7/9 / 5/2) - 1/9)))
[1229487] ['1/9', '3/8', '5/2', '7/9', '9/8'] -> (((5/2 + (3/8 * 7/9)) / 1/9) - 9/8)
[1229526] ['1/9', '3/8', '5/2', '9/4', '9/8'] -> (((3/8 + (5/2 / 1/9)) + 9/4) - 9/8)
[1229531] ['1/9', '3/8', '5/2', '9/7', '9/8'] -> (((5/2 + (3/8 / 9/7)) / 1/9) - 9/8)
[1229532] ['1/9', '3/8', '5/2', '9/8', '9/8'] -> ((((3/8 + 5/2) / 1/9) + 9/8) / 9/8)
[1229533] ['1/9', '3/8', '5/3', '5/3', '5/3'] -> ((5/3 / ((5/3 / 5/3) - 3/8)) / 1/9)
[1229541] ['1/9', '3/8', '5/3', '5/3', '7/2'] -> (((5/3 + 5/3) / (1/9 + 3/8)) * 7/2)
[1229542] ['1/9', '3/8', '5/3', '5/3', '7/3'] -> ((5/3 * 5/3) / (3/8 - (1/9 * 7/3)))
[1229546] ['1/9', '3/8', '5/3', '5/3', '7/8'] -> (((5/3 + 5/3) / 1/9) / (3/8 + 7/8))
[1229553] ['1/9', '3/8', '5/3', '5/3', '9/4'] -> (((5/3 + 5/3) / 1/9) - (9/4 / 3/8))
[1229560] ['1/9', '3/8', '5/3', '5/4', '5/8'] -> ((((5/4 / 3/8) - 5/3) / 1/9) / 5/8)
[1229567] ['1/9', '3/8', '5/3', '5/4', '7/5'] -> (7/5 / ((1/9 * (5/4 - 3/8)) / 5/3))
[1229572] ['1/9', '3/8', '5/3', '5/4', '8/5'] -> ((((5/4 / 3/8) - 5/3) / 1/9) * 8/5)
[1229584] ['1/9', '3/8', '5/3', '5/6', '6/5'] -> ((((5/3 - 5/6) / 1/9) / 3/8) * 6/5)
[1229586] ['1/9', '3/8', '5/3', '5/6', '7/2'] -> (7/2 / (3/8 * ((5/6 / 5/3) - 1/9)))
[1229589] ['1/9', '3/8', '5/3', '5/6', '7/5'] -> (7/5 / (((5/6 - 1/9) / 5/3) - 3/8))
[1229595] ['1/9', '3/8', '5/3', '5/6', '8/7'] -> (8/7 / ((5/6 / (1/9 + 3/8)) - 5/3))
[1229598] ['1/9', '3/8', '5/3', '5/6', '9/4'] -> (9/4 / ((5/6 / (1/9 + 5/3)) - 3/8))
[1229608] ['1/9', '3/8', '5/3', '5/7', '7/3'] -> ((((5/7 / 1/9) / 3/8) / 5/3) * 7/3)
[1229632] ['1/9', '3/8', '5/3', '5/8', '7/8'] -> ((3/8 + ((5/3 + 5/8) / 1/9)) / 7/8)
[1229636] ['1/9', '3/8', '5/3', '5/8', '8/7'] -> ((3/8 + ((5/3 + 5/8) / 1/9)) * 8/7)
[1229639] ['1/9', '3/8', '5/3', '5/8', '9/4'] -> ((5/3 + ((3/8 + 5/8) / 1/9)) * 9/4)
[1229643] ['1/9', '3/8', '5/3', '5/9', '5/9'] -> (5/9 / ((3/8 * 5/9) - (1/9 * 5/3)))
[1229649] ['1/9', '3/8', '5/3', '5/9', '7/5'] -> (7/5 / (((3/8 * 5/9) - 1/9) / 5/3))
[1229654] ['1/9', '3/8', '5/3', '5/9', '8/5'] -> ((5/3 + ((5/9 / 1/9) / 3/8)) * 8/5)
[1229656] ['1/9', '3/8', '5/3', '5/9', '8/9'] -> (8/9 / ((5/9 / 5/3) - (1/9 / 3/8)))
[1229677] ['1/9', '3/8', '5/3', '6/5', '9/5'] -> ((((5/3 / 1/9) + 6/5) / 3/8) / 9/5)
