[1737601] ['3/4', '6/7', '7/6', '9/5', '9/5'] -> (9/5 / (((3/4 + 6/7) * 7/6) - 9/5))
[1766620] ['3/5', '4/5', '8/5', '8/9', '9/2'] -> ((8/5 / ((4/5 / 8/9) - 3/5)) * 9/2)
[1766625] ['3/5', '4/5', '8/5', '9/2', '9/2'] -> ((((4/5 / 3/5) / 8/5) + 9/2) * 9/2)
[1766626] ['3/5', '4/5', '8/5', '9/2', '9/4'] -> ((((8/5 * 9/2) - 4/5) / 3/5) * 9/4)
[1766627] ['3/5', '4/5', '8/5', '9/2', '9/5'] -> (((4/5 + (8/5 * 9/2)) / 3/5) * 9/5)
[1766637] ['3/5', '4/5', '8/5', '9/7', '9/7'] -> (9/7 / ((9/7 / 8/5) - (3/5 / 4/5)))
[1766639] ['3/5', '4/5', '8/5', '9/8', '9/8'] -> (9/8 / ((3/5 / 4/5) - (9/8 / 8/5)))
[1766647] ['3/5', '4/5', '8/7', '8/9', '8/9'] -> ((3/5 / (4/5 - (8/9 / 8/7))) * 8/9)
[1766648] ['3/5', '4/5', '8/7', '8/9', '9/2'] -> (9/2 / (((4/5 / 8/7) / 8/9) - 3/5))
[1766652] ['3/5', '4/5', '8/7', '8/9', '9/8'] -> ((3/5 / (4/5 - (8/9 / 8/7))) / 9/8)
[1766670] ['3/5', '4/5', '8/9', '8/9', '9/4'] -> ((3/5 / ((4/5 / 8/9) - 8/9)) / 9/4)
[1766671] ['3/5', '4/5', '8/9', '8/9', '9/5'] -> ((3/5 + 9/5) / ((8/9 - 4/5) / 8/9))
[1766685] ['3/5', '4/5', '8/9', '9/5', '9/8'] -> (((3/5 + 9/5) / (8/9 - 4/5)) / 9/8)
[1766689] ['3/5', '4/5', '9/2', '9/2', '9/2'] -> (((9/2 * 9/2) + 9/2) - (3/5 / 4/5))
[1766697] ['3/5', '4/5', '9/2', '9/4', '9/8'] -> (((4/5 + 9/4) / (3/5 / 9/2)) + 9/8)
[1766721] ['3/5', '4/5', '9/7', '9/7', '9/8'] -> ((9/7 / ((4/5 / 3/5) - 9/7)) / 9/8)
[1766727] ['3/5', '4/7', '4/7', '4/7', '5/3'] -> (((4/7 + 4/7) / (3/5 - 4/7)) / 5/3)
[1766730] ['3/5', '4/7', '4/7', '4/7', '5/7'] -> ((5/7 / (3/5 - 4/7)) - (4/7 / 4/7))
[1766733] ['3/5', '4/7', '4/7', '4/7', '6/5'] -> (6/5 / ((3/5 / 4/7) - (4/7 / 4/7)))
[1766743] ['3/5', '4/7', '4/7', '4/7', '8/5'] -> (4/7 / (((4/7 / 3/5) / 8/5) - 4/7))
[1766744] ['3/5', '4/7', '4/7', '4/7', '8/7'] -> (8/7 / ((4/7 / 4/7) - (4/7 / 3/5)))
[1766795] ['3/5', '4/7', '4/7', '5/2', '8/7'] -> ((4/7 + 8/7) / ((3/5 - 4/7) * 5/2))
[1766806] ['3/5', '4/7', '4/7', '5/3', '5/8'] -> (((4/7 / 4/7) / 5/3) / (5/8 - 3/5))
[1766818] ['3/5', '4/7', '4/7', '5/3', '8/5'] -> (8/5 / ((5/3 - (4/7 / 4/7)) - 3/5))
[1766851] ['3/5', '4/7', '4/7', '5/6', '5/8'] -> ((3/5 + (4/7 / 5/6)) / (5/8 - 4/7))
[1766875] ['3/5', '4/7', '4/7', '5/7', '6/7'] -> (((4/7 / (3/5 - 4/7)) / 5/7) * 6/7)
[1766878] ['3/5', '4/7', '4/7', '5/7', '7/4'] -> ((5/7 / (3/5 - 4/7)) - (4/7 * 7/4))
[1766880] ['3/5', '4/7', '4/7', '5/7', '7/6'] -> (((4/7 / (3/5 - 4/7)) / 5/7) / 7/6)
[1766885] ['3/5', '4/7', '4/7', '5/7', '8/7'] -> (8/7 / (((5/7 / 3/5) - 4/7) - 4/7))
[1766892] ['3/5', '4/7', '4/7', '5/8', '5/8'] -> ((5/8 / (5/8 - 3/5)) - (4/7 / 4/7))
[1766953] ['3/5', '4/7', '4/7', '6/7', '7/5'] -> (((4/7 * 6/7) / (3/5 - 4/7)) * 7/5)
[1766977] ['3/5', '4/7', '4/7', '7/2', '9/2'] -> ((((4/7 / 3/5) + 4/7) * 7/2) * 9/2)
[1767004] ['3/5', '4/7', '4/7', '7/4', '8/7'] -> (8/7 / ((4/7 * 7/4) - (4/7 / 3/5)))
[1767012] ['3/5', '4/7', '4/7', '7/5', '7/6'] -> (((4/7 * 7/5) / (3/5 - 4/7)) / 7/6)
[1767028] ['3/5', '4/7', '4/7', '7/6', '8/5'] -> ((8/5 / 4/7) / (7/6 - (3/5 / 4/7)))
[1767044] ['3/5', '4/7', '4/7', '7/8', '9/5'] -> ((9/5 / 3/5) / ((4/7 / 4/7) - 7/8))
[1767045] ['3/5', '4/7', '4/7', '7/8', '9/7'] -> ((4/7 + 9/7) / ((4/7 / 3/5) - 7/8))
[1767068] ['3/5', '4/7', '4/7', '8/5', '8/9'] -> ((4/7 * 8/5) / (4/7 - (3/5 * 8/9)))
[1767073] ['3/5', '4/7', '4/7', '8/5', '9/8'] -> ((4/7 * 8/5) / (4/7 - (3/5 / 9/8)))
[1767084] ['3/5', '4/7', '4/7', '8/9', '9/5'] -> ((4/7 * 9/5) / ((4/7 / 8/9) - 3/5))
[1767107] ['3/5', '4/7', '4/9', '4/9', '5/7'] -> ((5/7 / (3/5 - 4/7)) - (4/9 / 4/9))
[1767110] ['3/5', '4/7', '4/9', '4/9', '6/5'] -> (6/5 / ((3/5 / 4/7) - (4/9 / 4/9)))
[1767121] ['3/5', '4/7', '4/9', '4/9', '8/7'] -> (8/7 / ((4/9 / 4/9) - (4/7 / 3/5)))
[1767122] ['3/5', '4/7', '4/9', '4/9', '8/9'] -> (8/9 / ((4/9 / 4/7) - (4/9 / 3/5)))
[1767191] ['3/5', '4/7', '4/9', '5/4', '8/3'] -> (8/3 / ((3/5 - 4/9) * (4/7 * 5/4)))
[1767207] ['3/5', '4/7', '4/9', '5/6', '7/3'] -> ((4/7 / ((3/5 * 5/6) - 4/9)) * 7/3)
[1767220] ['3/5', '4/7', '4/9', '5/6', '9/7'] -> (9/7 / (((3/5 - 4/7) * 5/6) / 4/9))
[1767224] ['3/5', '4/7', '4/9', '5/7', '5/9'] -> (((5/7 / (3/5 - 4/7)) - 4/9) - 5/9)
[1767254] ['3/5', '4/7', '4/9', '5/8', '8/3'] -> (8/3 / (((4/9 / 4/7) - 3/5) * 5/8))
[1767256] ['3/5', '4/7', '4/9', '5/8', '8/7'] -> (8/7 / ((3/5 * (4/7 - 4/9)) * 5/8))
[1767257] ['3/5', '4/7', '4/9', '5/8', '8/9'] -> (((4/9 / (3/5 - 4/7)) / 5/8) - 8/9)
[1767264] ['3/5', '4/7', '4/9', '5/9', '6/5'] -> (6/5 / (((3/5 / 4/7) - 4/9) - 5/9))
[1767265] ['3/5', '4/7', '4/9', '5/9', '6/7'] -> (((4/9 / (3/5 - 4/7)) / 5/9) * 6/7)
[1767270] ['3/5', '4/7', '4/9', '5/9', '7/6'] -> (((4/9 / (3/5 - 4/7)) / 5/9) / 7/6)
[1767274] ['3/5', '4/7', '4/9', '5/9', '8/5'] -> (((4/9 / (3/5 - 4/7)) - 5/9) * 8/5)
[1767285] ['3/5', '4/7', '4/9', '6/5', '7/3'] -> ((4/7 / ((3/5 / 6/5) - 4/9)) * 7/3)
[1767292] ['3/5', '4/7', '4/9', '6/5', '8/5'] -> (8/5 / (4/9 * (6/5 - (3/5 / 4/7))))
[1767298] ['3/5', '4/7', '4/9', '6/5', '9/7'] -> (9/7 / (((3/5 - 4/7) / 4/9) / 6/5))
[1767309] ['3/5', '4/7', '4/9', '6/7', '8/5'] -> (8/5 / (((4/9 * 6/7) / 4/7) - 3/5))
[1767310] ['3/5', '4/7', '4/9', '6/7', '8/7'] -> (8/7 / (3/5 * (6/7 - (4/9 / 4/7))))
[1767314] ['3/5', '4/7', '4/9', '6/7', '9/5'] -> (((4/9 * 6/7) / (3/5 - 4/7)) * 9/5)
[1767344] ['3/5', '4/7', '4/9', '7/3', '9/4'] -> (((7/3 / (3/5 - 4/9)) / 4/7) - 9/4)
[1767379] ['3/5', '4/7', '4/9', '7/6', '8/5'] -> (8/5 / (((4/9 / 4/7) / 7/6) - 3/5))
[1767384] ['3/5', '4/7', '4/9', '7/6', '9/5'] -> (((4/9 / (3/5 - 4/7)) / 7/6) * 9/5)
[1767390] ['3/5', '4/7', '4/9', '7/8', '8/5'] -> (8/5 / ((3/5 * (4/7 - 4/9)) * 7/8))
[1767409] ['3/5', '4/7', '4/9', '8/3', '8/5'] -> ((8/3 / ((4/9 / 4/7) - 3/5)) * 8/5)
[1767413] ['3/5', '4/7', '4/9', '8/3', '9/4'] -> ((8/3 / (4/9 - (3/5 * 4/7))) - 9/4)
[1767418] ['3/5', '4/7', '4/9', '8/5', '8/7'] -> (((8/5 / (4/7 - 4/9)) / 3/5) * 8/7)
[1767419] ['3/5', '4/7', '4/9', '8/5', '8/9'] -> (((4/9 * 8/5) / (3/5 - 4/7)) - 8/9)
[1767457] ['3/5', '4/7', '5/2', '5/2', '5/7'] -> ((5/7 / (3/5 - 4/7)) - (5/2 / 5/2))
[1767460] ['3/5', '4/7', '5/2', '5/2', '6/5'] -> (6/5 / ((3/5 / 4/7) - (5/2 / 5/2)))
[1767471] ['3/5', '4/7', '5/2', '5/2', '8/7'] -> (8/7 / ((5/2 / 5/2) - (4/7 / 3/5)))
[1767520] ['3/5', '4/7', '5/2', '5/4', '9/2'] -> (9/2 / (3/5 * (5/2 - (5/4 / 4/7))))
[1767536] ['3/5', '4/7', '5/2', '5/6', '7/8'] -> ((5/2 / ((4/7 / 3/5) - 5/6)) / 7/8)
[1767538] ['3/5', '4/7', '5/2', '5/6', '8/3'] -> (((5/6 / (3/5 - 4/7)) - 5/2) - 8/3)
[1767576] ['3/5', '4/7', '5/2', '5/8', '7/6'] -> (((3/5 * 5/2) / (5/8 - 4/7)) / 7/6)
[1767638] ['3/5', '4/7', '5/2', '6/7', '9/4'] -> ((5/2 / ((4/7 / 3/5) - 6/7)) - 9/4)
[1767642] ['3/5', '4/7', '5/2', '7/2', '7/2'] -> (((5/2 / (3/5 - 4/7)) - 7/2) / 7/2)
[1767651] ['3/5', '4/7', '5/2', '7/2', '8/7'] -> (8/7 / ((7/2 - (4/7 / 3/5)) - 5/2))
[1767665] ['3/5', '4/7', '5/2', '7/3', '8/5'] -> (8/5 / (3/5 - ((4/7 * 7/3) / 5/2)))
[1767666] ['3/5', '4/7', '5/2', '7/3', '8/7'] -> (8/7 / (((4/7 * 5/2) / 3/5) - 7/3))
[1767689] ['3/5', '4/7', '5/2', '7/5', '7/8'] -> ((3/5 / ((4/7 * 5/2) - 7/5)) / 7/8)
[1767693] ['3/5', '4/7', '5/2', '7/5', '8/7'] -> ((3/5 / ((4/7 * 5/2) - 7/5)) * 8/7)
[1767718] ['3/5', '4/7', '5/2', '7/8', '9/2'] -> ((4/7 + ((5/2 / 3/5) / 7/8)) * 9/2)
[1767721] ['3/5', '4/7', '5/2', '7/8', '9/7'] -> (9/7 / (((3/5 * 5/2) - 4/7) - 7/8))
[1767752] ['3/5', '4/7', '5/2', '8/7', '9/2'] -> ((4/7 + ((5/2 * 8/7) / 3/5)) * 9/2)
[1767765] ['3/5', '4/7', '5/2', '9/2', '9/5'] -> (9/5 / (3/5 * (9/2 - (5/2 / 4/7))))
[1767781] ['3/5', '4/7', '5/3', '5/3', '5/7'] -> ((5/7 / (3/5 - 4/7)) - (5/3 / 5/3))
[1767784] ['3/5', '4/7', '5/3', '5/3', '6/5'] -> (6/5 / ((3/5 / 4/7) - (5/3 / 5/3)))
[1767821] ['3/5', '4/7', '5/3', '5/4', '9/4'] -> (((5/4 / (3/5 - 4/7)) / 5/3) - 9/4)
[1767848] ['3/5', '4/7', '5/3', '5/7', '5/8'] -> (((5/7 / (3/5 - 4/7)) / 5/3) / 5/8)
[1767860] ['3/5', '4/7', '5/3', '5/7', '8/5'] -> (((5/7 / (3/5 - 4/7)) / 5/3) * 8/5)
[1767874] ['3/5', '4/7', '5/3', '5/8', '7/4'] -> (((4/7 / (5/8 - 3/5)) / 5/3) * 7/4)
[1767884] ['3/5', '4/7', '5/3', '5/8', '9/4'] -> (9/4 / ((5/8 / 4/7) - (3/5 * 5/3)))
[1767900] ['3/5', '4/7', '5/3', '5/9', '8/7'] -> (8/7 / (((4/7 / 3/5) / 5/9) - 5/3))
[1767918] ['3/5', '4/7', '5/3', '6/5', '8/7'] -> (8/7 / (5/3 * ((6/5 - 3/5) - 4/7)))
[1767933] ['3/5', '4/7', '5/3', '6/7', '8/3'] -> (8/3 / (5/3 * ((4/7 / 6/7) - 3/5)))
[1767964] ['3/5', '4/7', '5/3', '7/3', '8/3'] -> (8/3 / (((3/5 - 4/7) * 5/3) * 7/3))
[1767979] ['3/5', '4/7', '5/3', '7/4', '8/5'] -> (8/5 / ((5/3 - (4/7 * 7/4)) - 3/5))
[1767992] ['3/5', '4/7', '5/3', '7/5', '8/5'] -> (8/5 / (((3/5 - 4/7) * 5/3) * 7/5))
[1768003] ['3/5', '4/7', '5/3', '7/6', '8/3'] -> (8/3 / (5/3 * ((4/7 * 7/6) - 3/5)))
[1768027] ['3/5', '4/7', '5/3', '7/9', '8/9'] -> (8/9 / (((3/5 - 4/7) * 5/3) * 7/9))
[1768048] ['3/5', '4/7', '5/3', '8/5', '9/7'] -> (9/7 / (((3/5 * 5/3) / 8/5) - 4/7))
[1768050] ['3/5', '4/7', '5/3', '8/7', '8/7'] -> (8/7 / (5/3 * ((3/5 + 4/7) - 8/7)))
[1768059] ['3/5', '4/7', '5/3', '8/9', '9/4'] -> ((5/3 / ((4/7 / 3/5) - 8/9)) - 9/4)
[1768061] ['3/5', '4/7', '5/3', '8/9', '9/7'] -> (9/7 / (((3/5 - 4/7) * 5/3) / 8/9))
[1768076] ['3/5', '4/7', '5/3', '9/7', '9/8'] -> (((9/7 / (3/5 - 4/7)) / 5/3) / 9/8)
[1768080] ['3/5', '4/7', '5/4', '5/4', '5/7'] -> ((5/7 / (3/5 - 4/7)) - (5/4 / 5/4))
[1768083] ['3/5', '4/7', '5/4', '5/4', '6/5'] -> (6/5 / ((3/5 / 4/7) - (5/4 / 5/4)))
[1768084] ['3/5', '4/7', '5/4', '5/4', '6/7'] -> (6/7 / ((3/5 * 5/4) - (4/7 * 5/4)))
[1768094] ['3/5', '4/7', '5/4', '5/4', '8/7'] -> (8/7 / ((5/4 / 5/4) - (4/7 / 3/5)))
[1768106] ['3/5', '4/7', '5/4', '5/6', '6/7'] -> (6/7 / ((3/5 + (4/7 / 5/6)) - 5/4))
[1768107] ['3/5', '4/7', '5/4', '5/6', '7/2'] -> (7/2 / ((5/6 - (3/5 * 5/4)) / 4/7))
[1768116] ['3/5', '4/7', '5/4', '5/6', '8/7'] -> (8/7 / (4/7 * (5/6 - (3/5 * 5/4))))
[1768121] ['3/5', '4/7', '5/4', '5/6', '9/7'] -> (9/7 / (((3/5 * 5/4) * 5/6) - 4/7))
[1768127] ['3/5', '4/7', '5/4', '5/7', '6/7'] -> (6/7 / (4/7 - ((3/5 * 5/4) * 5/7)))
[1768137] ['3/5', '4/7', '5/4', '5/7', '8/7'] -> (8/7 / (((4/7 / 3/5) / 5/4) - 5/7))
[1768160] ['3/5', '4/7', '5/4', '5/8', '9/4'] -> (9/4 / (3/5 * (5/4 - (5/8 / 4/7))))
[1768168] ['3/5', '4/7', '5/4', '5/9', '7/3'] -> (((4/7 / (3/5 - 5/9)) / 5/4) * 7/3)
[1768185] ['3/5', '4/7', '5/4', '6/5', '7/2'] -> (((3/5 * 4/7) / (5/4 - 6/5)) * 7/2)
[1768188] ['3/5', '4/7', '5/4', '6/5', '7/5'] -> (((6/5 / (3/5 - 4/7)) / 5/4) / 7/5)
[1768190] ['3/5', '4/7', '5/4', '6/5', '7/8'] -> (((3/5 / (5/4 - 6/5)) / 4/7) / 7/8)
[1768194] ['3/5', '4/7', '5/4', '6/5', '8/7'] -> (((3/5 / (5/4 - 6/5)) / 4/7) * 8/7)
[1768199] ['3/5', '4/7', '5/4', '6/5', '9/7'] -> (9/7 / (((3/5 * 5/4) / 6/5) - 4/7))
[1768210] ['3/5', '4/7', '5/4', '6/7', '8/5'] -> (8/5 / (3/5 - ((4/7 / 5/4) / 6/7)))
[1768213] ['3/5', '4/7', '5/4', '6/7', '9/2'] -> ((4/7 / (6/7 - (3/5 * 5/4))) * 9/2)
[1768218] ['3/5', '4/7', '5/4', '7/2', '7/2'] -> (7/2 / (((5/4 / 3/5) / 4/7) - 7/2))
[1768249] ['3/5', '4/7', '5/4', '7/4', '7/4'] -> (((5/4 / (3/5 - 4/7)) - 7/4) / 7/4)
[1768274] ['3/5', '4/7', '5/4', '7/5', '9/7'] -> (9/7 / ((5/4 / (3/5 + 7/5)) - 4/7))
[1768280] ['3/5', '4/7', '5/4', '7/6', '8/5'] -> (8/5 / (3/5 - ((4/7 * 7/6) / 5/4)))
[1768297] ['3/5', '4/7', '5/4', '7/8', '9/7'] -> (9/7 / (((5/4 - 7/8) / 3/5) - 4/7))
[1768300] ['3/5', '4/7', '5/4', '7/9', '8/3'] -> (8/3 / ((3/5 - (4/7 / 5/4)) * 7/9))
[1768301] ['3/5', '4/7', '5/4', '7/9', '8/5'] -> (8/5 / (3/5 * ((7/9 / 4/7) - 5/4)))
[1768316] ['3/5', '4/7', '5/4', '8/3', '9/7'] -> (9/7 / ((3/5 - (4/7 / 5/4)) / 8/3))
[1768326] ['3/5', '4/7', '5/4', '8/7', '8/7'] -> (8/7 / (((4/7 * 5/4) / 3/5) - 8/7))
[1768333] ['3/5', '4/7', '5/4', '8/9', '8/9'] -> (((8/9 / (3/5 - 4/7)) / 5/4) - 8/9)
[1768337] ['3/5', '4/7', '5/4', '8/9', '9/7'] -> (9/7 / (5/4 * ((4/7 / 8/9) - 3/5)))
[1768355] ['3/5', '4/7', '5/6', '5/6', '5/7'] -> ((5/7 / (3/5 - 4/7)) - (5/6 / 5/6))
[1768358] ['3/5', '4/7', '5/6', '5/6', '6/5'] -> (6/5 / ((3/5 / 4/7) - (5/6 / 5/6)))
[1768367] ['3/5', '4/7', '5/6', '5/6', '8/3'] -> ((8/3 / 4/7) / ((5/6 - 3/5) * 5/6))
[1768386] ['3/5', '4/7', '5/6', '5/7', '7/8'] -> ((3/5 / (5/7 - (4/7 / 5/6))) / 7/8)
[1768389] ['3/5', '4/7', '5/6', '5/7', '8/5'] -> (8/5 / (((4/7 * 5/6) / 5/7) - 3/5))
[1768406] ['3/5', '4/7', '5/6', '5/8', '7/8'] -> (7/8 / ((5/6 * (5/8 - 3/5)) / 4/7))
[1768413] ['3/5', '4/7', '5/6', '5/8', '9/4'] -> (((5/8 / (3/5 - 4/7)) / 5/6) - 9/4)
[1768415] ['3/5', '4/7', '5/6', '5/8', '9/7'] -> (9/7 / (((4/7 / 5/6) - 3/5) * 5/8))
[1768421] ['3/5', '4/7', '5/6', '5/9', '7/3'] -> ((4/7 / (5/9 - (3/5 * 5/6))) * 7/3)
[1768436] ['3/5', '4/7', '5/6', '6/5', '6/5'] -> (6/5 / ((3/5 / 4/7) - (5/6 * 6/5)))
[1768445] ['3/5', '4/7', '5/6', '6/5', '8/3'] -> (((6/5 / (5/6 - 3/5)) / 4/7) * 8/3)
[1768447] ['3/5', '4/7', '5/6', '6/5', '8/7'] -> (8/7 / ((5/6 * 6/5) - (4/7 / 3/5)))
[1768462] ['3/5', '4/7', '5/6', '6/7', '8/3'] -> (8/3 / ((6/7 / 4/7) - (5/6 / 3/5)))
[1768464] ['3/5', '4/7', '5/6', '6/7', '8/7'] -> (8/7 / (5/6 * (4/7 - (3/5 * 6/7))))
[1768483] ['3/5', '4/7', '5/6', '7/2', '9/4'] -> (((7/2 / (5/6 - 3/5)) / 4/7) - 9/4)
[1768487] ['3/5', '4/7', '5/6', '7/3', '7/3'] -> (7/3 / (((5/6 / 3/5) / 4/7) - 7/3))
[1768489] ['3/5', '4/7', '5/6', '7/3', '7/5'] -> (7/5 / ((5/6 / 4/7) - (3/5 * 7/3)))
[1768516] ['3/5', '4/7', '5/6', '7/5', '7/5'] -> (7/5 / (((3/5 + 5/6) - 7/5) / 4/7))
[1768521] ['3/5', '4/7', '5/6', '7/5', '8/5'] -> (8/5 / (((4/7 * 5/6) * 7/5) - 3/5))
[1768522] ['3/5', '4/7', '5/6', '7/5', '8/7'] -> (8/7 / ((4/7 * 5/6) - (3/5 / 7/5)))
[1768529] ['3/5', '4/7', '5/6', '7/6', '7/6'] -> (((5/6 / (3/5 - 4/7)) - 7/6) / 7/6)
[1768533] ['3/5', '4/7', '5/6', '7/6', '8/5'] -> (8/5 / (((3/5 / 4/7) / 7/6) - 5/6))
[1768534] ['3/5', '4/7', '5/6', '7/6', '8/7'] -> (8/7 / (5/6 * (4/7 - (3/5 / 7/6))))
[1768549] ['3/5', '4/7', '5/6', '7/8', '9/5'] -> (9/5 / (((4/7 / 5/6) - 3/5) * 7/8))
[1768550] ['3/5', '4/7', '5/6', '7/8', '9/7'] -> (9/7 / (((7/8 / 3/5) - 4/7) - 5/6))
[1768563] ['3/5', '4/7', '5/6', '8/3', '8/5'] -> (8/5 - (8/3 / (5/6 - (4/7 / 3/5))))
[1768577] ['3/5', '4/7', '5/6', '8/5', '9/7'] -> (9/7 / (((4/7 / 5/6) - 3/5) / 8/5))
[1768583] ['3/5', '4/7', '5/6', '8/7', '9/5'] -> ((8/7 / ((4/7 / 5/6) - 3/5)) * 9/5)
[1768597] ['3/5', '4/7', '5/6', '9/4', '9/4'] -> ((9/4 / ((4/7 / 5/6) - 3/5)) - 9/4)
[1768599] ['3/5', '4/7', '5/6', '9/4', '9/7'] -> (9/7 / (((3/5 - 4/7) * 5/6) * 9/4))
[1768607] ['3/5', '4/7', '5/7', '5/7', '5/7'] -> ((5/7 / (3/5 - 4/7)) - (5/7 / 5/7))
[1768610] ['3/5', '4/7', '5/7', '5/7', '6/5'] -> (6/5 / ((3/5 / 4/7) - (5/7 / 5/7)))
[1768611] ['3/5', '4/7', '5/7', '5/7', '6/7'] -> (6/7 / (((3/5 * 5/7) / 4/7) - 5/7))
[1768615] ['3/5', '4/7', '5/7', '5/7', '7/5'] -> ((5/7 / (3/5 - 4/7)) - (5/7 * 7/5))
[1768621] ['3/5', '4/7', '5/7', '5/7', '8/7'] -> (8/7 / ((5/7 / 5/7) - (4/7 / 3/5)))
[1768631] ['3/5', '4/7', '5/7', '5/8', '6/7'] -> (((5/7 / (5/8 - 3/5)) - 4/7) * 6/7)
[1768636] ['3/5', '4/7', '5/7', '5/8', '7/6'] -> (((5/7 / (5/8 - 3/5)) - 4/7) / 7/6)
[1768644] ['3/5', '4/7', '5/7', '5/8', '9/4'] -> (((4/7 / (5/7 - 5/8)) / 3/5) * 9/4)
[1768645] ['3/5', '4/7', '5/7', '5/8', '9/5'] -> (9/5 / (3/5 * (4/7 - (5/7 * 5/8))))
[1768646] ['3/5', '4/7', '5/7', '5/8', '9/7'] -> (9/7 / ((3/5 * (5/7 - 4/7)) * 5/8))
[1768660] ['3/5', '4/7', '5/7', '5/9', '8/7'] -> (8/7 / ((3/5 * (5/7 - 4/7)) * 5/9))
[1768661] ['3/5', '4/7', '5/7', '5/9', '8/9'] -> (((3/5 * 5/7) / (4/7 - 5/9)) * 8/9)
[1768666] ['3/5', '4/7', '5/7', '5/9', '9/8'] -> (((3/5 * 5/7) / (4/7 - 5/9)) / 9/8)
[1768667] ['3/5', '4/7', '5/7', '6/5', '6/5'] -> ((3/5 / ((5/7 / 6/5) - 4/7)) - 6/5)
[1768674] ['3/5', '4/7', '5/7', '6/5', '7/8'] -> ((3/5 / (5/7 - (4/7 * 6/5))) / 7/8)
[1768677] ['3/5', '4/7', '5/7', '6/5', '8/5'] -> (8/5 / (((4/7 / 5/7) / 6/5) - 3/5))
[1768688] ['3/5', '4/7', '5/7', '6/7', '7/4'] -> (((6/7 / (3/5 - 4/7)) / 5/7) / 7/4)
[1768694] ['3/5', '4/7', '5/7', '6/7', '8/5'] -> (8/5 / ((6/7 / (4/7 + 5/7)) - 3/5))
[1768695] ['3/5', '4/7', '5/7', '6/7', '8/7'] -> (8/7 / (5/7 * ((4/7 / 6/7) - 3/5)))
[1768726] ['3/5', '4/7', '5/7', '7/3', '8/7'] -> (8/7 / (((3/5 - 4/7) * 5/7) * 7/3))
[1768752] ['3/5', '4/7', '5/7', '7/5', '8/5'] -> (8/5 / (7/5 - ((4/7 / 3/5) / 5/7)))
[1768753] ['3/5', '4/7', '5/7', '7/5', '8/7'] -> (8/7 / ((5/7 * 7/5) - (4/7 / 3/5)))
[1768755] ['3/5', '4/7', '5/7', '7/5', '9/2'] -> (((5/7 + (7/5 / 3/5)) / 4/7) * 9/2)
[1768765] ['3/5', '4/7', '5/7', '7/6', '8/7'] -> (8/7 / (5/7 * ((4/7 * 7/6) - 3/5)))
[1768780] ['3/5', '4/7', '5/7', '7/8', '9/5'] -> (9/5 / ((3/5 * (5/7 - 4/7)) * 7/8))
[1768781] ['3/5', '4/7', '5/7', '7/8', '9/7'] -> (9/7 / (((7/8 / 5/7) - 3/5) - 4/7))
[1768787] ['3/5', '4/7', '5/7', '7/9', '8/9'] -> ((3/5 / ((4/7 / 5/7) - 7/9)) * 8/9)
[1768792] ['3/5', '4/7', '5/7', '7/9', '9/8'] -> ((3/5 / ((4/7 / 5/7) - 7/9)) / 9/8)
[1768800] ['3/5', '4/7', '5/7', '8/3', '9/7'] -> (9/7 / ((4/7 - (3/5 * 5/7)) / 8/3))
[1768802] ['3/5', '4/7', '5/7', '8/5', '8/5'] -> (8/5 / (((4/7 / 3/5) + 5/7) - 8/5))
[1768807] ['3/5', '4/7', '5/7', '8/5', '9/5'] -> (9/5 / (3/5 * (4/7 - (5/7 / 8/5))))
[1768808] ['3/5', '4/7', '5/7', '8/5', '9/7'] -> (9/7 / ((3/5 * (5/7 - 4/7)) / 8/5))
[1768814] ['3/5', '4/7', '5/7', '8/7', '9/5'] -> (((8/7 / (5/7 - 4/7)) / 3/5) * 9/5)
[1768828] ['3/5', '4/7', '5/7', '9/4', '9/4'] -> (((9/4 / (5/7 - 4/7)) / 3/5) - 9/4)
[1768840] ['3/5', '4/7', '5/8', '5/8', '6/5'] -> (6/5 / ((3/5 / 4/7) - (5/8 / 5/8)))
[1768841] ['3/5', '4/7', '5/8', '5/8', '6/7'] -> ((6/7 / (3/5 - 4/7)) / (5/8 + 5/8))
[1768844] ['3/5', '4/7', '5/8', '5/8', '7/4'] -> ((5/8 / (5/8 - 3/5)) - (4/7 * 7/4))
[1768851] ['3/5', '4/7', '5/8', '5/8', '8/7'] -> (8/7 / ((5/8 / 5/8) - (4/7 / 3/5)))
[1768855] ['3/5', '4/7', '5/8', '5/8', '9/5'] -> (9/5 / ((4/7 * (3/5 + 5/8)) - 5/8))
[1768860] ['3/5', '4/7', '5/8', '5/9', '6/7'] -> (((4/7 / (3/5 - 5/9)) / 5/8) / 6/7)
[1768863] ['3/5', '4/7', '5/8', '5/9', '7/4'] -> (((4/7 / (5/8 - 5/9)) / 3/5) * 7/4)
[1768865] ['3/5', '4/7', '5/8', '5/9', '7/6'] -> (((4/7 / (3/5 - 5/9)) / 5/8) * 7/6)
[1768874] ['3/5', '4/7', '5/8', '5/9', '9/5'] -> (9/5 / ((5/8 / 5/9) - (3/5 / 4/7)))
[1768879] ['3/5', '4/7', '5/8', '6/5', '7/2'] -> (((6/5 / (5/8 - 3/5)) / 4/7) / 7/2)
[1768882] ['3/5', '4/7', '5/8', '6/5', '7/5'] -> (((3/5 + 6/5) / (5/8 - 4/7)) / 7/5)
