[1105573] ['1/8', '3/5', '4/3', '6/5', '9/8'] -> (9/8 / (((1/8 * 3/5) / 4/3) / 6/5))
[1124078] ['1/8', '4/3', '7/3', '7/8', '9/2'] -> ((4/3 / ((7/8 / 7/3) - 1/8)) * 9/2)
[1124080] ['1/8', '4/3', '7/3', '7/8', '9/5'] -> (((4/3 / 1/8) + (7/3 / 7/8)) * 9/5)
[1124081] ['1/8', '4/3', '7/3', '7/8', '9/7'] -> (((7/3 + (4/3 / 7/8)) / 1/8) / 9/7)
[1124093] ['1/8', '4/3', '7/3', '8/3', '8/3'] -> ((((4/3 + 7/3) / 1/8) - 8/3) - 8/3)
[1124096] ['1/8', '4/3', '7/3', '8/3', '8/9'] -> (((7/3 * (8/3 - 4/3)) / 1/8) - 8/9)
[1124097] ['1/8', '4/3', '7/3', '8/3', '9/2'] -> ((((7/3 - 4/3) / 1/8) - 8/3) * 9/2)
[1124099] ['1/8', '4/3', '7/3', '8/3', '9/5'] -> ((((4/3 + 8/3) - 7/3) / 1/8) * 9/5)
[1124102] ['1/8', '4/3', '7/3', '8/5', '8/5'] -> ((((7/3 * 8/5) / 1/8) / 4/3) + 8/5)
[1124109] ['1/8', '4/3', '7/3', '8/5', '9/8'] -> (9/8 / (((7/3 - 1/8) / 8/5) - 4/3))
[1124110] ['1/8', '4/3', '7/3', '8/7', '8/7'] -> (((4/3 + (7/3 / 1/8)) * 8/7) + 8/7)
[1124111] ['1/8', '4/3', '7/3', '8/7', '8/9'] -> (((4/3 + (7/3 / 8/7)) / 1/8) * 8/9)
[1124113] ['1/8', '4/3', '7/3', '8/7', '9/4'] -> ((((7/3 * 8/7) - 4/3) / 1/8) * 9/4)
[1124114] ['1/8', '4/3', '7/3', '8/7', '9/5'] -> (((4/3 / 1/8) + (7/3 * 8/7)) * 9/5)
[1124115] ['1/8', '4/3', '7/3', '8/7', '9/7'] -> (((7/3 + (4/3 * 8/7)) / 1/8) / 9/7)
[1124116] ['1/8', '4/3', '7/3', '8/7', '9/8'] -> (((4/3 + (7/3 / 8/7)) / 1/8) / 9/8)
[1124124] ['1/8', '4/3', '7/3', '9/2', '9/4'] -> (((1/8 * 4/3) + (7/3 * 9/2)) * 9/4)
[1124138] ['1/8', '4/3', '7/4', '7/4', '7/4'] -> ((7/4 / ((4/3 * 7/4) - 7/4)) / 1/8)
[1124139] ['1/8', '4/3', '7/4', '7/4', '7/5'] -> (((7/4 / (7/4 - 4/3)) / 1/8) / 7/5)
[1124140] ['1/8', '4/3', '7/4', '7/4', '7/6'] -> ((7/4 / 7/4) / ((4/3 - 1/8) - 7/6))
[1124142] ['1/8', '4/3', '7/4', '7/4', '7/9'] -> (((4/3 + (7/4 / 7/4)) / 1/8) / 7/9)
[1124150] ['1/8', '4/3', '7/4', '7/4', '9/7'] -> (((4/3 + (7/4 / 7/4)) / 1/8) * 9/7)
[1124157] ['1/8', '4/3', '7/4', '7/5', '8/5'] -> (8/5 / (1/8 * (4/3 - (7/5 / 7/4))))
[1124162] ['1/8', '4/3', '7/4', '7/5', '9/5'] -> ((((4/3 * 7/4) / 1/8) / 7/5) * 9/5)
[1124168] ['1/8', '4/3', '7/4', '7/6', '8/3'] -> ((((7/4 / 1/8) / 4/3) / 7/6) * 8/3)
[1124170] ['1/8', '4/3', '7/4', '7/6', '8/7'] -> (((7/4 + (7/6 / 4/3)) / 1/8) * 8/7)
[1124171] ['1/8', '4/3', '7/4', '7/6', '8/9'] -> (((4/3 + (7/4 * 7/6)) / 1/8) * 8/9)
[1124172] ['1/8', '4/3', '7/4', '7/6', '9/2'] -> (((4/3 - (7/6 / 7/4)) / 1/8) * 9/2)
[1124174] ['1/8', '4/3', '7/4', '7/6', '9/5'] -> ((4/3 + ((7/4 / 1/8) / 7/6)) * 9/5)
[1124176] ['1/8', '4/3', '7/4', '7/6', '9/8'] -> (((4/3 + (7/4 * 7/6)) / 1/8) / 9/8)
[1124179] ['1/8', '4/3', '7/4', '7/8', '8/3'] -> (((4/3 + (7/4 / 7/8)) / 1/8) - 8/3)
[1124187] ['1/8', '4/3', '7/4', '7/8', '9/8'] -> (9/8 / (((1/8 * 7/8) / 4/3) / 7/4))
[1124189] ['1/8', '4/3', '7/4', '7/9', '8/3'] -> (8/3 / (1/8 * (4/3 - (7/9 / 7/4))))
[1124190] ['1/8', '4/3', '7/4', '7/9', '8/5'] -> (8/5 / (7/9 - (4/3 / (1/8 + 7/4))))
[1124192] ['1/8', '4/3', '7/4', '7/9', '8/9'] -> ((((4/3 * 7/4) + 7/9) / 1/8) - 8/9)
[1124196] ['1/8', '4/3', '7/4', '7/9', '9/7'] -> (9/7 / (1/8 / (7/4 + (7/9 / 4/3))))
[1124198] ['1/8', '4/3', '7/4', '8/3', '8/3'] -> ((((7/4 * 8/3) - 4/3) / 1/8) - 8/3)
[1124200] ['1/8', '4/3', '7/4', '8/3', '8/7'] -> (((4/3 + (8/3 / 7/4)) / 1/8) + 8/7)
[1124203] ['1/8', '4/3', '7/4', '8/3', '9/4'] -> (((7/4 + (8/3 / 1/8)) - 4/3) + 9/4)
[1124205] ['1/8', '4/3', '7/4', '8/3', '9/7'] -> (9/7 / ((1/8 / (8/3 - 4/3)) / 7/4))
[1124210] ['1/8', '4/3', '7/4', '8/5', '9/2'] -> ((((7/4 - 4/3) * 8/5) / 1/8) * 9/2)
[1124212] ['1/8', '4/3', '7/4', '8/5', '9/5'] -> (9/5 / ((4/3 * (7/4 - 8/5)) - 1/8))
[1124215] ['1/8', '4/3', '7/4', '8/7', '8/7'] -> (8/7 / (1/8 * (8/7 - (4/3 / 7/4))))
[1124220] ['1/8', '4/3', '7/4', '8/7', '9/7'] -> (((4/3 * (7/4 + 8/7)) / 1/8) / 9/7)
[1124221] ['1/8', '4/3', '7/4', '8/7', '9/8'] -> (9/8 / (((1/8 / 4/3) / 7/4) / 8/7))
[1124222] ['1/8', '4/3', '7/4', '8/9', '8/9'] -> (((4/3 + (7/4 * 8/9)) / 1/8) + 8/9)
[1124225] ['1/8', '4/3', '7/4', '8/9', '9/5'] -> (((7/4 / 1/8) - (8/9 / 4/3)) * 9/5)
[1124228] ['1/8', '4/3', '7/4', '9/2', '9/2'] -> ((((1/8 + 4/3) / 7/4) + 9/2) * 9/2)
[1124229] ['1/8', '4/3', '7/4', '9/2', '9/4'] -> ((4/3 * (1/8 + (7/4 * 9/2))) * 9/4)
[1124232] ['1/8', '4/3', '7/4', '9/2', '9/8'] -> (9/8 / (7/4 / (4/3 + (9/2 / 1/8))))
[1124234] ['1/8', '4/3', '7/4', '9/4', '9/5'] -> (((9/4 / (7/4 - 4/3)) / 1/8) / 9/5)
[1124243] ['1/8', '4/3', '7/5', '7/5', '7/5'] -> ((7/5 / ((4/3 * 7/5) - 7/5)) / 1/8)
[1124244] ['1/8', '4/3', '7/5', '7/5', '7/6'] -> ((7/5 / 7/5) / ((4/3 - 1/8) - 7/6))
[1124246] ['1/8', '4/3', '7/5', '7/5', '7/9'] -> (((4/3 + (7/5 / 7/5)) / 1/8) / 7/9)
[1124254] ['1/8', '4/3', '7/5', '7/5', '9/7'] -> (((4/3 + (7/5 / 7/5)) / 1/8) * 9/7)
[1124256] ['1/8', '4/3', '7/5', '7/6', '7/6'] -> (((4/3 + 7/6) / (1/8 / 7/5)) / 7/6)
[1124263] ['1/8', '4/3', '7/5', '7/6', '9/2'] -> ((((7/6 / 1/8) / 7/5) - 4/3) * 9/2)
[1124272] ['1/8', '4/3', '7/5', '7/8', '8/7'] -> (8/7 / ((1/8 + 7/8) - (4/3 / 7/5)))
[1124286] ['1/8', '4/3', '7/5', '7/9', '9/5'] -> ((7/9 / ((1/8 + 4/3) - 7/5)) * 9/5)
[1124291] ['1/8', '4/3', '7/5', '8/3', '8/7'] -> ((((4/3 + 8/3) / 1/8) / 7/5) + 8/7)
[1124310] ['1/8', '4/3', '7/5', '8/7', '9/5'] -> ((7/5 * ((4/3 / 1/8) - 8/7)) * 9/5)
[1124313] ['1/8', '4/3', '7/5', '8/9', '8/9'] -> (((4/3 + 8/9) / (1/8 / 7/5)) - 8/9)
[1124329] ['1/8', '4/3', '7/5', '9/5', '9/7'] -> ((9/5 / ((1/8 + 4/3) - 7/5)) / 9/7)
[1124336] ['1/8', '4/3', '7/6', '7/6', '7/9'] -> (((4/3 + (7/6 / 7/6)) / 1/8) / 7/9)
[1124340] ['1/8', '4/3', '7/6', '7/6', '8/9'] -> (((4/3 * (7/6 + 7/6)) / 1/8) - 8/9)
[1124344] ['1/8', '4/3', '7/6', '7/6', '9/7'] -> (((4/3 + (7/6 / 7/6)) / 1/8) * 9/7)
[1124346] ['1/8', '4/3', '7/6', '7/8', '7/8'] -> ((7/8 / ((4/3 - 1/8) - 7/6)) / 7/8)
[1124347] ['1/8', '4/3', '7/6', '7/8', '7/9'] -> (((7/6 + (4/3 * 7/8)) / 1/8) / 7/9)
[1124349] ['1/8', '4/3', '7/6', '7/8', '8/5'] -> ((((7/6 + 7/8) / 1/8) - 4/3) * 8/5)
[1124351] ['1/8', '4/3', '7/6', '7/8', '8/9'] -> ((((4/3 + 7/6) + 7/8) / 1/8) * 8/9)
[1124352] ['1/8', '4/3', '7/6', '7/8', '9/2'] -> (9/2 / ((4/3 - (7/6 * 7/8)) - 1/8))
[1124354] ['1/8', '4/3', '7/6', '7/8', '9/5'] -> (9/5 / (7/8 - (7/6 / (1/8 + 4/3))))
[1124355] ['1/8', '4/3', '7/6', '7/8', '9/7'] -> (((7/6 + (4/3 * 7/8)) / 1/8) * 9/7)
[1124358] ['1/8', '4/3', '7/6', '7/9', '8/3'] -> ((((7/6 / 1/8) / 4/3) / 7/9) * 8/3)
[1124361] ['1/8', '4/3', '7/6', '7/9', '8/9'] -> (8/9 / ((4/3 * (1/8 + 7/9)) - 7/6))
[1124362] ['1/8', '4/3', '7/6', '7/9', '9/2'] -> (((4/3 - (7/9 / 7/6)) / 1/8) * 9/2)
[1124363] ['1/8', '4/3', '7/6', '7/9', '9/4'] -> ((((7/6 / 1/8) / 7/9) - 4/3) * 9/4)
[1124364] ['1/8', '4/3', '7/6', '7/9', '9/5'] -> ((4/3 + ((7/6 / 1/8) / 7/9)) * 9/5)
[1124374] ['1/8', '4/3', '7/6', '8/3', '9/7'] -> (9/7 / (((1/8 * 4/3) / 7/6) / 8/3))
[1124385] ['1/8', '4/3', '7/6', '8/7', '8/9'] -> (((4/3 + 8/7) / (1/8 / 7/6)) + 8/9)
[1124386] ['1/8', '4/3', '7/6', '8/7', '9/2'] -> (9/2 / ((4/3 - (7/6 / 8/7)) - 1/8))
[1124389] ['1/8', '4/3', '7/6', '8/7', '9/7'] -> (9/7 / (1/8 / (7/6 + (4/3 / 8/7))))
[1124390] ['1/8', '4/3', '7/6', '8/7', '9/8'] -> (9/8 / (1/8 / (4/3 + (7/6 * 8/7))))
[1124392] ['1/8', '4/3', '7/6', '8/9', '9/2'] -> ((((4/3 * 7/6) - 8/9) / 1/8) * 9/2)
[1124394] ['1/8', '4/3', '7/6', '8/9', '9/5'] -> ((((4/3 * 7/6) / 1/8) + 8/9) * 9/5)
[1124397] ['1/8', '4/3', '7/6', '9/2', '9/2'] -> ((9/2 / ((4/3 - 1/8) - 7/6)) / 9/2)
[1124399] ['1/8', '4/3', '7/6', '9/2', '9/5'] -> (9/5 / ((7/6 / (4/3 + 9/2)) - 1/8))
[1124402] ['1/8', '4/3', '7/6', '9/4', '9/4'] -> (9/4 / (((4/3 - 1/8) - 7/6) * 9/4))
[1124405] ['1/8', '4/3', '7/6', '9/4', '9/8'] -> (9/8 / ((1/8 * (4/3 - 7/6)) * 9/4))
[1124406] ['1/8', '4/3', '7/6', '9/5', '9/5'] -> ((9/5 / ((4/3 - 1/8) - 7/6)) / 9/5)
[1124409] ['1/8', '4/3', '7/6', '9/7', '9/7'] -> ((9/7 / ((4/3 - 1/8) - 7/6)) / 9/7)
[1124412] ['1/8', '4/3', '7/8', '7/8', '7/8'] -> ((7/8 / ((4/3 * 7/8) - 7/8)) / 1/8)
[1124425] ['1/8', '4/3', '7/8', '7/9', '8/5'] -> (((1/8 + 4/3) / (7/8 - 7/9)) * 8/5)
[1124428] ['1/8', '4/3', '7/8', '7/9', '9/2'] -> ((((7/9 / 1/8) / 4/3) / 7/8) * 9/2)
[1124431] ['1/8', '4/3', '7/8', '7/9', '9/7'] -> ((((4/3 + 7/8) / 1/8) / 7/9) + 9/7)
[1124434] ['1/8', '4/3', '7/8', '8/3', '8/5'] -> ((((4/3 + 7/8) / 1/8) - 8/3) * 8/5)
[1124438] ['1/8', '4/3', '7/8', '8/3', '9/4'] -> (9/4 / ((7/8 / (4/3 + 8/3)) - 1/8))
[1124442] ['1/8', '4/3', '7/8', '8/5', '8/5'] -> (8/5 / (((1/8 + 4/3) / 7/8) - 8/5))
[1124446] ['1/8', '4/3', '7/8', '8/5', '9/4'] -> (((7/8 / (8/5 - 4/3)) / 1/8) - 9/4)
[1124447] ['1/8', '4/3', '7/8', '8/5', '9/5'] -> (((4/3 + (7/8 / 1/8)) * 8/5) * 9/5)
[1124454] ['1/8', '4/3', '7/8', '8/7', '9/5'] -> ((((4/3 / 1/8) / 7/8) + 8/7) * 9/5)
[1124455] ['1/8', '4/3', '7/8', '8/7', '9/7'] -> (9/7 / (1/8 / (4/3 + (7/8 * 8/7))))
[1124456] ['1/8', '4/3', '7/8', '8/7', '9/8'] -> (9/8 / (1/8 / ((4/3 / 7/8) + 8/7)))
[1124463] ['1/8', '4/3', '7/8', '9/2', '9/2'] -> ((((1/8 * 4/3) + 9/2) / 7/8) * 9/2)
[1124466] ['1/8', '4/3', '7/8', '9/2', '9/7'] -> ((((9/2 / 1/8) / 4/3) / 7/8) / 9/7)
[1124475] ['1/8', '4/3', '7/8', '9/7', '9/7'] -> ((((4/3 + 7/8) * 9/7) / 1/8) + 9/7)
[1124477] ['1/8', '4/3', '7/8', '9/8', '9/8'] -> (9/8 / ((1/8 / (7/8 + 9/8)) / 4/3))
[1124482] ['1/8', '4/3', '7/9', '7/9', '8/9'] -> ((((4/3 + 7/9) + 7/9) / 1/8) + 8/9)
[1124483] ['1/8', '4/3', '7/9', '7/9', '9/2'] -> ((4/3 + (9/2 / 1/8)) / (7/9 + 7/9))
[1124486] ['1/8', '4/3', '7/9', '7/9', '9/7'] -> (((4/3 + (7/9 / 7/9)) / 1/8) * 9/7)
[1124491] ['1/8', '4/3', '7/9', '8/3', '8/9'] -> (((4/3 + 8/3) / (1/8 / 7/9)) - 8/9)
[1124493] ['1/8', '4/3', '7/9', '8/3', '9/4'] -> (9/4 / (((7/9 / 4/3) / 8/3) - 1/8))
[1124505] ['1/8', '4/3', '7/9', '8/7', '8/7'] -> ((((4/3 / 7/9) + 8/7) / 1/8) + 8/7)
[1124507] ['1/8', '4/3', '7/9', '8/7', '9/2'] -> ((((7/9 * 8/7) / 1/8) / 4/3) * 9/2)
[1124518] ['1/8', '4/3', '7/9', '9/2', '9/2'] -> ((((4/3 / 1/8) + 9/2) / 7/9) + 9/2)
[1124524] ['1/8', '4/3', '7/9', '9/4', '9/5'] -> (((9/4 - (7/9 / 4/3)) / 1/8) * 9/5)
[1124541] ['1/8', '4/3', '8/3', '8/3', '9/8'] -> ((((4/3 / 1/8) - 8/3) * 8/3) * 9/8)
[1124551] ['1/8', '4/3', '8/3', '8/7', '8/9'] -> ((((4/3 * 8/3) / 1/8) / 8/7) - 8/9)
[1124552] ['1/8', '4/3', '8/3', '8/7', '9/2'] -> (9/2 / (1/8 * (8/3 - (4/3 / 8/7))))
[1124558] ['1/8', '4/3', '8/3', '8/9', '9/2'] -> (((8/9 / (8/3 - 4/3)) / 1/8) * 9/2)
[1124565] ['1/8', '4/3', '8/3', '9/2', '9/5'] -> ((((9/2 - 8/3) / 1/8) - 4/3) * 9/5)
[1124567] ['1/8', '4/3', '8/3', '9/2', '9/8'] -> (((9/2 / (8/3 - 4/3)) / 1/8) / 9/8)
[1124572] ['1/8', '4/3', '8/3', '9/5', '9/5'] -> (9/5 / (((8/3 / 4/3) - 1/8) - 9/5))
[1124601] ['1/8', '4/3', '8/5', '9/2', '9/5'] -> ((((8/5 * 9/2) / 1/8) / 4/3) / 9/5)
[1124605] ['1/8', '4/3', '8/5', '9/4', '9/5'] -> (9/5 / ((1/8 * (8/5 - 4/3)) * 9/4))
[1124608] ['1/8', '4/3', '8/5', '9/5', '9/5'] -> (9/5 / (1/8 * (9/5 - (8/5 / 4/3))))
[1124615] ['1/8', '4/3', '8/7', '8/7', '8/9'] -> ((((4/3 * 8/7) + 8/7) / 1/8) / 8/9)
[1124618] ['1/8', '4/3', '8/7', '8/7', '9/5'] -> ((((4/3 * 8/7) / 1/8) + 8/7) * 9/5)
[1124620] ['1/8', '4/3', '8/7', '8/7', '9/8'] -> ((((4/3 * 8/7) + 8/7) / 1/8) * 9/8)
[1124627] ['1/8', '4/3', '8/7', '9/2', '9/2'] -> ((8/7 * ((1/8 * 4/3) + 9/2)) * 9/2)
[1124630] ['1/8', '4/3', '8/7', '9/2', '9/7'] -> ((((8/7 * 9/2) / 1/8) / 4/3) / 9/7)
[1124634] ['1/8', '4/3', '8/7', '9/4', '9/7'] -> (9/7 / ((1/8 * (4/3 - 8/7)) * 9/4))
[1124652] ['1/8', '4/3', '8/9', '9/2', '9/8'] -> (9/8 / (1/8 / ((8/9 * 9/2) - 4/3)))
[1124662] ['1/8', '4/3', '8/9', '9/8', '9/8'] -> (9/8 / (1/8 * ((4/3 / 8/9) - 9/8)))
[1124666] ['1/8', '4/3', '9/2', '9/2', '9/7'] -> (((4/3 + (9/2 / 9/2)) / 1/8) * 9/7)
[1124669] ['1/8', '4/3', '9/2', '9/4', '9/5'] -> ((4/3 * ((9/2 * 9/4) - 1/8)) * 9/5)
[1124671] ['1/8', '4/3', '9/2', '9/4', '9/8'] -> (9/8 / (((1/8 * 9/4) / 4/3) / 9/2))
[1124677] ['1/8', '4/3', '9/2', '9/8', '9/8'] -> (9/8 / (1/8 / ((9/2 / 9/8) - 4/3)))
[1124680] ['1/8', '4/3', '9/4', '9/4', '9/7'] -> (((4/3 + (9/4 / 9/4)) / 1/8) * 9/7)
[1124693] ['1/8', '4/3', '9/5', '9/8', '9/8'] -> (9/8 / ((1/8 * 9/5) * (4/3 - 9/8)))
[1124697] ['1/8', '4/3', '9/8', '9/8', '9/8'] -> ((9/8 / ((4/3 * 9/8) - 9/8)) / 1/8)
[1124698] ['1/8', '4/5', '4/5', '4/5', '4/5'] -> ((((4/5 + 4/5) + 4/5) / 1/8) / 4/5)
[1124699] ['1/8', '4/5', '4/5', '4/5', '4/7'] -> (((4/5 + 4/5) + (4/5 / 4/7)) / 1/8)
[1124702] ['1/8', '4/5', '4/5', '4/5', '5/3'] -> ((((4/5 / 4/5) + 4/5) * 5/3) / 1/8)
[1124703] ['1/8', '4/5', '4/5', '4/5', '5/4'] -> ((((4/5 + 4/5) + 4/5) * 5/4) / 1/8)
[1124704] ['1/8', '4/5', '4/5', '4/5', '5/6'] -> (4/5 / (4/5 - (4/5 * (1/8 + 5/6))))
[1124708] ['1/8', '4/5', '4/5', '4/5', '6/5'] -> ((((4/5 / 4/5) + 4/5) + 6/5) / 1/8)
[1124713] ['1/8', '4/5', '4/5', '4/5', '7/5'] -> ((((4/5 / 4/5) + 7/5) / 1/8) / 4/5)
[1124714] ['1/8', '4/5', '4/5', '4/5', '7/6'] -> (4/5 / ((4/5 * (7/6 - 1/8)) - 4/5))
[1124717] ['1/8', '4/5', '4/5', '4/5', '8/3'] -> ((((4/5 / 1/8) + 4/5) * 8/3) / 4/5)
[1124718] ['1/8', '4/5', '4/5', '4/5', '8/5'] -> (((4/5 / 4/5) + (8/5 / 4/5)) / 1/8)
[1124723] ['1/8', '4/5', '4/5', '4/5', '9/5'] -> (9/5 / (((4/5 / 4/5) - 1/8) - 4/5))
[1124726] ['1/8', '4/5', '4/5', '4/7', '4/7'] -> ((((4/5 + 4/7) / 1/8) / 4/5) / 4/7)
[1124736] ['1/8', '4/5', '4/5', '4/7', '6/7'] -> (((4/5 / (4/5 - 4/7)) / 1/8) * 6/7)
[1124737] ['1/8', '4/5', '4/5', '4/7', '7/2'] -> (((4/5 / 1/8) + (4/5 * 4/7)) * 7/2)
[1124739] ['1/8', '4/5', '4/5', '4/7', '7/4'] -> ((((4/5 + 4/7) / 1/8) / 4/5) * 7/4)
[1124741] ['1/8', '4/5', '4/5', '4/7', '7/6'] -> (((4/5 / (4/5 - 4/7)) / 1/8) / 7/6)
[1124745] ['1/8', '4/5', '4/5', '4/7', '8/5'] -> ((((4/5 + 4/5) / 1/8) / 4/7) + 8/5)
[1124750] ['1/8', '4/5', '4/5', '4/7', '9/5'] -> ((9/5 / 1/8) / ((4/5 / 4/7) - 4/5))
[1124751] ['1/8', '4/5', '4/5', '4/7', '9/7'] -> ((9/7 / 1/8) / ((4/5 / 4/5) - 4/7))
[1124753] ['1/8', '4/5', '4/5', '4/9', '4/9'] -> (4/5 / (4/9 - ((1/8 + 4/5) * 4/9)))
[1124755] ['1/8', '4/5', '4/5', '4/9', '5/3'] -> ((5/3 / 1/8) / ((4/5 / 4/5) - 4/9))
[1124757] ['1/8', '4/5', '4/5', '4/9', '5/6'] -> ((((4/5 + 4/5) / 1/8) / 4/9) * 5/6)
[1124761] ['1/8', '4/5', '4/5', '4/9', '6/5'] -> ((((4/5 + 4/5) / 1/8) / 4/9) / 6/5)
[1124766] ['1/8', '4/5', '4/5', '4/9', '7/5'] -> (((4/5 / 1/8) / 4/9) / (7/5 - 4/5))
[1124767] ['1/8', '4/5', '4/5', '4/9', '7/6'] -> ((4/5 - (7/6 / 1/8)) / (4/9 - 4/5))
[1124781] ['1/8', '4/5', '4/5', '5/2', '5/4'] -> (((5/2 / 1/8) / 4/5) - (4/5 * 5/4))
[1124787] ['1/8', '4/5', '4/5', '5/2', '6/7'] -> ((((4/5 / 4/5) + 5/2) / 1/8) * 6/7)
[1124788] ['1/8', '4/5', '4/5', '5/2', '7/2'] -> ((7/2 / 1/8) - ((4/5 + 4/5) * 5/2))
[1124792] ['1/8', '4/5', '4/5', '5/2', '7/6'] -> ((((4/5 / 4/5) + 5/2) / 1/8) / 7/6)
[1124793] ['1/8', '4/5', '4/5', '5/2', '7/8'] -> (((4/5 / 4/5) + (5/2 / 1/8)) / 7/8)
[1124797] ['1/8', '4/5', '4/5', '5/2', '8/7'] -> (((4/5 / 4/5) + (5/2 / 1/8)) * 8/7)
[1124799] ['1/8', '4/5', '4/5', '5/2', '9/2'] -> ((9/2 / 1/8) / (5/2 - (4/5 / 4/5)))
[1124801] ['1/8', '4/5', '4/5', '5/2', '9/5'] -> (((5/2 / 1/8) / 4/5) + (4/5 - 9/5))
[1124815] ['1/8', '4/5', '4/5', '5/3', '7/5'] -> (7/5 / (((1/8 + 4/5) + 4/5) - 5/3))
[1124820] ['1/8', '4/5', '4/5', '5/3', '8/5'] -> ((8/5 / 1/8) / ((4/5 * 5/3) - 4/5))
[1124823] ['1/8', '4/5', '4/5', '5/3', '9/2'] -> (((5/3 - (4/5 / 4/5)) / 1/8) * 9/2)
[1124833] ['1/8', '4/5', '4/5', '5/4', '6/5'] -> ((((4/5 + 4/5) + 5/4) / 1/8) + 6/5)
[1124835] ['1/8', '4/5', '4/5', '5/4', '7/2'] -> ((((4/5 + 5/4) / 1/8) / 4/5) + 7/2)
[1124847] ['1/8', '4/5', '4/5', '5/4', '9/4'] -> (9/4 / (5/4 - ((1/8 + 4/5) / 4/5)))
[1124848] ['1/8', '4/5', '4/5', '5/4', '9/5'] -> (9/5 / (((4/5 * 5/4) - 1/8) - 4/5))
[1124855] ['1/8', '4/5', '4/5', '5/6', '6/5'] -> ((4/5 + 6/5) / ((1/8 * 4/5) * 5/6))
[1124860] ['1/8', '4/5', '4/5', '5/6', '7/5'] -> ((4/5 + 7/5) / ((1/8 + 4/5) - 5/6))
[1124869] ['1/8', '4/5', '4/5', '5/6', '9/4'] -> ((((4/5 + 4/5) * 5/6) / 1/8) * 9/4)
[1124877] ['1/8', '4/5', '4/5', '5/7', '6/7'] -> ((6/7 / 1/8) / ((4/5 / 4/5) - 5/7))
[1124880] ['1/8', '4/5', '4/5', '5/7', '7/4'] -> ((((4/5 / 4/5) + 5/7) / 1/8) * 7/4)
[1124896] ['1/8', '4/5', '4/5', '5/8', '6/5'] -> (((6/5 / 1/8) / 4/5) / (4/5 * 5/8))
[1124906] ['1/8', '4/5', '4/5', '5/8', '8/5'] -> (((8/5 / 1/8) - 4/5) / (4/5 * 5/8))
[1124910] ['1/8', '4/5', '4/5', '5/8', '9/4'] -> (9/4 / (((4/5 - 5/8) / 4/5) - 1/8))
[1124911] ['1/8', '4/5', '4/5', '5/8', '9/5'] -> (9/5 / ((4/5 - (1/8 * 4/5)) - 5/8))
[1124913] ['1/8', '4/5', '4/5', '5/8', '9/8'] -> ((9/8 / 1/8) / ((4/5 / 4/5) - 5/8))
[1124924] ['1/8', '4/5', '4/5', '5/9', '8/3'] -> ((8/3 / 1/8) / ((4/5 + 4/5) * 5/9))
[1124947] ['1/8', '4/5', '4/5', '6/5', '9/4'] -> ((((4/5 + 4/5) / 1/8) / 6/5) * 9/4)
[1124948] ['1/8', '4/5', '4/5', '6/5', '9/5'] -> (9/5 / ((6/5 - (4/5 / 4/5)) - 1/8))
[1124971] ['1/8', '4/5', '4/5', '7/2', '7/5'] -> ((((4/5 + 7/2) / 1/8) - 4/5) / 7/5)
[1124993] ['1/8', '4/5', '4/5', '7/3', '8/9'] -> (((4/5 + (4/5 * 7/3)) / 1/8) / 8/9)
[1124995] ['1/8', '4/5', '4/5', '7/3', '9/4'] -> (((7/3 - (4/5 / 4/5)) / 1/8) * 9/4)
[1124998] ['1/8', '4/5', '4/5', '7/3', '9/8'] -> (((4/5 + (4/5 * 7/3)) / 1/8) * 9/8)
[1125008] ['1/8', '4/5', '4/5', '7/4', '9/2'] -> (((4/5 + 7/4) / 1/8) + (4/5 * 9/2))
[1125009] ['1/8', '4/5', '4/5', '7/4', '9/4'] -> ((9/4 / 1/8) / (7/4 - (4/5 / 4/5)))
[1125010] ['1/8', '4/5', '4/5', '7/4', '9/5'] -> ((9/5 / 1/8) / ((4/5 * 7/4) - 4/5))
[1125013] ['1/8', '4/5', '4/5', '7/5', '7/5'] -> ((4/5 + 4/5) + ((7/5 + 7/5) / 1/8))
[1125018] ['1/8', '4/5', '4/5', '7/5', '8/5'] -> (((4/5 + (7/5 / 1/8)) / 4/5) * 8/5)
[1125022] ['1/8', '4/5', '4/5', '7/5', '9/4'] -> (((4/5 / (7/5 - 4/5)) / 1/8) * 9/4)
[1125023] ['1/8', '4/5', '4/5', '7/5', '9/5'] -> (9/5 / (((4/5 + 4/5) - 1/8) - 7/5))
[1125025] ['1/8', '4/5', '4/5', '7/5', '9/8'] -> (((4/5 / 1/8) + 7/5) / (9/8 - 4/5))
[1125034] ['1/8', '4/5', '4/5', '7/6', '9/4'] -> ((((7/6 / 1/8) - 4/5) / 4/5) * 9/4)
[1125038] ['1/8', '4/5', '4/5', '7/8', '7/8'] -> (((1/8 + 4/5) + 7/8) / (7/8 - 4/5))
[1125041] ['1/8', '4/5', '4/5', '7/8', '8/5'] -> ((((4/5 / 4/5) + 7/8) / 1/8) * 8/5)
[1125044] ['1/8', '4/5', '4/5', '7/8', '9/2'] -> ((9/2 / 1/8) / (4/5 + (4/5 * 7/8)))
[1125050] ['1/8', '4/5', '4/5', '7/9', '8/3'] -> ((8/3 - 4/5) / ((1/8 * 4/5) * 7/9))
[1125052] ['1/8', '4/5', '4/5', '7/9', '8/7'] -> (((4/5 / 1/8) / 7/9) / (8/7 - 4/5))
