[1147419] ['1/8', '5/8', '5/8', '7/4', '8/5'] -> (((5/8 / 5/8) + (7/4 / 1/8)) * 8/5)
[1169157] ['1/9', '2/3', '2/9', '4/5', '4/5'] -> (4/5 / ((2/3 * 4/5) - (1/9 / 2/9)))
[1169160] ['1/9', '2/3', '2/9', '4/5', '5/2'] -> (((2/3 / 1/9) + (4/5 / 2/9)) * 5/2)
[1169161] ['1/9', '2/3', '2/9', '4/5', '5/3'] -> ((4/5 / (2/9 - (1/9 / 2/3))) * 5/3)
[1169167] ['1/9', '2/3', '2/9', '4/5', '6/5'] -> (6/5 / (4/5 - ((1/9 / 2/3) / 2/9)))
[1169185] ['1/9', '2/3', '2/9', '4/7', '4/7'] -> ((2/3 / ((2/9 * 4/7) - 1/9)) * 4/7)
[1169186] ['1/9', '2/3', '2/9', '4/7', '4/9'] -> (4/9 / (2/3 * (2/9 - (1/9 / 4/7))))
[1169188] ['1/9', '2/3', '2/9', '4/7', '5/3'] -> (5/3 / (((1/9 / 2/3) / 4/7) - 2/9))
[1169191] ['1/9', '2/3', '2/9', '4/7', '5/7'] -> ((((4/7 / 2/9) - 2/3) / 1/9) / 5/7)
[1169197] ['1/9', '2/3', '2/9', '4/7', '7/3'] -> ((4/7 / (2/9 - (1/9 / 2/3))) * 7/3)
[1169198] ['1/9', '2/3', '2/9', '4/7', '7/4'] -> ((2/3 / ((2/9 * 4/7) - 1/9)) / 7/4)
[1169199] ['1/9', '2/3', '2/9', '4/7', '7/5'] -> (7/5 / (1/9 / ((4/7 / 2/9) - 2/3)))
[1169201] ['1/9', '2/3', '2/9', '4/7', '7/8'] -> (((2/9 / (2/3 - 4/7)) / 1/9) / 7/8)
[1169214] ['1/9', '2/3', '2/9', '4/9', '5/3'] -> ((1/9 + 5/3) / ((2/3 * 4/9) - 2/9))
[1169218] ['1/9', '2/3', '2/9', '4/9', '5/8'] -> ((((4/9 / 1/9) - 2/3) / 2/9) / 5/8)
[1169227] ['1/9', '2/3', '2/9', '4/9', '7/8'] -> (((2/3 + (4/9 / 1/9)) / 2/9) / 7/8)
[1169228] ['1/9', '2/3', '2/9', '4/9', '7/9'] -> ((2/3 + ((4/9 / 1/9) / 2/9)) / 7/9)
[1169230] ['1/9', '2/3', '2/9', '4/9', '8/5'] -> ((((4/9 / 1/9) - 2/3) / 2/9) * 8/5)
[1169231] ['1/9', '2/3', '2/9', '4/9', '8/7'] -> (((2/3 + (4/9 / 1/9)) / 2/9) * 8/7)
[1169234] ['1/9', '2/3', '2/9', '4/9', '9/4'] -> ((2/3 / (1/9 - (2/9 * 4/9))) / 9/4)
[1169236] ['1/9', '2/3', '2/9', '4/9', '9/7'] -> ((2/3 + ((4/9 / 1/9) / 2/9)) * 9/7)
[1169238] ['1/9', '2/3', '2/9', '5/2', '5/2'] -> ((((2/3 + 5/2) - 2/9) / 1/9) - 5/2)
[1169240] ['1/9', '2/3', '2/9', '5/2', '5/4'] -> ((2/3 / (1/9 - (2/9 / 5/2))) / 5/4)
[1169245] ['1/9', '2/3', '2/9', '5/2', '6/5'] -> ((((2/3 + 2/9) * 5/2) / 1/9) * 6/5)
[1169268] ['1/9', '2/3', '2/9', '5/3', '5/9'] -> ((((2/3 + 2/9) * 5/3) / 1/9) / 5/9)
[1169273] ['1/9', '2/3', '2/9', '5/3', '7/4'] -> ((((2/3 / 2/9) + 5/3) / 1/9) / 7/4)
[1169275] ['1/9', '2/3', '2/9', '5/3', '7/6'] -> (((2/9 + (5/3 / 1/9)) / 2/3) + 7/6)
[1169276] ['1/9', '2/3', '2/9', '5/3', '7/8'] -> (((2/3 + 5/3) / (2/9 - 1/9)) / 7/8)
[1169279] ['1/9', '2/3', '2/9', '5/3', '8/5'] -> (8/5 / (((2/3 / 5/3) - 1/9) - 2/9))
[1169280] ['1/9', '2/3', '2/9', '5/3', '8/7'] -> (((2/3 + 5/3) / (2/9 - 1/9)) * 8/7)
[1169284] ['1/9', '2/3', '2/9', '5/3', '9/5'] -> ((((2/3 + 2/9) * 5/3) / 1/9) * 9/5)
[1169296] ['1/9', '2/3', '2/9', '5/4', '7/4'] -> ((((2/3 / 1/9) / 2/9) - 5/4) - 7/4)
[1169312] ['1/9', '2/3', '2/9', '5/6', '5/8'] -> ((5/6 / (2/9 - (1/9 / 2/3))) / 5/8)
[1169322] ['1/9', '2/3', '2/9', '5/6', '7/9'] -> ((1/9 + 7/9) / (2/9 * (5/6 - 2/3)))
[1169339] ['1/9', '2/3', '2/9', '5/7', '7/4'] -> (((2/9 / (5/7 - 2/3)) / 1/9) / 7/4)
[1169341] ['1/9', '2/3', '2/9', '5/7', '7/6'] -> ((((2/3 / 2/9) - 5/7) / 1/9) * 7/6)
[1169353] ['1/9', '2/3', '2/9', '5/8', '5/8'] -> ((2/3 / (2/9 - (1/9 / 5/8))) / 5/8)
[1169358] ['1/9', '2/3', '2/9', '5/8', '7/3'] -> (7/3 / (((2/9 * 5/8) / 2/3) - 1/9))
[1169363] ['1/9', '2/3', '2/9', '5/8', '7/9'] -> (7/9 / (1/9 * (5/8 - (2/9 / 2/3))))
[1169365] ['1/9', '2/3', '2/9', '5/8', '8/5'] -> ((2/3 / (2/9 - (1/9 / 5/8))) * 8/5)
[1169368] ['1/9', '2/3', '2/9', '5/8', '9/2'] -> ((2/3 / (5/8 - (1/9 / 2/9))) * 9/2)
[1169370] ['1/9', '2/3', '2/9', '5/8', '9/5'] -> ((((2/3 / 1/9) / 2/9) / 5/8) / 9/5)
[1169404] ['1/9', '2/3', '2/9', '6/5', '8/9'] -> (8/9 / (1/9 * ((2/3 / 6/5) - 2/9)))
[1169407] ['1/9', '2/3', '2/9', '6/5', '9/5'] -> ((((2/3 / 1/9) / 2/9) - 6/5) - 9/5)
[1169413] ['1/9', '2/3', '2/9', '6/7', '7/4'] -> (((2/3 + 6/7) / (2/9 - 1/9)) * 7/4)
[1169417] ['1/9', '2/3', '2/9', '6/7', '7/9'] -> ((((2/3 / 1/9) + 6/7) / 2/9) * 7/9)
[1169420] ['1/9', '2/3', '2/9', '6/7', '8/7'] -> (8/7 / ((2/9 - (1/9 / 2/3)) * 6/7))
[1169422] ['1/9', '2/3', '2/9', '6/7', '9/2'] -> ((((2/3 / 1/9) + 2/9) * 6/7) * 9/2)
[1169425] ['1/9', '2/3', '2/9', '6/7', '9/7'] -> ((((2/3 / 1/9) + 6/7) / 2/9) / 9/7)
[1169427] ['1/9', '2/3', '2/9', '7/2', '7/2'] -> ((((2/9 + 7/2) - 2/3) / 1/9) - 7/2)
[1169431] ['1/9', '2/3', '2/9', '7/2', '7/6'] -> ((((2/3 + 2/9) * 7/2) / 1/9) / 7/6)
[1169435] ['1/9', '2/3', '2/9', '7/2', '8/5'] -> (((7/2 - (1/9 / 2/3)) / 2/9) * 8/5)
[1169437] ['1/9', '2/3', '2/9', '7/2', '8/9'] -> (8/9 / (((1/9 * 2/3) * 7/2) - 2/9))
[1169439] ['1/9', '2/3', '2/9', '7/2', '9/4'] -> (((2/3 / 1/9) + (7/2 / 2/9)) + 9/4)
[1169448] ['1/9', '2/3', '2/9', '7/3', '7/9'] -> ((((2/3 + 2/9) * 7/3) / 1/9) / 7/9)
[1169456] ['1/9', '2/3', '2/9', '7/3', '9/7'] -> ((((2/3 + 2/9) * 7/3) / 1/9) * 9/7)
[1169458] ['1/9', '2/3', '2/9', '7/4', '7/4'] -> ((2/3 / ((2/9 / 7/4) - 1/9)) / 7/4)
[1169465] ['1/9', '2/3', '2/9', '7/4', '8/7'] -> (8/7 / (((2/3 / 7/4) - 1/9) - 2/9))
[1169486] ['1/9', '2/3', '2/9', '7/6', '7/8'] -> ((7/6 / (2/9 - (1/9 / 2/3))) / 7/8)
[1169490] ['1/9', '2/3', '2/9', '7/6', '8/7'] -> ((7/6 / (2/9 - (1/9 / 2/3))) * 8/7)
[1169492] ['1/9', '2/3', '2/9', '7/6', '9/2'] -> ((((2/3 / 1/9) + 2/9) / 7/6) * 9/2)
[1169503] ['1/9', '2/3', '2/9', '7/8', '9/2'] -> ((2/3 / (2/9 - (1/9 * 7/8))) * 9/2)
[1169506] ['1/9', '2/3', '2/9', '7/8', '9/7'] -> ((((2/3 / 1/9) / 2/9) / 7/8) / 9/7)
[1169510] ['1/9', '2/3', '2/9', '7/9', '8/5'] -> ((((2/3 + 2/9) + 7/9) / 1/9) * 8/5)
[1169513] ['1/9', '2/3', '2/9', '7/9', '9/2'] -> ((((7/9 / 1/9) - 2/3) / 2/9) - 9/2)
[1169519] ['1/9', '2/3', '2/9', '8/3', '8/5'] -> ((((2/3 / 1/9) - 8/3) / 2/9) * 8/5)
[1169537] ['1/9', '2/3', '2/9', '8/7', '9/2'] -> ((2/3 / (2/9 - (1/9 / 8/7))) * 9/2)
[1169542] ['1/9', '2/3', '2/9', '8/9', '8/9'] -> (((8/9 + 8/9) / 2/3) / (2/9 - 1/9))
[1169549] ['1/9', '2/3', '2/9', '9/2', '9/4'] -> (((2/3 / 1/9) + (9/2 / 2/9)) - 9/4)
[1169577] ['1/9', '2/3', '3/2', '3/2', '5/8'] -> (((2/3 + (3/2 / 3/2)) / 1/9) / 5/8)
[1169581] ['1/9', '2/3', '3/2', '3/2', '7/2'] -> ((3/2 + 3/2) + ((2/3 * 7/2) / 1/9))
[1169583] ['1/9', '2/3', '3/2', '3/2', '7/4'] -> ((3/2 * 3/2) + ((2/3 + 7/4) / 1/9))
[1169589] ['1/9', '2/3', '3/2', '3/2', '8/5'] -> (((2/3 + (3/2 / 3/2)) / 1/9) * 8/5)
[1169591] ['1/9', '2/3', '3/2', '3/2', '8/9'] -> ((8/9 / 1/9) / ((3/2 / 3/2) - 2/3))
[1169596] ['1/9', '2/3', '3/2', '3/2', '9/8'] -> (((2/3 * 3/2) / 1/9) / (3/2 - 9/8))
[1169597] ['1/9', '2/3', '3/2', '3/4', '3/4'] -> (((3/2 + (2/3 * 3/4)) / 1/9) / 3/4)
[1169605] ['1/9', '2/3', '3/2', '3/4', '5/2'] -> (((3/2 + (2/3 / 3/4)) / 1/9) + 5/2)
[1169606] ['1/9', '2/3', '3/2', '3/4', '5/3'] -> ((5/3 / 1/9) / ((3/2 - 2/3) * 3/4))
[1169619] ['1/9', '2/3', '3/2', '3/4', '7/8'] -> ((((3/2 / 1/9) / 2/3) + 3/4) / 7/8)
[1169620] ['1/9', '2/3', '3/2', '3/4', '7/9'] -> ((2/3 + ((3/2 / 1/9) / 3/4)) / 7/9)
[1169623] ['1/9', '2/3', '3/2', '3/4', '8/7'] -> ((((3/2 / 1/9) / 2/3) + 3/4) * 8/7)
[1169628] ['1/9', '2/3', '3/2', '3/4', '9/7'] -> ((2/3 + ((3/2 / 1/9) / 3/4)) * 9/7)
[1169633] ['1/9', '2/3', '3/2', '3/5', '4/3'] -> ((4/3 / 1/9) / ((3/2 - 2/3) * 3/5))
[1169640] ['1/9', '2/3', '3/2', '3/5', '5/6'] -> ((2/3 + ((3/2 / 1/9) / 3/5)) + 5/6)
[1169642] ['1/9', '2/3', '3/2', '3/5', '5/8'] -> ((((2/3 * 3/2) / 1/9) / 3/5) / 5/8)
[1169657] ['1/9', '2/3', '3/2', '3/5', '9/2'] -> (((2/3 + (3/2 / 3/5)) / 1/9) - 9/2)
[1169664] ['1/9', '2/3', '3/2', '3/7', '4/3'] -> (4/3 / ((1/9 + 3/2) - (2/3 / 3/7)))
[1169666] ['1/9', '2/3', '3/2', '3/7', '4/7'] -> (4/7 / (((1/9 + 3/2) * 3/7) - 2/3))
[1169677] ['1/9', '2/3', '3/2', '3/7', '7/2'] -> (((3/2 + (2/3 / 3/7)) / 1/9) - 7/2)
[1169682] ['1/9', '2/3', '3/2', '3/7', '7/8'] -> ((((2/3 * 3/2) / 1/9) / 3/7) / 7/8)
[1169693] ['1/9', '2/3', '3/2', '3/8', '3/8'] -> ((((3/2 / 2/3) + 3/8) / 1/9) + 3/8)
[1169694] ['1/9', '2/3', '3/2', '3/8', '4/3'] -> (4/3 / (((2/3 * 3/8) / 3/2) - 1/9))
[1169695] ['1/9', '2/3', '3/2', '3/8', '4/5'] -> ((((3/2 / 3/8) - 2/3) / 1/9) * 4/5)
[1169696] ['1/9', '2/3', '3/2', '3/8', '4/7'] -> (((2/3 + (3/2 / 3/8)) / 1/9) * 4/7)
[1169698] ['1/9', '2/3', '3/2', '3/8', '5/2'] -> (5/2 / (1/9 * (3/2 - (3/8 / 2/3))))
[1169699] ['1/9', '2/3', '3/2', '3/8', '5/3'] -> (5/3 / (1/9 * ((2/3 * 3/2) - 3/8)))
[1169700] ['1/9', '2/3', '3/2', '3/8', '5/4'] -> ((((3/2 / 3/8) - 2/3) / 1/9) / 5/4)
[1169709] ['1/9', '2/3', '3/2', '3/8', '7/4'] -> (((2/3 + (3/2 / 3/8)) / 1/9) / 7/4)
[1169711] ['1/9', '2/3', '3/2', '3/8', '7/6'] -> (7/6 / ((1/9 * 3/2) * (2/3 - 3/8)))
[1169722] ['1/9', '2/3', '3/2', '3/8', '9/8'] -> ((((2/3 + 3/2) + 3/8) / 1/9) + 9/8)
[1169726] ['1/9', '2/3', '3/2', '4/3', '4/9'] -> (((3/2 + 4/3) / 1/9) - (2/3 / 4/9))
[1169727] ['1/9', '2/3', '3/2', '4/3', '5/2'] -> (((3/2 + (2/3 * 4/3)) / 1/9) + 5/2)
[1169728] ['1/9', '2/3', '3/2', '4/3', '5/3'] -> (((4/3 / (3/2 - 2/3)) / 1/9) * 5/3)
[1169730] ['1/9', '2/3', '3/2', '4/3', '5/6'] -> ((((3/2 + 4/3) / 1/9) - 2/3) - 5/6)
[1169732] ['1/9', '2/3', '3/2', '4/3', '5/8'] -> ((1/9 + (4/3 / 3/2)) / (2/3 - 5/8))
[1169738] ['1/9', '2/3', '3/2', '4/3', '7/4'] -> ((((3/2 / 1/9) + 4/3) / 2/3) + 7/4)
[1169741] ['1/9', '2/3', '3/2', '4/3', '7/8'] -> ((((2/3 * 3/2) + 4/3) / 1/9) / 7/8)
[1169742] ['1/9', '2/3', '3/2', '4/3', '7/9'] -> ((2/3 + ((3/2 * 4/3) / 1/9)) / 7/9)
[1169745] ['1/9', '2/3', '3/2', '4/3', '8/7'] -> ((((2/3 * 3/2) + 4/3) / 1/9) * 8/7)
[1169748] ['1/9', '2/3', '3/2', '4/3', '9/4'] -> (((3/2 + 4/3) / 1/9) - (2/3 * 9/4))
[1169750] ['1/9', '2/3', '3/2', '4/3', '9/7'] -> ((2/3 + ((3/2 * 4/3) / 1/9)) * 9/7)
[1169769] ['1/9', '2/3', '3/2', '4/5', '7/8'] -> (((3/2 + (2/3 / 4/5)) / 1/9) / 7/8)
[1169771] ['1/9', '2/3', '3/2', '4/5', '8/3'] -> ((3/2 + ((2/3 / 1/9) / 4/5)) * 8/3)
[1169773] ['1/9', '2/3', '3/2', '4/5', '8/7'] -> (((3/2 + (2/3 / 4/5)) / 1/9) * 8/7)
[1169779] ['1/9', '2/3', '3/2', '4/5', '9/8'] -> (((2/3 + (3/2 / 4/5)) / 1/9) + 9/8)
[1169791] ['1/9', '2/3', '3/2', '4/7', '7/2'] -> (((2/3 / 1/9) + (3/2 * 4/7)) * 7/2)
[1169793] ['1/9', '2/3', '3/2', '4/7', '7/4'] -> (((2/3 + (3/2 * 4/7)) / 1/9) * 7/4)
[1169798] ['1/9', '2/3', '3/2', '4/7', '8/3'] -> ((((2/3 / 1/9) / 4/7) - 3/2) * 8/3)
[1169801] ['1/9', '2/3', '3/2', '4/7', '8/9'] -> (8/9 / (1/9 * (3/2 - (2/3 / 4/7))))
[1169814] ['1/9', '2/3', '3/2', '4/9', '5/9'] -> (((4/9 / 1/9) / 3/2) / (2/3 - 5/9))
[1169818] ['1/9', '2/3', '3/2', '4/9', '7/3'] -> ((3/2 + (2/3 / 4/9)) + (7/3 / 1/9))
[1169829] ['1/9', '2/3', '3/2', '4/9', '9/4'] -> ((((3/2 + 4/9) / 1/9) / 2/3) - 9/4)
[1169832] ['1/9', '2/3', '3/2', '4/9', '9/8'] -> (((3/2 + (2/3 / 4/9)) / 1/9) / 9/8)
[1169843] ['1/9', '2/3', '3/2', '5/2', '7/3'] -> (((2/3 + (5/2 / 1/9)) - 3/2) + 7/3)
[1169844] ['1/9', '2/3', '3/2', '5/2', '7/4'] -> ((((2/3 + 3/2) + 5/2) / 1/9) / 7/4)
[1169847] ['1/9', '2/3', '3/2', '5/2', '7/8'] -> (((2/3 + (5/2 / 3/2)) / 1/9) / 7/8)
[1169851] ['1/9', '2/3', '3/2', '5/2', '8/7'] -> (((2/3 + (5/2 / 3/2)) / 1/9) * 8/7)
[1169853] ['1/9', '2/3', '3/2', '5/2', '9/2'] -> (((3/2 + (2/3 * 5/2)) / 1/9) - 9/2)
[1169859] ['1/9', '2/3', '3/2', '5/3', '5/4'] -> ((((3/2 / 1/9) + 5/3) / 2/3) + 5/4)
[1169860] ['1/9', '2/3', '3/2', '5/3', '5/6'] -> (((3/2 * 5/3) / 1/9) + (2/3 + 5/6))
[1169863] ['1/9', '2/3', '3/2', '5/3', '5/9'] -> ((3/2 * (1/9 + 5/3)) / (2/3 - 5/9))
[1169871] ['1/9', '2/3', '3/2', '5/3', '7/8'] -> ((((5/3 / 1/9) / 2/3) - 3/2) / 7/8)
[1169875] ['1/9', '2/3', '3/2', '5/3', '8/7'] -> ((((5/3 / 1/9) / 2/3) - 3/2) * 8/7)
[1169876] ['1/9', '2/3', '3/2', '5/3', '8/9'] -> ((8/9 / 2/3) / ((5/3 - 1/9) - 3/2))
[1169890] ['1/9', '2/3', '3/2', '5/4', '7/3'] -> (7/3 / ((1/9 * 3/2) * (5/4 - 2/3)))
[1169894] ['1/9', '2/3', '3/2', '5/4', '7/8'] -> (((3/2 + (2/3 * 5/4)) / 1/9) / 7/8)
[1169898] ['1/9', '2/3', '3/2', '5/4', '8/7'] -> (((3/2 + (2/3 * 5/4)) / 1/9) * 8/7)
[1169904] ['1/9', '2/3', '3/2', '5/4', '9/8'] -> (((2/3 + (3/2 * 5/4)) / 1/9) + 9/8)
[1169908] ['1/9', '2/3', '3/2', '5/6', '5/9'] -> (((2/3 + (3/2 / 1/9)) - 5/6) / 5/9)
[1169917] ['1/9', '2/3', '3/2', '5/6', '7/9'] -> ((((2/3 + 3/2) / 1/9) - 5/6) / 7/9)
[1169925] ['1/9', '2/3', '3/2', '5/6', '9/7'] -> ((((2/3 + 3/2) / 1/9) - 5/6) * 9/7)
[1169931] ['1/9', '2/3', '3/2', '5/7', '6/7'] -> (((3/2 + (5/7 / 2/3)) / 1/9) + 6/7)
[1169933] ['1/9', '2/3', '3/2', '5/7', '7/3'] -> (((2/3 + (5/7 / 3/2)) / 1/9) * 7/3)
[1169941] ['1/9', '2/3', '3/2', '5/7', '8/7'] -> (8/7 / (1/9 * (3/2 - (5/7 / 2/3))))
[1169949] ['1/9', '2/3', '3/2', '5/8', '5/9'] -> (5/9 / (1/9 * ((3/2 - 2/3) - 5/8)))
[1169952] ['1/9', '2/3', '3/2', '5/8', '7/2'] -> (((2/3 / (3/2 - 5/8)) / 1/9) * 7/2)
[1169953] ['1/9', '2/3', '3/2', '5/8', '7/3'] -> (7/3 / (((3/2 - 1/9) - 2/3) - 5/8))
[1169958] ['1/9', '2/3', '3/2', '5/8', '7/9'] -> (7/9 / (((1/9 / 3/2) + 5/8) - 2/3))
[1169967] ['1/9', '2/3', '3/2', '5/8', '9/8'] -> ((((2/3 + 3/2) + 5/8) / 1/9) - 9/8)
[1169976] ['1/9', '2/3', '3/2', '5/9', '7/8'] -> (((3/2 + (5/9 / 2/3)) / 1/9) / 7/8)
[1169980] ['1/9', '2/3', '3/2', '5/9', '8/7'] -> (((3/2 + (5/9 / 2/3)) / 1/9) * 8/7)
[1170002] ['1/9', '2/3', '3/2', '6/5', '9/5'] -> (((2/3 + (3/2 * 6/5)) / 1/9) + 9/5)
[1170005] ['1/9', '2/3', '3/2', '6/7', '6/7'] -> (((2/3 + 6/7) / (1/9 / 3/2)) / 6/7)
[1170006] ['1/9', '2/3', '3/2', '6/7', '7/2'] -> (((3/2 + (2/3 / 6/7)) / 1/9) + 7/2)
[1170007] ['1/9', '2/3', '3/2', '6/7', '7/3'] -> ((3/2 * ((2/3 / 1/9) + 6/7)) * 7/3)
[1170010] ['1/9', '2/3', '3/2', '6/7', '7/6'] -> (((2/3 + 6/7) / (1/9 / 3/2)) * 7/6)
[1170018] ['1/9', '2/3', '3/2', '6/7', '9/4'] -> (((2/3 + (3/2 / 6/7)) / 1/9) + 9/4)
[1170022] ['1/9', '2/3', '3/2', '7/2', '7/2'] -> (((7/2 - (2/3 / 3/2)) / 1/9) - 7/2)
[1170023] ['1/9', '2/3', '3/2', '7/2', '7/3'] -> ((2/3 + ((7/2 / 1/9) / 3/2)) + 7/3)
[1170033] ['1/9', '2/3', '3/2', '7/2', '9/2'] -> ((((2/3 * 7/2) / 1/9) - 3/2) + 9/2)
[1170045] ['1/9', '2/3', '3/2', '7/3', '8/5'] -> ((2/3 * (3/2 + (7/3 / 1/9))) * 8/5)
[1170050] ['1/9', '2/3', '3/2', '7/3', '9/5'] -> ((((7/3 / 1/9) / 3/2) - 2/3) * 9/5)
[1170053] ['1/9', '2/3', '3/2', '7/4', '7/4'] -> (((2/3 + (3/2 / 7/4)) / 1/9) * 7/4)
[1170058] ['1/9', '2/3', '3/2', '7/4', '8/3'] -> ((((2/3 * 7/4) / 1/9) - 3/2) * 8/3)
[1170061] ['1/9', '2/3', '3/2', '7/4', '8/9'] -> (8/9 / (1/9 * (3/2 - (2/3 * 7/4))))
[1170062] ['1/9', '2/3', '3/2', '7/4', '9/2'] -> (((2/3 * (3/2 + 7/4)) / 1/9) + 9/2)
[1170084] ['1/9', '2/3', '3/2', '7/6', '8/5'] -> ((((2/3 + 7/6) / 1/9) - 3/2) * 8/5)
[1170087] ['1/9', '2/3', '3/2', '7/6', '9/2'] -> ((((2/3 * 3/2) + 7/6) / 1/9) + 9/2)
[1170088] ['1/9', '2/3', '3/2', '7/6', '9/4'] -> (((2/3 + (3/2 * 7/6)) / 1/9) + 9/4)
[1170091] ['1/9', '2/3', '3/2', '7/6', '9/8'] -> (((3/2 / (7/6 - 2/3)) / 1/9) / 9/8)
[1170100] ['1/9', '2/3', '3/2', '7/8', '9/5'] -> (9/5 / ((7/8 / (2/3 - 1/9)) - 3/2))
[1170109] ['1/9', '2/3', '3/2', '7/9', '9/4'] -> (((2/3 + (7/9 / 3/2)) / 1/9) * 9/4)
[1170116] ['1/9', '2/3', '3/2', '8/3', '8/9'] -> (((3/2 * (8/3 - 2/3)) / 1/9) * 8/9)
[1170121] ['1/9', '2/3', '3/2', '8/3', '9/8'] -> (((3/2 * (8/3 - 2/3)) / 1/9) / 9/8)
[1170130] ['1/9', '2/3', '3/2', '8/7', '8/7'] -> (8/7 / (((8/7 - 1/9) / 2/3) - 3/2))
[1170146] ['1/9', '2/3', '3/2', '9/2', '9/7'] -> (((2/3 + (3/2 / 1/9)) + 9/2) * 9/7)
[1170147] ['1/9', '2/3', '3/2', '9/2', '9/8'] -> ((((3/2 / 1/9) + 9/2) / 2/3) / 9/8)
[1170148] ['1/9', '2/3', '3/2', '9/4', '9/4'] -> ((((2/3 + 3/2) / 1/9) + 9/4) + 9/4)
[1170151] ['1/9', '2/3', '3/2', '9/4', '9/8'] -> (((3/2 + (2/3 * 9/4)) / 1/9) / 9/8)
[1170152] ['1/9', '2/3', '3/2', '9/5', '9/5'] -> ((3/2 + ((9/5 / 1/9) / 2/3)) - 9/5)
[1170155] ['1/9', '2/3', '3/2', '9/7', '9/7'] -> (((3/2 + (9/7 / 2/3)) / 1/9) / 9/7)
[1170165] ['1/9', '2/3', '3/4', '3/4', '4/9'] -> ((((2/3 / 1/9) / 3/4) / 3/4) / 4/9)
[1170166] ['1/9', '2/3', '3/4', '3/4', '5/2'] -> (((3/4 / 2/3) / 3/4) + (5/2 / 1/9))
[1170168] ['1/9', '2/3', '3/4', '3/4', '5/4'] -> ((3/4 + (5/4 / 1/9)) / (2/3 * 3/4))
[1170169] ['1/9', '2/3', '3/4', '3/4', '5/6'] -> (((2/3 + 5/6) / 1/9) / (3/4 * 3/4))
[1170171] ['1/9', '2/3', '3/4', '3/4', '5/8'] -> (((2/3 + (3/4 / 3/4)) / 1/9) / 5/8)
[1170183] ['1/9', '2/3', '3/4', '3/4', '8/5'] -> (((2/3 + (3/4 / 3/4)) / 1/9) * 8/5)
[1170190] ['1/9', '2/3', '3/4', '3/4', '9/8'] -> ((3/4 / ((1/9 + 2/3) - 3/4)) / 9/8)
[1170191] ['1/9', '2/3', '3/4', '3/5', '3/5'] -> (((2/3 / (3/4 - 3/5)) / 1/9) * 3/5)
[1170199] ['1/9', '2/3', '3/4', '3/5', '5/3'] -> (((2/3 / (3/4 - 3/5)) / 1/9) / 5/3)
[1170204] ['1/9', '2/3', '3/4', '3/5', '5/9'] -> ((((2/3 / 1/9) / 3/4) / 3/5) / 5/9)
[1170218] ['1/9', '2/3', '3/4', '3/5', '9/2'] -> (9/2 / ((2/3 / (1/9 + 3/5)) - 3/4))
[1170220] ['1/9', '2/3', '3/4', '3/5', '9/5'] -> ((((2/3 / 1/9) / 3/4) / 3/5) * 9/5)
[1170237] ['1/9', '2/3', '3/4', '3/7', '6/7'] -> (6/7 / ((3/4 - (1/9 * 3/7)) - 2/3))
[1170250] ['1/9', '2/3', '3/4', '3/7', '9/4'] -> (((2/3 + (3/4 / 3/7)) / 1/9) + 9/4)
[1170254] ['1/9', '2/3', '3/4', '3/8', '3/8'] -> (((3/4 + (2/3 * 3/8)) / 1/9) / 3/8)
[1170259] ['1/9', '2/3', '3/4', '3/8', '5/2'] -> (5/2 / (3/4 * ((2/3 * 3/8) - 1/9)))
[1170261] ['1/9', '2/3', '3/4', '3/8', '5/4'] -> (((3/4 + (2/3 / 3/8)) / 1/9) + 5/4)
[1170269] ['1/9', '2/3', '3/4', '3/8', '7/3'] -> (7/3 / (1/9 * ((2/3 * 3/4) + 3/8)))
[1170270] ['1/9', '2/3', '3/4', '3/8', '7/4'] -> (7/4 / (((1/9 + 3/4) - 2/3) * 3/8))
[1170278] ['1/9', '2/3', '3/4', '3/8', '8/9'] -> ((((3/4 / 1/9) / 2/3) / 3/8) * 8/9)
[1170279] ['1/9', '2/3', '3/4', '3/8', '9/2'] -> (((2/3 / (3/4 + 3/8)) / 1/9) * 9/2)
[1170284] ['1/9', '2/3', '3/4', '4/3', '4/3'] -> (((4/3 / 1/9) / 3/4) / (4/3 - 2/3))
[1170287] ['1/9', '2/3', '3/4', '4/3', '4/9'] -> ((((2/3 * 4/3) / 1/9) / 3/4) / 4/9)
[1170293] ['1/9', '2/3', '3/4', '4/3', '5/8'] -> (((2/3 + (3/4 * 4/3)) / 1/9) / 5/8)
[1170295] ['1/9', '2/3', '3/4', '4/3', '6/5'] -> ((((2/3 / 3/4) + 4/3) / 1/9) * 6/5)
[1170297] ['1/9', '2/3', '3/4', '4/3', '7/2'] -> ((4/3 / ((1/9 + 3/4) - 2/3)) * 7/2)
[1170304] ['1/9', '2/3', '3/4', '4/3', '8/3'] -> ((((2/3 / 1/9) + 3/4) * 4/3) * 8/3)
[1170305] ['1/9', '2/3', '3/4', '4/3', '8/5'] -> (((2/3 + (3/4 * 4/3)) / 1/9) * 8/5)
[1170309] ['1/9', '2/3', '3/4', '4/3', '9/4'] -> ((((2/3 * 4/3) / 1/9) / 3/4) * 9/4)
[1170313] ['1/9', '2/3', '3/4', '4/5', '4/5'] -> (4/5 / (1/9 * (4/5 - (2/3 * 3/4))))
[1170317] ['1/9', '2/3', '3/4', '4/5', '5/3'] -> ((((4/5 / 1/9) / 2/3) / 3/4) * 5/3)
