[475307] ['1/4', '1/9', '2/7', '3/7', '7/9'] -> ((2/7 / ((1/9 / 3/7) - 1/4)) * 7/9)
[499643] ['1/4', '2/5', '4/9', '9/7', '9/7'] -> (9/7 / ((1/4 / 2/5) - (4/9 * 9/7)))
[499648] ['1/4', '2/5', '5/2', '5/2', '5/4'] -> ((2/5 + (5/2 / 5/4)) / (1/4 / 5/2))
[499649] ['1/4', '2/5', '5/2', '5/2', '5/6'] -> ((5/2 + 5/2) / (5/6 - (1/4 / 2/5)))
[499656] ['1/4', '2/5', '5/2', '5/2', '7/3'] -> (((2/5 * 5/2) / 1/4) / (5/2 - 7/3))
[499658] ['1/4', '2/5', '5/2', '5/2', '7/5'] -> (((5/2 * 5/2) / 1/4) + (2/5 - 7/5))
[499660] ['1/4', '2/5', '5/2', '5/2', '7/8'] -> ((((5/2 - 2/5) * 5/2) / 1/4) / 7/8)
[499664] ['1/4', '2/5', '5/2', '5/2', '8/7'] -> ((((5/2 - 2/5) * 5/2) / 1/4) * 8/7)
[499698] ['1/4', '2/5', '5/2', '5/4', '5/8'] -> ((5/2 + ((5/4 / 1/4) / 2/5)) / 5/8)
[499699] ['1/4', '2/5', '5/2', '5/4', '5/9'] -> (((5/2 / (2/5 - 1/4)) / 5/4) / 5/9)
[499709] ['1/4', '2/5', '5/2', '5/4', '8/3'] -> ((((2/5 * 5/2) + 5/4) / 1/4) * 8/3)
[499710] ['1/4', '2/5', '5/2', '5/4', '8/5'] -> ((5/2 + ((5/4 / 1/4) / 2/5)) * 8/5)
[499714] ['1/4', '2/5', '5/2', '5/4', '9/4'] -> ((((5/2 / 1/4) / 2/5) + 5/4) - 9/4)
[499715] ['1/4', '2/5', '5/2', '5/4', '9/5'] -> (((5/2 / (2/5 - 1/4)) / 5/4) * 9/5)
[499718] ['1/4', '2/5', '5/2', '5/6', '5/6'] -> (((5/2 / (2/5 - 1/4)) / 5/6) / 5/6)
[499722] ['1/4', '2/5', '5/2', '5/6', '6/5'] -> (((5/2 / (2/5 - 1/4)) / 5/6) * 6/5)
[499737] ['1/4', '2/5', '5/2', '5/6', '9/5'] -> (9/5 / ((1/4 - (2/5 / 5/2)) * 5/6))
[499740] ['1/4', '2/5', '5/2', '5/7', '5/7'] -> (((5/2 + (5/7 / 2/5)) / 1/4) / 5/7)
[499746] ['1/4', '2/5', '5/2', '5/7', '7/3'] -> (((5/2 / 1/4) + (2/5 * 5/7)) * 7/3)
[499748] ['1/4', '2/5', '5/2', '5/7', '7/5'] -> (((5/2 + (5/7 / 2/5)) / 1/4) * 7/5)
[499749] ['1/4', '2/5', '5/2', '5/7', '7/6'] -> ((5/2 / (5/7 - (1/4 / 2/5))) / 7/6)
[499752] ['1/4', '2/5', '5/2', '5/7', '8/3'] -> ((1/4 + ((5/2 / 2/5) / 5/7)) * 8/3)
[499763] ['1/4', '2/5', '5/2', '5/8', '6/5'] -> (6/5 / (2/5 - ((1/4 + 5/8) / 5/2)))
[499765] ['1/4', '2/5', '5/2', '5/8', '7/2'] -> ((((5/2 / 2/5) + 5/8) / 1/4) - 7/2)
[499774] ['1/4', '2/5', '5/2', '5/8', '8/7'] -> (8/7 / ((5/8 / (5/2 - 2/5)) - 1/4))
[499777] ['1/4', '2/5', '5/2', '5/8', '9/4'] -> (9/4 / (1/4 * ((2/5 * 5/2) - 5/8)))
[499782] ['1/4', '2/5', '5/2', '5/9', '6/5'] -> (6/5 / ((1/4 - (2/5 / 5/2)) * 5/9))
[499785] ['1/4', '2/5', '5/2', '5/9', '7/3'] -> (7/3 / ((1/4 * 5/2) * (5/9 - 2/5)))
[499795] ['1/4', '2/5', '5/2', '5/9', '9/2'] -> ((((5/2 / 1/4) - 2/5) * 5/9) * 9/2)
[499801] ['1/4', '2/5', '5/2', '6/5', '6/7'] -> ((((5/2 / 1/4) + 6/5) / 2/5) * 6/7)
[499806] ['1/4', '2/5', '5/2', '6/5', '7/6'] -> ((((5/2 / 1/4) + 6/5) / 2/5) / 7/6)
[499809] ['1/4', '2/5', '5/2', '6/5', '8/3'] -> ((((5/2 + 6/5) / 2/5) - 1/4) * 8/3)
[499813] ['1/4', '2/5', '5/2', '6/5', '9/2'] -> ((6/5 / ((1/4 * 5/2) - 2/5)) * 9/2)
[499818] ['1/4', '2/5', '5/2', '6/7', '6/7'] -> (6/7 / (1/4 * ((2/5 * 5/2) - 6/7)))
[499819] ['1/4', '2/5', '5/2', '6/7', '7/2'] -> ((((5/2 / 2/5) + 6/7) - 1/4) * 7/2)
[499838] ['1/4', '2/5', '5/2', '7/2', '7/5'] -> ((((5/2 / 1/4) - 2/5) * 7/2) / 7/5)
[499840] ['1/4', '2/5', '5/2', '7/2', '7/8'] -> ((((5/2 / 2/5) - 1/4) * 7/2) / 7/8)
[499844] ['1/4', '2/5', '5/2', '7/2', '8/7'] -> ((((5/2 / 2/5) - 1/4) * 7/2) * 8/7)
[499846] ['1/4', '2/5', '5/2', '7/2', '9/2'] -> ((((5/2 / 1/4) / 2/5) + 7/2) - 9/2)
[499853] ['1/4', '2/5', '5/2', '7/3', '7/5'] -> (7/5 / (1/4 * ((2/5 + 7/3) - 5/2)))
[499876] ['1/4', '2/5', '5/2', '7/4', '9/4'] -> (9/4 / (5/2 * ((1/4 * 7/4) - 2/5)))
[499878] ['1/4', '2/5', '5/2', '7/4', '9/7'] -> (9/7 / (5/2 * (1/4 - (2/5 / 7/4))))
[499885] ['1/4', '2/5', '5/2', '7/5', '8/5'] -> ((5/2 * (2/5 + (7/5 / 1/4))) * 8/5)
[499888] ['1/4', '2/5', '5/2', '7/5', '9/2'] -> ((((5/2 / 1/4) + 7/5) / 2/5) - 9/2)
[499900] ['1/4', '2/5', '5/2', '7/6', '9/2'] -> (((1/4 + (5/2 / 2/5)) - 7/6) * 9/2)
[499901] ['1/4', '2/5', '5/2', '7/6', '9/4'] -> ((5/2 * ((7/6 / 1/4) - 2/5)) * 9/4)
[499902] ['1/4', '2/5', '5/2', '7/6', '9/5'] -> ((((5/2 - 7/6) / 1/4) / 2/5) * 9/5)
[499908] ['1/4', '2/5', '5/2', '7/8', '8/5'] -> (((5/2 + (7/8 / 1/4)) / 2/5) * 8/5)
[499930] ['1/4', '2/5', '5/2', '8/3', '9/2'] -> ((8/3 / (2/5 + (1/4 / 5/2))) * 9/2)
[499935] ['1/4', '2/5', '5/2', '8/5', '8/5'] -> ((5/2 * ((8/5 / 1/4) - 2/5)) * 8/5)
[499936] ['1/4', '2/5', '5/2', '8/5', '8/7'] -> ((((5/2 / 1/4) - 8/5) / 2/5) * 8/7)
[499938] ['1/4', '2/5', '5/2', '8/5', '9/2'] -> ((8/5 / (2/5 - (1/4 / 5/2))) * 9/2)
[499951] ['1/4', '2/5', '5/2', '8/9', '9/2'] -> ((((5/2 / 2/5) - 1/4) * 8/9) * 9/2)
[499960] ['1/4', '2/5', '5/2', '9/2', '9/8'] -> ((((5/2 / 2/5) - 1/4) * 9/2) / 9/8)
[499975] ['1/4', '2/5', '5/3', '5/3', '5/8'] -> ((((5/3 / 1/4) / 2/5) - 5/3) / 5/8)
[499980] ['1/4', '2/5', '5/3', '5/3', '7/3'] -> ((5/3 + 7/3) / ((1/4 * 2/5) * 5/3))
[499982] ['1/4', '2/5', '5/3', '5/3', '7/5'] -> (((5/3 + 5/3) / 1/4) * (2/5 + 7/5))
[499986] ['1/4', '2/5', '5/3', '5/3', '8/3'] -> ((8/3 / 5/3) / (5/3 - (2/5 / 1/4)))
[499987] ['1/4', '2/5', '5/3', '5/3', '8/5'] -> ((((5/3 / 1/4) / 2/5) - 5/3) * 8/5)
[499990] ['1/4', '2/5', '5/3', '5/3', '9/2'] -> (((2/5 * (5/3 + 5/3)) / 1/4) * 9/2)
[499998] ['1/4', '2/5', '5/3', '5/4', '5/8'] -> ((1/4 / ((5/3 - 2/5) - 5/4)) / 5/8)
[499999] ['1/4', '2/5', '5/3', '5/4', '5/9'] -> ((((5/3 / 1/4) / 2/5) / 5/4) / 5/9)
[500000] ['1/4', '2/5', '5/3', '5/4', '6/5'] -> (6/5 / (((2/5 * 5/4) / 5/3) - 1/4))
[500003] ['1/4', '2/5', '5/3', '5/4', '7/3'] -> ((((5/3 / 2/5) + 5/4) / 1/4) + 7/3)
[500009] ['1/4', '2/5', '5/3', '5/4', '8/3'] -> ((5/3 * (2/5 + (5/4 / 1/4))) * 8/3)
[500015] ['1/4', '2/5', '5/3', '5/4', '9/5'] -> ((((5/3 / 1/4) / 2/5) / 5/4) * 9/5)
[500020] ['1/4', '2/5', '5/3', '5/6', '5/8'] -> (((5/3 + (5/6 / 2/5)) / 1/4) / 5/8)
[500035] ['1/4', '2/5', '5/3', '5/6', '9/2'] -> (((5/3 - (2/5 * 5/6)) / 1/4) * 9/2)
[500040] ['1/4', '2/5', '5/3', '5/7', '5/7'] -> (5/7 / (1/4 * ((5/7 / 2/5) - 5/3)))
[500054] ['1/4', '2/5', '5/3', '5/7', '8/7'] -> (8/7 / ((5/3 - (2/5 / 1/4)) * 5/7))
[500059] ['1/4', '2/5', '5/3', '5/7', '9/7'] -> (9/7 / ((5/7 - (1/4 / 2/5)) / 5/3))
[500061] ['1/4', '2/5', '5/3', '5/8', '5/8'] -> ((5/8 / 1/4) / (5/3 - (5/8 / 2/5)))
[500063] ['1/4', '2/5', '5/3', '5/8', '6/5'] -> (6/5 / (2/5 * ((5/8 / 5/3) - 1/4)))
[500065] ['1/4', '2/5', '5/3', '5/8', '7/2'] -> (7/2 / ((1/4 + (5/8 / 2/5)) - 5/3))
[500072] ['1/4', '2/5', '5/3', '5/8', '8/3'] -> ((((5/3 / 1/4) / 2/5) / 5/8) - 8/3)
[500077] ['1/4', '2/5', '5/3', '5/8', '9/4'] -> (9/4 / ((1/4 * 5/3) * (5/8 - 2/5)))
[500078] ['1/4', '2/5', '5/3', '5/8', '9/5'] -> (9/5 / ((5/8 - (1/4 / 5/3)) - 2/5))
[500082] ['1/4', '2/5', '5/3', '5/9', '6/5'] -> (((5/3 / (2/5 - 1/4)) / 5/9) * 6/5)
[500091] ['1/4', '2/5', '5/3', '5/9', '8/3'] -> (8/3 / ((1/4 * 2/5) * (5/3 - 5/9)))
[500094] ['1/4', '2/5', '5/3', '5/9', '8/9'] -> (8/9 / ((5/3 - (2/5 / 1/4)) * 5/9))
[500114] ['1/4', '2/5', '5/3', '6/5', '9/4'] -> (((2/5 + 6/5) / (1/4 / 5/3)) * 9/4)
[500115] ['1/4', '2/5', '5/3', '6/5', '9/5'] -> (((5/3 * 6/5) / (2/5 - 1/4)) * 9/5)
[500116] ['1/4', '2/5', '5/3', '6/5', '9/7'] -> (9/7 / (1/4 / (5/3 + (6/5 / 2/5))))
[500128] ['1/4', '2/5', '5/3', '6/7', '8/7'] -> (8/7 / (1/4 * (6/7 - (2/5 * 5/3))))
[500140] ['1/4', '2/5', '5/3', '7/2', '7/8'] -> ((((7/2 / 1/4) / 2/5) / 5/3) / 7/8)
[500144] ['1/4', '2/5', '5/3', '7/2', '8/7'] -> ((((7/2 / 1/4) / 2/5) / 5/3) * 8/7)
[500147] ['1/4', '2/5', '5/3', '7/2', '9/4'] -> (((1/4 + 5/3) + (7/2 / 2/5)) * 9/4)
[500148] ['1/4', '2/5', '5/3', '7/2', '9/5'] -> (((7/2 / 1/4) - (2/5 * 5/3)) * 9/5)
[500157] ['1/4', '2/5', '5/3', '7/3', '8/3'] -> (((5/3 + 7/3) / (2/5 - 1/4)) - 8/3)
[500171] ['1/4', '2/5', '5/3', '7/4', '8/3'] -> (((5/3 * (7/4 - 2/5)) / 1/4) * 8/3)
[500176] ['1/4', '2/5', '5/3', '7/4', '9/4'] -> ((7/4 / (5/3 - (2/5 / 1/4))) - 9/4)
[500182] ['1/4', '2/5', '5/3', '7/5', '7/8'] -> ((7/5 / (5/3 - (2/5 / 1/4))) / 7/8)
[500186] ['1/4', '2/5', '5/3', '7/5', '8/7'] -> ((7/5 / (5/3 - (2/5 / 1/4))) * 8/7)
[500189] ['1/4', '2/5', '5/3', '7/5', '9/4'] -> ((((5/3 + 7/5) - 2/5) / 1/4) * 9/4)
[500200] ['1/4', '2/5', '5/3', '7/6', '9/2'] -> (((2/5 * 5/3) + (7/6 / 1/4)) * 9/2)
[500204] ['1/4', '2/5', '5/3', '7/6', '9/8'] -> (9/8 / (1/4 / ((5/3 / 2/5) + 7/6)))
[500227] ['1/4', '2/5', '5/3', '8/3', '8/5'] -> (8/5 / (((1/4 + 2/5) * 8/3) - 5/3))
[500230] ['1/4', '2/5', '5/3', '8/3', '9/2'] -> ((((2/5 * 5/3) / 1/4) + 8/3) * 9/2)
[500238] ['1/4', '2/5', '5/3', '8/5', '9/2'] -> ((5/3 * ((2/5 / 1/4) + 8/5)) * 9/2)
[500239] ['1/4', '2/5', '5/3', '8/5', '9/4'] -> (((5/3 / 1/4) + (8/5 / 2/5)) * 9/4)
[500240] ['1/4', '2/5', '5/3', '8/5', '9/5'] -> (((2/5 + 8/5) / (1/4 / 5/3)) * 9/5)
[500251] ['1/4', '2/5', '5/3', '8/9', '9/2'] -> ((((8/9 / 1/4) / 2/5) / 5/3) * 9/2)
[500253] ['1/4', '2/5', '5/3', '8/9', '9/5'] -> ((8/9 / (5/3 - (2/5 / 1/4))) * 9/5)
[500258] ['1/4', '2/5', '5/3', '9/2', '9/5'] -> (9/5 / (((1/4 * 5/3) - 2/5) * 9/2))
[500260] ['1/4', '2/5', '5/3', '9/2', '9/8'] -> ((((9/2 / 1/4) / 2/5) / 5/3) / 9/8)
[500262] ['1/4', '2/5', '5/3', '9/4', '9/5'] -> (((9/4 / (2/5 - 1/4)) - 5/3) * 9/5)
[500267] ['1/4', '2/5', '5/3', '9/5', '9/8'] -> ((9/5 / (5/3 - (2/5 / 1/4))) / 9/8)
[500280] ['1/4', '2/5', '5/4', '5/4', '7/4'] -> (((5/4 + 7/4) / 1/4) / (2/5 * 5/4))
[500282] ['1/4', '2/5', '5/4', '5/4', '7/6'] -> (((2/5 * 5/4) / 1/4) / (5/4 - 7/6))
[500302] ['1/4', '2/5', '5/4', '5/6', '7/4'] -> (7/4 / ((2/5 - (1/4 * 5/4)) * 5/6))
[500303] ['1/4', '2/5', '5/4', '5/6', '7/5'] -> (7/5 / (((2/5 / 5/4) - 1/4) * 5/6))
[500319] ['1/4', '2/5', '5/4', '5/7', '6/5'] -> (6/5 / (((2/5 / 5/4) - 1/4) * 5/7))
[500329] ['1/4', '2/5', '5/4', '5/7', '8/5'] -> (8/5 / ((1/4 / (5/4 - 5/7)) - 2/5))
[500337] ['1/4', '2/5', '5/4', '5/8', '5/8'] -> ((((5/4 / 2/5) + 5/8) / 1/4) / 5/8)
[500338] ['1/4', '2/5', '5/4', '5/8', '5/9'] -> (((5/4 / (2/5 - 1/4)) / 5/8) / 5/9)
[500349] ['1/4', '2/5', '5/4', '5/8', '8/5'] -> ((((5/4 / 2/5) + 5/8) / 1/4) * 8/5)
[500354] ['1/4', '2/5', '5/4', '5/8', '9/5'] -> (((5/4 / (2/5 - 1/4)) / 5/8) * 9/5)
[500358] ['1/4', '2/5', '5/4', '5/9', '6/5'] -> (6/5 / ((2/5 * 5/4) - (1/4 / 5/9)))
[500361] ['1/4', '2/5', '5/4', '5/9', '7/3'] -> (7/3 / (2/5 * (5/9 - (1/4 * 5/4))))
[500368] ['1/4', '2/5', '5/4', '5/9', '8/5'] -> (((5/4 / (2/5 - 1/4)) / 5/9) * 8/5)
[500376] ['1/4', '2/5', '5/4', '6/5', '6/5'] -> (6/5 / (((1/4 * 2/5) + 6/5) - 5/4))
[500380] ['1/4', '2/5', '5/4', '6/5', '7/4'] -> ((6/5 / (2/5 - (1/4 * 5/4))) * 7/4)
[500381] ['1/4', '2/5', '5/4', '6/5', '7/5'] -> ((6/5 / ((2/5 / 5/4) - 1/4)) * 7/5)
[500389] ['1/4', '2/5', '5/4', '6/5', '9/2'] -> (((5/4 / 1/4) + (2/5 / 6/5)) * 9/2)
[500394] ['1/4', '2/5', '5/4', '6/7', '6/7'] -> (6/7 / (((6/7 / 5/4) - 1/4) - 2/5))
[500395] ['1/4', '2/5', '5/4', '6/7', '7/2'] -> (7/2 / (((1/4 * 2/5) * 5/4) / 6/7))
[500408] ['1/4', '2/5', '5/4', '6/7', '9/5'] -> (9/5 / ((2/5 - (1/4 * 5/4)) * 6/7))
[500415] ['1/4', '2/5', '5/4', '7/2', '7/6'] -> ((((7/2 / 1/4) / 2/5) / 5/4) / 7/6)
[500418] ['1/4', '2/5', '5/4', '7/2', '8/3'] -> ((((5/4 / 1/4) / 2/5) - 7/2) * 8/3)
[500422] ['1/4', '2/5', '5/4', '7/2', '9/2'] -> (((2/5 + 7/2) / (1/4 / 5/4)) + 9/2)
[500423] ['1/4', '2/5', '5/4', '7/2', '9/4'] -> (9/4 / (1/4 * (7/2 - (5/4 / 2/5))))
[500425] ['1/4', '2/5', '5/4', '7/2', '9/7'] -> (9/7 / (((2/5 - 1/4) * 5/4) / 7/2))
[500433] ['1/4', '2/5', '5/4', '7/3', '8/3'] -> ((7/3 / (2/5 - (1/4 * 5/4))) - 8/3)
[500437] ['1/4', '2/5', '5/4', '7/3', '9/2'] -> (((7/3 - (1/4 / 5/4)) / 2/5) * 9/2)
[500440] ['1/4', '2/5', '5/4', '7/3', '9/7'] -> (9/7 / (((1/4 * 2/5) * 5/4) / 7/3))
[500447] ['1/4', '2/5', '5/4', '7/4', '8/3'] -> ((((2/5 * 5/4) + 7/4) / 1/4) * 8/3)
[500455] ['1/4', '2/5', '5/4', '7/4', '9/8'] -> (9/8 / (5/4 * ((1/4 * 7/4) - 2/5)))
[500465] ['1/4', '2/5', '5/4', '7/5', '9/4'] -> (((2/5 / (7/5 - 5/4)) / 1/4) * 9/4)
[500478] ['1/4', '2/5', '5/4', '7/6', '9/5'] -> ((7/6 / (2/5 - (1/4 * 5/4))) * 9/5)
[500483] ['1/4', '2/5', '5/4', '7/8', '8/3'] -> ((((5/4 / 2/5) - 7/8) / 1/4) * 8/3)
[500487] ['1/4', '2/5', '5/4', '7/8', '9/2'] -> (9/2 / (((2/5 * 5/4) * 7/8) - 1/4))
[500493] ['1/4', '2/5', '5/4', '7/9', '8/3'] -> (8/3 / ((2/5 * 7/9) - (1/4 / 5/4)))
[500502] ['1/4', '2/5', '5/4', '8/3', '8/3'] -> (((1/4 + (5/4 / 2/5)) * 8/3) * 8/3)
[500503] ['1/4', '2/5', '5/4', '8/3', '8/5'] -> (8/5 / ((1/4 + (2/5 * 8/3)) - 5/4))
[500507] ['1/4', '2/5', '5/4', '8/3', '9/4'] -> ((8/3 / ((2/5 * 5/4) - 1/4)) * 9/4)
[500508] ['1/4', '2/5', '5/4', '8/3', '9/5'] -> ((8/3 / (2/5 - (1/4 / 5/4))) * 9/5)
[500510] ['1/4', '2/5', '5/4', '8/3', '9/8'] -> (9/8 / (((1/4 * 2/5) * 5/4) / 8/3))
[500516] ['1/4', '2/5', '5/4', '8/5', '9/5'] -> (((5/4 * 8/5) / (2/5 - 1/4)) * 9/5)
[500521] ['1/4', '2/5', '5/4', '8/7', '9/2'] -> (9/2 / (((2/5 * 5/4) / 8/7) - 1/4))
[500541] ['1/4', '2/5', '5/4', '9/5', '9/5'] -> (9/5 / (((1/4 / 2/5) + 5/4) - 9/5))
[500550] ['1/4', '2/5', '5/6', '5/6', '5/9'] -> ((5/6 + 5/6) / ((1/4 / 2/5) - 5/9))
[500553] ['1/4', '2/5', '5/6', '5/6', '7/2'] -> ((5/6 + 5/6) * (2/5 + (7/2 / 1/4)))
[500560] ['1/4', '2/5', '5/6', '5/6', '8/3'] -> (8/3 / (((5/6 - 2/5) * 5/6) - 1/4))
[500561] ['1/4', '2/5', '5/6', '5/6', '8/5'] -> (8/5 / ((5/6 + 5/6) - (2/5 / 1/4)))
[500573] ['1/4', '2/5', '5/6', '5/7', '6/7'] -> (6/7 / (((1/4 / 2/5) / 5/6) - 5/7))
[500583] ['1/4', '2/5', '5/6', '5/7', '8/7'] -> (8/7 / (((5/6 - 5/7) / 2/5) - 1/4))
[500588] ['1/4', '2/5', '5/6', '5/7', '9/7'] -> (9/7 / (5/6 * ((5/7 - 1/4) - 2/5)))
[500591] ['1/4', '2/5', '5/6', '5/8', '5/9'] -> ((((5/6 / 1/4) / 2/5) / 5/8) / 5/9)
[500596] ['1/4', '2/5', '5/6', '5/8', '7/4'] -> (7/4 / (1/4 * (5/8 - (2/5 * 5/6))))
[500597] ['1/4', '2/5', '5/6', '5/8', '7/5'] -> (7/5 / (((1/4 + 5/6) - 2/5) - 5/8))
[500609] ['1/4', '2/5', '5/6', '5/8', '9/8'] -> (9/8 / ((1/4 * 5/6) * (5/8 - 2/5)))
[500610] ['1/4', '2/5', '5/6', '5/9', '5/9'] -> (5/9 / (5/6 * (1/4 - (2/5 * 5/9))))
[500619] ['1/4', '2/5', '5/6', '5/9', '7/9'] -> (7/9 / ((1/4 * 5/6) * (5/9 - 2/5)))
[500638] ['1/4', '2/5', '5/6', '6/5', '8/3'] -> (8/3 / (((5/6 - 2/5) / 6/5) - 1/4))
[500647] ['1/4', '2/5', '5/6', '6/7', '6/7'] -> (6/7 / (((2/5 * 5/6) * 6/7) - 1/4))
[500648] ['1/4', '2/5', '5/6', '6/7', '7/2'] -> (7/2 / (((2/5 - 1/4) * 5/6) / 6/7))
[500660] ['1/4', '2/5', '5/6', '6/7', '9/4'] -> (((1/4 / (6/7 - 5/6)) / 2/5) - 9/4)
[500661] ['1/4', '2/5', '5/6', '6/7', '9/5'] -> (9/5 / (5/6 - ((1/4 + 2/5) / 6/7)))
[500668] ['1/4', '2/5', '5/6', '7/2', '7/6'] -> (((7/2 / (2/5 - 1/4)) / 5/6) / 7/6)
[500671] ['1/4', '2/5', '5/6', '7/2', '8/3'] -> ((((7/2 - 5/6) / 1/4) / 2/5) - 8/3)
[500675] ['1/4', '2/5', '5/6', '7/2', '9/2'] -> ((((5/6 / 2/5) + 7/2) - 1/4) * 9/2)
[500687] ['1/4', '2/5', '5/6', '7/3', '8/5'] -> ((((7/3 - 5/6) / 1/4) / 2/5) * 8/5)
[500693] ['1/4', '2/5', '5/6', '7/3', '9/7'] -> (9/7 / (((2/5 - 1/4) * 5/6) / 7/3))
[500714] ['1/4', '2/5', '5/6', '7/5', '8/5'] -> (8/5 / (7/5 - ((2/5 * 5/6) / 1/4)))
[500717] ['1/4', '2/5', '5/6', '7/5', '9/2'] -> ((((5/6 + 7/5) / 2/5) - 1/4) * 9/2)
[500718] ['1/4', '2/5', '5/6', '7/5', '9/4'] -> ((((7/5 / 2/5) - 5/6) / 1/4) * 9/4)
[500726] ['1/4', '2/5', '5/6', '7/6', '8/5'] -> (((5/6 + (7/6 / 2/5)) / 1/4) * 8/5)
[500737] ['1/4', '2/5', '5/6', '7/8', '8/5'] -> (((1/4 / (7/8 - 5/6)) / 2/5) * 8/5)
[500738] ['1/4', '2/5', '5/6', '7/8', '8/7'] -> (8/7 / ((2/5 * 5/6) - (1/4 / 7/8)))
[500740] ['1/4', '2/5', '5/6', '7/8', '9/2'] -> (9/2 / (5/6 * ((7/8 - 1/4) - 2/5)))
[500750] ['1/4', '2/5', '5/6', '7/9', '9/2'] -> (((2/5 + (7/9 / 5/6)) / 1/4) * 9/2)
[500763] ['1/4', '2/5', '5/6', '8/3', '9/8'] -> (9/8 / (((2/5 - 1/4) * 5/6) / 8/3))
[500767] ['1/4', '2/5', '5/6', '8/5', '9/2'] -> (((2/5 + (5/6 / 1/4)) + 8/5) * 9/2)
[500769] ['1/4', '2/5', '5/6', '8/5', '9/5'] -> ((((5/6 * 8/5) / 1/4) / 2/5) * 9/5)
[500772] ['1/4', '2/5', '5/6', '8/7', '8/7'] -> (8/7 / ((2/5 * 5/6) - (1/4 * 8/7)))
[500786] ['1/4', '2/5', '5/6', '9/2', '9/4'] -> (((1/4 + (9/2 / 2/5)) - 5/6) * 9/4)
[500787] ['1/4', '2/5', '5/6', '9/2', '9/5'] -> ((((2/5 + 5/6) * 9/2) / 1/4) + 9/5)
[500796] ['1/4', '2/5', '5/6', '9/5', '9/8'] -> (9/8 / (1/4 / (5/6 + (9/5 / 2/5))))
[500803] ['1/4', '2/5', '5/7', '5/7', '6/5'] -> ((5/7 * 6/5) / ((2/5 * 5/7) - 1/4))
[500845] ['1/4', '2/5', '5/7', '5/9', '7/3'] -> ((5/7 / ((1/4 / 2/5) - 5/9)) * 7/3)
[500861] ['1/4', '2/5', '5/7', '6/5', '6/7'] -> (6/7 / (((1/4 * 6/5) / 2/5) - 5/7))
[500865] ['1/4', '2/5', '5/7', '6/5', '7/5'] -> ((6/5 / ((2/5 * 5/7) - 1/4)) / 7/5)
[500876] ['1/4', '2/5', '5/7', '6/5', '9/7'] -> (9/7 / (((5/7 - 1/4) - 2/5) / 6/5))
[500882] ['1/4', '2/5', '5/7', '6/7', '7/5'] -> (7/5 / ((2/5 - (1/4 / 5/7)) / 6/7))
[500892] ['1/4', '2/5', '5/7', '6/7', '9/5'] -> ((6/7 / ((5/7 - 1/4) - 2/5)) * 9/5)
[500895] ['1/4', '2/5', '5/7', '7/2', '7/2'] -> (((7/2 - (5/7 / 2/5)) / 1/4) * 7/2)
[500897] ['1/4', '2/5', '5/7', '7/2', '7/4'] -> (((7/2 / 1/4) - (2/5 * 5/7)) * 7/4)
[500918] ['1/4', '2/5', '5/7', '7/3', '8/5'] -> (8/5 / ((5/7 * 7/3) - (2/5 / 1/4)))
[500935] ['1/4', '2/5', '5/7', '7/4', '9/2'] -> (9/2 / (((2/5 - 1/4) * 5/7) * 7/4))
[500941] ['1/4', '2/5', '5/7', '7/5', '7/6'] -> ((7/5 / (2/5 - (1/4 / 5/7))) / 7/6)
[500962] ['1/4', '2/5', '5/7', '7/6', '9/5'] -> (9/5 / (((5/7 - 1/4) - 2/5) * 7/6))
[500989] ['1/4', '2/5', '5/7', '8/3', '8/9'] -> (((8/3 / (2/5 - 1/4)) / 5/7) - 8/9)
[500990] ['1/4', '2/5', '5/7', '8/3', '9/2'] -> (((2/5 / 1/4) + (8/3 / 5/7)) * 9/2)
[500992] ['1/4', '2/5', '5/7', '8/3', '9/5'] -> ((((8/3 / 5/7) - 2/5) / 1/4) * 9/5)
[500995] ['1/4', '2/5', '5/7', '8/5', '8/5'] -> ((((8/5 / 1/4) / 2/5) / 5/7) + 8/5)
[500997] ['1/4', '2/5', '5/7', '8/5', '8/9'] -> ((8/5 / ((5/7 - 1/4) - 2/5)) - 8/9)
[501010] ['1/4', '2/5', '5/7', '8/9', '8/9'] -> ((8/9 / ((2/5 * 5/7) - 1/4)) - 8/9)
[501028] ['1/4', '2/5', '5/7', '9/7', '9/7'] -> (9/7 / (((1/4 / 2/5) + 5/7) - 9/7))
[501035] ['1/4', '2/5', '5/8', '5/8', '7/2'] -> (((1/4 + 7/2) / 2/5) / (5/8 * 5/8))
[501040] ['1/4', '2/5', '5/8', '5/8', '7/8'] -> (((5/8 + 7/8) / 1/4) / (2/5 * 5/8))
[501042] ['1/4', '2/5', '5/8', '5/8', '8/3'] -> ((1/4 / (2/5 - (5/8 * 5/8))) - 8/3)
[501074] ['1/4', '2/5', '5/8', '6/5', '7/4'] -> (7/4 / (1/4 * (5/8 - (2/5 / 6/5))))
[501087] ['1/4', '2/5', '5/8', '6/5', '9/8'] -> (9/8 / ((1/4 * (5/8 - 2/5)) / 6/5))
[501091] ['1/4', '2/5', '5/8', '6/7', '7/4'] -> ((((6/7 / 1/4) / 2/5) / 5/8) * 7/4)
[501103] ['1/4', '2/5', '5/8', '6/7', '9/7'] -> (9/7 / (((1/4 * 2/5) * 5/8) * 6/7))
