[2054536] ['5/6', '5/6', '7/4', '9/2', '9/4'] -> ((9/2 / ((7/4 - 5/6) - 5/6)) / 9/4)
[2092608] ['6/5', '6/5', '6/7', '6/7', '8/7'] -> (6/5 / ((6/5 / 8/7) - (6/7 / 6/7)))
[2092609] ['6/5', '6/5', '6/7', '6/7', '8/9'] -> (6/7 / ((6/5 / 6/5) - (6/7 / 8/9)))
[2092614] ['6/5', '6/5', '6/7', '6/7', '9/8'] -> (6/7 / ((6/5 / 6/5) - (6/7 * 9/8)))
[2092620] ['6/5', '6/5', '6/7', '7/2', '7/8'] -> ((6/7 * 7/2) / ((6/5 / 6/5) - 7/8))
[2092633] ['6/5', '6/5', '6/7', '7/3', '7/5'] -> (((6/5 + 6/7) * 7/3) / (7/5 - 6/5))
[2092639] ['6/5', '6/5', '6/7', '7/3', '8/7'] -> ((6/7 + (6/5 / 7/3)) / (6/5 - 8/7))
[2092647] ['6/5', '6/5', '6/7', '7/4', '7/5'] -> (7/5 / ((7/4 / 6/5) - (6/5 / 6/7)))
[2092648] ['6/5', '6/5', '6/7', '7/4', '7/6'] -> (((6/5 / 6/7) / 7/4) / (6/5 - 7/6))
[2092659] ['6/5', '6/5', '6/7', '7/4', '9/8'] -> (((6/5 * 6/7) * 7/4) / (6/5 - 9/8))
[2092675] ['6/5', '6/5', '6/7', '7/6', '7/9'] -> (((6/5 * 6/7) / (6/5 - 7/6)) * 7/9)
[2092676] ['6/5', '6/5', '6/7', '7/6', '8/3'] -> ((6/5 + 8/3) / ((7/6 / 6/7) - 6/5))
[2092683] ['6/5', '6/5', '6/7', '7/6', '9/7'] -> (((6/5 * 6/7) / (6/5 - 7/6)) / 9/7)
[2092688] ['6/5', '6/5', '6/7', '7/8', '8/5'] -> ((6/5 / (6/5 + 8/5)) / (7/8 - 6/7))
[2092695] ['6/5', '6/5', '6/7', '7/8', '9/8'] -> (((6/5 + 6/7) * 7/8) / (6/5 - 9/8))
[2092705] ['6/5', '6/5', '6/7', '7/9', '9/8'] -> (((6/5 / 6/7) / 7/9) / (6/5 - 9/8))
[2092707] ['6/5', '6/5', '6/7', '8/3', '8/5'] -> (8/5 / ((8/3 - (6/5 / 6/7)) - 6/5))
[2092712] ['6/5', '6/5', '6/7', '8/3', '9/5'] -> ((8/3 / ((6/5 / 6/7) - 6/5)) * 9/5)
[2092713] ['6/5', '6/5', '6/7', '8/3', '9/7'] -> ((8/3 / ((6/5 / 6/5) - 6/7)) * 9/7)
[2092715] ['6/5', '6/5', '6/7', '8/5', '8/5'] -> (8/5 / ((6/5 / 6/7) - (8/5 / 6/5)))
[2092729] ['6/5', '6/5', '6/7', '8/7', '9/8'] -> (((6/5 + 6/7) / 8/7) / (6/5 - 9/8))
[2092730] ['6/5', '6/5', '6/7', '8/9', '8/9'] -> (8/9 / ((8/9 / 6/7) - (6/5 / 6/5)))
[2092737] ['6/5', '6/5', '6/7', '9/2', '9/4'] -> ((9/2 / (6/5 - (6/5 * 6/7))) - 9/4)
[2092745] ['6/5', '6/5', '6/7', '9/5', '9/5'] -> (6/5 / (9/5 - ((9/5 / 6/5) / 6/7)))
[2092749] ['6/5', '6/5', '6/7', '9/7', '9/8'] -> (((6/5 * 9/7) / 6/7) / (6/5 - 9/8))
[2092762] ['6/5', '6/5', '7/2', '7/2', '9/2'] -> (((6/5 * 7/2) - 6/5) * (7/2 + 9/2))
[2092767] ['6/5', '6/5', '7/2', '7/3', '7/3'] -> (7/3 / (((7/2 / 6/5) / 6/5) - 7/3))
[2092770] ['6/5', '6/5', '7/2', '7/3', '7/6'] -> (((6/5 * 7/3) / 7/2) / (6/5 - 7/6))
[2092777] ['6/5', '6/5', '7/2', '7/3', '9/2'] -> ((((6/5 * 7/2) + 7/3) - 6/5) * 9/2)
[2092781] ['6/5', '6/5', '7/2', '7/3', '9/8'] -> (((6/5 * 7/2) / 7/3) / (6/5 - 9/8))
[2092798] ['6/5', '6/5', '7/2', '7/5', '7/8'] -> (((6/5 * 7/2) / (7/5 - 6/5)) / 7/8)
[2092802] ['6/5', '6/5', '7/2', '7/5', '8/7'] -> (((6/5 * 7/2) / (7/5 - 6/5)) * 8/7)
[2092823] ['6/5', '6/5', '7/2', '7/8', '8/3'] -> ((7/2 * (6/5 + (6/5 / 7/8))) * 8/3)
[2092842] ['6/5', '6/5', '7/2', '8/3', '8/3'] -> (((6/5 / 6/5) + 7/2) * (8/3 + 8/3))
[2092843] ['6/5', '6/5', '7/2', '8/3', '8/5'] -> ((((6/5 + 6/5) * 7/2) * 8/3) + 8/5)
[2092844] ['6/5', '6/5', '7/2', '8/3', '8/7'] -> ((7/2 * 8/3) * (6/5 + (6/5 * 8/7)))
[2092847] ['6/5', '6/5', '7/2', '8/3', '9/4'] -> ((6/5 * 9/4) / ((7/2 / 8/3) - 6/5))
[2092854] ['6/5', '6/5', '7/2', '8/5', '9/2'] -> ((6/5 / (8/5 - 6/5)) * (7/2 + 9/2))
[2092855] ['6/5', '6/5', '7/2', '8/5', '9/4'] -> ((7/2 / ((8/5 / 6/5) - 6/5)) - 9/4)
[2092868] ['6/5', '6/5', '7/2', '8/9', '9/4'] -> ((7/2 / (6/5 - (6/5 * 8/9))) - 9/4)
[2092881] ['6/5', '6/5', '7/2', '9/5', '9/5'] -> ((6/5 + 6/5) / ((9/5 + 9/5) - 7/2))
[2092883] ['6/5', '6/5', '7/2', '9/5', '9/8'] -> ((7/2 * 9/5) / (6/5 - (9/8 / 6/5)))
[2092891] ['6/5', '6/5', '7/3', '7/3', '7/8'] -> (7/3 / ((7/3 / (6/5 + 6/5)) - 7/8))
[2092897] ['6/5', '6/5', '7/3', '7/3', '9/2'] -> ((((6/5 * 7/3) * 7/3) - 6/5) * 9/2)
[2092907] ['6/5', '6/5', '7/3', '7/4', '8/3'] -> ((6/5 * 8/3) / ((7/3 / 7/4) - 6/5))
[2092912] ['6/5', '6/5', '7/3', '7/4', '9/4'] -> ((7/4 / ((6/5 + 6/5) - 7/3)) - 9/4)
[2092918] ['6/5', '6/5', '7/3', '7/5', '7/8'] -> ((7/5 / ((6/5 + 6/5) - 7/3)) / 7/8)
[2092921] ['6/5', '6/5', '7/3', '7/5', '8/5'] -> (8/5 / (((6/5 / 6/5) + 7/5) - 7/3))
[2092922] ['6/5', '6/5', '7/3', '7/5', '8/7'] -> ((7/5 / ((6/5 + 6/5) - 7/3)) * 8/7)
[2092928] ['6/5', '6/5', '7/3', '7/5', '9/8'] -> ((6/5 + (7/5 / 7/3)) / (6/5 - 9/8))
[2092942] ['6/5', '6/5', '7/3', '7/8', '7/9'] -> ((7/3 / ((6/5 / 6/5) - 7/8)) / 7/9)
[2092950] ['6/5', '6/5', '7/3', '7/8', '9/7'] -> ((7/3 / ((6/5 / 6/5) - 7/8)) * 9/7)
[2092962] ['6/5', '6/5', '7/3', '8/3', '8/3'] -> ((6/5 * 8/3) / ((6/5 * 7/3) - 8/3))
[2092965] ['6/5', '6/5', '7/3', '8/3', '8/9'] -> (((6/5 * 7/3) * 8/3) / (6/5 - 8/9))
[2092967] ['6/5', '6/5', '7/3', '8/3', '9/4'] -> (((6/5 + (6/5 * 7/3)) * 8/3) * 9/4)
[2092984] ['6/5', '6/5', '7/3', '8/7', '9/7'] -> (((6/5 / (6/5 - 8/7)) - 7/3) * 9/7)
[2092995] ['6/5', '6/5', '7/3', '9/2', '9/7'] -> ((7/3 * 9/2) * ((6/5 / 6/5) + 9/7))
[2093003] ['6/5', '6/5', '7/3', '9/5', '9/8'] -> ((9/5 / ((6/5 + 6/5) - 7/3)) / 9/8)
[2093022] ['6/5', '6/5', '7/4', '7/5', '7/6'] -> ((6/5 * 7/6) / ((7/4 / 6/5) - 7/5))
[2093030] ['6/5', '6/5', '7/4', '7/5', '9/4'] -> ((7/4 + 9/4) / ((7/5 - 6/5) / 6/5))
[2093042] ['6/5', '6/5', '7/4', '7/6', '9/4'] -> ((7/4 + 9/4) / (7/6 - (6/5 / 6/5)))
[2093045] ['6/5', '6/5', '7/4', '7/6', '9/8'] -> (((6/5 * 7/4) / 7/6) / (6/5 - 9/8))
[2093058] ['6/5', '6/5', '7/4', '7/9', '8/3'] -> ((6/5 + 8/3) / ((7/4 * 7/9) - 6/5))
[2093072] ['6/5', '6/5', '7/4', '8/3', '9/4'] -> (9/4 / (6/5 - ((6/5 + 7/4) / 8/3)))
[2093080] ['6/5', '6/5', '7/4', '8/5', '9/4'] -> (9/4 / ((7/4 / 8/5) - (6/5 / 6/5)))
[2093081] ['6/5', '6/5', '7/4', '8/5', '9/5'] -> ((6/5 * (6/5 + 9/5)) / (7/4 - 8/5))
[2093103] ['6/5', '6/5', '7/4', '9/4', '9/5'] -> ((6/5 + 9/5) / ((9/4 / 6/5) - 7/4))
[2093140] ['6/5', '6/5', '7/5', '7/8', '8/5'] -> ((7/5 + 8/5) / ((6/5 / 6/5) - 7/8))
[2093144] ['6/5', '6/5', '7/5', '7/8', '9/4'] -> ((7/8 / (6/5 - (7/5 / 6/5))) - 9/4)
[2093156] ['6/5', '6/5', '7/5', '7/9', '9/7'] -> ((6/5 + (6/5 / 7/9)) / (7/5 - 9/7))
[2093167] ['6/5', '6/5', '7/5', '8/5', '8/5'] -> ((6/5 * 8/5) / ((6/5 * 7/5) - 8/5))
[2093180] ['6/5', '6/5', '7/5', '8/7', '9/7'] -> (((6/5 + 6/5) * 8/7) / (7/5 - 9/7))
[2093182] ['6/5', '6/5', '7/5', '8/9', '8/9'] -> ((6/5 * 8/9) / ((7/5 * 8/9) - 6/5))
[2093183] ['6/5', '6/5', '7/5', '8/9', '9/2'] -> (((6/5 * 8/9) / (7/5 - 6/5)) * 9/2)
[2093187] ['6/5', '6/5', '7/5', '8/9', '9/8'] -> ((6/5 / ((7/5 * 8/9) - 6/5)) / 9/8)
[2093188] ['6/5', '6/5', '7/5', '9/2', '9/2'] -> (((6/5 + 9/2) / (7/5 - 6/5)) - 9/2)
[2093194] ['6/5', '6/5', '7/5', '9/4', '9/5'] -> (9/5 / ((6/5 - (7/5 / 6/5)) * 9/4))
[2093197] ['6/5', '6/5', '7/5', '9/5', '9/5'] -> (((6/5 + 9/5) + 9/5) / (7/5 - 6/5))
[2093199] ['6/5', '6/5', '7/5', '9/5', '9/8'] -> ((7/5 + 9/5) / (6/5 - (6/5 / 9/8)))
[2093200] ['6/5', '6/5', '7/5', '9/7', '9/7'] -> ((6/5 + (6/5 * 9/7)) / (7/5 - 9/7))
[2093202] ['6/5', '6/5', '7/5', '9/8', '9/8'] -> ((6/5 / ((7/5 / 9/8) - 6/5)) / 9/8)
[2093205] ['6/5', '6/5', '7/6', '7/6', '7/9'] -> (((6/5 * 7/9) / 7/6) / (6/5 - 7/6))
[2093207] ['6/5', '6/5', '7/6', '7/6', '8/5'] -> (8/5 / (((6/5 + 6/5) - 7/6) - 7/6))
[2093213] ['6/5', '6/5', '7/6', '7/6', '9/7'] -> (((6/5 / (6/5 - 7/6)) / 7/6) / 9/7)
[2093217] ['6/5', '6/5', '7/6', '7/8', '8/3'] -> ((6/5 * 8/3) / ((7/6 / 7/8) - 6/5))
[2093218] ['6/5', '6/5', '7/6', '7/8', '8/5'] -> ((6/5 + 8/5) / (7/6 - (6/5 * 7/8)))
[2093226] ['6/5', '6/5', '7/6', '7/9', '7/9'] -> (7/9 / (((7/6 / 6/5) / 6/5) - 7/9))
[2093227] ['6/5', '6/5', '7/6', '7/9', '8/3'] -> (8/3 / (6/5 - ((6/5 * 7/6) * 7/9)))
[2093235] ['6/5', '6/5', '7/6', '7/9', '9/8'] -> (((6/5 * 7/6) / 7/9) / (6/5 - 9/8))
[2093237] ['6/5', '6/5', '7/6', '8/3', '8/5'] -> (8/5 / ((8/3 - (6/5 * 7/6)) - 6/5))
[2093242] ['6/5', '6/5', '7/6', '8/3', '9/5'] -> ((8/3 / ((6/5 * 7/6) - 6/5)) * 9/5)
[2093245] ['6/5', '6/5', '7/6', '8/5', '8/5'] -> (8/5 / ((6/5 * 7/6) - (8/5 / 6/5)))
[2093260] ['6/5', '6/5', '7/6', '8/9', '8/9'] -> (8/9 / ((7/6 * 8/9) - (6/5 / 6/5)))
[2093261] ['6/5', '6/5', '7/6', '8/9', '9/2'] -> ((8/9 / (7/6 - (6/5 / 6/5))) * 9/2)
[2093262] ['6/5', '6/5', '7/6', '8/9', '9/4'] -> ((6/5 * 9/4) / ((7/6 / 8/9) - 6/5))
[2093267] ['6/5', '6/5', '7/6', '9/2', '9/4'] -> ((9/2 / (6/5 - (6/5 / 7/6))) - 9/4)
[2093270] ['6/5', '6/5', '7/6', '9/2', '9/8'] -> ((9/2 / (7/6 - (6/5 / 6/5))) / 9/8)
[2093275] ['6/5', '6/5', '7/6', '9/5', '9/5'] -> (6/5 / (9/5 - ((7/6 * 9/5) / 6/5)))
[2093279] ['6/5', '6/5', '7/6', '9/7', '9/8'] -> (((6/5 * 7/6) * 9/7) / (6/5 - 9/8))
[2093281] ['6/5', '6/5', '7/8', '7/8', '7/8'] -> (6/5 / ((6/5 * 7/8) - (7/8 / 7/8)))
[2093293] ['6/5', '6/5', '7/8', '7/9', '8/3'] -> (8/3 / ((6/5 / 6/5) - (7/9 / 7/8)))
[2093294] ['6/5', '6/5', '7/8', '7/9', '8/5'] -> (((6/5 + 8/5) / 6/5) / (7/8 - 7/9))
[2093303] ['6/5', '6/5', '7/8', '8/3', '8/5'] -> (8/5 / ((6/5 + 6/5) - (7/8 * 8/3)))
[2093305] ['6/5', '6/5', '7/8', '8/3', '8/9'] -> ((8/3 / ((6/5 / 6/5) - 7/8)) / 8/9)
[2093310] ['6/5', '6/5', '7/8', '8/3', '9/8'] -> ((8/3 / ((6/5 / 6/5) - 7/8)) * 9/8)
[2093315] ['6/5', '6/5', '7/8', '8/5', '9/4'] -> ((8/5 / (6/5 - (6/5 * 7/8))) * 9/4)
[2093333] ['6/5', '6/5', '7/8', '9/2', '9/4'] -> ((9/2 / ((6/5 / 7/8) - 6/5)) - 9/4)
[2093357] ['6/5', '6/5', '7/9', '8/3', '8/3'] -> ((8/3 + 8/3) / ((6/5 / 6/5) - 7/9))
[2093361] ['6/5', '6/5', '7/9', '8/3', '9/2'] -> ((6/5 + (6/5 * (7/9 + 8/3))) * 9/2)
[2093367] ['6/5', '6/5', '7/9', '8/5', '8/7'] -> ((6/5 * 8/7) / (8/5 - (6/5 / 7/9)))
[2093368] ['6/5', '6/5', '7/9', '8/5', '8/9'] -> ((6/5 * 8/9) / ((7/9 * 8/5) - 6/5))
[2093371] ['6/5', '6/5', '7/9', '8/5', '9/5'] -> ((6/5 / (7/9 - (6/5 / 8/5))) / 9/5)
[2093373] ['6/5', '6/5', '7/9', '8/5', '9/8'] -> ((6/5 / ((7/9 * 8/5) - 6/5)) / 9/8)
[2093375] ['6/5', '6/5', '7/9', '8/7', '8/9'] -> (((6/5 / (6/5 - 8/7)) / 7/9) * 8/9)
[2093380] ['6/5', '6/5', '7/9', '8/7', '9/8'] -> (((6/5 / (6/5 - 8/7)) / 7/9) / 9/8)
[2093381] ['6/5', '6/5', '7/9', '8/9', '8/9'] -> ((6/5 * 8/9) / ((6/5 * 7/9) - 8/9))
[2093386] ['6/5', '6/5', '7/9', '8/9', '9/8'] -> ((6/5 / ((6/5 * 7/9) - 8/9)) / 9/8)
[2093403] ['6/5', '6/5', '8/3', '8/3', '8/5'] -> ((6/5 * 8/3) / ((6/5 + 8/5) - 8/3))
[2093411] ['6/5', '6/5', '8/3', '8/5', '8/5'] -> (8/5 / ((8/3 - (6/5 / 6/5)) - 8/5))
[2093413] ['6/5', '6/5', '8/3', '8/5', '8/9'] -> ((6/5 + 8/5) * (8/3 / (6/5 - 8/9)))
[2093415] ['6/5', '6/5', '8/3', '8/5', '9/4'] -> (((6/5 + 6/5) + 8/5) * (8/3 * 9/4))
[2093418] ['6/5', '6/5', '8/3', '8/5', '9/8'] -> ((6/5 + (8/5 / 8/3)) / (6/5 - 9/8))
[2093434] ['6/5', '6/5', '8/3', '9/2', '9/5'] -> (((6/5 * 8/3) * 9/2) / (9/5 - 6/5))
[2093437] ['6/5', '6/5', '8/3', '9/4', '9/4'] -> (9/4 / (((6/5 + 9/4) / 8/3) - 6/5))
[2093438] ['6/5', '6/5', '8/3', '9/4', '9/5'] -> ((6/5 / (9/4 - (8/3 / 6/5))) / 9/5)
[2093447] ['6/5', '6/5', '8/5', '8/5', '8/5'] -> ((8/5 + 8/5) / ((8/5 / 6/5) - 6/5))
[2093449] ['6/5', '6/5', '8/5', '8/5', '8/9'] -> ((8/5 + 8/5) / (6/5 - (6/5 * 8/9)))
[2093452] ['6/5', '6/5', '8/5', '8/5', '9/5'] -> (6/5 / (9/5 - ((6/5 + 8/5) / 8/5)))
[2093454] ['6/5', '6/5', '8/5', '8/5', '9/8'] -> ((8/5 + 8/5) / (6/5 - (6/5 / 9/8)))
[2093458] ['6/5', '6/5', '8/5', '8/7', '9/4'] -> ((8/5 * 9/4) / (6/5 - (6/5 / 8/7)))
[2093464] ['6/5', '6/5', '8/5', '8/9', '9/4'] -> ((8/5 * 9/4) / ((6/5 / 8/9) - 6/5))
[2093468] ['6/5', '6/5', '8/5', '9/2', '9/2'] -> (8/5 / (((6/5 + 9/2) / 9/2) - 6/5))
[2093470] ['6/5', '6/5', '8/5', '9/2', '9/5'] -> ((8/5 * 9/2) / ((9/5 / 6/5) - 6/5))
[2093473] ['6/5', '6/5', '8/5', '9/4', '9/4'] -> ((8/5 * 9/4) / ((6/5 + 6/5) - 9/4))
[2093476] ['6/5', '6/5', '8/5', '9/4', '9/8'] -> ((8/5 * 9/4) / ((6/5 * 9/8) - 6/5))
[2093477] ['6/5', '6/5', '8/5', '9/5', '9/5'] -> (8/5 / ((6/5 + (6/5 / 9/5)) - 9/5))
[2093481] ['6/5', '6/5', '8/5', '9/7', '9/8'] -> ((6/5 / ((8/5 / 9/7) - 6/5)) / 9/8)
[2093483] ['6/5', '6/5', '8/7', '8/7', '8/7'] -> (6/5 / ((6/5 / 8/7) - (8/7 / 8/7)))
[2093494] ['6/5', '6/5', '8/7', '8/9', '9/7'] -> (((6/5 * 8/9) / (6/5 - 8/7)) * 9/7)
[2093497] ['6/5', '6/5', '8/7', '9/2', '9/4'] -> ((9/2 / ((6/5 * 8/7) - 6/5)) - 9/4)
[2093505] ['6/5', '6/5', '8/7', '9/5', '9/5'] -> ((9/5 + 9/5) / (6/5 - (6/5 / 8/7)))
[2093509] ['6/5', '6/5', '8/7', '9/7', '9/8'] -> (((6/5 * 9/7) / (6/5 - 8/7)) / 9/8)
[2093515] ['6/5', '6/5', '8/9', '8/9', '9/7'] -> ((6/5 * 8/9) / ((6/5 / 9/7) - 8/9))
[2093526] ['6/5', '6/5', '8/9', '9/5', '9/5'] -> ((9/5 + 9/5) / ((6/5 / 8/9) - 6/5))
[2093529] ['6/5', '6/5', '8/9', '9/7', '9/7'] -> ((6/5 * 9/7) / ((6/5 / 8/9) - 9/7))
[2093530] ['6/5', '6/5', '8/9', '9/7', '9/8'] -> ((6/5 / ((6/5 / 9/7) - 8/9)) / 9/8)
[2093532] ['6/5', '6/5', '9/2', '9/2', '9/2'] -> ((((6/5 * 9/2) * 9/2) + 9/2) / 6/5)
[2093543] ['6/5', '6/5', '9/2', '9/5', '9/8'] -> ((9/2 + 9/5) / (6/5 - (9/8 / 6/5)))
[2093546] ['6/5', '6/5', '9/2', '9/8', '9/8'] -> ((6/5 * 9/2) / ((6/5 * 9/8) - 9/8))
[2093547] ['6/5', '6/5', '9/4', '9/4', '9/4'] -> (6/5 / ((9/4 - (9/4 / 9/4)) - 6/5))
[2093559] ['6/5', '6/5', '9/5', '9/5', '9/8'] -> ((9/5 + 9/5) / ((6/5 * 9/8) - 6/5))
[2093560] ['6/5', '6/5', '9/5', '9/7', '9/7'] -> ((9/5 + 9/7) / (6/5 - (9/7 / 6/5)))
[2093564] ['6/5', '6/5', '9/7', '9/7', '9/8'] -> ((6/5 * 9/7) / ((6/5 * 9/8) - 9/7))
[2093572] ['6/5', '6/7', '6/7', '6/7', '7/6'] -> (((6/7 / (6/5 - 7/6)) - 6/7) - 6/7)
[2093573] ['6/5', '6/7', '6/7', '6/7', '7/8'] -> (6/7 / ((6/7 * 7/8) - (6/7 / 6/5)))
[2093577] ['6/5', '6/7', '6/7', '6/7', '8/7'] -> (6/7 / ((6/7 / 8/7) - (6/7 / 6/5)))
[2093581] ['6/5', '6/7', '6/7', '6/7', '9/5'] -> ((6/5 + 6/7) / ((9/5 - 6/7) - 6/7))
[2093607] ['6/5', '6/7', '6/7', '7/3', '8/5'] -> (8/5 / (((6/5 + 6/7) / 6/7) - 7/3))
[2093616] ['6/5', '6/7', '6/7', '7/4', '7/5'] -> ((6/5 / ((7/4 - 6/7) - 6/7)) / 7/5)
[2093640] ['6/5', '6/7', '6/7', '7/5', '9/7'] -> ((6/7 + (6/7 * 7/5)) / (9/7 - 6/5))
[2093660] ['6/5', '6/7', '6/7', '7/8', '9/2'] -> ((6/7 * 9/2) / (7/8 - (6/7 / 6/5)))
[2093662] ['6/5', '6/7', '6/7', '7/8', '9/5'] -> ((6/5 + 9/5) / ((6/7 / 6/7) - 7/8))
[2093667] ['6/5', '6/7', '6/7', '7/9', '8/5'] -> (8/5 / ((6/7 / 6/7) - (6/5 * 7/9)))
[2093668] ['6/5', '6/7', '6/7', '7/9', '8/7'] -> (8/7 / ((6/7 / 6/5) - (6/7 * 7/9)))
[2093681] ['6/5', '6/7', '6/7', '8/3', '9/5'] -> ((8/3 / (6/5 - (6/7 / 6/7))) * 9/5)
[2093682] ['6/5', '6/7', '6/7', '8/3', '9/7'] -> ((8/3 / (6/7 - (6/7 / 6/5))) * 9/7)
[2093692] ['6/5', '6/7', '6/7', '8/7', '8/7'] -> (8/7 / ((6/7 / 6/7) - (8/7 / 6/5)))
[2093703] ['6/5', '6/7', '6/7', '8/9', '9/7'] -> (9/7 / (6/7 - ((6/7 / 6/5) / 8/9)))
[2093705] ['6/5', '6/7', '6/7', '9/2', '9/2'] -> ((((6/7 / 6/5) / 6/7) + 9/2) * 9/2)
[2093706] ['6/5', '6/7', '6/7', '9/2', '9/4'] -> ((9/2 / ((6/5 * 6/7) - 6/7)) - 9/4)
[2093717] ['6/5', '6/7', '6/7', '9/7', '9/7'] -> (6/7 / (9/7 - ((9/7 / 6/5) / 6/7)))
[2093721] ['6/5', '6/7', '7/2', '7/2', '7/3'] -> (7/3 / (7/2 - ((7/2 / 6/5) / 6/7)))
[2093744] ['6/5', '6/7', '7/2', '7/3', '8/7'] -> (8/7 / ((6/7 / 6/5) - (7/3 / 7/2)))
[2093747] ['6/5', '6/7', '7/2', '7/3', '9/4'] -> ((7/2 * ((6/7 / 6/5) + 7/3)) * 9/4)
[2093752] ['6/5', '6/7', '7/2', '7/4', '7/5'] -> (7/5 / (7/2 - ((6/5 + 7/4) / 6/7)))
[2093753] ['6/5', '6/7', '7/2', '7/4', '7/6'] -> (7/6 / (7/4 - (7/2 / (6/5 + 6/7))))
[2093770] ['6/5', '6/7', '7/2', '7/5', '8/5'] -> (((6/7 * 7/2) / (7/5 - 6/5)) * 8/5)
[2093782] ['6/5', '6/7', '7/2', '7/6', '8/5'] -> ((7/2 / ((6/5 / 6/7) - 7/6)) * 8/5)
[2093792] ['6/5', '6/7', '7/2', '7/8', '8/3'] -> (((6/5 + 6/7) * (7/2 + 7/8)) * 8/3)
[2093798] ['6/5', '6/7', '7/2', '7/8', '9/5'] -> (9/5 / ((6/5 * 7/2) * (7/8 - 6/7)))
[2093813] ['6/5', '6/7', '7/2', '8/3', '8/7'] -> (8/7 / ((8/3 / 7/2) - (6/7 / 6/5)))
[2093817] ['6/5', '6/7', '7/2', '8/3', '9/5'] -> (9/5 / (6/5 - ((6/7 * 7/2) / 8/3)))
[2093823] ['6/5', '6/7', '7/2', '8/5', '9/2'] -> ((((7/2 * 8/5) / 6/7) - 6/5) * 9/2)
[2093831] ['6/5', '6/7', '7/2', '8/7', '9/4'] -> ((7/2 / ((8/7 / 6/7) - 6/5)) - 9/4)
[2093863] ['6/5', '6/7', '7/3', '7/3', '8/5'] -> (8/5 / (((6/5 * 6/7) * 7/3) - 7/3))
[2093877] ['6/5', '6/7', '7/3', '7/4', '8/5'] -> (8/5 / ((6/5 / 6/7) - (7/3 / 7/4)))
[2093880] ['6/5', '6/7', '7/3', '7/4', '9/2'] -> ((((6/7 / 6/5) + 7/3) * 7/4) * 9/2)
[2093900] ['6/5', '6/7', '7/3', '7/6', '7/9'] -> (7/9 / (7/6 - (7/3 / (6/5 + 6/7))))
[2093923] ['6/5', '6/7', '7/3', '7/9', '8/5'] -> (8/5 / ((6/5 / 7/9) - (7/3 - 6/7)))
[2093943] ['6/5', '6/7', '7/3', '8/5', '9/2'] -> ((((6/5 / 6/7) + 7/3) + 8/5) * 9/2)
[2093967] ['6/5', '6/7', '7/3', '9/4', '9/5'] -> (9/5 / (6/5 - ((9/4 / 6/7) / 7/3)))
[2093968] ['6/5', '6/7', '7/3', '9/4', '9/7'] -> (9/7 / (6/7 - ((9/4 / 6/5) / 7/3)))
[2093977] ['6/5', '6/7', '7/4', '7/4', '7/5'] -> (7/5 / ((6/5 * 7/4) - (7/4 / 6/7)))
[2093978] ['6/5', '6/7', '7/4', '7/4', '7/6'] -> (7/6 / (7/4 - ((7/4 / 6/5) / 6/7)))
[2093990] ['6/5', '6/7', '7/4', '7/5', '7/5'] -> ((6/7 / ((7/4 / 7/5) - 6/5)) * 7/5)
[2093992] ['6/5', '6/7', '7/4', '7/5', '7/8'] -> ((6/5 / (6/7 - (7/5 / 7/4))) / 7/8)
[2093996] ['6/5', '6/7', '7/4', '7/5', '8/7'] -> ((6/5 / (6/7 - (7/5 / 7/4))) * 8/7)
[2094008] ['6/5', '6/7', '7/4', '7/6', '8/7'] -> (8/7 / ((6/7 / 6/5) - (7/6 / 7/4)))
[2094023] ['6/5', '6/7', '7/4', '7/8', '9/5'] -> (9/5 / (7/8 - ((6/5 / 6/7) / 7/4)))
[2094027] ['6/5', '6/7', '7/4', '7/9', '8/3'] -> (8/3 / (7/4 * (7/9 - (6/7 / 6/5))))
[2094046] ['6/5', '6/7', '7/4', '8/5', '8/7'] -> ((6/5 / ((8/5 / 7/4) - 6/7)) * 8/7)
[2094056] ['6/5', '6/7', '7/4', '8/7', '9/4'] -> (((6/7 * 7/4) / (6/5 - 8/7)) - 9/4)
[2094067] ['6/5', '6/7', '7/4', '9/2', '9/4'] -> ((9/2 / (6/7 - (6/5 / 7/4))) - 9/4)
[2094083] ['6/5', '6/7', '7/5', '7/5', '7/8'] -> ((6/5 / (7/5 + 7/5)) / (7/8 - 6/7))
[2094096] ['6/5', '6/7', '7/5', '7/6', '7/9'] -> ((6/5 / (7/5 - (7/6 / 6/7))) * 7/9)
[2094104] ['6/5', '6/7', '7/5', '7/6', '9/7'] -> ((6/5 / (7/5 - (7/6 / 6/7))) / 9/7)
[2094136] ['6/5', '6/7', '7/5', '8/5', '8/5'] -> ((6/7 / (6/5 - (8/5 / 7/5))) * 8/5)
[2094158] ['6/5', '6/7', '7/5', '9/2', '9/4'] -> (((9/2 / (7/5 - 6/5)) / 6/7) - 9/4)
[2094174] ['6/5', '6/7', '7/6', '7/6', '7/9'] -> (7/9 / (7/6 - ((7/6 / 6/5) / 6/7)))
[2094187] ['6/5', '6/7', '7/6', '7/8', '8/5'] -> (8/5 / ((6/5 / 6/7) - (7/6 / 7/8)))
[2094190] ['6/5', '6/7', '7/6', '7/8', '9/2'] -> (9/2 / (7/6 * (7/8 - (6/7 / 6/5))))
[2094196] ['6/5', '6/7', '7/6', '7/9', '8/3'] -> (8/3 / ((6/5 * 7/6) * (6/7 - 7/9)))
