[778681] ['1/6', '1/8', '3/4', '4/3', '9/8'] -> ((((3/4 / 1/6) / 1/8) / 4/3) / 9/8)
[801642] ['1/6', '2/3', '4/5', '5/2', '7/2'] -> (7/2 / (2/3 - ((1/6 * 5/2) / 4/5)))
[801645] ['1/6', '2/3', '4/5', '5/2', '7/5'] -> (7/5 / ((2/3 / 5/2) - (1/6 / 4/5)))
[801650] ['1/6', '2/3', '4/5', '5/2', '8/5'] -> (8/5 / ((4/5 - (1/6 / 5/2)) - 2/3))
[801655] ['1/6', '2/3', '4/5', '5/2', '9/5'] -> ((((4/5 / 2/3) + 5/2) / 1/6) + 9/5)
[801662] ['1/6', '2/3', '4/5', '5/3', '5/8'] -> ((((2/3 / 4/5) + 5/3) / 1/6) / 5/8)
[801663] ['1/6', '2/3', '4/5', '5/3', '5/9'] -> (((2/3 + (5/3 / 1/6)) / 4/5) / 5/9)
[801673] ['1/6', '2/3', '4/5', '5/3', '8/3'] -> ((8/3 / 1/6) / ((4/5 * 5/3) - 2/3))
[801676] ['1/6', '2/3', '4/5', '5/3', '8/9'] -> (8/9 / ((1/6 * (4/5 - 2/3)) * 5/3))
[801702] ['1/6', '2/3', '4/5', '5/4', '9/5'] -> (9/5 / ((1/6 * 5/4) - (4/5 - 2/3)))
[801724] ['1/6', '2/3', '4/5', '5/6', '9/5'] -> ((9/5 / 1/6) / ((5/6 / 2/3) - 4/5))
[801752] ['1/6', '2/3', '4/5', '5/8', '7/2'] -> (7/2 / ((1/6 + 2/3) * (4/5 - 5/8)))
[801763] ['1/6', '2/3', '4/5', '5/8', '9/2'] -> (9/2 / (((1/6 + 4/5) - 2/3) * 5/8))
[801768] ['1/6', '2/3', '4/5', '5/9', '5/9'] -> (((4/5 / (2/3 - 5/9)) / 1/6) * 5/9)
[801772] ['1/6', '2/3', '4/5', '5/9', '7/3'] -> (7/3 / (((1/6 / 4/5) + 5/9) - 2/3))
[801779] ['1/6', '2/3', '4/5', '5/9', '8/5'] -> (8/5 / (1/6 * ((2/3 / 5/9) - 4/5)))
[801781] ['1/6', '2/3', '4/5', '5/9', '8/9'] -> (8/9 / (1/6 * (2/3 - (4/5 * 5/9))))
[801784] ['1/6', '2/3', '4/5', '5/9', '9/5'] -> (((4/5 / (2/3 - 5/9)) / 1/6) / 9/5)
[801787] ['1/6', '2/3', '4/5', '6/5', '6/5'] -> (6/5 / ((1/6 / (4/5 - 2/3)) - 6/5))
[801789] ['1/6', '2/3', '4/5', '6/5', '7/2'] -> (((4/5 + 6/5) / 2/3) + (7/2 / 1/6))
[801797] ['1/6', '2/3', '4/5', '6/5', '8/5'] -> (8/5 / ((1/6 * 6/5) - (4/5 - 2/3)))
[801801] ['1/6', '2/3', '4/5', '6/5', '9/4'] -> (((6/5 / (4/5 - 2/3)) / 1/6) / 9/4)
[801809] ['1/6', '2/3', '4/5', '6/7', '7/5'] -> ((4/5 / ((6/7 - 1/6) - 2/3)) / 7/5)
[801815] ['1/6', '2/3', '4/5', '6/7', '8/7'] -> (8/7 / ((1/6 + 2/3) * (6/7 - 4/5)))
[801819] ['1/6', '2/3', '4/5', '6/7', '9/5'] -> (9/5 / ((1/6 / (6/7 - 2/3)) - 4/5))
[801822] ['1/6', '2/3', '4/5', '7/2', '7/2'] -> (((1/6 + 7/2) / (4/5 - 2/3)) - 7/2)
[801825] ['1/6', '2/3', '4/5', '7/2', '7/5'] -> ((4/5 / ((2/3 / 7/2) - 1/6)) / 7/5)
[801830] ['1/6', '2/3', '4/5', '7/2', '8/5'] -> (8/5 / (4/5 * (2/3 - (1/6 * 7/2))))
[801844] ['1/6', '2/3', '4/5', '7/3', '8/3'] -> (((7/3 - (2/3 / 4/5)) / 1/6) * 8/3)
[801850] ['1/6', '2/3', '4/5', '7/3', '9/5'] -> (((4/5 + (7/3 / 1/6)) / 2/3) + 9/5)
[801854] ['1/6', '2/3', '4/5', '7/4', '7/5'] -> (7/5 / (((1/6 + 2/3) - 4/5) * 7/4))
[801859] ['1/6', '2/3', '4/5', '7/4', '8/5'] -> (8/5 / (((4/5 - 2/3) * 7/4) - 1/6))
[801864] ['1/6', '2/3', '4/5', '7/4', '9/5'] -> (9/5 / (((2/3 - 1/6) * 7/4) - 4/5))
[801872] ['1/6', '2/3', '4/5', '7/5', '8/5'] -> (8/5 / ((1/6 * 2/3) * (7/5 - 4/5)))
[801910] ['1/6', '2/3', '4/5', '7/9', '9/5'] -> (((4/5 / (7/9 - 2/3)) / 1/6) / 9/5)
[801913] ['1/6', '2/3', '4/5', '8/3', '8/3'] -> (8/3 / (2/3 - ((1/6 * 8/3) / 4/5)))
[801915] ['1/6', '2/3', '4/5', '8/3', '8/7'] -> ((((2/3 / 4/5) + 8/3) / 1/6) * 8/7)
[801917] ['1/6', '2/3', '4/5', '8/3', '9/2'] -> ((4/5 * ((2/3 / 1/6) + 8/3)) * 9/2)
[801922] ['1/6', '2/3', '4/5', '8/5', '8/5'] -> ((8/5 / 1/6) / (8/5 - (4/5 / 2/3)))
[801925] ['1/6', '2/3', '4/5', '8/5', '9/2'] -> ((8/5 / ((1/6 + 4/5) - 2/3)) * 9/2)
[801939] ['1/6', '2/3', '4/5', '8/9', '9/4'] -> (((2/3 + (8/9 / 4/5)) / 1/6) * 9/4)
[801949] ['1/6', '2/3', '4/5', '9/4', '9/5'] -> (9/5 / (((1/6 + 2/3) - 4/5) * 9/4))
[801952] ['1/6', '2/3', '4/5', '9/5', '9/5'] -> (((9/5 / (4/5 - 2/3)) - 1/6) * 9/5)
[801958] ['1/6', '2/3', '4/7', '4/7', '4/7'] -> (4/7 / ((4/7 - (2/3 * 4/7)) - 1/6))
[801963] ['1/6', '2/3', '4/7', '4/7', '5/6'] -> (((4/7 / 1/6) + 4/7) / (5/6 - 2/3))
[801968] ['1/6', '2/3', '4/7', '4/7', '6/7'] -> (6/7 / (((4/7 - 1/6) / 2/3) - 4/7))
[801970] ['1/6', '2/3', '4/7', '4/7', '7/3'] -> ((((4/7 + 4/7) / 1/6) / 2/3) * 7/3)
[801974] ['1/6', '2/3', '4/7', '4/7', '7/8'] -> ((4/7 / 4/7) / ((7/8 - 1/6) - 2/3))
[801985] ['1/6', '2/3', '4/7', '4/9', '4/9'] -> (4/9 / (1/6 * ((4/9 / 4/7) - 2/3)))
[801987] ['1/6', '2/3', '4/7', '4/9', '5/3'] -> (5/3 / (((1/6 / 4/7) + 4/9) - 2/3))
[801994] ['1/6', '2/3', '4/7', '4/9', '6/7'] -> (((4/9 / (2/3 - 4/7)) / 1/6) * 6/7)
[801999] ['1/6', '2/3', '4/7', '4/9', '7/6'] -> (((4/9 / (2/3 - 4/7)) / 1/6) / 7/6)
[802002] ['1/6', '2/3', '4/7', '4/9', '8/3'] -> (8/3 / (4/7 * (4/9 - (1/6 / 2/3))))
[802006] ['1/6', '2/3', '4/7', '4/9', '9/2'] -> ((2/3 + ((4/9 / 1/6) / 4/7)) * 9/2)
[802024] ['1/6', '2/3', '4/7', '5/2', '7/6'] -> (((1/6 + 5/2) / (2/3 - 4/7)) / 7/6)
[802031] ['1/6', '2/3', '4/7', '5/2', '9/2'] -> ((2/3 + ((1/6 + 5/2) / 4/7)) * 9/2)
[802034] ['1/6', '2/3', '4/7', '5/2', '9/7'] -> (9/7 / (((1/6 * 5/2) / 2/3) - 4/7))
[802053] ['1/6', '2/3', '4/7', '5/3', '8/7'] -> (8/7 / (1/6 * ((4/7 * 5/3) - 2/3)))
[802056] ['1/6', '2/3', '4/7', '5/3', '9/4'] -> ((((5/3 / 1/6) / 2/3) / 4/7) - 9/4)
[802058] ['1/6', '2/3', '4/7', '5/3', '9/7'] -> (9/7 / (4/7 / (2/3 + (5/3 / 1/6))))
[802081] ['1/6', '2/3', '4/7', '5/4', '9/7'] -> (9/7 / (((2/3 - 1/6) * 5/4) - 4/7))
[802088] ['1/6', '2/3', '4/7', '5/6', '6/7'] -> (((4/7 / (5/6 - 2/3)) / 1/6) / 6/7)
[802089] ['1/6', '2/3', '4/7', '5/6', '7/2'] -> (((2/3 + (4/7 * 5/6)) / 1/6) * 7/2)
[802093] ['1/6', '2/3', '4/7', '5/6', '7/6'] -> (((4/7 / (5/6 - 2/3)) / 1/6) * 7/6)
[802111] ['1/6', '2/3', '4/7', '5/7', '7/3'] -> (7/3 / (1/6 * ((5/7 / 4/7) - 2/3)))
[802141] ['1/6', '2/3', '4/7', '5/8', '9/2'] -> (9/2 / (5/8 - ((1/6 / 2/3) / 4/7)))
[802150] ['1/6', '2/3', '4/7', '5/9', '7/3'] -> ((4/7 / ((1/6 + 5/9) - 2/3)) * 7/3)
[802155] ['1/6', '2/3', '4/7', '5/9', '7/9'] -> (((4/7 / (2/3 - 5/9)) / 1/6) * 7/9)
[802163] ['1/6', '2/3', '4/7', '5/9', '9/7'] -> (((4/7 / (2/3 - 5/9)) / 1/6) / 9/7)
[802167] ['1/6', '2/3', '4/7', '6/5', '7/2'] -> (7/2 / (1/6 / (2/3 + (4/7 / 6/5))))
[802183] ['1/6', '2/3', '4/7', '6/7', '6/7'] -> (6/7 / ((6/7 - (1/6 / 2/3)) - 4/7))
[802185] ['1/6', '2/3', '4/7', '6/7', '7/3'] -> ((((4/7 / 2/3) + 6/7) / 1/6) * 7/3)
[802193] ['1/6', '2/3', '4/7', '6/7', '8/7'] -> (8/7 / ((1/6 * 6/7) - (2/3 - 4/7)))
[802195] ['1/6', '2/3', '4/7', '6/7', '9/2'] -> ((((2/3 / 1/6) + 4/7) / 6/7) * 9/2)
[802196] ['1/6', '2/3', '4/7', '6/7', '9/4'] -> (((6/7 / (2/3 - 4/7)) / 1/6) / 9/4)
[802200] ['1/6', '2/3', '4/7', '7/2', '7/2'] -> ((4/7 / (2/3 - (1/6 * 7/2))) * 7/2)
[802204] ['1/6', '2/3', '4/7', '7/2', '7/6'] -> ((((2/3 / 4/7) + 7/2) / 1/6) / 7/6)
[802216] ['1/6', '2/3', '4/7', '7/3', '7/3'] -> (((2/3 + 7/3) / (1/6 / 4/7)) * 7/3)
[802219] ['1/6', '2/3', '4/7', '7/3', '7/6'] -> ((2/3 + ((7/3 / 1/6) / 4/7)) - 7/6)
[802220] ['1/6', '2/3', '4/7', '7/3', '7/8'] -> ((((2/3 / 4/7) + 7/3) / 1/6) / 7/8)
[802222] ['1/6', '2/3', '4/7', '7/3', '8/3'] -> (8/3 / (1/6 * ((4/7 * 7/3) - 2/3)))
[802225] ['1/6', '2/3', '4/7', '7/3', '8/9'] -> (8/9 / ((1/6 * (2/3 - 4/7)) * 7/3))
[802240] ['1/6', '2/3', '4/7', '7/4', '9/2'] -> ((((4/7 * 7/4) / 1/6) - 2/3) * 9/2)
[802245] ['1/6', '2/3', '4/7', '7/5', '7/5'] -> (7/5 / (((1/6 + 2/3) / 4/7) - 7/5))
[802250] ['1/6', '2/3', '4/7', '7/5', '8/5'] -> (8/5 / ((7/5 - (2/3 / 4/7)) - 1/6))
[802265] ['1/6', '2/3', '4/7', '7/6', '9/2'] -> ((((2/3 / 1/6) + 4/7) * 7/6) * 9/2)
[802276] ['1/6', '2/3', '4/7', '7/8', '9/2'] -> (9/2 / (((2/3 * 4/7) - 1/6) * 7/8))
[802279] ['1/6', '2/3', '4/7', '7/8', '9/7'] -> (9/7 / ((7/8 - (1/6 / 2/3)) - 4/7))
[802281] ['1/6', '2/3', '4/7', '7/9', '7/9'] -> (((4/7 / (7/9 - 2/3)) / 1/6) * 7/9)
[802282] ['1/6', '2/3', '4/7', '7/9', '8/3'] -> ((((2/3 / 1/6) / 4/7) / 7/9) * 8/3)
[802284] ['1/6', '2/3', '4/7', '7/9', '8/7'] -> (8/7 / (1/6 * ((2/3 / 7/9) - 4/7)))
[802285] ['1/6', '2/3', '4/7', '7/9', '8/9'] -> (8/9 / (1/6 * (2/3 - (4/7 * 7/9))))
[802289] ['1/6', '2/3', '4/7', '7/9', '9/7'] -> (((4/7 / (7/9 - 2/3)) / 1/6) / 9/7)
[802308] ['1/6', '2/3', '4/7', '8/7', '8/7'] -> ((8/7 / 1/6) / (8/7 - (4/7 / 2/3)))
[802310] ['1/6', '2/3', '4/7', '8/7', '9/2'] -> ((8/7 / ((2/3 * 4/7) - 1/6)) * 9/2)
[802318] ['1/6', '2/3', '4/7', '8/9', '9/5'] -> (((2/3 + (8/9 / 4/7)) / 1/6) * 9/5)
[802324] ['1/6', '2/3', '4/7', '9/2', '9/7'] -> ((4/7 / (1/6 - (2/3 / 9/2))) / 9/7)
[802328] ['1/6', '2/3', '4/7', '9/4', '9/7'] -> (9/7 / ((4/7 / 1/6) - (9/4 / 2/3)))
[802342] ['1/6', '2/3', '4/9', '4/9', '5/8'] -> ((((2/3 + 4/9) / 1/6) / 4/9) / 5/8)
[802346] ['1/6', '2/3', '4/9', '4/9', '7/2'] -> (((2/3 + 7/2) / 1/6) - (4/9 / 4/9))
[802351] ['1/6', '2/3', '4/9', '4/9', '7/8'] -> ((4/9 / 4/9) / ((7/8 - 1/6) - 2/3))
[802354] ['1/6', '2/3', '4/9', '4/9', '8/5'] -> ((((2/3 + 4/9) / 1/6) / 4/9) * 8/5)
[802365] ['1/6', '2/3', '4/9', '5/2', '5/6'] -> (((4/9 + (5/2 / 1/6)) / 2/3) + 5/6)
[802372] ['1/6', '2/3', '4/9', '5/2', '7/3'] -> ((((2/3 + 4/9) + 5/2) / 1/6) + 7/3)
[802375] ['1/6', '2/3', '4/9', '5/2', '7/6'] -> (((4/9 + (5/2 / 2/3)) / 1/6) - 7/6)
[802379] ['1/6', '2/3', '4/9', '5/2', '8/5'] -> (8/5 / ((4/9 / 5/2) - (1/6 * 2/3)))
[802382] ['1/6', '2/3', '4/9', '5/2', '9/2'] -> ((((1/6 + 5/2) / 4/9) - 2/3) * 9/2)
[802383] ['1/6', '2/3', '4/9', '5/2', '9/4'] -> (((2/3 + (4/9 * 5/2)) / 1/6) * 9/4)
[802388] ['1/6', '2/3', '4/9', '5/3', '5/4'] -> ((5/3 / ((2/3 - 1/6) - 4/9)) / 5/4)
[802389] ['1/6', '2/3', '4/9', '5/3', '5/6'] -> (((5/3 / 1/6) / 4/9) + (2/3 + 5/6))
[802391] ['1/6', '2/3', '4/9', '5/3', '5/8'] -> ((((2/3 * 5/3) / 1/6) / 4/9) / 5/8)
[802392] ['1/6', '2/3', '4/9', '5/3', '5/9'] -> ((2/3 + ((4/9 + 5/3) / 1/6)) / 5/9)
[802400] ['1/6', '2/3', '4/9', '5/3', '7/8'] -> ((((5/3 / 1/6) - 2/3) / 4/9) / 7/8)
[802404] ['1/6', '2/3', '4/9', '5/3', '8/7'] -> ((((5/3 / 1/6) - 2/3) / 4/9) * 8/7)
[802406] ['1/6', '2/3', '4/9', '5/3', '9/2'] -> (((5/3 / (4/9 - 1/6)) - 2/3) * 9/2)
[802408] ['1/6', '2/3', '4/9', '5/3', '9/5'] -> ((2/3 + ((4/9 + 5/3) / 1/6)) * 9/5)
[802415] ['1/6', '2/3', '4/9', '5/4', '5/9'] -> (5/9 / (1/6 * ((5/4 - 2/3) - 4/9)))
[802428] ['1/6', '2/3', '4/9', '5/4', '8/9'] -> (8/9 / (2/3 - (4/9 * (1/6 + 5/4))))
[802429] ['1/6', '2/3', '4/9', '5/4', '9/2'] -> ((((2/3 + 4/9) / 1/6) / 5/4) * 9/2)
[802436] ['1/6', '2/3', '4/9', '5/6', '5/8'] -> ((5/6 / ((2/3 - 1/6) - 4/9)) / 5/8)
[802441] ['1/6', '2/3', '4/9', '5/6', '7/3'] -> (((2/3 / (5/6 - 4/9)) / 1/6) * 7/3)
[802450] ['1/6', '2/3', '4/9', '5/6', '8/9'] -> ((2/3 + 8/9) / (1/6 * (5/6 - 4/9)))
[802451] ['1/6', '2/3', '4/9', '5/6', '9/2'] -> ((((2/3 / 1/6) + 4/9) / 5/6) * 9/2)
[802460] ['1/6', '2/3', '4/9', '5/7', '6/7'] -> (6/7 / ((1/6 / (2/3 - 4/9)) - 5/7))
[802478] ['1/6', '2/3', '4/9', '5/8', '5/9'] -> (5/9 / ((1/6 * (2/3 - 4/9)) * 5/8))
[802481] ['1/6', '2/3', '4/9', '5/8', '7/2'] -> (7/2 / (1/6 * ((2/3 / 4/9) - 5/8)))
[802487] ['1/6', '2/3', '4/9', '5/8', '7/9'] -> (7/9 / (((1/6 * 4/9) + 5/8) - 2/3))
[802489] ['1/6', '2/3', '4/9', '5/8', '8/5'] -> (8/5 / (2/3 - ((1/6 / 4/9) / 5/8)))
[802492] ['1/6', '2/3', '4/9', '5/8', '9/2'] -> (((2/3 + (4/9 / 1/6)) / 5/8) * 9/2)
[802493] ['1/6', '2/3', '4/9', '5/8', '9/4'] -> ((((2/3 + 4/9) / 1/6) / 5/8) * 9/4)
[802501] ['1/6', '2/3', '4/9', '5/9', '7/3'] -> ((7/3 / 1/6) / ((5/9 / 4/9) - 2/3))
[802508] ['1/6', '2/3', '4/9', '5/9', '8/5'] -> (((5/9 / (2/3 - 4/9)) / 1/6) * 8/5)
[802511] ['1/6', '2/3', '4/9', '5/9', '9/2'] -> ((((4/9 + 5/9) / 1/6) - 2/3) * 9/2)
[802529] ['1/6', '2/3', '4/9', '6/5', '9/2'] -> ((((2/3 / 1/6) + 4/9) * 6/5) * 9/2)
[802539] ['1/6', '2/3', '4/9', '6/7', '7/6'] -> ((((2/3 + 6/7) / 1/6) / 4/9) * 7/6)
[802542] ['1/6', '2/3', '4/9', '6/7', '8/3'] -> (8/3 / (((2/3 * 4/9) - 1/6) * 6/7))
[802549] ['1/6', '2/3', '4/9', '6/7', '9/7'] -> (9/7 / (((6/7 - 1/6) - 2/3) / 4/9))
[802551] ['1/6', '2/3', '4/9', '7/2', '7/2'] -> ((((7/2 - 4/9) / 1/6) / 2/3) - 7/2)
[802557] ['1/6', '2/3', '4/9', '7/2', '7/9'] -> ((4/9 / ((2/3 / 7/2) - 1/6)) / 7/9)
[802564] ['1/6', '2/3', '4/9', '7/2', '9/5'] -> (((2/3 + (4/9 * 7/2)) / 1/6) * 9/5)
[802565] ['1/6', '2/3', '4/9', '7/2', '9/7'] -> (9/7 / (((2/3 / 7/2) - 1/6) / 4/9))
[802566] ['1/6', '2/3', '4/9', '7/2', '9/8'] -> ((7/2 / ((2/3 * 4/9) - 1/6)) / 9/8)
[802567] ['1/6', '2/3', '4/9', '7/3', '7/3'] -> (((4/9 + (7/3 / 1/6)) / 2/3) + 7/3)
[802568] ['1/6', '2/3', '4/9', '7/3', '7/4'] -> ((7/3 / ((2/3 - 1/6) - 4/9)) / 7/4)
[802570] ['1/6', '2/3', '4/9', '7/3', '7/6'] -> ((2/3 / ((4/9 / 7/3) - 1/6)) / 7/6)
[802571] ['1/6', '2/3', '4/9', '7/3', '7/8'] -> ((((2/3 * 7/3) / 1/6) / 4/9) / 7/8)
[802573] ['1/6', '2/3', '4/9', '7/3', '8/3'] -> ((((2/3 + 4/9) / 1/6) + 7/3) * 8/3)
[802574] ['1/6', '2/3', '4/9', '7/3', '8/5'] -> (8/5 / ((2/3 / (4/9 - 1/6)) - 7/3))
[802575] ['1/6', '2/3', '4/9', '7/3', '8/7'] -> ((((2/3 * 7/3) / 1/6) / 4/9) * 8/7)
[802576] ['1/6', '2/3', '4/9', '7/3', '8/9'] -> (8/9 / (2/3 * (4/9 - (1/6 * 7/3))))
[802579] ['1/6', '2/3', '4/9', '7/3', '9/5'] -> (((7/3 / 1/6) - (4/9 / 2/3)) * 9/5)
[802590] ['1/6', '2/3', '4/9', '7/4', '8/9'] -> (8/9 / ((4/9 * (7/4 - 1/6)) - 2/3))
[802595] ['1/6', '2/3', '4/9', '7/4', '9/8'] -> (((2/3 + (7/4 / 1/6)) / 4/9) - 9/8)
[802609] ['1/6', '2/3', '4/9', '7/6', '7/6'] -> ((1/6 + 7/6) / ((7/6 - 2/3) - 4/9))
[802610] ['1/6', '2/3', '4/9', '7/6', '7/8'] -> ((7/6 / ((2/3 - 1/6) - 4/9)) / 7/8)
[802615] ['1/6', '2/3', '4/9', '7/6', '8/9'] -> (8/9 / ((1/6 * 4/9) * (7/6 - 2/3)))
[802616] ['1/6', '2/3', '4/9', '7/6', '9/2'] -> (((4/9 / (7/6 - 2/3)) / 1/6) * 9/2)
[802622] ['1/6', '2/3', '4/9', '7/8', '7/9'] -> (7/9 / ((1/6 * (2/3 - 4/9)) * 7/8))
[802623] ['1/6', '2/3', '4/9', '7/8', '8/3'] -> (8/3 / ((2/3 - (4/9 * 7/8)) - 1/6))
[802627] ['1/6', '2/3', '4/9', '7/8', '9/2'] -> (9/2 / (4/9 - (1/6 * (2/3 + 7/8))))
[802628] ['1/6', '2/3', '4/9', '7/8', '9/4'] -> ((4/9 / ((7/8 - 1/6) - 2/3)) * 9/4)
[802635] ['1/6', '2/3', '4/9', '7/9', '8/7'] -> (((7/9 / (2/3 - 4/9)) / 1/6) * 8/7)
[802643] ['1/6', '2/3', '4/9', '8/3', '8/5'] -> ((((2/3 / 1/6) + 8/3) / 4/9) * 8/5)
[802644] ['1/6', '2/3', '4/9', '8/3', '8/7'] -> (8/7 / ((2/3 / (4/9 + 8/3)) - 1/6))
[802648] ['1/6', '2/3', '4/9', '8/3', '9/5'] -> (((4/9 + (2/3 * 8/3)) / 1/6) * 9/5)
[802654] ['1/6', '2/3', '4/9', '8/5', '9/2'] -> (((2/3 + (4/9 / 1/6)) * 8/5) * 9/2)
[802655] ['1/6', '2/3', '4/9', '8/5', '9/4'] -> ((((2/3 + 4/9) * 8/5) / 1/6) * 9/4)
[802656] ['1/6', '2/3', '4/9', '8/5', '9/5'] -> (((8/5 / (2/3 - 4/9)) / 1/6) / 9/5)
[802664] ['1/6', '2/3', '4/9', '8/7', '9/7'] -> (((8/7 / (2/3 - 4/9)) / 1/6) / 9/7)
[802668] ['1/6', '2/3', '4/9', '8/9', '9/4'] -> (((4/9 + (8/9 / 2/3)) / 1/6) * 9/4)
[802681] ['1/6', '2/3', '4/9', '9/5', '9/5'] -> (9/5 / (((1/6 + 2/3) / 4/9) - 9/5))
[802689] ['1/6', '2/3', '5/2', '5/2', '5/4'] -> ((5/2 / 1/6) / (5/2 - (5/4 / 2/3)))
[802692] ['1/6', '2/3', '5/2', '5/2', '5/8'] -> ((5/2 + 5/2) / ((1/6 + 2/3) - 5/8))
[802693] ['1/6', '2/3', '5/2', '5/2', '5/9'] -> (((5/2 / 1/6) - (2/3 * 5/2)) / 5/9)
[802701] ['1/6', '2/3', '5/2', '5/2', '7/8'] -> ((5/2 / 5/2) / ((7/8 - 1/6) - 2/3))
[802708] ['1/6', '2/3', '5/2', '5/2', '9/4'] -> ((((5/2 / 1/6) + 5/2) / 2/3) - 9/4)
[802709] ['1/6', '2/3', '5/2', '5/2', '9/5'] -> (((5/2 / 1/6) - (2/3 * 5/2)) * 9/5)
[802713] ['1/6', '2/3', '5/2', '5/3', '5/4'] -> (((5/2 + (5/3 / 2/3)) / 1/6) / 5/4)
[802721] ['1/6', '2/3', '5/2', '5/3', '7/3'] -> (((5/2 + (2/3 * 5/3)) / 1/6) + 7/3)
[802741] ['1/6', '2/3', '5/2', '5/4', '6/5'] -> (((5/2 + (2/3 * 5/4)) / 1/6) * 6/5)
[802744] ['1/6', '2/3', '5/2', '5/4', '7/3'] -> ((7/3 / 1/6) / ((5/2 - 2/3) - 5/4))
[802746] ['1/6', '2/3', '5/2', '5/4', '7/5'] -> (7/5 / ((2/3 / 5/2) - (1/6 * 5/4)))
[802750] ['1/6', '2/3', '5/2', '5/4', '8/3'] -> ((((2/3 + 5/4) / 1/6) - 5/2) * 8/3)
[802759] ['1/6', '2/3', '5/2', '5/6', '5/6'] -> (((5/2 / 1/6) + (5/6 / 5/6)) / 2/3)
[802762] ['1/6', '2/3', '5/2', '5/6', '5/9'] -> (((2/3 * (5/2 + 5/6)) / 1/6) / 5/9)
[802763] ['1/6', '2/3', '5/2', '5/6', '6/5'] -> ((((2/3 + 5/2) / 1/6) / 5/6) + 6/5)
[802765] ['1/6', '2/3', '5/2', '5/6', '7/2'] -> ((((5/2 / 2/3) + 5/6) / 1/6) - 7/2)
[802771] ['1/6', '2/3', '5/2', '5/6', '7/9'] -> ((2/3 + ((5/2 / 1/6) / 5/6)) / 7/9)
[802775] ['1/6', '2/3', '5/2', '5/6', '8/9'] -> ((((5/2 / 1/6) / 2/3) / 5/6) * 8/9)
[802778] ['1/6', '2/3', '5/2', '5/6', '9/5'] -> (((2/3 * (5/2 + 5/6)) / 1/6) * 9/5)
[802779] ['1/6', '2/3', '5/2', '5/6', '9/7'] -> ((2/3 + ((5/2 / 1/6) / 5/6)) * 9/7)
[802780] ['1/6', '2/3', '5/2', '5/6', '9/8'] -> ((((5/2 / 1/6) / 2/3) / 5/6) / 9/8)
[802781] ['1/6', '2/3', '5/2', '5/7', '5/7'] -> ((((2/3 + 5/2) + 5/7) / 1/6) + 5/7)
[802785] ['1/6', '2/3', '5/2', '5/7', '6/7'] -> (6/7 / ((5/7 / 5/2) - (1/6 / 2/3)))
[802791] ['1/6', '2/3', '5/2', '5/7', '7/8'] -> ((5/2 / ((1/6 + 2/3) - 5/7)) / 7/8)
[802805] ['1/6', '2/3', '5/2', '5/8', '6/7'] -> (((2/3 + (5/2 / 5/8)) / 1/6) * 6/7)
[802806] ['1/6', '2/3', '5/2', '5/8', '7/2'] -> (7/2 / (2/3 - (1/6 * (5/2 + 5/8))))
[802810] ['1/6', '2/3', '5/2', '5/8', '7/6'] -> (((2/3 + (5/2 / 5/8)) / 1/6) / 7/6)
[802811] ['1/6', '2/3', '5/2', '5/8', '7/8'] -> ((((5/2 / 1/6) / 2/3) + 5/8) + 7/8)
[802817] ['1/6', '2/3', '5/2', '5/8', '9/2'] -> ((((1/6 + 2/3) + 5/2) / 5/8) * 9/2)
[802818] ['1/6', '2/3', '5/2', '5/8', '9/4'] -> ((((5/2 / 2/3) + 5/8) / 1/6) - 9/4)
[802822] ['1/6', '2/3', '5/2', '5/9', '5/9'] -> ((((2/3 * 5/2) + 5/9) / 1/6) / 5/9)
[802823] ['1/6', '2/3', '5/2', '5/9', '6/5'] -> (((5/2 + (5/9 / 2/3)) / 1/6) * 6/5)
[802825] ['1/6', '2/3', '5/2', '5/9', '7/2'] -> ((((5/2 + 5/9) / 1/6) / 2/3) - 7/2)
[802835] ['1/6', '2/3', '5/2', '5/9', '8/9'] -> (8/9 / (2/3 * ((5/9 / 5/2) - 1/6)))
[802842] ['1/6', '2/3', '5/2', '6/5', '6/7'] -> (((2/3 + 6/5) / (1/6 / 5/2)) * 6/7)
[802847] ['1/6', '2/3', '5/2', '6/5', '7/6'] -> (((2/3 + 6/5) / (1/6 / 5/2)) / 7/6)
[802849] ['1/6', '2/3', '5/2', '6/5', '7/9'] -> ((2/3 + ((5/2 * 6/5) / 1/6)) / 7/9)
[802851] ['1/6', '2/3', '5/2', '6/5', '8/5'] -> (8/5 / ((2/3 / 5/2) - (1/6 * 6/5)))
[802853] ['1/6', '2/3', '5/2', '6/5', '8/9'] -> ((((5/2 * 6/5) / 1/6) / 2/3) * 8/9)
[802858] ['1/6', '2/3', '5/2', '6/5', '9/8'] -> ((((5/2 * 6/5) / 1/6) / 2/3) / 9/8)
[802862] ['1/6', '2/3', '5/2', '6/7', '7/4'] -> (((5/2 / 1/6) - (6/7 / 2/3)) * 7/4)
[802869] ['1/6', '2/3', '5/2', '6/7', '8/7'] -> (((2/3 + 6/7) / (1/6 / 5/2)) + 8/7)
[802872] ['1/6', '2/3', '5/2', '6/7', '9/4'] -> ((((5/2 / 1/6) / 2/3) / 6/7) - 9/4)
[802874] ['1/6', '2/3', '5/2', '6/7', '9/7'] -> (((5/2 + (6/7 / 2/3)) / 1/6) + 9/7)
