[8952] ['1/4', '4/5', '7/3', '3', '7'] -> 3 + 7/3 * (1/4 + 7 / 4/5)
[13009] ['2/5', '2/5', '5/4', '3', '7'] -> 3 * (7 + 5/4 * (2/5 + 2/5))
[13010] ['5/7', '1', '5/4', '5/3', '4'] -> 1 / (5/4 / 5/3 - 5/7) - 4
[13011] ['1/7', '3/8', '7/9', '2', '8'] -> (8 - 2 / 3/8) / (1/7 * 7/9)
[13012] ['1/4', '3/5', '9/7', '3', '5'] -> (5 / 3/5 - 3 / 9/7) / 1/4
[13013] ['4/7', '2/3', '9/4', '6', '8'] -> 9/4 * (8 / 4/7 - 2/3) - 6
[13014] ['4/5', '5/6', '9/7', '3', '6'] -> 9/7 * (4/5 * 5/6 + 3 * 6)
[13015] ['2/5', '2/5', '3/2', '3', '7'] -> 3 * (2/5 * 3/2 + 2/5 + 7)
[13016] ['2/7', '4/9', '1', '5/2', '8'] -> 5/2 + 1 / 2/7 + 8 / 4/9
[13017] ['1/9', '9/7', '9/5', '3', '6'] -> 9/5 * 6 * (3 / 9/7 - 1/9)
[13018] ['9/8', '9/7', '7/5', '4', '9'] -> (9/7 + 9 / (7/5 / 4)) / 9/8
[13019] ['7/9', '6/7', '5/4', '3', '3'] -> 6/7 / (3 / (7/9 * 3) - 5/4)
[13020] ['2/5', '2/5', '5/3', '3', '7'] -> 2/5 / (5/3 / (7 - 3) - 2/5)
[13021] ['3/8', '4/9', '6/7', '4', '6'] -> 6 / (4/9 * (6/7 - 3/8)) - 4
[13022] ['5/7', '1', '5/4', '9/4', '4'] -> (5/4 + 9/4) * 4 * (5/7 + 1)
[13023] ['5/9', '8/5', '9/4', '3', '4'] -> 9/4 * 3 * 4 * 5/9 * 8/5
[13024] ['7/9', '6/7', '7/5', '3', '3'] -> 3 / (7/5 * (6/7 - 7/9)) - 3
[13025] ['2/5', '2/5', '7/4', '3', '7'] -> 3 / (2/5 * 2/5) - (7/4 - 7)
[13026] ['1/9', '9/7', '5/2', '3', '6'] -> 9/7 * (3 + 6 * (1/9 + 5/2))
[13027] ['2/7', '4/9', '1', '9/2', '8'] -> 8 / (1 / (2/7 * 9/2) - 4/9)
[13028] ['9/8', '9/7', '8/5', '4', '9'] -> 9 / (9/8 - 9/7 / 8/5) - 4
[13029] ['2/5', '2/5', '7/3', '3', '7'] -> 7 * (3 + 2/5 / 2/5 / 7/3)
[13030] ['1/4', '3/5', '3', '9/2', '5'] -> 3 + 3/5 * 5 + 9/2 / 1/4
[13031] ['1/6', '5/7', '5/4', '3', '8'] -> (8 - 3 / 5/4) / (1/6 / 5/7)
[13032] ['1/7', '2/5', '5/7', '2', '3'] -> (2 - 2/5) * 3 / (1/7 / 5/7)
[13033] ['2/7', '1/2', '3/5', '1', '8'] -> 8 / 2/7 / (1 / 3/5 - 1/2)
[13034] ['1/7', '3/8', '6/5', '2', '8'] -> (1/7 + 2) * (8 + 6/5 / 3/8)
[13035] ['9/8', '9/7', '7/4', '4', '9'] -> (9 - 9/7 * 7/4) / (9/8 / 4)
[13036] ['1/8', '4/3', '7/4', '7', '9'] -> 7/4 / 7 * 9 / (1/8 / 4/3)
[13037] ['1/7', '2/5', '7/9', '2', '3'] -> (2 / (2/5 * 7/9) - 3) / 1/7
[13038] ['8/7', '6/5', '2', '9/4', '5'] -> 6/5 * 5 * (9/4 + 2 / 8/7)
[13039] ['1/4', '5/8', '7/9', '3', '5'] -> 5 / (3 * (7/9 - 5/8) - 1/4)
[13040] ['1/8', '4/3', '9/5', '7', '9'] -> 9 / (1/8 + 4/3) / (9/5 / 7)
[13041] ['1/7', '3/8', '4/3', '2', '8'] -> 2 * (8 / 3/8 - 4/3 / 1/7)
[13042] ['5/9', '7/4', '9/5', '3', '4'] -> 3 * (5/9 * 9/5 + 7/4 * 4)
[13043] ['5/7', '1', '9/7', '7/5', '4'] -> 5/7 * 4 / (7/5 - 9/7) - 1
[13044] ['8/7', '6/5', '2', '7/3', '5'] -> (2 - (8/7 - 6/5)) * 7/3 * 5
[13045] ['2/7', '1/2', '5/6', '1', '8'] -> 8 / 2/7 / (1 / 1/2 - 5/6)
[13046] ['4/7', '3/4', '5/6', '6', '8'] -> 6 / (3/4 - 4/7) - 8 / 5/6
[13047] ['4/5', '6/7', '5/4', '3', '6'] -> 3 * (4/5 * 5/4 + 6 / 6/7)
[13048] ['8/7', '6/5', '2', '5/2', '5'] -> (2 + 5) * 5/2 * 8/7 * 6/5
[13049] ['5/7', '1', '9/7', '8/5', '4'] -> (5/7 + 4) / (1 - 9/7 / 8/5)
[13050] ['1/6', '5/7', '9/5', '3', '8'] -> (5/7 * (9/5 + 8) - 3) / 1/6
[13051] ['1/4', '5/8', '6/7', '3', '5'] -> (3 + 5) / (5/8 - 1/4 / 6/7)
[13052] ['1/7', '3/8', '8/5', '2', '8'] -> (2 / 1/7 - 8 / 8/5) / 3/8
[13053] ['5/9', '7/4', '5/2', '3', '4'] -> 5/2 * (4 / (5/9 / 7/4) - 3)
[13054] ['7/9', '6/7', '9/4', '3', '3'] -> 6/7 * 3 / (3 - 9/4 / 7/9)
[13055] ['1/8', '4/3', '7/2', '7', '9'] -> 9 * (7/2 / (1/8 * 7) - 4/3)
[13056] ['5/7', '1', '9/7', '5/3', '4'] -> 4 / (1 - 5/3 / (5/7 + 9/7))
[13057] ['8/7', '6/5', '2', '8/3', '5'] -> 5 * (2 + 8/3 / (8/7 / 6/5))
[13058] ['4/5', '6/7', '3/2', '3', '6'] -> 4/5 * 6 * (3/2 + 3 / 6/7)
[13059] ['5/9', '7/4', '3', '7/2', '4'] -> 4 / (3 * (5/9 - 7/4 / 7/2))
[13060] ['9/8', '9/7', '8/3', '4', '9'] -> 9/7 * (8/3 * 4 + 9 / 9/8)
[13061] ['1/7', '2/5', '9/8', '2', '3'] -> 3 / (9/8 / (1/7 + 2) - 2/5)
[13062] ['8/7', '6/5', '2', '9/2', '5'] -> 8/7 * 2 * (9/2 + 6/5 * 5)
[13063] ['1/6', '5/7', '3', '9/2', '8'] -> 8 / (5/7 * (1/6 + 9/2) - 3)
[13064] ['2/5', '3/7', '5/6', '3', '7'] -> 7 * (3 / 5/6 - 2/5 * 3/7)
[13065] ['1/4', '5/8', '9/7', '3', '5'] -> 9/7 / (5/8 - 3 / (1/4 + 5))
[13066] ['8/7', '5/4', '5/4', '2', '5'] -> 5 / (5/4 / (2 - 8/7) - 5/4)
[13067] ['3/8', '1/2', '6/5', '4', '6'] -> 4 / (1/2 / 3/8 - 6/5) - 6
[13068] ['1/9', '7/5', '5/2', '3', '6'] -> 5/2 * (7/5 / 1/9 + 3 - 6)
[13069] ['5/7', '1', '9/7', '5/2', '4'] -> 4 * (1 + 5/2 * (5/7 + 9/7))
[13070] ['9/8', '7/5', '7/5', '4', '9'] -> (4 - 7/5 / 7/5) / (9/8 / 9)
[13071] ['1/6', '3/4', '6/7', '3', '8'] -> (8 * 3/4 / 6/7 - 3) / 1/6
[13072] ['2/7', '1/2', '1', '9/5', '8'] -> (1 + 9/5) * (8 + 2/7 / 1/2)
[13073] ['1/8', '7/5', '7/3', '7', '9'] -> 9 + 7 / (1/8 * (7/5 + 7/3))
[13074] ['3/8', '1/2', '7/5', '4', '6'] -> (4 + 6) / (3/8 / (7/5 - 1/2))
[13075] ['8/7', '5/4', '7/5', '2', '5'] -> 7/5 * 5 * (2 + 8/7 * 5/4)
[13076] ['1/7', '2/5', '3/2', '2', '3'] -> 3/2 * (3 / 1/7 - 2 / 2/5)
[13077] ['4/5', '6/7', '3', '7/2', '6'] -> 4/5 * 7/2 * (6 + 6/7 * 3)
[13078] ['2/5', '3/7', '8/9', '3', '7'] -> (8/9 + 3) * (7 - (2/5 + 3/7))
[13079] ['7/9', '7/8', '8/7', '3', '3'] -> 3 / (8/7 * (7/8 - 7/9)) - 3
[13080] ['1/8', '7/5', '8/3', '7', '9'] -> 9 + 7 / (8/3 * 1/8 * 7/5)
[13081] ['5/7', '1', '4/3', '8/5', '4'] -> 4 / (4/3 / (5/7 * 8/5) - 1)
[13082] ['1/4', '2/3', '7/9', '3', '5'] -> (2/3 / 3 + 7/9 + 5) / 1/4
[13083] ['5/9', '3', '7/2', '7/2', '4'] -> 3 * 7/2 + (7/2 + 4) / 5/9
[13084] ['1/7', '2/5', '5/9', '2', '8'] -> 8 / (1/7 + 2) / (5/9 - 2/5)
[13085] ['5/7', '1', '4/3', '5/3', '4'] -> 4/3 / (5/7 + 1 - 5/3) - 4
[13086] ['8/7', '5/4', '9/5', '2', '5'] -> 5 * (5/4 + 9/5 + 2 / 8/7)
[13087] ['1/4', '2/3', '8/7', '3', '5'] -> (3 + 5) / (2/3 / 8/7 - 1/4)
[13088] ['9/8', '7/5', '7/3', '4', '9'] -> (4 + 9) / (7/3 / 7/5 - 9/8)
[13089] ['1/9', '8/5', '5/3', '3', '6'] -> 8/5 / 1/9 / (6 / 5/3 - 3)
[13090] ['1/7', '2/5', '2', '7/3', '3'] -> (3 + 2 / 2/5) / (1/7 * 7/3)
[13091] ['4/7', '7/9', '5/6', '6', '8'] -> 6 * 8 * (5/6 / 7/9 - 4/7)
[13092] ['2/5', '3/7', '7/6', '3', '7'] -> 3/7 * 3 * (7/6 + 7 / 2/5)
[13093] ['4/7', '4/7', '3/5', '3', '4'] -> 4 * (4/7 / 4/7 + 3 / 3/5)
[13094] ['8/7', '5/4', '2', '7/3', '5'] -> 2 * 7/3 * (8/7 + 5 / 5/4)
[13095] ['1/8', '3/2', '8/5', '7', '9'] -> 7 + 8/5 * (9 + 1/8 + 3/2)
[13096] ['2/7', '5/9', '5/8', '1', '8'] -> 5/9 / 5/8 * (8 / 2/7 - 1)
[13097] ['1/7', '2/5', '3/4', '2', '8'] -> (2/5 + 8) / (3/4 / (1/7 + 2))
[13098] ['2/5', '3/7', '9/7', '3', '7'] -> 9/7 / (3/7 - 2/5) - 3 * 7
[13099] ['4/7', '7/9', '7/8', '6', '8'] -> 8 / (4/7 * 6) / (7/8 - 7/9)
[13100] ['1/6', '7/9', '4/5', '3', '8'] -> 3 / (1/6 / 7/9) + 8 / 4/5
[13101] ['4/7', '4/7', '7/9', '3', '4'] -> (4 / 7/9 - 4/7) / (4/7 / 3)
[13102] ['8/7', '5/4', '2', '8/3', '5'] -> (2 + 8/3) * (8/7 + 5 / 5/4)
[13103] ['5/7', '1', '4/3', '7/3', '4'] -> 4 * (4/3 + (1 + 7/3) / 5/7)
[13104] ['2/7', '5/9', '5/7', '1', '8'] -> 8 / (5/9 * (1 - 2/7 / 5/7))
[13105] ['4/7', '7/9', '9/8', '6', '8'] -> 9/8 * 6 * 8 * 4/7 * 7/9
[13106] ['7/9', '7/8', '3/2', '3', '3'] -> 3 * 3 / (3/2 - 7/8 / 7/9)
[13107] ['1/8', '8/5', '9/4', '7', '9'] -> 9 + 8/5 * (7 + 1/8 + 9/4)
[13108] ['2/7', '5/9', '3/4', '1', '8'] -> 8 / (2/7 * 3/4) / (5/9 + 1)
[13109] ['1/6', '7/9', '7/8', '3', '8'] -> 8 + 3 / (7/8 * 1/6 / 7/9)
[13110] ['1/7', '2/5', '7/8', '2', '8'] -> (8 - 2 / 2/5) / (1/7 * 7/8)
[13111] ['4/7', '4/7', '5/6', '3', '4'] -> (3 * 4 - 4/7) / (4/7 * 5/6)
[13112] ['4/5', '7/8', '4/3', '3', '6'] -> 3 / (4/3 * (7/8 - 4/5)) - 6
[13113] ['3/8', '5/9', '7/8', '4', '6'] -> 4 / (5/9 - 7/8 / (3/8 * 6))
[13114] ['1/8', '8/5', '8/3', '7', '9'] -> (9 / 8/5 - 7 / 8/3) / 1/8
[13115] ['1/7', '2/5', '8/9', '2', '8'] -> 8/9 * (2 / (1/7 * 2/5) - 8)
[13116] ['5/7', '1', '4/3', '4', '9/2'] -> 4 / (4/3 / (1 - 5/7) - 9/2)
[13117] ['9/8', '8/5', '5/2', '4', '9'] -> 4 * 8/5 * 5/2 + 9 / 9/8
[13118] ['1/9', '7/4', '9/5', '3', '6'] -> 6 / (1/9 * 9/5) / (3 - 7/4)
[13119] ['8/7', '9/7', '7/5', '2', '5'] -> 9/7 + 5 * (2 + 8/7 + 7/5)
[13120] ['1/7', '2/5', '9/8', '2', '8'] -> (2 / (1/7 * 2/5) - 8) / 9/8
[13121] ['1/6', '7/9', '5/4', '3', '8'] -> 5/4 * 8 + 3 / (1/6 / 7/9)
[13122] ['4/7', '7/9', '5/4', '6', '8'] -> (6 + 8 / 7/9) / (5/4 - 4/7)
[13123] ['1/7', '3/7', '8/9', '2', '3'] -> (3 + 3/7 * 2) / (1/7 / 8/9)
[13124] ['3/8', '5/9', '7/6', '4', '6'] -> 7/6 / ((4 - 3/8) / 6 - 5/9)
[13125] ['1/9', '9/5', '9/4', '3', '6'] -> 9/4 * 6 * (1/9 + 3 / 9/5)
[13126] ['1/7', '2/5', '7/6', '2', '8'] -> (2 + 8) / (7/6 * 1/7 / 2/5)
[13127] ['4/5', '7/8', '7/3', '3', '6'] -> 7/3 * (6 + 3 / (4/5 * 7/8))
[13128] ['2/5', '3/7', '7/3', '3', '7'] -> (3 + 7) / 2/5 - 3/7 * 7/3
[13129] ['1/7', '3/7', '7/6', '2', '3'] -> (3/7 * 2 + 3 / 7/6) / 1/7
[13130] ['1/6', '7/9', '7/5', '3', '8'] -> 8 / (7/9 / (1/6 * 7/5) - 3)
[13131] ['1/4', '5/7', '7/8', '3', '5'] -> 3 / (1/4 - 5/7 * 7/8 / 5)
[13132] ['4/7', '7/9', '7/5', '6', '8'] -> 7/9 * 6 * (8 / 7/5 - 4/7)
[13133] ['4/7', '4/7', '6/5', '3', '4'] -> (3 * 4 - 4/7) / (4/7 / 6/5)
[13134] ['1/9', '9/5', '5/2', '3', '6'] -> (6 - 3 / 5/2) / (1/9 * 9/5)
[13135] ['1/7', '2/5', '4/3', '2', '8'] -> (2/5 + 8) * 4/3 * (1/7 + 2)
[13136] ['9/8', '7/4', '9/5', '4', '9'] -> (7/4 + 9 / 9/5) / (9/8 / 4)
[13137] ['3/8', '5/9', '4/3', '4', '6'] -> (4/3 - 4 + 6 / 3/8) / 5/9
[13138] ['1/6', '7/9', '8/5', '3', '8'] -> (1/6 + 7/9 * 3) * (8/5 + 8)
[13139] ['4/5', '7/8', '3', '9/2', '6'] -> (3 * 9/2 + 6 / 4/5) / 7/8
[13140] ['4/7', '4/7', '5/4', '3', '4'] -> 3 / (5/4 - (4/7 + 4/7)) - 4
[13141] ['1/9', '9/5', '8/3', '3', '6'] -> 8/3 * (3 / (1/9 * 9/5) - 6)
[13142] ['7/9', '7/8', '8/3', '3', '3'] -> 8/3 / (3 / 3 - 7/9 / 7/8)
[13143] ['1/7', '3/7', '7/5', '2', '3'] -> (3 / 7/5 - 3/7) / (1/7 / 2)
[13144] ['2/5', '3/7', '3', '7/2', '7'] -> 3/7 * (7/2 + 7 / (2/5 / 3))
[13145] ['3/8', '5/9', '7/5', '4', '6'] -> (6 + 5/9 * (7/5 + 4)) / 3/8
[13146] ['1/7', '2/5', '3/2', '2', '8'] -> (2/5 + 8) * (3/2 * 2 - 1/7)
[13147] ['1/6', '7/9', '7/4', '3', '8'] -> 8 / (3 - 7/9 / (1/6 * 7/4))
[13148] ['7/9', '7/8', '3', '3', '7/2'] -> 3 / (7/2 - 3 / (7/9 / 7/8))
[13149] ['9/8', '7/4', '4', '9/2', '9'] -> 4 * 9 / (7/4 - 9/8 / 9/2)
[13150] ['1/4', '5/7', '7/6', '3', '5'] -> 3 / (7/6 * (1/4 - 5/7 / 5))
[13151] ['2/5', '4/9', '4/9', '3', '7'] -> (3 + 7) / 2/5 - 4/9 / 4/9
[13152] ['5/7', '1', '7/5', '9/5', '4'] -> 4 / (7/5 / 5/7 - 9/5) - 1
[13153] ['2/7', '5/9', '1', '8/7', '8'] -> 8 / (8/7 / (2/7 + 1) - 5/9)
[13154] ['7/9', '8/9', '8/9', '3', '3'] -> 8/9 / (8/9 / 3 - 7/9 / 3)
[13155] ['1/6', '7/9', '9/4', '3', '8'] -> 8 / (1/6 / 9/4 + 7/9 / 3)
[13156] ['3/8', '5/9', '8/5', '4', '6'] -> 4 / 6 / (3/8 - 5/9 / 8/5)
[13157] ['4/7', '7/9', '9/5', '6', '8'] -> 6 * (8 / 9/5 - 4/7 * 7/9)
[13158] ['8/7', '4/3', '7/5', '2', '5'] -> 4/3 * 5 * (2 + 8/7 * 7/5)
[13159] ['1/7', '2/5', '7/4', '2', '8'] -> 8 * (1/7 + 2 / (2/5 * 7/4))
[13160] ['7/9', '8/9', '9/8', '3', '3'] -> (3 + 3) / (9/8 - 7/9 / 8/9)
[13161] ['4/5', '8/9', '9/7', '3', '6'] -> (8/9 + 3) * 6 * 4/5 * 9/7
[13162] ['9/8', '9/5', '7/3', '4', '9'] -> (4 - 7/3) * 9 / (9/8 / 9/5)
[13163] ['2/5', '4/9', '5/8', '3', '7'] -> 7 / (4/9 * 5/8) - 2/5 * 3
[13164] ['1/7', '4/9', '5/8', '2', '3'] -> 3 / (2 / 4/9 - 5/8 / 1/7)
[13165] ['1/8', '9/5', '9/4', '7', '9'] -> 9 / (9/4 / 9/5 - 1/8 * 7)
[13166] ['9/8', '9/5', '5/2', '4', '9'] -> (9 + 4 * 9/5 * 5/2) / 9/8
[13167] ['1/8', '1/8', '2/5', '3', '6'] -> 3 / (2/5 * (1/8 + 1/8)) - 6
[13168] ['4/5', '8/9', '8/5', '3', '6'] -> 6 * (8/5 / 8/9 - (4/5 - 3))
[13169] ['5/7', '1', '7/5', '5/2', '4'] -> 7/5 * 5/2 * 4 * (5/7 + 1)
[13170] ['1/4', '5/7', '3/2', '3', '5'] -> (5 / 5/7 - 3) / (1/4 / 3/2)
[13171] ['1/7', '4/9', '5/7', '2', '3'] -> 2 / (1/7 / 4/9 - 5/7 / 3)
[13172] ['1/7', '2/5', '2', '7/3', '8'] -> 2 / 2/5 + 7/3 * (1/7 + 8)
[13173] ['1/8', '1/8', '5/9', '3', '6'] -> 3 / (1/8 / 5/9 - 1/8) - 6
[13174] ['1/7', '2/5', '2', '5/2', '8'] -> 8 / (1/7 * 5/2) - (2/5 - 2)
[13175] ['1/8', '9/5', '7/2', '7', '9'] -> (9 / 9/5 - 7 / 7/2) / 1/8
[13176] ['2/7', '5/9', '1', '4/3', '8'] -> 8 / (2/7 / 4/3) / (5/9 + 1)
[13177] ['9/8', '7/3', '7/3', '4', '9'] -> (4 - 7/3 / 7/3) / (9/8 / 9)
[13178] ['2/5', '4/9', '3/4', '3', '7'] -> 3/4 + 3 / 2/5 + 7 / 4/9
[13179] ['4/7', '4/5', '7/8', '6', '8'] -> 7/8 + (8 + 6 / 4/7) / 4/5
[13180] ['4/5', '8/9', '9/4', '3', '6'] -> 4/5 * 6 * (3 + 8/9 * 9/4)
[13181] ['4/7', '3/5', '7/9', '3', '4'] -> 3 * (4 / (3/5 * 7/9) - 4/7)
[13182] ['5/7', '1', '7/5', '7/2', '4'] -> (1 + 7/5) * 4 * 5/7 * 7/2
[13183] ['2/7', '5/9', '1', '7/5', '8'] -> 8 / (5/9 * (1 - 2/7 * 7/5))
[13184] ['1/4', '5/7', '9/5', '3', '5'] -> (5/7 + 5) * (9/5 / 1/4 - 3)
[13185] ['1/7', '2/5', '2', '8/3', '8'] -> 8 / 1/7 / (2 / 2/5 - 8/3)
[13186] ['4/7', '4/5', '8/9', '6', '8'] -> (8 / (8/9 - 4/7) - 6) / 4/5
[13187] ['1/6', '4/5', '9/7', '3', '8'] -> 3 / (1/6 * 9/7) + 8 / 4/5
[13188] ['1/8', '7/3', '5/2', '7', '9'] -> 9 / (7 / 7/3 - (1/8 + 5/2))
[13189] ['1/4', '5/7', '7/3', '3', '5'] -> (3 + 5 / (5/7 * 7/3)) / 1/4
[13190] ['3/8', '4/7', '7/9', '4', '6'] -> 6 / (3/8 * 7/9) - (4/7 - 4)
[13191] ['1/7', '3/7', '4/9', '2', '8'] -> 2 / (1/7 / 3/7) + 8 / 4/9
[13192] ['1/7', '4/9', '8/9', '2', '3'] -> (8/9 + 4/9 / 1/7) * 2 * 3
[13193] ['2/7', '5/9', '1', '8/5', '8'] -> 5/9 * 8/5 * (8 / 2/7 - 1)
[13194] ['1/8', '7/3', '9/2', '7', '9'] -> 9/2 / 1/8 - (9 + 7 / 7/3)
[13195] ['1/4', '5/7', '5/2', '3', '5'] -> 3 + (5 + 5/2 / 1/4) / 5/7
[13196] ['2/7', '5/9', '1', '5/3', '8'] -> 8 / 2/7 - (1 + 5/3 / 5/9)
[13197] ['5/7', '1', '3/2', '9/5', '4'] -> 4 / (3/2 / (5/7 * 9/5) - 1)
[13198] ['7/9', '8/9', '5/2', '3', '3'] -> 3 / (3 * 7/9 / 8/9 - 5/2)
[13199] ['8/7', '7/5', '7/5', '2', '5'] -> 8/7 * 5 * (7/5 + 7/5 * 2)
[13200] ['1/6', '4/5', '9/4', '3', '8'] -> ((8 - 3) / 4/5 - 9/4) / 1/6
[13201] ['1/8', '1/7', '2/9', '3', '6'] -> 1/8 * (3 + 6 / (1/7 * 2/9))
[13202] ['1/7', '1/7', '1/7', '7', '9'] -> (9 - 1/7) / (1/7 + 1/7) - 7
[13203] ['5/7', '1', '3/2', '9/4', '4'] -> 1 / (9/4 - (5/7 + 3/2)) - 4
[13204] ['8/7', '7/5', '3/2', '2', '5'] -> 3/2 * 2 * 5 * 8/7 * 7/5
[13205] ['1/7', '4/9', '7/6', '2', '3'] -> 2 / (7/6 * 1/7 * 4/9) - 3
[13206] ['7/9', '8/9', '3', '3', '7/2'] -> (3 + 3) * 7/2 / (7/9 / 8/9)
[13207] ['4/7', '4/5', '3/2', '6', '8'] -> 4/5 * 3/2 * (6 + 8 / 4/7)
[13208] ['3/8', '4/7', '8/9', '4', '6'] -> 8/9 * 6 + 4 / (3/8 * 4/7)
[13209] ['2/5', '4/9', '8/7', '3', '7'] -> 7 * (8/7 / (2/5 * 4/9) - 3)
[13210] ['1/6', '4/5', '7/3', '3', '8'] -> (7/3 + 8 / 3) / (1/6 / 4/5)
[13211] ['4/5', '9/8', '7/6', '3', '6'] -> 9/8 * (6 / (4/5 / 3) - 7/6)
[13212] ['4/7', '3/5', '7/6', '3', '4'] -> 7/6 * (4/7 + 4 / (3/5 / 3))
[13213] ['1/4', '5/7', '3', '9/2', '5'] -> 9/2 + (1/4 + 5) * (5/7 + 3)
[13214] ['7/9', '9/8', '9/8', '3', '3'] -> (3 + 3) / (9/8 - 7/9 * 9/8)
[13215] ['3/8', '4/7', '7/6', '4', '6'] -> 7/6 * (4/7 + 4 + 6 / 3/8)
[13216] ['1/7', '1/7', '1/5', '7', '9'] -> (1/7 + 1/5) * (7 + 9 / 1/7)
[13217] ['1/7', '4/9', '4/9', '2', '8'] -> 8 / (1/7 / 4/9) - 4/9 * 2
[13218] ['1/4', '3/4', '6/7', '3', '5'] -> 3 * 5 / (3/4 / 6/7 - 1/4)
[13219] ['5/7', '1', '3/2', '4', '9/2'] -> (1 + 4) * (9/2 / 5/7 - 3/2)
[13220] ['4/7', '3/5', '9/7', '3', '4'] -> 3 * (4 / (3/5 / 9/7) - 4/7)
[13221] ['1/7', '4/9', '9/7', '2', '3'] -> 9/7 * 2 * 3 / (1/7 / 4/9)
[13222] ['2/5', '4/9', '5/4', '3', '7'] -> (7 / (4/9 * 5/4) - 3) / 2/5
[13223] ['4/7', '3/5', '4/3', '3', '4'] -> (4/7 + 4/3) * (3/5 + 3 * 4)
[13224] ['1/7', '4/9', '3/5', '2', '8'] -> 8 / (1/7 + 2) / (3/5 - 4/9)
[13225] ['8/7', '7/6', '7/6', '4', '9'] -> 7/6 * 9 * (4 / 7/6 - 8/7)
[13226] ['5/7', '1', '8/5', '5/3', '4'] -> 8/5 * 4 / (5/3 - 1 / 5/7)
[13227] ['1/7', '4/9', '4/3', '2', '3'] -> 4/3 * 2 / (4/9 / 1/7 - 3)
[13228] ['3/8', '4/7', '4/3', '4', '6'] -> (4 + 6 / (3/8 * 4/7)) / 4/3
[13229] ['1/7', '1/7', '4/9', '7', '9'] -> 4/9 * 9 * (7 - 1/7 / 1/7)
[13230] ['7/9', '9/8', '5/4', '3', '3'] -> 3 * 3 / (5/4 - 7/9 * 9/8)
[13231] ['4/7', '3/5', '3/2', '3', '4'] -> (3/5 + 3/2) * (3 * 4 - 4/7)
[13232] ['8/7', '3/2', '8/5', '2', '5'] -> (3/2 + 2) * (8/5 * 5 - 8/7)
[13233] ['3/8', '4/7', '7/5', '4', '6'] -> 4 + 6 / (7/5 * 3/8 * 4/7)
[13234] ['2/5', '4/9', '4/3', '3', '7'] -> 4/3 / (3 / 2/5 - (4/9 + 7))
[13235] ['4/7', '3/5', '8/5', '3', '4'] -> 3 * (4 / 4/7 - (3/5 - 8/5))
[13236] ['8/7', '7/6', '5/4', '4', '9'] -> (4 - 8/7) * 9 * 7/6 / 5/4
[13237] ['4/7', '4/5', '9/2', '6', '8'] -> 4/7 * 4/5 * (9/2 + 6 * 8)
[13238] ['2/5', '4/9', '7/5', '3', '7'] -> ((7 - 7/5) / 4/9 - 3) / 2/5
[13239] ['4/7', '3/5', '5/3', '3', '4'] -> 3 * (3/5 * 5/3 + 4 / 4/7)
[13240] ['8/7', '7/6', '4/3', '4', '9'] -> (8/7 + 9 / (7/6 / 4)) / 4/3
[13241] ['2/5', '4/9', '5/3', '3', '7'] -> (2/5 * 5/3 + 3 + 7) / 4/9
[13242] ['4/7', '3/5', '7/4', '3', '4'] -> 4 * (4/7 * 7/4 + 3 / 3/5)
[13243] ['1/7', '1/7', '3/4', '7', '9'] -> 9 * (1/7 + 1/7) / (3/4 / 7)
[13244] ['5/7', '1', '8/5', '7/3', '4'] -> (1 + 7/3) * (8/5 + 4 / 5/7)
[13245] ['8/7', '3/2', '9/5', '2', '5'] -> 8/7 * 2 * (3/2 + 9/5 * 5)
[13246] ['4/5', '8/7', '7/6', '3', '6'] -> 6 * (8/7 / 4/5 + 3 / 7/6)
[13247] ['7/9', '9/8', '3/2', '3', '3'] -> 3 / 3 / (7/9 * 3/2 - 9/8)
[13248] ['2/7', '4/7', '1', '7/5', '8'] -> (1 + 7/5) * (8 + 4/7 / 2/7)
[13249] ['1/4', '7/9', '7/8', '3', '5'] -> 3 / (1/4 * 5 - 7/8 / 7/9)
[13250] ['4/7', '5/6', '9/8', '6', '8'] -> 8 / (9/8 - 5/6) - 4/7 * 6
[13251] ['4/7', '3/5', '9/4', '3', '4'] -> 3 / 4 / (3/5 - 4/7) - 9/4
[13252] ['5/7', '1', '8/5', '7/2', '4'] -> 8/5 * 7/2 * (4 - (5/7 - 1))
[13253] ['4/5', '8/7', '5/4', '3', '6'] -> 8/7 * 3 * (6 + 4/5 * 5/4)
[13254] ['8/7', '6/5', '6/5', '4', '9'] -> (4 - 6/5) * 9 * 8/7 / 6/5
[13255] ['2/7', '4/7', '1', '8/5', '8'] -> 8/5 * (8 / (2/7 / 4/7) - 1)
[13256] ['8/7', '3/2', '2', '7/3', '5'] -> 7/3 * (5 + 2 * (8/7 + 3/2))
[13257] ['1/4', '7/9', '9/8', '3', '5'] -> 3 * 5 / (7/9 * 9/8 - 1/4)
[13258] ['4/7', '3/5', '7/3', '3', '4'] -> 3 * (4/7 * 7/3 + 4 / 3/5)
[13259] ['3/8', '4/7', '5/2', '4', '6'] -> (5/2 - 4 + 6 / 4/7) / 3/8
[13260] ['4/7', '5/6', '5/4', '6', '8'] -> 5/4 + (8 + 5/6 * 6) / 4/7
[13261] ['1/7', '4/9', '2', '7/3', '3'] -> (7/3 + 3) / (1/7 * (2 - 4/9))
[13262] ['2/7', '4/7', '1', '9/5', '8'] -> (9/5 - 1) / (2/7 / (4/7 + 8))
