[62658] ['1/4', '3/8', '5/9', '5', '8'] -> (5 / 5/9 - 3/8 * 8) / 1/4
[68092] ['5/8', '7/5', '9/5', '4', '6'] -> 9/5 / (7/5 / (6 - 4) - 5/8)
[68093] ['4/7', '5/8', '1', '7/5', '9'] -> 9 / (5/8 * 7/5) / (1 - 4/7)
[68094] ['1/6', '2/9', '6/7', '7', '7'] -> 6/7 * 7 + 7 / (1/6 + 2/9)
[68095] ['3/8', '7/6', '9/7', '5', '8'] -> 5 / (3/8 / 9/7) + 8 / 7/6
[68096] ['4/9', '4/9', '9/2', '9', '9'] -> (9/2 + 9) * 9 * 4/9 * 4/9
[68097] ['2/5', '3/7', '9/5', '2', '5'] -> (2 + 5) / (2/5 / (9/5 - 3/7))
[68098] ['1/9', '7/3', '7/2', '4', '4'] -> 7/3 * 4 / (4 - (1/9 + 7/2))
[68099] ['1', '9/8', '9/7', '5/2', '6'] -> 6 * (1 + 5/2) / (9/8 / 9/7)
[68100] ['3/8', '4/7', '4/7', '2', '2'] -> (4/7 + 2) * 2 / (3/8 * 4/7)
[68101] ['1/6', '2/9', '7/8', '7', '7'] -> 7 / (1/6 * 2/9) / (7/8 + 7)
[68102] ['5/8', '5/8', '1', '1', '7/6'] -> (1 + 1) / (5/8 + 5/8 - 7/6)
[68103] ['3/8', '7/6', '8/5', '5', '8'] -> (3/8 + 5 / 8/5) / (7/6 / 8)
[68104] ['4/9', '1/2', '5/9', '9', '9'] -> (9 + 9) / (5/9 / 4/9 - 1/2)
[68105] ['1/9', '5/2', '5/2', '4', '4'] -> 5/2 + 5/2 / 1/9 - 4 / 4
[68106] ['5/8', '5/8', '1', '1', '6/5'] -> 1 / ((5/8 + 5/8) / 6/5 - 1)
[68107] ['1/6', '2/9', '9/8', '7', '7'] -> 7 / (1/6 * 2/9) / (9/8 * 7)
[68108] ['4/7', '9/4', '9/2', '5', '6'] -> 4/7 * 6 * (5 + 9/2 / 9/4)
[68109] ['2/5', '3/7', '2', '7/3', '5'] -> 5 / (2/5 / 2) - 3/7 * 7/3
[68110] ['1', '9/8', '4/3', '4/3', '6'] -> 6 * (1 + 9/8 * (4/3 + 4/3))
[68111] ['3/7', '1', '3/2', '3/2', '2'] -> 2 / (1 / 3/7 - 3/2 * 3/2)
[68112] ['1/9', '5/2', '7/2', '4', '4'] -> 4 / (1/9 / 4) / (5/2 + 7/2)
[68113] ['3/8', '7/6', '9/5', '5', '8'] -> 8 / (7/6 / 3/8 - 5 / 9/5)
[68114] ['1/6', '1', '6/5', '7/4', '6'] -> 6/5 / 7/4 * (6 / 1/6 - 1)
[68115] ['4/9', '8/7', '5/4', '6', '6'] -> 8/7 * (5/4 * 6 + 6 / 4/9)
[68116] ['5/8', '7/5', '8/3', '4', '6'] -> 8/3 * (7/5 + 4) + 6 / 5/8
[68117] ['4/7', '7/3', '7/3', '5', '6'] -> 6 * (4/7 * 7/3 - (7/3 - 5))
[68118] ['4/9', '1/2', '3/5', '9', '9'] -> 3/5 * ((9 + 9) / 4/9 - 1/2)
[68119] ['1', '9/8', '4/3', '7/5', '6'] -> (1 + 6) / (7/5 * (4/3 - 9/8))
[68120] ['3/5', '8/9', '1', '5/4', '7'] -> (7 + 1 / 3/5) / (5/4 - 8/9)
[68121] ['3/8', '7/6', '9/4', '5', '8'] -> 8 / (7/6 - 5 * 3/8 / 9/4)
[68122] ['1/6', '1', '6/5', '9/4', '6'] -> 6 / (1/6 * 6/5) / (9/4 - 1)
[68123] ['4/9', '8/7', '4/3', '6', '6'] -> 6 / (4/9 - 4/3 / (8/7 * 6))
[68124] ['5/8', '7/5', '4', '9/2', '6'] -> 6 / (9/2 / 4 - 5/8 * 7/5)
[68125] ['4/7', '5/8', '1', '5/2', '9'] -> ((1 + 9) / 4/7 - 5/2) / 5/8
[68126] ['5/8', '5/8', '1', '1', '4/3'] -> (1 + 1) / (4/3 - (5/8 + 5/8))
[68127] ['3/8', '4/7', '3/4', '2', '2'] -> 2 / (3/8 - 3/4 / (4/7 + 2))
[68128] ['4/7', '5/2', '5/2', '5', '6'] -> 5/2 * 6 / (5 - 5/2 / 4/7)
[68129] ['1', '9/8', '4/3', '9/5', '6'] -> (4/3 + 1 / 9/8) * 9/5 * 6
[68130] ['4/9', '8/7', '7/5', '6', '6'] -> 7/5 * (8/7 + 6 * 4/9 * 6)
[68131] ['1/6', '1', '5/4', '9/7', '6'] -> 6 / (9/7 * (1/6 + 1) - 5/4)
[68132] ['1/9', '4', '4', '9/2', '9/2'] -> 4 + 4 * (9/2 + 1/9 * 9/2)
[68133] ['3/7', '1', '3/2', '7/4', '2'] -> 2 / (3/7 * 7/4 - 1 / 3/2)
[68134] ['1/6', '2/9', '5/4', '7', '7'] -> (1/6 + 7) / 2/9 - (5/4 + 7)
[68135] ['2/5', '4/9', '4/9', '2', '5'] -> 5 / (2/5 / 2) - 4/9 / 4/9
[68136] ['4/7', '5/2', '8/3', '5', '6'] -> 8/3 * (5/2 + 5 / 4/7) - 6
[68137] ['4/9', '8/7', '3/2', '6', '6'] -> 8/7 * (3/2 + 6 + 6 / 4/9)
[68138] ['5/8', '5/8', '1', '1', '3/2'] -> 1 / (5/8 - 1 + 5/8 / 3/2)
[68139] ['4/7', '5/8', '1', '7/2', '9'] -> 9 / (4/7 * 7/2 - (5/8 + 1))
[68140] ['1', '9/8', '7/5', '7/5', '6'] -> 1 / (7/5 - 9/8 - 7/5 / 6)
[68141] ['4/9', '1/2', '4/5', '9', '9'] -> 9 / (4/9 - 1/2 / 4/5 / 9)
[68142] ['1/6', '2/9', '9/7', '7', '7'] -> 9/7 / (1/6 / 2/9) * (7 + 7)
[68143] ['5/8', '5/8', '1', '1', '8/5'] -> 5/8 / (5/8 + 1 - 8/5) - 1
[68144] ['4/7', '5/8', '1', '9/2', '9'] -> (9/2 + 9) / 4/7 - (5/8 - 1)
[68145] ['2/9', '3/5', '5/7', '1', '5'] -> (5 / 5/7 - 1 / 3/5) / 2/9
[68146] ['1/6', '1', '9/7', '9/7', '6'] -> (6 - (1 + 9/7 / 9/7)) / 1/6
[68147] ['4/7', '9/2', '9/2', '5', '6'] -> 6 / (9/2 + 9/2 - 5 / 4/7)
[68148] ['4/9', '8/7', '5/3', '6', '6'] -> 6 * (5/3 + 6 * 4/9 / 8/7)
[68149] ['1/8', '1/8', '2/5', '4', '4'] -> (4 / 2/5 - 4) / (1/8 + 1/8)
[68150] ['1', '9/8', '7/5', '5/3', '6'] -> (6 + 1 / 5/3) / (7/5 - 9/8)
[68151] ['2/9', '3/5', '3/4', '1', '5'] -> (1 + 3/5 * 5) / (2/9 * 3/4)
[68152] ['4/7', '2/3', '7/9', '1', '9'] -> (9 + 2/3 + 1) / (4/7 * 7/9)
[68153] ['1/6', '1', '9/7', '4/3', '6'] -> 6 + (1 + 4/3) / (1/6 / 9/7)
[68154] ['3/8', '6/5', '7/4', '5', '8'] -> 3/8 * 5 * (7/4 * 8 - 6/5)
[68155] ['3/5', '3/5', '3/4', '5', '6'] -> 3/5 / (3/4 * 5 / 6 - 3/5)
[68156] ['4/9', '8/7', '7/4', '6', '6'] -> 6 + (6 + 8/7 * 7/4) / 4/9
[68157] ['3/7', '1', '3/2', '2', '8/3'] -> (1 + 3/2 / 3/7) * 2 * 8/3
[68158] ['3/8', '4/7', '9/8', '2', '2'] -> 3/8 * 2 / (2 - 9/8 / 4/7)
[68159] ['3/5', '8/9', '1', '9/5', '7'] -> 9/5 * 7 / (1 / 8/9 - 3/5)
[68160] ['4/9', '8/7', '9/5', '6', '6'] -> (6 + 6 / 9/5) / (4/9 / 8/7)
[68161] ['3/7', '1', '3/2', '2', '7/2'] -> 2 * (3/2 + (1 + 7/2) / 3/7)
[68162] ['4/9', '1/2', '6/5', '9', '9'] -> 9 / 4/9 + 9 * 1/2 / 6/5
[68163] ['3/8', '6/5', '7/3', '5', '8'] -> (8 + 6/5 / 3/8) / (7/3 / 5)
[68164] ['3/8', '4/7', '7/6', '2', '2'] -> 2 / (3/8 * 2 - 4/7 * 7/6)
[68165] ['3/5', '3/5', '6/7', '5', '6'] -> 5 * (3/5 + 6 * 3/5 / 6/7)
[68166] ['4/9', '8/7', '9/4', '6', '6'] -> 6 + 8/7 * (9/4 + 6 / 4/9)
[68167] ['4/9', '1/2', '5/4', '9', '9'] -> 9 / (4/9 - 1/2 * 5/4 / 9)
[68168] ['1/6', '1', '9/7', '5/3', '6'] -> (1 - 5/3 + 6 / 9/7) / 1/6
[68169] ['1', '9/8', '7/5', '5/2', '6'] -> (1 + 7/5 * 5/2) / (9/8 / 6)
[68170] ['4/7', '2/3', '1', '9/8', '9'] -> (1 + 9 / 4/7) / 2/3 - 9/8
[68171] ['1/6', '1', '9/7', '9/5', '6'] -> 9/5 * (1 + 9/7) * (6 - 1/6)
[68172] ['2/5', '4/9', '5/6', '2', '5'] -> (5 + 2/5 * 5/6) / (4/9 / 2)
[68173] ['3/8', '5/4', '9/7', '5', '8'] -> 9/7 * (8 + 5 / (3/8 * 5/4))
[68174] ['3/5', '8/9', '1', '5/2', '7'] -> 5/2 * (3/5 + (1 + 7) / 8/9)
[68175] ['1/8', '1/8', '8/9', '4', '4'] -> 8/9 * ((4 - 1/8) / 1/8 - 4)
[68176] ['1/6', '1', '9/7', '8/3', '6'] -> 9/7 * 8/3 * 6 * (1/6 + 1)
[68177] ['4/9', '8/7', '8/3', '6', '6'] -> (6 - (8/3 - 6)) / (4/9 / 8/7)
[68178] ['5/8', '2/3', '2/3', '1', '1'] -> 1 / 2/3 / (1 - 5/8 / 2/3)
[68179] ['3/5', '3/5', '4/3', '5', '6'] -> 3/5 / (5 / (4/3 * 6) - 3/5)
[68180] ['1/6', '2/9', '7/2', '7', '7'] -> (7 / 2/9 - 7/2) / (1/6 * 7)
[68181] ['5/8', '9/5', '7/2', '4', '6'] -> 6 / (5/8 * 9/5 - 7/2 / 4)
[68182] ['4/9', '8/7', '7/2', '6', '6'] -> 7/2 * (6 + 8/7 / 4/9) - 6
[68183] ['1', '9/8', '7/5', '9/2', '6'] -> (1 + 7/5) * (6 + 9/2 / 9/8)
[68184] ['5/8', '2/3', '5/7', '1', '1'] -> 1 / 5/8 / (1 - 2/3 / 5/7)
[68185] ['3/5', '8/9', '1', '9/2', '7'] -> 3/5 * 9/2 * (7 + 8/9 + 1)
[68186] ['1/6', '2/9', '9/2', '7', '7'] -> (7 / 7 - (1/6 - 9/2)) / 2/9
[68187] ['3/8', '4/7', '3/2', '2', '2'] -> (3/2 + 2) / (3/8 / (4/7 + 2))
[68188] ['3/5', '3/5', '7/4', '5', '6'] -> 5 / (3/5 - (3/5 + 7/4) / 6)
[68189] ['3/8', '9/7', '8/5', '5', '8'] -> 9/7 * 5 * (8 - 8/5 / 3/8)
[68190] ['2/9', '3/5', '1', '7/4', '5'] -> (1 + 5 / 3/5) / (2/9 * 7/4)
[68191] ['5/8', '7/3', '4', '9/2', '6'] -> (7/3 * 4 - 6) / (5/8 / 9/2)
[68192] ['3/8', '9/7', '5/3', '5', '8'] -> 8 / 9/7 + (5/3 + 5) / 3/8
[68193] ['3/5', '5/8', '5/7', '5', '6'] -> 5/8 * 6 * (5 / 5/7 - 3/5)
[68194] ['4/7', '2/3', '1', '9/5', '9'] -> 9/5 * ((9 - 1) / 4/7 - 2/3)
[68195] ['3/8', '4/7', '7/4', '2', '2'] -> (4/7 + 2) * 2 / (3/8 / 7/4)
[68196] ['3/5', '1', '9/8', '7/6', '7'] -> 7 / (1 + 7/6 - 9/8 / 3/5)
[68197] ['5/8', '2/3', '8/9', '1', '1'] -> (2/3 + 1) / (5/8 * (1 - 8/9))
[68198] ['2/5', '4/9', '5/4', '2', '5'] -> (2/5 + 2) * (5 / 4/9 - 5/4)
[68199] ['5/8', '2/3', '1', '1', '9/8'] -> 1 / (9/8 - 2/3 * (5/8 + 1))
[68200] ['1/8', '1/8', '4', '4', '9/2'] -> (1/8 + 4 - 9/2 / 4) / 1/8
[68201] ['1', '9/8', '8/5', '5/3', '6'] -> 6 * (1 + 5/3 * 9/8 * 8/5)
[68202] ['4/7', '2/3', '1', '8/3', '9'] -> 1 / 8/3 + 9 / (4/7 * 2/3)
[68203] ['3/8', '9/7', '9/5', '5', '8'] -> (5 / 9/5 + 8 / 9/7) / 3/8
[68204] ['4/9', '5/9', '4/7', '9', '9'] -> (5/9 + 4/9 / 4/7) * (9 + 9)
[68205] ['4/9', '7/6', '9/7', '6', '6'] -> 9/7 * 6 * 6 * 4/9 * 7/6
[68206] ['1/6', '1/4', '5/9', '7', '7'] -> (7 + 7 - 1/6 / 1/4) / 5/9
[68207] ['2/3', '5/7', '3/4', '4', '6'] -> 6 / (5/7 - 2/3 * 3/4) - 4
[68208] ['1/6', '1', '7/5', '5/2', '6'] -> (6 - 1 / 5/2) / (1/6 * 7/5)
[68209] ['3/5', '1', '9/8', '4/3', '7'] -> 7 / (9/8 - 4/3 / (3/5 + 1))
[68210] ['5/8', '2/3', '1', '1', '6/5'] -> (1 + 1) / (5/8 * 6/5 - 2/3)
[68211] ['1/6', '1/4', '3/4', '7', '7'] -> (3/4 / 1/4 + 7 / 7) / 1/6
[68212] ['3/8', '9/7', '7/2', '5', '8'] -> 9/7 * 7/2 * (5 / 3/8 - 8)
[68213] ['4/9', '5/9', '4/5', '9', '9'] -> 5/9 * 9 * (4/5 + 4/9 * 9)
[68214] ['4/9', '7/6', '8/5', '6', '6'] -> 6 * (4/9 + 6 / 8/5) - 7/6
[68215] ['1/8', '1/7', '1/4', '4', '4'] -> (4 / (1/7 / 1/4) - 4) / 1/8
[68216] ['1', '9/8', '8/5', '5/2', '6'] -> 6 / (9/8 / (5/2 - 8/5) - 1)
[68217] ['3/8', '4/7', '2', '2', '8/3'] -> 2 * (8/3 + 2 / (3/8 * 4/7))
[68218] ['1/6', '1/4', '4/5', '7', '7'] -> 7 / 7 / (1/4 - 1/6 / 4/5)
[68219] ['4/9', '7/6', '5/3', '6', '6'] -> 6 * 6 / (7/6 * 5/3 - 4/9)
[68220] ['5/8', '2/3', '1', '1', '7/5'] -> 1 / 5/8 / (1 - 2/3 * 7/5)
[68221] ['2/9', '5/8', '4/5', '1', '5'] -> 1 + 5/8 * 4/5 + 5 / 2/9
[68222] ['2/3', '5/7', '7/8', '4', '6'] -> (4 + 6) / (7/8 * 2/3 * 5/7)
[68223] ['1/6', '1', '7/5', '9/2', '6'] -> 6 * (9/2 / (1 - 1/6) - 7/5)
[68224] ['4/7', '5/7', '6/7', '1', '9'] -> (1 + 4/7 + 5/7) / (6/7 / 9)
[68225] ['3/8', '4/7', '2', '2', '7/2'] -> (2 / 4/7 + 2 + 7/2) / 3/8
[68226] ['1', '9/8', '8/5', '7/2', '6'] -> 6 * (9/8 + 7/2 - 1 / 8/5)
[68227] ['4/9', '5/9', '7/8', '9', '9'] -> 9 / 9 / (5/9 * 7/8 - 4/9)
[68228] ['3/5', '2/3', '7/9', '5', '6'] -> (2/3 + 6 * 3/5 * 5) / 7/9
[68229] ['2/5', '4/9', '9/5', '2', '5'] -> 5 * (2/5 + 9/5 * (4/9 + 2))
[68230] ['5/8', '2/3', '1', '1', '9/5'] -> (2/3 + 1) / (5/8 - 1 / 9/5)
[68231] ['3/7', '1', '5/3', '2', '5/2'] -> 2 / (5/2 / (3/7 + 1) - 5/3)
[68232] ['1/8', '1/7', '2/5', '4', '4'] -> 2/5 * (4 / 1/8 + 4 / 1/7)
[68233] ['3/5', '2/3', '6/7', '5', '6'] -> 6/7 * 5 * (6 - 3/5 * 2/3)
[68234] ['3/8', '3/5', '3/5', '2', '2'] -> 3/5 / (2 / 2 - (3/8 + 3/5))
[68235] ['1/6', '1/4', '6/5', '7', '7'] -> 7 / 7 / (1/4 / 6/5 - 1/6)
[68236] ['4/9', '5/9', '9/8', '9', '9'] -> 9 / (4/9 - 5/9 * 9/8 / 9)
[68237] ['2/5', '4/9', '2', '9/4', '5'] -> 5 / (2/5 / 2) - 4/9 * 9/4
[68238] ['3/5', '1', '9/8', '7/3', '7'] -> 9/8 * (1 + 7/3) * (7 - 3/5)
[68239] ['5/8', '2/3', '1', '1', '8/3'] -> 1 / (5/8 * 2/3 - 1 / 8/3)
[68240] ['1/6', '1/4', '4/3', '7', '7'] -> (7 + 7 - 4/3 / 1/6) / 1/4
[68241] ['4/9', '5/9', '8/7', '9', '9'] -> 9 / 9 / (5/9 / 8/7 - 4/9)
[68242] ['2/5', '4/9', '2', '7/3', '5'] -> (7/3 - 2/5 / 2) / (4/9 / 5)
[68243] ['3/5', '2/3', '8/7', '5', '6'] -> (3/5 + 5) * (6 - 8/7 / 2/3)
[68244] ['3/8', '3/5', '2/3', '2', '2'] -> 2 / 2 / (2/3 - 3/8 / 3/5)
[68245] ['2/3', '5/7', '4/3', '4', '6'] -> 6 / (5/7 - 2/3 / 4/3) - 4
[68246] ['3/8', '7/5', '9/4', '5', '8'] -> 9/4 * (5 / (3/8 / 7/5) - 8)
[68247] ['4/9', '6/5', '4/3', '6', '6'] -> 6 * 6 * (4/3 / 6/5 - 4/9)
[68248] ['4/9', '5/9', '5/4', '9', '9'] -> 9 / 4/9 - (5/4 - 5/9 * 9)
[68249] ['3/5', '2/3', '9/7', '5', '6'] -> 9/7 * (2/3 + 6 * 3/5 * 5)
[68250] ['3/8', '7/5', '7/3', '5', '8'] -> 5 * (7/5 + 8) / (7/3 - 3/8)
[68251] ['3/5', '1', '9/8', '7/2', '7'] -> 1 / (7 - (9/8 + 7/2 / 3/5))
[68252] ['2/9', '5/8', '1', '6/5', '5'] -> (5 - 1) / (6/5 * 2/9 * 5/8)
[68253] ['1/6', '1/4', '9/5', '7', '7'] -> 9/5 * (7 + 7 - 1/6 / 1/4)
[68254] ['1/6', '1', '9/5', '9/5', '6'] -> (6 - (1 + 9/5 / 9/5)) / 1/6
[68255] ['2/5', '1/2', '5/9', '2', '5'] -> 5 / (2/5 * 5/9) - (1/2 - 2)
[68256] ['4/9', '5/9', '9/7', '9', '9'] -> 9 / 9/7 + (4/9 + 9) / 5/9
[68257] ['1', '9/8', '9/5', '9/5', '6'] -> (9/5 + 6) / (1 + 9/8 - 9/5)
[68258] ['4/7', '5/7', '1', '9/5', '9'] -> (9 + 5/7 * 9/5) / (1 - 4/7)
[68259] ['3/8', '7/5', '9/2', '5', '8'] -> 9/2 * (7/5 / 3/8 + 8 / 5)
[68260] ['1', '9/8', '9/5', '9/4', '6'] -> 1 / (9/8 + 9/4 - 6 / 9/5)
[68261] ['5/8', '5/7', '7/9', '1', '1'] -> 1 / (7/9 * (5/8 + 5/7) - 1)
[68262] ['1/6', '1', '9/5', '7/2', '6'] -> (6 / (9/5 - 1) - 7/2) / 1/6
[68263] ['2/9', '5/8', '1', '7/5', '5'] -> 5/8 * (1 + 7/5) + 5 / 2/9
[68264] ['4/9', '6/5', '7/2', '6', '6'] -> 6 / (7/2 / 6/5 - 4/9 * 6)
[68265] ['1', '9/8', '9/5', '7/3', '6'] -> (1 + 7/3 * 6) / (9/8 / 9/5)
[68266] ['3/8', '3/5', '5/6', '2', '2'] -> 3/5 / (2 / 5/6 - (3/8 + 2))
[68267] ['3/5', '1', '8/7', '7/6', '7'] -> 7 / (1 / (3/5 * 8/7) - 7/6)
[68268] ['4/9', '5/9', '5/2', '9', '9'] -> 9 + 9 * (5/9 + 4/9 * 5/2)
[68269] ['4/7', '5/7', '1', '9/2', '9'] -> (5/7 + 1) / (4/7 - 9/2 / 9)
[68270] ['1/6', '2/7', '2/5', '7', '7'] -> (2/7 + 2/5) * (7 / 1/6 - 7)
[68271] ['3/5', '1', '8/7', '5/4', '7'] -> (8/7 + 3/5 + 1) * 5/4 * 7
[68272] ['1', '9/8', '9/5', '9/2', '6'] -> 1 / (9/2 - 9/8 - 6 / 9/5)
[68273] ['1/8', '1/7', '5/6', '4', '4'] -> 4 / 4 / (1/8 / 1/7 - 5/6)
[68274] ['3/8', '3/5', '7/8', '2', '2'] -> 2 / ((3/8 + 7/8) / 3/5 - 2)
[68275] ['2/9', '5/8', '1', '7/4', '5'] -> (1 + 5) / (2/9 * (7/4 - 5/8))
[68276] ['5/8', '5/7', '7/8', '1', '1'] -> (1 + 1 / 7/8) / (5/7 - 5/8)
[68277] ['1/6', '2/7', '4/9', '7', '7'] -> (7 + 2/7 * 7) / (1/6 / 4/9)
[68278] ['3/8', '8/5', '7/3', '5', '8'] -> 7/3 + (5 + 8) / (3/8 * 8/5)
[68279] ['3/8', '3/5', '8/9', '2', '2'] -> 2 / (3/5 * (8/9 - 3/8 * 2))
[68280] ['1/8', '1/7', '8/9', '4', '4'] -> 4 / (1/8 + 1/7 / 4) - 8/9
[68281] ['1/6', '2/7', '1/2', '7', '7'] -> (1/2 + 7 / (2/7 * 7)) / 1/6
[68282] ['2/5', '1/2', '8/9', '2', '5'] -> 8/9 * (2 + 5 / (2/5 * 1/2))
[68283] ['4/9', '5/4', '7/5', '6', '6'] -> 6 / 4/9 + 6 * 5/4 * 7/5
[68284] ['2/3', '3/4', '9/5', '4', '6'] -> 6 / (3/4 / 9/5 - 2/3 / 4)
[68285] ['3/8', '8/5', '9/2', '5', '8'] -> 8/5 * (9/2 / 3/8 - (5 - 8))
[68286] ['4/9', '5/4', '3/2', '6', '6'] -> 4/9 * 6 * (3/2 + 5/4 * 6)
[68287] ['2/5', '1/2', '8/7', '2', '5'] -> (5 / 2/5 - 2) / (1/2 / 8/7)
[68288] ['1/5', '1/5', '5/9', '1', '6'] -> 6 / (1/5 / (1 - 5/9) - 1/5)
[68289] ['1', '9/8', '5/2', '7/2', '6'] -> (5/2 + 7/2 * (1 + 6)) / 9/8
[68290] ['1/6', '2/7', '4/7', '7', '7'] -> (7 + 7) / (1/6 / (4/7 - 2/7))
[68291] ['4/9', '5/4', '8/5', '6', '6'] -> 6 + (6 + 5/4 * 8/5) / 4/9
[68292] ['5/8', '5/7', '1', '1', '6/5'] -> 1 / (5/8 / 5/7 - 1 / 6/5)
[68293] ['2/9', '5/8', '1', '9/2', '5'] -> 5/8 * (1 + 5) + 9/2 / 2/9
[68294] ['3/8', '3/5', '5/4', '2', '2'] -> 3/5 / (2 - 3/8 - 2 / 5/4)
[68295] ['1', '9/8', '7/2', '7/2', '6'] -> 1 / ((7/2 + 7/2) / 6 - 9/8)
[68296] ['1/6', '2/7', '3/5', '7', '7'] -> 3/5 * (7 / 1/6 - 2/7 * 7)
[68297] ['3/5', '5/7', '7/4', '5', '6'] -> 7/4 * 6 * (3/5 * 5 - 5/7)
[68298] ['4/9', '5/4', '9/5', '6', '6'] -> 6 * (6 / 5/4 - 4/9 * 9/5)
[68299] ['4/9', '4/7', '7/9', '9', '9'] -> 7/9 * 9 * (4/9 * 9 - 4/7)
[68300] ['3/5', '1', '8/7', '5/2', '7'] -> 5/2 * (3/5 + 1 + 8/7 * 7)
[68301] ['3/8', '7/4', '9/5', '5', '8'] -> 9/5 / (7/4 - (3/8 + 8) / 5)
[68302] ['1', '8/7', '8/7', '7/6', '6'] -> 8/7 * 6 / (8/7 - 1 / 7/6)
[68303] ['4/7', '3/4', '1', '7/5', '9'] -> (4/7 + 1 / 3/4) * 7/5 * 9
[68304] ['1/8', '1/7', '7/5', '4', '4'] -> 7/5 * (1/7 / 1/8 + 4 * 4)
[68305] ['5/8', '5/7', '1', '1', '9/7'] -> 1 / ((5/8 + 5/7) / 9/7 - 1)
[68306] ['1/6', '2/7', '3/4', '7', '7'] -> 7 * 2/7 * 7 / (3/4 - 1/6)
[68307] ['3/5', '1', '8/7', '8/3', '7'] -> (1 + 8/7) * 7 * 3/5 * 8/3
[68308] ['3/8', '3/5', '3/2', '2', '2'] -> (2 + 3/2 / 3/5) / (3/8 / 2)
[68309] ['5/8', '5/7', '1', '1', '4/3'] -> 1 / 5/8 / (1 / 5/7 - 4/3)
[68310] ['4/9', '5/4', '5/2', '6', '6'] -> 6 + (6 + 5/2 / 5/4) / 4/9
[68311] ['1', '8/7', '8/7', '9/7', '6'] -> 6 / (9/7 / 8/7 - 1 / 8/7)
[68312] ['1/5', '1/5', '7/8', '1', '6'] -> 1/5 / (1/5 * 7/8 - 1 / 6)
[68313] ['3/5', '5/7', '8/3', '5', '6'] -> 8/3 * (6 / (3/5 * 5/7) - 5)
[68314] ['2/3', '7/9', '9/5', '4', '6'] -> (2/3 + 9/5 * (4 + 6)) / 7/9
[68315] ['1/6', '2/7', '4/5', '7', '7'] -> (7 - 2/7 * 7) / (1/6 / 4/5)
[68316] ['3/7', '1', '9/5', '2', '9/2'] -> (1 + 9/5) * (2 * 9/2 - 3/7)
[68317] ['3/8', '9/5', '7/2', '5', '8'] -> 8 / (7/2 / 3/8 - 9/5 * 5)
[68318] ['1/8', '1/7', '5/3', '4', '4'] -> 4 / (1/7 * (5/3 - 1/8 * 4))
[68319] ['3/5', '5/7', '7/2', '5', '6'] -> 5 * (7/2 / 5/7 - 3/5 / 6)
[68320] ['1', '8/7', '8/7', '5/3', '6'] -> 8/7 + 6 * (5/3 + 1 + 8/7)
[68321] ['4/9', '4/7', '8/9', '9', '9'] -> 9 + 9 * (8/9 + 4/9 / 4/7)
[68322] ['3/7', '1', '2', '9/4', '5/2'] -> 9/4 * (5/2 / (3/7 / 2) - 1)
[68323] ['4/7', '7/9', '5/6', '1', '9'] -> 9 * 4/7 * 7/9 / (1 - 5/6)
[68324] ['1/5', '1/5', '1', '8/7', '6'] -> 1/5 / (1/5 / 8/7 - 1 / 6)
[68325] ['3/8', '7/3', '7/2', '5', '8'] -> 5 / (3/8 + 8 - 7/3 * 7/2)
[68326] ['3/8', '3/5', '2', '2', '5/2'] -> 3/5 / (2 / 2 / 5/2 - 3/8)
[68327] ['3/7', '1', '2', '9/4', '8/3'] -> 1 / (8/3 - 9/4 / (3/7 * 2))
[68328] ['1', '8/7', '8/7', '7/3', '6'] -> 8/7 + (1 + 7/3) * 8/7 * 6
[68329] ['3/8', '3/5', '2', '2', '8/3'] -> 2 / (3/8 - 3/5 / 2) - 8/3
[68330] ['2/5', '5/9', '4/5', '2', '5'] -> 5 * (2/5 + 4/5 + 2 / 5/9)
[68331] ['2/9', '5/7', '5/7', '1', '5'] -> (5/7 + 5) / 2/9 - (5/7 + 1)
[68332] ['1/5', '1/5', '1', '7/4', '6'] -> 6 / (1/5 / 1/5 + 1 - 7/4)
[68333] ['1/6', '2/7', '9/7', '7', '7'] -> (7 * (2/7 + 9/7) - 7) / 1/6
[68334] ['3/7', '1', '2', '9/4', '9/2'] -> 2 / (1 / 3/7 + 9/4 - 9/2)
[68335] ['4/7', '7/9', '1', '9/8', '9'] -> 9 / (7/9 * 9/8) / (1 - 4/7)
[68336] ['4/9', '9/7', '5/3', '6', '6'] -> 9/7 * (6 + 6 * (4/9 + 5/3))
[68337] ['3/5', '3/4', '9/7', '5', '6'] -> (3/5 + 5) * (6 - 9/7 / 3/4)
[68338] ['1/5', '1/5', '1', '9/5', '6'] -> 6 * (9/5 / 1/5 - 1 / 1/5)
[68339] ['2/5', '2/5', '4/9', '5', '8'] -> 5 + 2/5 / 2/5 + 8 / 4/9
[68340] ['4/9', '4/7', '5/4', '9', '9'] -> 5/4 + (9 + 4/9 * 9) / 4/7
[68341] ['2/9', '5/7', '7/9', '1', '5'] -> (5 + 5/7 * 7/9) / 2/9 - 1
[68342] ['1', '8/7', '7/6', '7/5', '6'] -> 1 / 7/5 / (7/6 - 8/7) - 6
[68343] ['3/7', '1', '2', '7/3', '8/3'] -> 1 / (7/3 / (3/7 * 8/3) - 2)
[68344] ['1/8', '1/6', '2/7', '4', '4'] -> (4 + 4 / 2/7) / (1/8 / 1/6)
[68345] ['1', '8/7', '7/6', '8/5', '6'] -> 7/6 * 8/5 * 6 * (1 + 8/7)
