[1] ['4/7', '3/5', '8/5', '3', '5'] -> 3/5 + 3 * (5 + 8/5 / 4/7)
[10334] ['7/6', '8/5', '9/4', '3', '5'] -> 3 + 7/6 * 8/5 * 9/4 * 5
[10335] ['2/7', '3/4', '5/3', '3', '7'] -> 2/7 / (3/4 / 3 - 5/3 / 7)
[10336] ['1/9', '6/7', '7/5', '7', '9'] -> 7/5 * ((9 - 7) / 1/9 - 6/7)
[10337] ['1/9', '7/8', '2', '3', '9/2'] -> 3 / (9/2 * 1/9 * 2 - 7/8)
[10338] ['7/9', '7/6', '9/7', '4', '9'] -> 4 + (7/9 + 7/6) * (9/7 + 9)
[10339] ['4/9', '5/7', '8/9', '6', '8'] -> 8 / (8/9 - 4/9 / 5/7) - 6
[10340] ['7/6', '8/5', '7/3', '3', '5'] -> 3 + 5 * (7/3 + 7/6 * 8/5)
[10341] ['5/8', '7/9', '7/4', '3', '6'] -> 7/4 / 7/9 + 6 * (5/8 + 3)
[10342] ['5/6', '8/7', '2', '9/4', '5'] -> (9/4 + 2 / 8/7) * 5 / 5/6
[10343] ['2/7', '3/4', '9/5', '3', '7'] -> 2/7 / (3 / 7 - 3/4 / 9/5)
[10344] ['3/5', '1', '5/4', '5/4', '4'] -> 4 / (1 + 5/4 - 5/4 / 3/5)
[10345] ['1/5', '8/7', '5/2', '3', '5'] -> 8/7 * (5/2 + 5) * (3 - 1/5)
[10346] ['5/8', '7/9', '9/5', '3', '6'] -> (6 + 7/9 * 3) * 9/5 / 5/8
[10347] ['1/4', '7/9', '6/7', '4', '6'] -> (4 + 6) / (7/9 * 6/7 - 1/4)
[10348] ['2/3', '8/7', '6/5', '3', '3'] -> 8/7 / (3 / (6/5 + 3) - 2/3)
[10349] ['1/5', '8/7', '8/3', '3', '5'] -> 1/5 * 5 / (8/3 - 3 / 8/7)
[10350] ['2/7', '3/4', '8/3', '3', '7'] -> (8/3 - 2/7 / 3) * 7 / 3/4
[10351] ['1/9', '7/8', '9/7', '2', '8'] -> 8 + 2 / (9/7 * 1/9 * 7/8)
[10352] ['1/9', '8/9', '6/5', '2', '3'] -> (6/5 * (8/9 + 3) - 2) / 1/9
[10353] ['2/9', '4/7', '1', '7/2', '8'] -> (8 / ((2/9 * 7/2) * 1) - 4/7))
[10354] ['5/6', '8/7', '2', '5/2', '5'] -> (2 + 5) * 5/2 * 8/7 / 5/6
[10355] ['7/9', '7/6', '5/3', '4', '9'] -> (4 + 7/9 - 5/3) * 9 / 7/6
[10356] ['1/4', '7/9', '7/8', '4', '6'] -> 6 + 7/8 * 4 / (1/4 * 7/9)
[10357] ['4/9', '5/8', '9/5', '3', '4'] -> 4 / (4/9 * 5/8) * 3 / 9/5
[10358] ['1/9', '7/8', '4/3', '2', '8'] -> 8 + (2 + 4/3 / 1/9) / 7/8
[10359] ['5/6', '8/7', '2', '8/3', '5'] -> 5 * (2 + 8/3 / (5/6 * 8/7))
[10360] ['4/9', '5/7', '7/6', '6', '8'] -> 8 * (5/7 + 6 * 4/9 / 7/6)
[10361] ['1/4', '7/9', '8/7', '4', '6'] -> 6 + 4 / (8/7 * 1/4 * 7/9)
[10362] ['5/6', '8/7', '2', '7/2', '5'] -> 7/2 * (5 / 5/6 - (8/7 - 2))
[10363] ['2/7', '7/9', '5/6', '3', '7'] -> 7 / 2/7 - (7/9 - 5/6 / 3)
[10364] ['1/7', '1/5', '3', '9/2', '8'] -> 3 / 9/2 + 8 / (1/7 + 1/5)
[10365] ['5/8', '7/9', '3', '7/2', '6'] -> 3 / (7/2 / (7/9 * 6) - 5/8)
[10366] ['7/6', '7/4', '9/5', '3', '5'] -> (5 / ((7/6 + 3) * 9/5) - 7/4))
[10367] ['2/9', '3/5', '5/7', '1', '8'] -> (8 / ((3/5 * 5/7) * 1) - 2/9))
[10368] ['5/6', '8/7', '2', '9/2', '5'] -> 8/7 * 2 * (9/2 + 5 / 5/6)
[10369] ['4/9', '5/7', '5/4', '6', '8'] -> 5/4 * (8 / (4/9 * 5/7) - 6)
[10370] ['1/7', '2/9', '1/4', '3', '8'] -> 3 / (8 - 1/4 / (1/7 * 2/9))
[10371] ['3/5', '1', '5/4', '8/3', '4'] -> 4 / (3/5 * (5/4 - 1)) - 8/3
[10372] ['2/7', '7/9', '8/9', '3', '7'] -> 7 * 8/9 / 2/7 - (7/9 - 3)
[10373] ['1/5', '7/6', '8/5', '3', '5'] -> (5 + (8/5 + 3) / 1/5) / 7/6
[10374] ['5/6', '7/6', '7/6', '2', '5'] -> 5 * (2 + (7/6 + 7/6) / 5/6)
[10375] ['4/9', '2/3', '4/5', '3', '4'] -> 4 / (4/9 - 2/3 / 4/5 *
)[10376] ['1/9', '6/7', '5/2', '7', '9'] -> 5/2 / 1/9 + 9 / (6/7 * 7)
[10377] ['3/5', '1', '5/4', '7/2', '4'] -> (1 + 7/2) * 4 / (3/5 * 5/4)
[10378] ['2/3', '8/7', '7/4', '3', '3'] -> (2/3 + 8/7 * 7/4) * 3 * 3
[10379] ['2/7', '7/9', '9/8', '3', '7'] -> 7 / (2/7 * 9/8) - (7/9 - 3)
[10380] ['7/6', '7/4', '3', '7/2', '5'] -> 3 * (7/2 + 5) - 7/4 / 7/6
[10381] ['1/9', '9/8', '7/6', '2', '3'] -> (3 + 7/6 / 1/9) * 2 / 9/8
[10382] ['4/9', '5/7', '3/2', '6', '8'] -> 3/2 + (6 + 8) * 5/7 / 4/9
[10383] ['2/7', '7/9', '6/5', '3', '7'] -> 7 / (3 - 7/9 / 2/7) - 6/5
[10384] ['7/9', '6/5', '8/5', '4', '9'] -> (8/5 - 7/9 * 6/5) * 4 * 9
[10385] ['1/7', '2/9', '2/5', '3', '8'] -> 8 / (2/5 - 2/9) - 3 / 1/7
[10386] ['1/9', '7/8', '2', '9/4', '8'] -> 8 / (7/8 / 9/4 - 1/9 / 2)
[10387] ['1/9', '9/8', '6/5', '2', '3'] -> (2 + 6/5 / 1/9) * (3 - 9/8)
[10388] ['1/4', '7/9', '7/4', '4', '6'] -> 4 / (1/4 * 7/9) + 6 / 7/4
[10389] ['7/6', '9/5', '7/3', '3', '5'] -> (3 + 9/5 * 5) * 7/3 / 7/6
[10390] ['2/7', '7/9', '5/4', '3', '7'] -> 3 / (2/7 - 5/4 / (7/9 + 7))
[10391] ['2/9', '3/5', '1', '9/8', '8'] -> (8 + 1 / 9/8) * 3/5 / 2/9
[10392] ['2/3', '8/7', '7/3', '3', '3'] -> 7/3 * 8/7 / 2/3 * (3 + 3)
[10393] ['7/6', '9/5', '8/3', '3', '5'] -> 3 / (7/6 - 5 / (9/5 * 8/3))
[10394] ['4/9', '5/7', '5/3', '6', '8'] -> 8 / (4/9 * 6 - 5/3 / 5/7)
[10395] ['5/8', '4/5', '7/3', '3', '6'] -> 6 * (4/5 / 3 + 7/3 / 5/8)
[10396] ['5/6', '6/5', '9/7', '2', '5'] -> (6/5 + 2) * 9/7 * (5/6 + 5)
[10397] ['2/7', '7/9', '7/5', '3', '7'] -> (7 / 7/9 - 3 / 7/5) / 2/7
[10398] ['2/3', '8/7', '5/2', '3', '3'] -> 8/7 * 3 * (5/2 + 3 / 2/3)
[10399] ['7/6', '9/4', '9/4', '3', '5'] -> 3 / (5 - (9/4 + 7/6 * 9/4))
[10400] ['4/9', '5/7', '7/4', '6', '8'] -> 7/4 * (8 / 4/9 - 5/7 * 6)
[10401] ['1/4', '7/9', '5/2', '4', '6'] -> 6 + (4 + 5/2 / 1/4) / 7/9
[10402] ['2/3', '8/7', '3', '3', '7/2'] -> 3 * 3 * 7/2 * 2/3 * 8/7
[10403] ['1/7', '2/9', '3/5', '3', '8'] -> (3 + 1/7 * 3/5) * (8 - 2/9)
[10404] ['4/9', '5/7', '9/5', '6', '8'] -> 8 * 9/5 / 4/9 - 6 / 5/7
[10405] ['1/9', '9/8', '2', '3', '7/2'] -> 9/8 * 3 * (1/9 + 2 * 7/2)
[10406] ['2/9', '3/5', '1', '5/4', '8'] -> 8 * (1 / (2/9 * 5/4) - 3/5)
[10407] ['4/9', '5/7', '5/7', '3', '4'] -> 3 * (4 / 4/9 - 5/7 / 5/7)
[10408] ['7/6', '9/4', '7/3', '3', '5'] -> (3 / (7/6 * 9/4) - (5 / 7/3)))
[10409] ['2/7', '7/9', '7/4', '3', '7'] -> (3 + 7 / 7/9) / (2/7 * 7/4)
[10410] ['1/9', '8/9', '8/7', '2', '8'] -> 2 * 8 / (8/9 / 8/7 - 1/9)
[10411] ['4/9', '5/7', '9/4', '6', '8'] -> (5/7 + 4/9 * 9/4) * (6 + 8)
[10412] ['1/9', '8/7', '7/6', '2', '3'] -> 3 / (1/9 * 7/6) - (8/7 - 2)
[10413] ['7/9', '6/5', '8/3', '4', '9'] -> 4 * (9 - (7/9 + 8/3 / 6/5))
[10414] ['2/3', '7/6', '7/6', '3', '3'] -> (3 + 7/6 + 7/6) * 3 / 2/3
[10415] ['2/7', '7/9', '9/5', '3', '7'] -> (7 - 3 / 9/5) / (2/7 * 7/9)
[10416] ['1/9', '8/9', '6/5', '2', '8'] -> 2 / (1/9 * 6/5) + 8 / 8/9
[10417] ['4/9', '5/7', '7/9', '3', '4'] -> 3 * (4/9 + 4) / (5/7 * 7/9)
[10418] ['4/9', '5/7', '7/3', '6', '8'] -> 7/3 * 8 * 5/7 / 4/9 - 6
[10419] ['1/9', '7/8', '7/5', '7', '9'] -> 7 / (7/5 * (1/9 + 7/8 / 9))
[10420] ['2/3', '7/6', '6/5', '3', '3'] -> 2/3 / (3 / 3 - 7/6 / 6/5)
[10421] ['1/7', '2/9', '3/4', '3', '8'] -> 3/4 / (1/7 * 2/9) + 3 / 8
[10422] ['7/9', '6/5', '7/2', '4', '9'] -> 9 + 7/2 * 4 / (7/9 * 6/5)
[10423] ['2/7', '7/9', '9/4', '3', '7'] -> 2/7 * 7 / (7/9 * 3 - 9/4)
[10424] ['5/6', '5/4', '2', '7/3', '5'] -> 5/6 / 5/4 + 5 * 2 * 7/3
[10425] ['1/9', '8/9', '7/5', '2', '8'] -> (7/5 + 1/9 + 8/9) * (2 + 8)
[10426] ['4/9', '5/7', '4/5', '3', '4'] -> 4 * (4/5 / 4/9 + 3 / 5/7)
[10427] ['4/9', '5/7', '5/2', '6', '8'] -> 5/2 * (8 / 4/9 - 6 / 5/7)
[10428] ['2/3', '7/6', '5/4', '3', '3'] -> 2/3 / (5/4 / 3 - 7/6 / 3)
[10429] ['1/7', '2/9', '4/5', '3', '8'] -> 8 / (2/9 * 4/5) - 3 / 1/7
[10430] ['1/4', '4/5', '7/6', '4', '6'] -> 4 / (6 - 7/6 / (1/4 * 4/5))
[10431] ['4/9', '5/7', '5/6', '3', '4'] -> 4 / (4/9 * 3 - 5/6 / 5/7)
[10432] ['1/5', '9/7', '3/2', '3', '5'] -> 9/7 / 3/2 * (3 + 5 / 1/5)
[10433] ['1/9', '8/7', '7/5', '2', '3'] -> 8/7 * 7/5 * (2 / 1/9 - 3)
[10434] ['3/5', '1', '9/7', '7/3', '4'] -> 4 * (1 + 7/3 * 9/7 / 3/5)
[10435] ['7/6', '3', '7/2', '7/2', '5'] -> (3 * 7/2 + 7/2 * 5) / 7/6
[10436] ['2/9', '3/5', '1', '7/2', '8'] -> (8 / ((2/9 * 3/5) * 7/2) - 1))
[10437] ['5/6', '9/7', '4/3', '2', '5'] -> 9/7 * 5 * (4/3 + 2 / 5/6)
[10438] ['3/5', '1', '9/7', '5/2', '4'] -> 4 / (5/2 * 3/5 / 9/7 - 1)
[10439] ['1/9', '8/7', '3/2', '2', '3'] -> 8/7 * 2 * (3/2 / 1/9 - 3)
[10440] ['1/7', '2/9', '7/8', '3', '8'] -> (8 / (3 * (2/9 / 7/8)) - 1/7))
[10441] ['1/5', '9/7', '5/3', '3', '5'] -> 9/7 * (5/3 + 5) * (3 - 1/5)
[10442] ['2/3', '7/6', '8/5', '3', '3'] -> 3 / (3 / 8/5 - 7/6 / 2/3)
[10443] ['7/9', '5/4', '3/2', '4', '9'] -> 7/9 * 9 / (3/2 - 5/4) - 4
[10444] ['1/9', '9/8', '6/5', '2', '8'] -> 9/8 * 8 + 2 / (1/9 * 6/5)
[10445] ['1/9', '7/8', '9/4', '7', '9'] -> 9 / (1/9 * 9/4 + 7/8 / 7)
[10446] ['2/7', '4/5', '8/9', '3', '7'] -> 7 * (3 / 4/5 - 2/7 / 8/9)
[10447] ['7/9', '5/4', '9/5', '4', '9'] -> 5/4 * (9 * (7/9 + 9/5) - 4)
[10448] ['6/5', '6/5', '7/3', '3', '5'] -> 3 * 5 * (6/5 * 7/3 - 6/5)
[10449] ['1/5', '9/7', '9/4', '3', '5'] -> 9/4 * 5 * (3 / 9/7 - 1/5)
[10450] ['2/7', '4/5', '9/8', '3', '7'] -> 7 * (3 / 4/5 - 2/7 * 9/8)
[10451] ['4/9', '5/7', '6/5', '3', '4'] -> (4/9 + 4) * (6/5 + 3 / 5/7)
[10452] ['5/6', '9/7', '8/5', '2', '5'] -> 9/7 * 8/5 * 2 * (5/6 + 5)
[10453] ['7/9', '5/4', '5/2', '4', '9'] -> 5/2 * (4 + 9 * 7/9 / 5/4)
[10454] ['4/9', '3/4', '6/5', '6', '8'] -> 6/5 * (3/4 + 8) + 6 / 4/9
[10455] ['6/5', '5/4', '9/7', '3', '5'] -> (3 / (9/7 - 6/5) - 5) / 5/4
[10456] ['3/5', '1', '4/3', '4/3', '4'] -> (4/3 + 4 / 3/5) / (4/3 - 1)
[10457] ['1/9', '8/7', '2', '9/4', '3'] -> 2 / 1/9 + 8/7 * (9/4 + 3)
[10458] ['1/7', '2/9', '6/5', '3', '8'] -> (8 / ((2/9 - 1/7) * 6/5) + 3))
[10459] ['2/7', '4/5', '7/6', '3', '7'] -> (3 + 7) / (7/6 * 2/7 / 4/5)
[10460] ['1/5', '9/7', '3', '7/2', '5'] -> (9/7 + 1/5 * 5) * 3 * 7/2
[10461] ['1/7', '2/9', '5/4', '3', '8'] -> 8 * 5/4 / 2/9 - 3 / 1/7
[10462] ['1/9', '8/7', '2', '5/2', '3'] -> 8/7 * (5/2 / 1/9 - 3 / 2)
[10463] ['5/8', '6/7', '7/5', '3', '6'] -> 6 / (5/8 * 6/7) * 3 / 7/5
[10464] ['2/3', '6/5', '5/4', '3', '3'] -> 3 * 3 / (5/4 / 6/5 - 2/3)
[10465] ['3/5', '1', '4/3', '9/4', '4'] -> 4 * (1 + 9/4 * 4/3 / 3/5)
[10466] ['4/9', '5/7', '7/5', '3', '4'] -> 3 * (4 / 4/9 - 5/7 * 7/5)
[10467] ['2/7', '4/5', '4/3', '3', '7'] -> 4/5 * 7 * (2/7 + 4/3 * 3)
[10468] ['2/3', '6/5', '9/7', '3', '3'] -> (9/7 + 3) * 3 * (2/3 + 6/5)
[10469] ['7/9', '9/7', '7/5', '4', '9'] -> 7/9 * 4 * (9/7 + 9 / 7/5)
[10470] ['5/6', '9/7', '2', '7/3', '5'] -> 9/7 * 7/3 * (2 + 5 / 5/6)
[10471] ['1/9', '9/8', '2', '7/2', '8'] -> 7/2 / (1/9 * 9/8) - 8 / 2
[10472] ['2/9', '5/8', '1', '8/7', '8'] -> 8 / (2/9 * (5/8 + 1 / 8/7))
[10473] ['1/9', '8/9', '5/4', '7', '9'] -> 9 / (5/4 - 7 * 1/9 / 8/9)
[10474] ['7/9', '9/7', '8/5', '4', '9'] -> (4 - 8/5) * (9 + 7/9 * 9/7)
[10475] ['5/6', '9/7', '2', '5/2', '5'] -> 9/7 * (2 + 5 * (5/6 + 5/2))
[10476] ['4/9', '7/9', '6/7', '6', '8'] -> 8 / (4/9 - 7/9 * 6/7 / 6)
[10477] ['1/7', '2/9', '8/5', '3', '8'] -> 8/5 * (8 / 2/9 - 3 / 1/7)
[10478] ['1/4', '6/7', '3/2', '4', '6'] -> 6/7 * (6 + (3/2 + 4) / 1/4)
[10479] ['7/9', '9/7', '7/4', '4', '9'] -> 9 * (4 / 9/7 - 7/9 / 7/4)
[10480] ['5/6', '9/7', '2', '8/3', '5'] -> 2 + (5/6 + 8/3) * (9/7 + 5)
[10481] ['1/7', '2/9', '7/4', '3', '8'] -> 8 / 2/9 - 3 / (1/7 * 7/4)
[10482] ['2/9', '5/8', '1', '5/4', '8'] -> 8 / (2/9 * (1 + 5/8 / 5/4))
[10483] ['6/5', '9/7', '8/5', '3', '5'] -> (3 - 9/7) * 5 * (6/5 + 8/5)
[10484] ['3/5', '1', '7/5', '7/4', '4'] -> 7/5 / (3/5 * 7/4 - 1) - 4
[10485] ['7/9', '9/7', '9/5', '4', '9'] -> 4 * (7/9 * 9/7 + 9 / 9/5)
[10486] ['2/3', '6/5', '7/4', '3', '3'] -> 3 / (7/4 / 2/3 - 3 / 6/5)
[10487] ['2/7', '4/5', '7/4', '3', '7'] -> 3 + 4/5 * (7/4 + 7 / 2/7)
[10488] ['1/9', '7/6', '8/5', '2', '3'] -> 8/5 * 2 * (7/6 / 1/9 - 3)
[10489] ['1/7', '2/9', '9/5', '3', '8'] -> (3 - 1/7) * (8 + 2/9 * 9/5)
[10490] ['1/4', '6/7', '5/3', '4', '6'] -> (6 + 4 / 1/4) / 6/7 - 5/3
[10491] ['7/9', '9/7', '9/4', '4', '9'] -> 7/9 * 9 * (4 - 9/7 / 9/4)
[10492] ['1/5', '3/2', '7/4', '3', '5'] -> 3/2 / 7/4 * (3 + 5 / 1/5)
[10493] ['4/9', '7/9', '8/5', '6', '8'] -> (7/9 - 4/9 / 8/5) * 6 * 8
[10494] ['5/6', '7/5', '7/5', '2', '5'] -> (7/5 + 5) / (5/6 * 2 - 7/5)
[10495] ['3/5', '1', '3/2', '3/2', '4'] -> 4 * (1 + (3/2 + 3/2) / 3/5)
[10496] ['1/9', '7/6', '9/5', '2', '3'] -> (2 - 7/6) * (9/5 + 3 / 1/9)
[10497] ['2/7', '4/5', '7/3', '3', '7'] -> 2/7 * 7 / (3 - 7/3 / 4/5)
[10498] ['3/5', '1', '3/2', '7/4', '4'] -> 4 / (1 - 7/4 / (3/5 + 3/2))
[10499] ['1/4', '6/7', '9/4', '4', '6'] -> (4 - 1/4) * 6 / 6/7 - 9/4
[10500] ['4/9', '5/7', '5/2', '3', '4'] -> 5/2 * (4 / (4/9 * 5/7) - 3)
[10501] ['2/7', '4/5', '5/2', '3', '7'] -> 4/5 * (5/2 + 3 + 7 / 2/7)
[10502] ['5/6', '7/5', '8/5', '2', '5'] -> (7/5 + 8/5) * (2 + 5 / 5/6)
[10503] ['1/9', '8/7', '3/2', '2', '8'] -> (8 / (8/7 * 3/2) - 2) / 1/9
[10504] ['2/3', '5/4', '5/4', '3', '3'] -> 3 / (5/4 / 2/3 + 5/4 - 3)
[10505] ['4/9', '5/7', '3', '7/2', '4'] -> 7/2 * (4 / 4/9 - 5/7 * 3)
[10506] ['1/9', '9/8', '6/5', '7', '9'] -> 7 / (9/8 - 9 * 1/9 / 6/5)
[10507] ['2/7', '4/5', '8/3', '3', '7'] -> 7 * (2/7 / 3 + 8/3 / 4/5)
[10508] ['2/9', '5/8', '1', '9/4', '8'] -> (8 / (2/9 * 9/4) - 1) / 5/8
[10509] ['2/3', '5/4', '9/7', '3', '3'] -> 2/3 / (3 / 3 - 5/4 / 9/7)
[10510] ['1/5', '8/5', '3', '7/2', '5'] -> 5 * (8/5 * 7/2 - 1/5) - 3
[10511] ['6/5', '9/7', '3', '9/2', '5'] -> 3 + 6/5 / 9/7 * 9/2 * 5
[10512] ['1/9', '9/8', '5/4', '7', '9'] -> 9 / (5/4 - 7 * 1/9 * 9/8)
[10513] ['5/8', '8/9', '6/5', '3', '6'] -> 6 / (8/9 / 5/8 - 6/5) - 3
[10514] ['2/3', '5/4', '4/3', '3', '3'] -> 2/3 / (4/3 / 3 - 5/4 / 3)
[10515] ['2/9', '5/8', '1', '7/2', '8'] -> (1 / (2/9 * 5/8) - (7/2 / 8)))
[10516] ['5/6', '7/5', '2', '8/3', '5'] -> (7/5 + 5) / (8/3 - 2 / 5/6)
[10517] ['5/8', '8/9', '5/4', '3', '6'] -> 6 * (3 / 8/9 - (5/8 - 5/4))
[10518] ['1/4', '7/8', '9/5', '4', '6'] -> 4 / (7/8 / 1/4 - 6 / 9/5)
[10519] ['1/5', '5/3', '3', '7/2', '5'] -> 1/5 + 7/2 * (5 + 3 / 5/3)
[10520] ['2/7', '5/6', '8/9', '3', '7'] -> 8/9 * (5/6 * 3 + 7 / 2/7)
[10521] ['4/9', '3/4', '6/7', '3', '4'] -> 4 / (6/7 * (4/9 - 3/4 / 3))
[10522] ['7/9', '7/5', '7/2', '4', '9'] -> 4 / (7/9 / 7/5 - 7/2 / 9)
[10523] ['2/9', '2/3', '5/7', '1', '8'] -> (2/3 + 8 / (5/7 + 1)) / 2/9
[10524] ['1/5', '7/4', '7/4', '3', '5'] -> 3 * (5 * (1/5 + 7/4) - 7/4)
[10525] ['2/7', '5/6', '9/8', '3', '7'] -> (5/6 * 3 + 7 / 2/7) / 9/8
[10526] ['6/5', '7/5', '7/4', '3', '5'] -> (7/5 + 7/4) * (3 + 5) - 6/5
[10527] ['1/7', '1/4', '1/2', '3', '8'] -> 3 / (1/4 - 1/7) - 1/2 * 8
[10528] ['3/5', '1', '7/4', '7/4', '4'] -> 4 / (7/4 / 3/5 - (1 + 7/4))
[10529] ['5/8', '8/9', '3/2', '3', '6'] -> 3/2 / (5/8 - 3 / (8/9 * 6))
[10530] ['4/9', '3/4', '8/7', '3', '4'] -> 8/7 / (4/9 * 3/4) * (3 + 4)
[10531] ['1/9', '8/7', '2', '7/2', '8'] -> (8 / ((1/9 * 7/2) * 2) - 8/7))
[10532] ['7/9', '3/2', '8/5', '4', '9'] -> (9 + 4 / 3/2) * 8/5 / 7/9
[10533] ['2/9', '2/3', '6/7', '1', '8'] -> (6/7 * (8 - 1) - 2/3) / 2/9
[10534] ['3/5', '1', '7/4', '9/5', '4'] -> (1 + 7/4 * 4) * 9/5 / 3/5
[10535] ['1/5', '7/4', '3', '9/2', '5'] -> 9/2 / (7/4 - 5 / (1/5 + 3))
[10536] ['4/9', '3/4', '9/7', '3', '4'] -> 4 * (3/4 + 3 / (4/9 * 9/7))
[10537] ['5/8', '8/9', '9/4', '3', '6'] -> (3 + 6 * 8/9 * 9/4) / 5/8
[10538] ['4/9', '4/5', '7/4', '6', '8'] -> 8 * 7/4 / 4/9 - 6 / 4/5
[10539] ['3/5', '1', '7/4', '7/3', '4'] -> 7/3 / (7/4 - 1 / 3/5) - 4
[10540] ['1/9', '7/6', '6/5', '2', '8'] -> 2 / (7/6 / 6/5 - 1/9 * 8)
[10541] ['3/5', '1', '7/4', '5/2', '4'] -> 4 / (7/4 / (3/5 * 5/2) - 1)
[10542] ['1/7', '1/4', '7/9', '3', '8'] -> 8 + (1/7 + 3 / 7/9) / 1/4
[10543] ['5/6', '7/4', '7/4', '2', '5'] -> (2 + 5) / (7/4 - 5/6 * 7/4)
[10544] ['6/5', '5/3', '3', '7/2', '5'] -> (3 + 6/5 * 7/2) * (5 - 5/3)
[10545] ['3/5', '1', '7/4', '8/3', '4'] -> 4 / (7/4 - (3/5 + 1)) - 8/3
[10546] ['4/9', '4/5', '5/2', '6', '8'] -> 4/5 * 5/2 * (8 / 4/9 - 6)
[10547] ['5/6', '7/4', '9/5', '2', '5'] -> 9/5 * 5 * (7/4 * 2 - 5/6)
[10548] ['1/7', '1/4', '5/6', '3', '8'] -> (3 / (1/4 - 1/7) - 8) / 5/6
[10549] ['3/5', '1', '7/4', '7/2', '4'] -> 4 / (1 - 7/4 / (3/5 * 7/2))
[10550] ['1/7', '1/4', '8/9', '3', '8'] -> 8 / (3 * (1/4 - 1/7)) - 8/9
[10551] ['1/9', '9/7', '4/3', '2', '3'] -> (2 + 4/3 / 1/9) * (3 - 9/7)
[10552] ['2/3', '9/7', '5/3', '3', '3'] -> (2/3 + 5/3) * (9/7 + 3 * 3)
[10553] ['6/5', '7/4', '7/3', '3', '5'] -> 7/3 * 3 * 5 * 6/5 / 7/4
[10554] ['2/7', '6/7', '8/5', '3', '7'] -> 6/7 * 8/5 * (7 + 3 / 2/7)
[10555] ['4/9', '5/6', '6/7', '6', '8'] -> (5/6 + 4/9 * 6) * 6/7 * 8
[10556] ['5/6', '9/5', '2', '8/3', '5'] -> 5/6 * 2 + 5 * (9/5 + 8/3)
[10557] ['1/7', '1/4', '6/5', '3', '8'] -> 6/5 * (3 / (1/4 - 1/7) - 8)
[10558] ['5/8', '8/7', '6/5', '3', '6'] -> 3 * 6 / (5/8 * 8/7) - 6/5
[10559] ['7/9', '8/5', '7/3', '4', '9'] -> 7/3 * 8/5 / 7/9 * (9 - 4)
[10560] ['4/9', '7/9', '9/8', '3', '4'] -> 3 / (7/9 + 9/8 - 4/9 * 4)
[10561] ['1/5', '8/3', '3', '7/2', '5'] -> (5 + 3 / 1/5) / (7/2 - 8/3)
[10562] ['5/6', '2', '9/4', '9/4', '5'] -> (5/6 + 5) * 2 * 9/4 - 9/4
[10563] ['2/3', '9/7', '9/4', '3', '3'] -> 2/3 * 3 / (3 / 9/7 - 9/4)
[10564] ['1/4', '9/8', '9/7', '4', '6'] -> 4 / (6 / 9/7 - 9/8 / 1/4)
[10565] ['5/8', '8/7', '5/4', '3', '6'] -> 8/7 * 6 * (3 + 5/8 / 5/4)
[10566] ['2/9', '5/7', '6/7', '1', '8'] -> 8 / (6/7 * (2/9 + 1) - 5/7)
[10567] ['1/7', '1/4', '8/5', '3', '8'] -> (3 - 1/7) * (8 + 1/4 * 8/5)
[10568] ['2/9', '2/9', '1/4', '3', '5'] -> 3 + 2/9 / 2/9 + 5 / 1/4
[10569] ['4/9', '7/9', '7/5', '3', '4'] -> 3 * (4/9 + 4) * 7/5 / 7/9
[10570] ['2/9', '5/7', '7/8', '1', '8'] -> (8 / ((2/9 * 7/8) * 5/7) + 1))
[10571] ['2/9', '2/9', '2/7', '3', '5'] -> 3 + (5 + 2/9 / 2/9) / 2/7
[10572] ['2/7', '7/8', '7/6', '3', '7'] -> (7 / 2/7 - 7/6 * 3) / 7/8
[10573] ['7/9', '5/3', '5/3', '4', '9'] -> 4 * (7/9 * 9 - 5/3 / 5/3)
[10574] ['1/9', '8/7', '8/5', '7', '9'] -> (8/7 + 1/9 * 9) * 8/5 * 7
[10575] ['1/9', '6/5', '7/4', '2', '8'] -> (8 / 6/5 - 2) / (1/9 * 7/4)
[10576] ['5/8', '8/7', '5/3', '3', '6'] -> 8/7 * 5/3 * (3 + 6 / 5/8)
[10577] ['1/9', '9/7', '2', '5/2', '3'] -> (2 * 5/2 - 3 / 9/7) / 1/9
[10578] ['3/5', '1', '7/2', '7/2', '4'] -> 7/2 + (3/5 + 7/2) * (1 + 4)
[10579] ['1/7', '1/4', '7/3', '3', '8'] -> 3 / (1/7 / 8 + 1/4 / 7/3)
[10580] ['2/7', '7/8', '6/5', '3', '7'] -> (7 + 3 / 2/7) * 6/5 / 7/8
[10581] ['4/9', '7/9', '3', '4', '9/2'] -> (4 + 4/9 / 3) * 9/2 / 7/9
[10582] ['1/9', '6/5', '2', '9/4', '8'] -> 6/5 * (9/4 / 1/9 - 2 / 8)
[10583] ['2/9', '5/7', '1', '7/6', '8'] -> 8 / ((2/9 + 1) / 7/6 - 5/7)
[10584] ['1/4', '9/8', '7/3', '4', '6'] -> 4 / (7/3 / 6 - 1/4 / 9/8)
[10585] ['7/9', '5/3', '7/2', '4', '9'] -> (5/3 - 7/9) * 7/2 * 9 - 4
[10586] ['2/9', '2/9', '5/7', '3', '5'] -> 3 * (2/9 / 2/9 + 5 / 5/7)
[10587] ['4/9', '4/5', '5/6', '3', '4'] -> (4/5 + 3 * 4) * 5/6 / 4/9
