[89506] ['2/9', '2/9', '5/3', '6', '9'] -> 5/3 * (6 + 9) - 2/9 / 2/9
[98133] ['1/7', '5/8', '9/8', '8', '9'] -> 8 + (1/7 + 9) * (5/8 + 9/8)
[98134] ['4/9', '1', '9/5', '9/5', '3'] -> (9/5 + 3) / (1 - 4/9 * 9/5)
[98135] ['2/7', '5/3', '7/2', '6', '7'] -> 7 * (2/7 + 6) / (7/2 - 5/3)
[98136] ['3/7', '4/9', '7/5', '3', '9'] -> (9 - 3/7) * 7/5 / 4/9 - 3
[98137] ['1/5', '5/9', '8/9', '1', '1'] -> ((5/9 / (1/5 * 1) - 8/9)) - 1)
[98138] ['7/9', '4/5', '7/2', '4', '4'] -> (4 / ((4/5 - 7/9) * 7/2) + 4))
[98139] ['8/9', '8/7', '7/6', '5', '9'] -> 9 * (5 * 8/9 / 7/6 - 8/7)
[98140] ['4/5', '7/4', '7/4', '2', '4'] -> 4 * (7/4 + 7/4 + 2 / 4/5)
[98141] ['1/4', '5/9', '3/2', '8', '8'] -> (8 / (1/4 * 3/2) - 8) / 5/9
[98142] ['1/5', '5/9', '1', '1', '9/8'] -> (1 / (5/9 * (1/5 + 1)) - 9/8))
[98143] ['1/4', '2/7', '4/5', '5', '6'] -> 4/5 * (1/4 + 5) * (6 - 2/7)
[98144] ['1/4', '3/7', '1', '2', '9/2'] -> (1 / (1/4 * (2 / 3/7)) - 9/2))
[98145] ['1/6', '2/7', '7/8', '5', '9'] -> 7/8 * (5 / 1/6 - 2/7 * 9)
[98146] ['1/4', '4/9', '4/9', '1', '2'] -> 2 / (4/9 - 1/4 * (4/9 + 1))
[98147] ['1/4', '2/7', '8/9', '5', '6'] -> 6 / 8/9 - (1/4 - 5 / 2/7)
[98148] ['7/9', '5/6', '7/8', '4', '4'] -> (4 * (7/8 + 4) - 5/6) / 7/9
[98149] ['4/9', '5/9', '4/7', '6', '9'] -> 9 * (4/7 * (6 - 5/9) - 4/9)
[98150] ['1/4', '4/9', '1/2', '1', '2'] -> (1/2 + 1 + 2 / 4/9) / 1/4
[98151] ['3/7', '4/9', '9/5', '3', '9'] -> 9/5 * (4/9 + 9) + 3 / 3/7
[98152] ['1/7', '5/8', '4/3', '8', '9'] -> (8 / 1/7 - 9) / (5/8 + 4/3)
[98153] ['8/9', '8/7', '9/7', '5', '9'] -> (5 - 8/7) * 9 * 8/9 / 9/7
[98154] ['7/9', '5/6', '9/8', '4', '4'] -> (4 / (4 * (7/9 * 9/8)) - 5/6))
[98155] ['1/5', '5/9', '1', '1', '6/5'] -> (6/5 + (1 + 1) / 5/9) / 1/5
[98156] ['4/5', '7/4', '2', '7/2', '4'] -> 4/5 / (2 - 7/4) * (7/2 + 4)
[98157] ['2/3', '7/8', '7/6', '3', '8'] -> 3 + 8 * (7/8 + 7/6 / 2/3)
[98158] ['1/4', '5/9', '5/2', '8', '8'] -> 8 * (8 / (5/2 - 1/4) - 5/9)
[98159] ['1/6', '2/7', '6/5', '5', '9'] -> 5 / (1/6 + 2/7 / 9) - 6/5
[98160] ['1/4', '2/7', '8/5', '5', '6'] -> 6 * (1/4 / 2/7 + 5 / 8/5)
[98161] ['1/7', '5/8', '8/5', '8', '9'] -> 8/5 * 5/8 / 1/7 + 8 + 9
[98162] ['2/7', '9/5', '7/3', '6', '7'] -> 2/7 * 7/3 + 7 * 6 / 9/5
[98163] ['2/3', '7/8', '9/5', '3', '8'] -> (8 + 2/3 + 3) * 9/5 / 7/8
[98164] ['1/4', '5/9', '7/2', '8', '8'] -> (1/4 + 7/2) * (8 / 5/9 - 8)
[98165] ['1/6', '2/7', '5/4', '5', '9'] -> 5/4 + (5 + 1/6 * 9) / 2/7
[98166] ['3/7', '1/2', '5/9', '3', '9'] -> (5/9 * 9 + 3 / 3/7) / 1/2
[98167] ['1/5', '5/9', '1', '1', '4/3'] -> (1 + 1) * 4/3 / (1/5 * 5/9)
[98168] ['1/7', '5/8', '5/3', '8', '9'] -> (9 / 1/7 - 8) / (5/8 + 5/3)
[98169] ['2/7', '9/5', '5/2', '6', '7'] -> 5/2 * (6 + 7 * 2/7 * 9/5)
[98170] ['4/9', '5/9', '8/7', '6', '9'] -> (9 + 4/9 * 6) * 8/7 / 5/9
[98171] ['1/4', '4/7', '3/5', '8', '8'] -> (3/5 - 1/4) * 8 * (4/7 + 8)
[98172] ['7/9', '5/6', '5/4', '4', '4'] -> (4 + 5/6 / 5/4) * 4 / 7/9
[98173] ['4/5', '2', '9/4', '7/3', '4'] -> 2 + (4/5 + 4) * (9/4 + 7/3)
[98174] ['4/9', '1', '9/4', '3', '7/2'] -> 3 * (1 / 4/9 + 9/4 + 7/2)
[98175] ['1/4', '4/9', '5/6', '1', '2'] -> (1 + 5/6 * 2) / (1/4 * 4/9)
[98176] ['7/9', '5/6', '9/7', '4', '4'] -> (4 + 7/9 * 9/7) * 4 / 5/6
[98177] ['1/4', '4/7', '3/4', '8', '8'] -> (8 / 1/4 - 8 / 4/7) / 3/4
[98178] ['3/7', '1/2', '3/4', '3', '9'] -> (9 + 3 / 3/7) * 3/4 / 1/2
[98179] ['1/7', '5/8', '9/4', '8', '9'] -> 9/4 * (9 / (5/8 - 1/7) - 8)
[98180] ['7/9', '5/6', '7/5', '4', '4'] -> 7/5 * 4 * 4 * 5/6 / 7/9
[98181] ['1/6', '2/7', '9/5', '5', '9'] -> 5 * (9/5 / 2/7 - 1/6 * 9)
[98182] ['1/4', '1/3', '5/7', '5', '6'] -> 5 / (5/7 * (1/3 - 1/4 / 6))
[98183] ['4/5', '2', '7/3', '7/3', '4'] -> 7/3 + (2 + 7/3) * 4 / 4/5
[98184] ['3/7', '1/2', '7/9', '3', '9'] -> (9 - 3 / 7/9) / (3/7 * 1/2)
[98185] ['1/5', '5/9', '1', '1', '7/4'] -> (1/5 + 1) / (1 / 5/9 - 7/4)
[98186] ['1/6', '2/7', '9/4', '5', '9'] -> 1/6 / 2/7 * 5 * 9 - 9/4
[98187] ['1/4', '4/9', '1', '9/8', '2'] -> (1 + 2) / (9/8 * 1/4 * 4/9)
[98188] ['1/4', '4/7', '5/6', '8', '8'] -> 8 / (1/4 / 4/7 - 5/6 / 8)
[98189] ['1/7', '5/8', '7/2', '8', '9'] -> 5/8 + 7/2 / 1/7 - 9 / 8
[98190] ['3/7', '1/2', '4/5', '3', '9'] -> 4/5 * (1/2 + 3) * (9 - 3/7)
[98191] ['4/9', '4/7', '5/8', '6', '9'] -> 4/7 / 5/8 * (6 + 9 / 4/9)
[98192] ['1/7', '5/8', '9/2', '8', '9'] -> 8 / (9/2 / (5/8 - 1/7) - 9)
[98193] ['3/7', '1/2', '8/9', '3', '9'] -> 8/9 * (3 / 1/2 + 9 / 3/7)
[98194] ['4/9', '1', '5/2', '3', '9/2'] -> 3 / (5/2 / 4/9 - (1 + 9/2))
[98195] ['1/6', '1/3', '2/5', '5', '9'] -> 9 / 2/5 - (1/6 - 1/3 * 5)
[98196] ['1/4', '1/3', '7/5', '5', '6'] -> 7/5 * 5 / (1/3 - 1/4 / 6)
[98197] ['1/4', '4/9', '1', '6/5', '2'] -> (1 + 2 / 6/5) / (1/4 * 4/9)
[98198] ['7/9', '5/6', '9/4', '4', '4'] -> 4 / (4 / 9/4 - (7/9 + 5/6))
[98199] ['8/9', '8/7', '9/2', '5', '9'] -> 9 / (5 / 8/7 - 8/9 * 9/2)
[98200] ['1/6', '1/3', '3/7', '5', '9'] -> 5 - 1/3 / 1/6 + 9 / 3/7
[98201] ['1/4', '4/9', '1', '5/4', '2'] -> 1 + (5/4 + 2 / 4/9) / 1/4
[98202] ['1/4', '4/7', '5/4', '8', '8'] -> 4/7 * (5/4 * 8 + 8 / 1/4)
[98203] ['5/6', '5/6', '5/6', '2', '4'] -> 4 / (2 - (5/6 + 5/6 / 5/6))
[98204] ['3/7', '1/2', '4/3', '3', '9'] -> (9 + 3 / 3/7) / (1/2 * 4/3)
[98205] ['8/9', '7/6', '5/4', '5', '9'] -> (5 / 5/4 - 8/9) * 9 / 7/6
[98206] ['1/7', '2/3', '4/5', '8', '9'] -> 4/5 * 9 * (8 - 2/3 / 1/7)
[98207] ['2/3', '9/8', '9/5', '3', '8'] -> (3 + 8 / 2/3) * 9/5 / 9/8
[98208] ['5/6', '5/6', '6/7', '2', '4'] -> 4 / (6/7 * (2 - 5/6) - 5/6)
[98209] ['1/6', '1/3', '5/7', '5', '9'] -> (5 / 5/7 - 1/3 * 9) / 1/6
[98210] ['1/4', '4/7', '8/5', '8', '8'] -> 4/7 * 8 * (1/4 + 8 / 8/5)
[98211] ['1/3', '1/3', '5/4', '6', '7'] -> 7 / (5/4 / (1/3 * 6) - 1/3)
[98212] ['1/4', '3/8', '4/7', '5', '6'] -> (6 + 4/7 * (1/4 + 5)) / 3/8
[98213] ['8/9', '7/6', '9/7', '5', '9'] -> 8/9 * 9 * (5 / 7/6 - 9/7)
[98214] ['7/9', '5/6', '7/2', '4', '4'] -> (4 * 4 - (5/6 - 7/2)) / 7/9
[98215] ['1/4', '4/7', '5/3', '8', '8'] -> 8 * 8 / (5/3 / 4/7 - 1/4)
[98216] ['1/3', '1/3', '9/7', '6', '7'] -> (9/7 + 1/3 / 7) * 6 / 1/3
[98217] ['1/5', '4/7', '3/5', '1', '1'] -> (1/5 + 1) / (3/5 / 4/7 - 1)
[98218] ['3/7', '1/2', '9/5', '3', '9'] -> (3 / 3/7 + 9 / 9/5) / 1/2
[98219] ['1/6', '1/3', '8/7', '5', '9'] -> 8/7 * (5 / (1/3 - 1/6) - 9)
[98220] ['2/3', '8/7', '8/5', '3', '8'] -> (3 + 8 / 8/7) * 8/5 / 2/3
[98221] ['1/4', '3/8', '8/9', '5', '6'] -> 6 * (5 - 8/9) - 1/4 / 3/8
[98222] ['1/4', '4/7', '9/4', '8', '8'] -> 8 / 4/7 + 8 - (1/4 - 9/4)
[98223] ['1/2', '1/2', '1', '8/5', '3'] -> 1/2 / (1 / 3 - 1/2 / 8/5)
[98224] ['3/7', '5/9', '3/5', '3', '9'] -> (3 - 3/7) * (9 + 5/9 * 3/5)
[98225] ['2/3', '8/7', '9/5', '3', '8'] -> 8/7 * 9/5 * (8 + 2/3 + 3)
[98226] ['1/4', '3/8', '8/7', '5', '6'] -> 8/7 * 6 * (5 - 3/8 / 1/4)
[98227] ['1/2', '1/2', '1', '5/3', '3'] -> (1 + 5/3 * 3) / (1/2 * 1/2)
[98228] ['8/9', '7/6', '7/4', '5', '9'] -> 5 / 8/9 + 9 * 7/6 * 7/4
[98229] ['5/6', '5/6', '3/2', '2', '4'] -> 4 / (5/6 * (2 - 3/2 / 5/6))
[98230] ['7/9', '6/7', '9/8', '4', '4'] -> 6/7 + 4 * 4 * 9/8 / 7/9
[98231] ['1/7', '2/3', '5/4', '8', '9'] -> (8 - 2/3 / 1/7) * 9 / 5/4
[98232] ['3/7', '5/9', '5/8', '3', '9'] -> 9 / (3 - 5/8 / (3/7 * 5/9))
[98233] ['1/4', '4/9', '1', '2', '5/2'] -> (2 / 4/9 - (1 - 5/2)) / 1/4
[98234] ['1/2', '1/2', '1', '9/5', '3'] -> 3 / (1/2 / (9/5 - 1) - 1/2)
[98235] ['5/6', '5/6', '2', '9/4', '4'] -> 2 / (4 - (9/4 + 5/6 + 5/6))
[98236] ['7/9', '6/7', '8/7', '4', '4'] -> (8/7 + 4) * (4 + 7/9 * 6/7)
[98237] ['1/4', '3/5', '5/8', '8', '8'] -> 5/8 * 3/5 / 1/4 * (8 + 8)
[98238] ['5/6', '6/7', '6/7', '2', '4'] -> 4 / (2 - (5/6 + 6/7 / 6/7))
[98239] ['1/7', '2/3', '7/5', '8', '9'] -> 8 * 9 * (2/3 / 7/5 - 1/7)
[98240] ['8/9', '7/6', '7/3', '5', '9'] -> 8/9 * 9 * (5 - 7/3 / 7/6)
[98241] ['3/7', '5/9', '4/5', '3', '9'] -> 4/5 + 3 / 3/7 + 9 / 5/9
[98242] ['1/4', '2/5', '3/7', '5', '6'] -> 3/7 * (6 + 5 / (1/4 * 2/5))
[98243] ['7/9', '6/7', '7/6', '4', '4'] -> (4 + 4) / (6/7 * (7/6 - 7/9))
[98244] ['2/3', '7/6', '8/5', '3', '8'] -> (8/5 + 8) * (3 + 2/3 - 7/6)
[98245] ['3/7', '5/9', '5/6', '3', '9'] -> (9 + 3 / 3/7) * 5/6 / 5/9
[98246] ['1/2', '5/9', '5/8', '1', '3'] -> (1 / (5/9 - 1/2) - 3) / 5/8
[98247] ['2/3', '7/6', '9/5', '3', '8'] -> (8 / (2/3 * (3 / 9/5)) - 7/6))
[98248] ['1/4', '3/5', '6/7', '8', '8'] -> 8 / (1/4 * 6/7) - 8 / 3/5
[98249] ['3/7', '5/9', '7/8', '3', '9'] -> 9 / (7/8 / 3/7 - 5/9 * 3)
[98250] ['7/9', '6/7', '5/4', '4', '4'] -> 6/7 / (4 / (7/9 * 4) - 5/4)
[98251] ['4/9', '4/7', '8/5', '6', '9'] -> 4/7 * 8/5 * (6 + 9 / 4/9)
[98252] ['1/5', '4/7', '6/7', '1', '1'] -> 4/7 / (6/7 - 1 / (1/5 + 1))
[98253] ['1/4', '1/2', '7/9', '1', '2'] -> 2 / (7/9 * (1 - 1/4) - 1/2)
[98254] ['1/4', '3/5', '8/9', '8', '8'] -> (8 / 3/5 - 8) / (1/4 * 8/9)
[98255] ['7/9', '6/7', '7/5', '4', '4'] -> 7/5 * 4 * (4 / 7/9 - 6/7)
[98256] ['1/4', '2/5', '5/6', '5', '6'] -> 6 + (2/5 + 5) * 5/6 / 1/4
[98257] ['1/4', '1/2', '4/5', '1', '2'] -> (1 + 2 / (1/2 * 4/5)) / 1/4
[98258] ['5/6', '6/7', '9/7', '2', '4'] -> 4 / (5/6 * 2 - 9/7 / 6/7)
[98259] ['1/3', '3/8', '7/2', '6', '7'] -> 7/2 * 6 / (7 * 1/3 * 3/8)
[98260] ['1/4', '3/5', '9/8', '8', '8'] -> (8 / 3/5 - 8) * 9/8 / 1/4
[98261] ['1/6', '3/8', '6/7', '5', '9'] -> 1/6 + 5 / 3/8 + 9 / 6/7
[98262] ['1/4', '1/2', '8/9', '1', '2'] -> (2 / ((1/4 + 1/2) * 1) - 8/9))
[98263] ['5/6', '6/7', '7/5', '2', '4'] -> 4 / (5/6 / 7/5 - 6/7 / 2)
[98264] ['7/9', '6/7', '8/5', '4', '4'] -> (8/5 + 4) * (4 / 7/9 - 6/7)
[98265] ['1/3', '2/5', '3/7', '6', '7'] -> 6 / 2/5 + 7 * 3/7 / 1/3
[98266] ['1/4', '3/5', '7/6', '8', '8'] -> 8 * 7/6 / 1/4 - 8 / 3/5
[98267] ['1/2', '5/9', '1', '8/5', '3'] -> 8/5 * (1 / (5/9 - 1/2) - 3)
[98268] ['1/6', '3/8', '7/6', '5', '9'] -> 1/6 + 7/6 * 9 + 5 / 3/8
[98269] ['1/4', '1/2', '1', '9/7', '2'] -> 2 / ((1 - 1/4) / 9/7 - 1/2)
[98270] ['5/6', '6/7', '5/3', '2', '4'] -> 4 / (5/6 + 5/3 - 2 / 6/7)
[98271] ['1/2', '5/9', '1', '7/4', '3'] -> (1 / (1/2 * 7/4) - (5/9 * 3)))
[98272] ['1/4', '2/5', '8/7', '5', '6'] -> 5 * (6 / 8/7 - 2/5) - 1/4
[98273] ['1/4', '1/2', '1', '7/5', '2'] -> (1 + 7/5) * (1/2 + 2) / 1/4
[98274] ['7/9', '6/7', '5/2', '4', '4'] -> 4 / (4 * 7/9 * 6/7 - 5/2)
[98275] ['2/3', '9/7', '5/3', '3', '8'] -> (2/3 + 5/3 * 8) * (3 - 9/7)
[98276] ['3/7', '5/9', '5/3', '3', '9'] -> (3 - 3/7) * (9 + 5/9 / 5/3)
[98277] ['8/9', '6/5', '7/3', '5', '9'] -> 8/9 * (6/5 * 5 + 7/3 * 9)
[98278] ['4/9', '3/5', '3/4', '6', '9'] -> 4/9 * (9 / (3/4 - 3/5) - 6)
[98279] ['3/7', '5/9', '9/4', '3', '9'] -> (9/4 + 3) * (5/9 * 9 - 3/7)
[98280] ['7/9', '7/8', '7/8', '4', '4'] -> 4 * (7/8 / 7/9 + 7/8 + 4)
[98281] ['2/3', '9/7', '9/4', '3', '8'] -> 3 + 9/4 * 8 / (2/3 * 9/7)
[98282] ['1/4', '2/5', '7/3', '5', '6'] -> (6 + 5 / (1/4 * 2/5)) / 7/3
[98283] ['1/4', '3/5', '9/2', '8', '8'] -> 1/4 * 9/2 * (8 + 8 / 3/5)
[98284] ['4/9', '3/5', '5/6', '6', '9'] -> 6 + (3/5 + 9) * 5/6 / 4/9
[98285] ['8/9', '5/4', '5/4', '5', '9'] -> (5 - 5/4) * 9 * 8/9 / 5/4
[98286] ['1/4', '2/5', '8/3', '5', '6'] -> 8/3 * 6 + 5 * 2/5 / 1/4
[98287] ['5/6', '7/8', '7/8', '2', '4'] -> 4 / (2 - (5/6 + 7/8 / 7/8))
[98288] ['1/7', '5/7', '9/5', '8', '9'] -> 9/5 * 9 + 8 - 1/7 / 5/7
[98289] ['1/4', '5/8', '5/7', '8', '8'] -> (8 + 8 / (1/4 + 5/8)) / 5/7
[98290] ['1/5', '4/7', '1', '1', '8/5'] -> (1 + 1 + 8/5 / 4/7) / 1/5
[98291] ['1/6', '2/5', '3/7', '5', '9'] -> 3/7 * (2/5 * 5 + 9 / 1/6)
[98292] ['1/4', '3/7', '4/9', '5', '6'] -> 5 / (3/7 * (4/9 + 1/4 / 6))
[98293] ['8/9', '5/4', '7/5', '5', '9'] -> 5 + 9 * (7/5 + 8/9 / 5/4)
[98294] ['5/6', '7/8', '8/7', '2', '4'] -> 4 / (2 - (5/6 + 7/8 * 8/7))
[98295] ['4/9', '3/5', '9/8', '6', '9'] -> 9 / (9/8 * 4/9 * 3/5) - 6
[98296] ['1/2', '4/7', '5/6', '1', '3'] -> 1 / (1/2 * 3 - 5/6 / 4/7)
[98297] ['8/9', '5/4', '3/2', '5', '9'] -> 9 * (5 / 5/4 - 8/9 * 3/2)
[98298] ['1/4', '5/8', '6/7', '8', '8'] -> 6/7 * (8 + 8 * 5/8 / 1/4)
[98299] ['5/6', '7/8', '6/5', '2', '4'] -> 4 / (5/6 / (2 - 6/5) - 7/8)
[98300] ['1/3', '2/5', '7/4', '6', '7'] -> 7 / (7/4 * 1/3 * 2/5) - 6
[98301] ['1/4', '3/7', '3/5', '5', '6'] -> (3/5 + 5) * (6 - 3/7 / 1/4)
[98302] ['1/2', '4/7', '8/9', '1', '3'] -> (1 / (3 * 8/9) - (1/2 / 4/7)))
[98303] ['1/5', '4/7', '1', '1', '9/5'] -> (1/5 + 1) / (9/5 - 1 / 4/7)
[98304] ['1/4', '5/8', '8/9', '8', '8'] -> 8/9 * (8 / 1/4 - 5/8 * 8)
[98305] ['1/7', '3/4', '4/5', '8', '9'] -> 4/5 * 8 * (9 - 3/4 / 1/7)
[98306] ['1/4', '5/9', '6/7', '1', '2'] -> (1 + 2 / 6/7) / (1/4 * 5/9)
[98307] ['1/2', '4/7', '1', '9/8', '3'] -> 3 / (1 / 4/7 - (1/2 + 9/8))
[98308] ['1/6', '2/5', '6/7', '5', '9'] -> 9 + (1/6 + 5 / 6/7) / 2/5
[98309] ['5/6', '7/8', '8/5', '2', '4'] -> 4 / (2 * 5/6 / 8/5 - 7/8)
[98310] ['8/9', '5/4', '8/3', '5', '9'] -> (9 - 8/3 / 8/9) * 5 / 5/4
[98311] ['1/4', '3/7', '4/5', '5', '6'] -> 1/4 + (5 + 6 / 3/7) / 4/5
[98312] ['7/9', '7/8', '3/2', '4', '4'] -> 4 * (3/2 + 4 * 7/8 / 7/9)
[98313] ['2/3', '7/5', '3', '7/2', '8'] -> 8 / (2/3 * (3 - 7/2 / 7/5))
[98314] ['8/9', '5/4', '7/2', '5', '9'] -> 9 * 8/9 * 7/2 - 5 / 5/4
[98315] ['1/4', '5/8', '7/5', '8', '8'] -> 7/5 * (8 + 8 / (1/4 + 5/8))
[98316] ['1/4', '5/9', '1', '7/6', '2'] -> (1 + 7/6 * 2) / (1/4 * 5/9)
[98317] ['1/7', '3/4', '9/8', '8', '9'] -> 8 * (3/4 / 1/7 - 9/8) - 9
[98318] ['1/2', '4/7', '1', '4/3', '3'] -> 3 / (1/2 / 4/7 - 1 / 4/3)
[98319] ['1/4', '5/8', '5/3', '8', '8'] -> (8 + 8) / (5/3 * 1/4 / 5/8)
[98320] ['1/4', '3/7', '7/8', '5', '6'] -> 6 * (5 / 7/8 - 3/7 / 1/4)
[98321] ['2/3', '3/2', '9/5', '3', '8'] -> 3/2 + 9/5 * (8 + 3 / 2/3)
[98322] ['1/5', '4/7', '1', '1', '7/2'] -> 7/2 * ((4/7 + 1) / 1/5 - 1)
[98323] ['4/9', '5/8', '5/7', '6', '9'] -> 9 / (4/9 * 5/8) - 6 / 5/7
[98324] ['1/2', '4/7', '1', '7/5', '3'] -> 4/7 / (1/2 / 7/5 - 1 / 3)
[98325] ['1/3', '3/7', '4/5', '6', '7'] -> 4/5 * ((6 + 7) / 3/7 - 1/3)
[98326] ['1/6', '2/5', '9/4', '5', '9'] -> 2/5 * 5 / (9/4 / 9 - 1/6)
[98327] ['7/9', '7/8', '7/4', '4', '4'] -> (7/8 + 7/4) * (4 + 4 / 7/9)
[98328] ['4/9', '5/8', '3/4', '6', '9'] -> (3/4 - 6 + 9 / 4/9) / 5/8
[98329] ['2/3', '8/5', '3', '7/2', '8'] -> 8/5 * (8 + 7/2 * 2/3 * 3)
[98330] ['8/9', '9/7', '8/5', '5', '9'] -> 8/9 * 5 * (9 / 9/7 - 8/5)
[98331] ['1/7', '3/4', '4/3', '8', '9'] -> 4/3 * 3/4 / 1/7 + 8 + 9
[98332] ['5/6', '8/9', '7/5', '2', '4'] -> 2 * 4 / (7/5 - 8/9 / 5/6)
[98333] ['1/2', '4/7', '1', '5/3', '3'] -> (1 / (1/2 * 3) - (5/3 / 4/7)))
[98334] ['1/5', '3/5', '5/8', '1', '1'] -> 1 / (1 - (5/8 + 1/5 / 3/5))
[98335] ['3/7', '3/5', '4/3', '3', '9'] -> (9 / (3/7 * 3/5) - 3) / 4/3
[98336] ['7/9', '7/8', '9/4', '4', '4'] -> 4 * (4 + 9/4 * 7/9 / 7/8)
[98337] ['1/5', '3/5', '2/3', '1', '1'] -> (3/5 + 1) / (1/5 * (1 - 2/3))
[98338] ['5/6', '8/9', '8/5', '2', '4'] -> 4 / (5/6 * (2 - 8/5 / 8/9))
[98339] ['1/4', '2/3', '8/7', '8', '8'] -> 2/3 * (8 + 8 / (1/4 * 8/7))
[98340] ['7/9', '7/8', '5/2', '4', '4'] -> (7/8 + 5/2) * (4 + 7/9 * 4)
[98341] ['1/2', '4/7', '1', '9/4', '3'] -> (9/4 + 1 / 4/7) * 3 / 1/2
[98342] ['1/4', '2/3', '9/7', '8', '8'] -> 9/7 * (2/3 / 1/4 + 8 + 8)
[98343] ['1/3', '4/9', '4/7', '6', '7'] -> 4/9 * 7 * (6 + 4/7 / 1/3)
[98344] ['1/4', '5/9', '1', '2', '9/4'] -> 1 + (5/9 + 2) * 9/4 / 1/4
[98345] ['3/7', '3/5', '9/4', '3', '9'] -> 3 * 9 / (3/7 + 3/5) - 9/4
[98346] ['1/2', '4/7', '1', '8/3', '3'] -> 1 / (8/3 - 3 * 1/2 / 4/7)
[98347] ['1/7', '3/4', '5/3', '8', '9'] -> 8 / (9 / 3/4 - 5/3 / 1/7)
[98348] ['4/9', '5/8', '8/7', '6', '9'] -> (9 / 4/9 - 6 / 8/7) / 5/8
[98349] ['5/6', '8/9', '2', '7/2', '4'] -> (7/2 - 5/6) * 4 * 2 / 8/9
[98350] ['1/5', '3/5', '4/5', '1', '1'] -> 1 / (1/5 * (4/5 - 3/5)) - 1
[98351] ['7/9', '8/9', '8/7', '4', '4'] -> (8/9 + 4) * 4 / 7/9 - 8/7
[98352] ['5/6', '9/8', '9/8', '2', '4'] -> 4 / (2 - (5/6 + 9/8 / 9/8))
[98353] ['3/7', '3/5', '3', '9/2', '9'] -> (3/5 + 9) * (3 / 3/7 - 9/2)
[98354] ['1/5', '3/5', '8/9', '1', '1'] -> (3/5 / (1/5 * (1 / 8/9)) - 1))
[98355] ['1/2', '3/5', '7/9', '1', '3'] -> (1 + 3) / (3/5 * (7/9 - 1/2))
[98356] ['1/4', '4/7', '4/7', '1', '2'] -> (4/7 + 2) / (1/4 * (1 - 4/7))
[98357] ['1/5', '3/5', '1', '1', '8/7'] -> (3/5 / (1/5 * 1) - (1 / 8/7)))
[98358] ['1/4', '5/7', '7/9', '8', '8'] -> 7/9 * (8 + 8 * 5/7 / 1/4)
[98359] ['1/5', '3/5', '1', '1', '7/6'] -> (1 + 3/5 / 1/5) / (7/6 - 1)
[98360] ['1/7', '7/9', '7/9', '8', '9'] -> 7/9 / (1/7 * 7/9) + 8 + 9
[98361] ['1/4', '4/9', '4/7', '5', '6'] -> 4/9 * 6 * (1/4 + 5 / 4/7)
[98362] ['1/2', '3/5', '7/8', '1', '3'] -> 1 / (1/2 * 3 - 7/8 / 3/5)
[98363] ['5/7', '3/4', '5/6', '3', '8'] -> (3 - 5/7) * (3/4 + 8) / 5/6
[98364] ['1/6', '3/7', '6/5', '5', '9'] -> 9 / (5 * 1/6 * 3/7) - 6/5
[98365] ['7/9', '9/8', '9/8', '4', '4'] -> 4 * (7/9 * 9/8 + 9/8 + 4)
[98366] ['4/9', '5/8', '9/5', '6', '9'] -> 6 + 9 / (9/5 * 4/9 * 5/8)
[98367] ['3/7', '5/8', '5/6', '3', '9'] -> (9 / 3/7 - 3) * 5/6 / 5/8
[98368] ['1/6', '3/7', '5/4', '5', '9'] -> (5 + 9 / 3/7) / (5/4 - 1/6)
[98369] ['1/4', '4/9', '5/8', '5', '6'] -> 5 / (4/9 * (5/8 - 1/4)) - 6
[98370] ['4/9', '5/8', '7/3', '6', '9'] -> 7/3 / (6 - 5/8 * (4/9 + 9))
[98371] ['5/6', '9/8', '5/3', '2', '4'] -> 2 * (5/6 + 4 * (9/8 + 5/3))
[98372] ['1/3', '4/9', '7/5', '6', '7'] -> (7 / 7/5 - (1/3 - 6)) / 4/9
[98373] ['7/9', '9/8', '7/6', '4', '4'] -> 4 * (9/8 * 4 + 7/6 / 7/9)
[98374] ['1/5', '3/5', '1', '1', '4/3'] -> (3/5 + 1) / (1/5 * (4/3 - 1))
[98375] ['1/4', '4/7', '5/6', '1', '2'] -> 1 / (2 * 1/4 / 4/7 - 5/6)
[98376] ['5/7', '3/4', '9/8', '3', '8'] -> 3 + (3/4 + 9/8) * 8 / 5/7
[98377] ['4/9', '5/8', '7/2', '6', '9'] -> 6 / (7/2 / (4/9 * 9) - 5/8)
[98378] ['1/4', '5/7', '6/5', '8', '8'] -> 8 / 5/7 + 8 + 6/5 / 1/4
[98379] ['5/6', '9/8', '9/5', '2', '4'] -> 9/5 * (5/6 + 4 * (9/8 + 2))
[98380] ['3/7', '5/8', '6/5', '3', '9'] -> (9 / 3/7 - 3) / (5/8 * 6/5)
[98381] ['1/6', '3/7', '7/5', '5', '9'] -> 3/7 + 5 / 1/6 - 9 / 7/5
[98382] ['1/7', '7/9', '8/9', '8', '9'] -> 8/9 / 1/7 + 9 + 7/9 + 8
[98383] ['1/4', '4/7', '7/8', '1', '2'] -> (1 + 2) / (7/8 * 1/4 * 4/7)
[98384] ['3/7', '5/8', '4/3', '3', '9'] -> (9 / (3 * (5/8 / 3/7)) - 4/3))
[98385] ['1/4', '4/9', '6/7', '5', '6'] -> 5 / (6/7 * (4/9 - 1/4)) - 6
[98386] ['1/7', '7/9', '7/6', '8', '9'] -> (8 + 7/6 * (1/7 + 9)) / 7/9
