[71605] ['4/9', '4/7', '7/2', '5', '8'] -> (4/9 * (5 + (8 / (4/7 / 7/2))))
[79965] ['1/9', '1/5', '7/8', '6', '9'] -> ((9 / 1/5) / ((7/8 / 1/9) - 6))
[79966] ['1/7', '7/8', '5/4', '4', '7'] -> ((5/4 + (7 / 4)) / (1/7 * 7/8))
[79967] ['8/9', '5/4', '7/5', '6', '6'] -> (6 * ((6 / (8/9 * 5/4)) - 7/5))
[79968] ['2/7', '5/8', '5/8', '2', '4'] -> (4 * ((2 / 2/7) - (5/8 / 5/8)))
[79969] ['1/6', '1/5', '4/9', '1', '3'] -> (3 / (1/5 * (1 - (1/6 / 4/9))))
[79970] ['1/8', '1/4', '5/7', '5', '7'] -> (5 + (7 * (5/7 + (1/4 / 1/8))))
[79971] ['1/9', '1/5', '9/8', '6', '9'] -> ((6 + 9) / (9/8 * (1/9 / 1/5)))
[79972] ['1/7', '7/8', '7/5', '4', '7'] -> ((1/7 + (4 / 7/5)) / (7/8 / 7))
[79973] ['1/9', '3/8', '4/5', '2', '2'] -> (((2 / 3/8) - 2) / (1/9 / 4/5))
[79974] ['2/7', '5/8', '2/3', '2', '4'] -> ((4 / 2/7) / ((5/8 * 2) - 2/3))
[79975] ['1/4', '1/2', '8/7', '4', '4'] -> ((4 / (8/7 * (1/4 * 1/2))) - 4)
[79976] ['8/9', '5/4', '8/5', '6', '6'] -> (((8/9 / 5/4) * (6 * 6)) - 8/5)
[79977] ['3/7', '5/6', '1', '8/7', '6'] -> ((6 + (3/7 + 1)) / (8/7 - 5/6))
[79978] ['3/7', '1', '5/4', '8/5', '5'] -> (5 / ((1 / (3/7 * 8/5)) - 5/4))
[79979] ['8/9', '5/4', '7/4', '6', '6'] -> (((6 / 8/9) - 7/4) / (5/4 / 6))
[79980] ['1', '9/5', '5/2', '5/2', '7'] -> (((5/2 * 7) / (5/2 - 9/5)) - 1)
[79981] ['1/9', '1/5', '9/7', '6', '9'] -> (9 + (6 / (9/7 * (1/9 + 1/5))))
[79982] ['3/7', '1', '5/4', '7/4', '5'] -> (5/4 + ((1 + (7/4 * 5)) / 3/7))
[79983] ['1/9', '3/8', '8/7', '2', '2'] -> (((2 / (3/8 * 8/7)) - 2) / 1/9)
[79984] ['3/7', '5/6', '1', '4/3', '6'] -> ((1 + (6 / 3/7)) / (5/6 / 4/3))
[79985] ['8/9', '5/4', '5/2', '6', '6'] -> ((8/9 * 5/2) * (6 + (6 / 5/4)))
[79986] ['1/8', '1/4', '7/5', '5', '7'] -> (7 + (5 * (7/5 + (1/4 / 1/8))))
[79987] ['7/9', '7/9', '7/8', '9', '9'] -> (9 + (9 * (7/9 + (7/9 / 7/8))))
[79988] ['3/7', '1', '5/4', '9/5', '5'] -> ((5/4 * 9/5) * ((5 / 3/7) - 1))
[79989] ['1', '1', '8/7', '7/6', '5/4'] -> ((1 + 1) / ((8/7 * 7/6) - 5/4))
[79990] ['1', '9/5', '8/3', '7/2', '7'] -> (8/3 / ((7 / (9/5 * 7/2)) - 1))
[79991] ['1/9', '1/5', '7/4', '6', '9'] -> (9 / (6 - (7/4 / (1/9 + 1/5))))
[79992] ['1/6', '1/5', '7/8', '1', '3'] -> (((1 / 1/6) + (3 / 1/5)) / 7/8)
[79993] ['2/7', '5/8', '8/9', '2', '4'] -> ((4 / 8/9) / ((5/8 / 2/7) - 2))
[79994] ['3/7', '5/6', '1', '3/2', '6'] -> (((6 / (3/7 / 3/2)) - 1) / 5/6)
[79995] ['3/7', '1', '5/4', '5/2', '5'] -> (5 / (5/4 * (5/2 - (1 / 3/7))))
[79996] ['1/9', '3/8', '4/3', '2', '2'] -> (((2 / 3/8) - (4/3 * 2)) / 1/9)
[79997] ['1', '9/5', '8/3', '9/2', '7'] -> (8/3 / ((7 / (9/5 + 9/2)) - 1))
[79998] ['1', '1', '8/7', '7/6', '7/5'] -> (1 / ((1 / 8/7) - (7/6 / 7/5)))
[79999] ['3/7', '1', '5/4', '8/3', '5'] -> ((1 + 5) / ((5/4 / 3/7) - 8/3))
[80000] ['1/6', '1/5', '1', '8/7', '3'] -> (8/7 * ((1 / 1/6) + (3 / 1/5)))
[80001] ['5/9', '2', '2', '9/4', '7/3'] -> (2 / ((5/9 * 9/4) - (7/3 / 2)))
[80002] ['7/9', '7/9', '8/7', '9', '9'] -> (9 + (9 * (7/9 + (7/9 * 8/7))))
[80003] ['2/7', '5/8', '8/7', '2', '4'] -> ((4 + ((8/7 + 2) / 2/7)) / 5/8)
[80004] ['1/6', '1/5', '1', '7/6', '3'] -> ((1 + 3) * (1/6 + (7/6 / 1/5)))
[80005] ['5/7', '1', '9/8', '3/2', '2'] -> (1 / ((3/2 / (2 - 5/7)) - 9/8))
[80006] ['2/7', '5/8', '7/6', '2', '4'] -> ((2 + 4) / ((5/8 / 7/6) - 2/7))
[80007] ['3/7', '5/6', '1', '7/4', '6'] -> (6 / ((5/6 + 7/4) - (1 / 3/7)))
[80008] ['1', '1', '8/7', '7/6', '5/3'] -> (8/7 / (((1 + 1) / 7/6) - 5/3))
[80009] ['3/7', '5/6', '1', '9/5', '6'] -> ((6 / (3/7 / 9/5)) - (1 / 5/6))
[80010] ['8/9', '9/7', '5/3', '6', '6'] -> (8/9 / (6 - ((5/3 + 6) / 9/7)))
[80011] ['2/7', '5/8', '6/5', '2', '4'] -> (((4 + (2 / 5/8)) / 2/7) - 6/5)
[80012] ['5/7', '1', '9/8', '5/3', '2'] -> (1 / ((5/3 / (5/7 * 2)) - 9/8))
[80013] ['1/9', '2/9', '6/7', '6', '9'] -> (6/7 * ((1/9 * 9) + (6 / 2/9)))
[80014] ['3/7', '5/6', '1', '7/3', '6'] -> ((6 * (3/7 + 1)) / (5/6 / 7/3))
[80015] ['1/7', '8/9', '7/5', '4', '7'] -> (8/9 * (7 + (4 / (1/7 * 7/5))))
[80016] ['5/7', '1', '9/8', '7/4', '2'] -> ((1 + 2) / ((5/7 * 7/4) - 9/8))
[80017] ['2/7', '5/8', '4/3', '2', '4'] -> (2 / (2/7 * (5/8 - (4/3 / 4))))
[80018] ['3/7', '1', '9/7', '7/4', '5'] -> ((9/7 * 7/4) * ((5 / 3/7) - 1))
[80019] ['1', '9/4', '9/4', '5/2', '7'] -> ((7 * (5/2 - (1 - 9/4))) - 9/4)
[80020] ['7/9', '7/9', '7/4', '9', '9'] -> ((9 + 9) / (7/4 - (7/9 / 7/9)))
[80021] ['5/9', '2', '2', '7/3', '5/2'] -> (2 / (7/3 - (5/2 / (5/9 * 2))))
[80022] ['1/7', '8/9', '3/2', '4', '7'] -> ((4 / 3/2) / ((1/7 * 7) - 8/9))
[80023] ['3/7', '5/6', '1', '8/3', '6'] -> ((8/3 * 6) * ((1 / 3/7) - 5/6))
[80024] ['1', '9/4', '9/4', '7/2', '7'] -> ((7 * (1 + 9/4)) - (9/4 - 7/2))
[80025] ['2/7', '5/8', '7/5', '2', '4'] -> ((2 + 4) / (7/5 * (2/7 * 5/8)))
[80026] ['1', '1', '8/7', '7/6', '5/2'] -> ((8/7 * (1 + 5/2)) / (7/6 - 1))
[80027] ['5/9', '2', '2', '7/3', '7/2'] -> ((7/3 + (2 * (2 + 7/2))) / 5/9)
[80028] ['1/9', '3/8', '2', '2', '7/2'] -> (((7/2 / (3/8 * 2)) - 2) / 1/9)
[80029] ['1/8', '2/7', '7/9', '5', '7'] -> (5 / (7/9 * (2/7 - (1/8 / 7))))
[80030] ['1/6', '2/9', '2/5', '1', '3'] -> (((1 / 2/5) - (1/6 - 3)) / 2/9)
[80031] ['1/4', '5/9', '5/4', '4', '4'] -> (4 * ((5/4 / 5/9) - (1/4 - 4)))
[80032] ['1/7', '8/9', '7/4', '4', '7'] -> ((8/9 * 4) * (7 - (1/7 * 7/4)))
[80033] ['1/5', '2/9', '3/8', '1', '7'] -> ((7 - (1 / 1/5)) / (2/9 * 3/8))
[80034] ['1/8', '2/7', '4/5', '5', '7'] -> ((7 / 2/7) - (5 * (1/8 * 4/5)))
[80035] ['1/6', '2/9', '4/7', '1', '3'] -> ((1 / (1/6 * 4/7)) + (3 / 2/9))
[80036] ['3/7', '1', '4/3', '7/5', '5'] -> (1 + (5 * (4/3 + (7/5 / 3/7))))
[80037] ['1/9', '2/5', '3/7', '2', '2'] -> ((2 + (2 / 3/7)) / (1/9 / 2/5))
[80038] ['1', '9/4', '8/3', '8/3', '7'] -> ((1 + 7) + (8/3 * (9/4 * 8/3)))
[80039] ['1', '1', '8/7', '6/5', '9/7'] -> (((1 + 8/7) / (9/7 - 6/5)) - 1)
[80040] ['1/8', '2/7', '5/6', '5', '7'] -> ((5 / (1/8 * 2/7)) / (5/6 * 7))
[80041] ['1/6', '2/9', '5/7', '1', '3'] -> (3 / (2/9 - (1/6 / (5/7 + 1))))
[80042] ['1/9', '2/5', '1/2', '2', '2'] -> ((2 / 1/9) / (2 - (1/2 / 2/5)))
[80043] ['7/9', '4/5', '4/5', '9', '9'] -> ((4/5 + 9) + (9 * (7/9 + 4/5)))
[80044] ['1/7', '8/9', '7/3', '4', '7'] -> ((4 + (7 * (1/7 + 7/3))) / 8/9)
[80045] ['1', '7/3', '7/3', '5/2', '7'] -> ((1 + (7 / 7/3)) / (5/2 - 7/3))
[80046] ['1/9', '2/5', '5/9', '2', '2'] -> ((2/5 + 2) * (2 / (1/9 / 5/9)))
[80047] ['8/9', '7/5', '8/5', '6', '6'] -> ((8/5 + (6 * (8/9 * 6))) / 7/5)
[80048] ['1', '7/3', '5/2', '5/2', '7'] -> ((7 * (5/2 + (5/2 / 7/3))) - 1)
[80049] ['1/8', '2/7', '6/5', '5', '7'] -> ((6/5 * 5) / (7 * (1/8 * 2/7)))
[80050] ['3/7', '1', '4/3', '9/5', '5'] -> ((5 / (3/7 * (9/5 - 4/3))) - 1)
[80051] ['1/7', '8/9', '7/2', '4', '7'] -> ((8/9 * (7 + (7/2 / 1/7))) - 4)
[80052] ['4/7', '4/7', '5/8', '2', '2'] -> ((4/7 + 2) / (2 * (5/8 - 4/7)))
[80053] ['3/7', '7/8', '1', '6/5', '6'] -> ((7/8 + 1) * ((6 / 3/7) - 6/5))
[80054] ['5/7', '1', '8/7', '9/7', '2'] -> ((2 * (5/7 + 1)) / (9/7 - 8/7))
[80055] ['1/4', '5/9', '9/5', '4', '4'] -> (4 + ((4 + (5/9 * 9/5)) / 1/4))
[80056] ['1/9', '2/5', '2/3', '2', '2'] -> (((2/3 / 2/5) + (2 / 2)) / 1/9)
[80057] ['7/9', '4/5', '8/9', '9', '9'] -> ((4/5 * (7/9 + 8/9)) * (9 + 9))
[80058] ['1/8', '2/7', '7/5', '5', '7'] -> (((2/7 * 7) - 7/5) / (1/8 / 5))
[80059] ['1/7', '9/8', '7/6', '4', '7'] -> ((4 * (7 - (9/8 / 7/6))) - 1/7)
[80060] ['1', '5/2', '5/2', '8/3', '7'] -> (8/3 * ((1 + 7) + (5/2 / 5/2)))
[80061] ['1/5', '2/9', '7/9', '1', '7'] -> ((1 + 7) / ((2/9 / 1/5) - 7/9))
[80062] ['3/7', '7/8', '1', '9/5', '6'] -> ((9/5 / (3/7 * 7/8)) * (6 - 1))
[80063] ['3/7', '1', '4/3', '8/3', '5'] -> (8/3 * ((1 / 3/7) + (4/3 * 5)))
[80064] ['1/6', '1/4', '3/7', '1', '3'] -> ((3 / (1/6 + 1)) / (1/4 * 3/7))
[80065] ['1/8', '2/7', '9/5', '5', '7'] -> (9/5 / ((1/8 / 7) + (2/7 / 5)))
[80066] ['3/7', '1', '4/3', '9/2', '5'] -> ((9/2 + (1 / 4/3)) * (5 - 3/7))
[80067] ['2/7', '2/3', '6/5', '2', '4'] -> (2/3 + ((2 * 4) / (2/7 * 6/5)))
[80068] ['1/6', '1/4', '5/9', '1', '3'] -> (3 / ((1/6 / (1 - 5/9)) - 1/4))
[80069] ['1', '5/2', '7/2', '7/2', '7'] -> ((7 * (7/2 + (1 / 7/2))) - 5/2)
[80070] ['1/9', '2/5', '7/9', '2', '2'] -> (2 * ((7/9 / 1/9) + (2 / 2/5)))
[80071] ['7/9', '4/5', '7/6', '9', '9'] -> ((7/6 / 7/9) + ((9 + 9) / 4/5))
[80072] ['1/7', '9/8', '7/5', '4', '7'] -> ((7 + (4 / (1/7 * 7/5))) / 9/8)
[80073] ['8/9', '7/5', '5/2', '6', '6'] -> (8/9 * (6 + (6 * (7/5 * 5/2))))
[80074] ['1', '1', '8/7', '6/5', '5/2'] -> ((6/5 * 5/2) / (1 - (1 / 8/7)))
[80075] ['5/7', '1', '8/7', '2', '9/4'] -> (2 / ((1 / (8/7 - 5/7)) - 9/4))
[80076] ['1/4', '4/7', '2/3', '4', '4'] -> (4 / ((2/3 / 4/7) - (1/4 * 4)))
[80077] ['1/9', '2/5', '6/7', '2', '2'] -> (((2 / 2/5) - (2 / 6/7)) / 1/9)
[80078] ['2/7', '2/3', '8/5', '2', '4'] -> ((4 / 2/7) / ((2 / 8/5) - 2/3))
[80079] ['1/8', '2/7', '8/3', '5', '7'] -> (5 / ((7 * (1/8 + 2/7)) - 8/3))
[80080] ['1/5', '2/9', '8/9', '1', '7'] -> ((8/9 - 2/9) * (1 + (7 / 1/5)))
[80081] ['1/6', '1/4', '1', '6/5', '3'] -> ((1/4 + 1) * (6/5 + (3 / 1/6)))
[80082] ['1', '1', '8/7', '6/5', '7/2'] -> ((8/7 * 7/2) / (1 - (1 / 6/5)))
[80083] ['2/7', '2/3', '9/5', '2', '4'] -> (9/5 * (4 + ((2/3 + 2) / 2/7)))
[80084] ['1/4', '4/7', '7/9', '4', '4'] -> ((4 / (1/4 * 7/9)) - (4/7 - 4))
[80085] ['1/7', '9/8', '5/3', '4', '7'] -> (((7 / 1/7) - 4) / (9/8 * 5/3))
[80086] ['3/7', '8/9', '1', '8/7', '6'] -> (6 * (1 + (8/7 / (3/7 * 8/9))))
[80087] ['1/9', '1/9', '1/8', '1', '8'] -> (8 + ((1 + (1/9 / 1/9)) / 1/8))
[80088] ['1/9', '2/5', '9/8', '2', '2'] -> (((2 / 2/5) - 2) / (1/9 * 9/8))
[80089] ['1/4', '4/7', '4/5', '4', '4'] -> ((4/7 + 4) * (1/4 + (4 / 4/5)))
[80090] ['1', '1', '8/7', '5/4', '5/4'] -> ((1 + 5/4) / ((5/4 / 8/7) - 1))
[80091] ['1/7', '9/8', '7/4', '4', '7'] -> ((7 - (1/7 * 7/4)) / (9/8 / 4))
[80092] ['4/7', '4/7', '5/4', '2', '2'] -> ((4/7 + 2) / (5/4 - (4/7 * 2)))
[80093] ['8/9', '3/2', '8/5', '6', '6'] -> (8/5 * (3/2 + ((6 + 6) / 8/9)))
[80094] ['1/9', '1/4', '5/3', '6', '9'] -> ((1/4 * 6) * (9 * (1/9 + 5/3)))
[80095] ['3/7', '1', '7/5', '9/5', '5'] -> ((5 + (1 / 7/5)) / (3/7 / 9/5))
[80096] ['1/5', '2/9', '1', '7/6', '7'] -> ((1/5 + 7) * ((1 / 2/9) - 7/6))
[80097] ['1/4', '4/7', '5/6', '4', '4'] -> ((4 + 4) / (4/7 * (5/6 - 1/4)))
[80098] ['5/7', '1', '7/6', '6/5', '2'] -> ((6/5 + (2 / 5/7)) / (7/6 - 1))
[80099] ['1', '1', '8/7', '5/4', '4/3'] -> ((1 + 1) / (5/4 - (4/3 / 8/7)))
[80100] ['1/9', '1/9', '2/5', '1', '8'] -> (8 / ((2/5 * (1/9 + 1)) - 1/9))
[80101] ['3/7', '1', '7/5', '9/4', '5'] -> ((1 + (5 / 7/5)) / (3/7 / 9/4))
[80102] ['1/5', '2/9', '1', '6/5', '7'] -> (((1 - 1/5) / (2/9 / 7)) - 6/5)
[80103] ['1/9', '2/5', '7/6', '2', '2'] -> (((2 / 2/5) - (7/6 * 2)) / 1/9)
[80104] ['5/7', '1', '7/6', '4/3', '2'] -> (2 / ((5/7 * 7/6) - (1 / 4/3)))
[80105] ['3/7', '1', '7/5', '7/3', '5'] -> ((7/5 + 7/3) * (5 + (3/7 + 1)))
[80106] ['1/9', '1/9', '4/7', '1', '8'] -> ((8 / 4/7) + ((1/9 + 1) / 1/9))
[80107] ['2/7', '5/7', '8/9', '2', '4'] -> ((5/7 + (2 / 2/7)) * (4 - 8/9))
[80108] ['1/9', '2/7', '2/5', '6', '9'] -> (2/5 * ((9 / 1/9) - (6 / 2/7)))
[80109] ['1/5', '2/9', '1', '5/4', '7'] -> ((7 / (2/9 * 5/4)) - (1/5 + 1))
[80110] ['1', '1', '8/7', '5/4', '3/2'] -> (1 / ((1 / 8/7) - (5/4 / 3/2)))
[80111] ['1/4', '4/7', '9/8', '4', '4'] -> (((4 / 4/7) - 1/4) / (9/8 / 4))
[80112] ['1/6', '2/7', '5/9', '1', '3'] -> ((1/6 + (3 / 2/7)) / (1 - 5/9))
[80113] ['1/9', '1/9', '3/5', '1', '8'] -> (8 + ((1/9 + (1 / 3/5)) / 1/9))
[80114] ['1/4', '4/7', '7/6', '4', '4'] -> (7/6 * ((4/7 + 4) + (4 / 1/4)))
[80115] ['1/5', '2/9', '1', '7/5', '7'] -> (((7 - 7/5) / 2/9) - (1/5 + 1))
[80116] ['1', '1', '8/7', '5/4', '7/4'] -> ((5/4 + 7/4) / (1 - (1 / 8/7)))
[80117] ['1/5', '2/9', '1', '8/5', '7'] -> ((((8/5 / 2/9) - 1) / 1/5) - 7)
[80118] ['3/7', '8/9', '1', '3/2', '6'] -> ((8/9 * 6) * (1 + (3/2 / 3/7)))
[80119] ['1/4', '4/7', '4/3', '4', '4'] -> ((4 + (4 / (1/4 * 4/7))) / 4/3)
[80120] ['1', '1', '8/7', '5/4', '9/5'] -> (9/5 / ((1 / 8/7) - (1 / 5/4)))
[80121] ['1/5', '2/9', '1', '5/3', '7'] -> ((1 + 7) / (1/5 + (2/9 / 5/3)))
[80122] ['2/7', '5/7', '5/3', '2', '4'] -> (4 / ((2/7 + 5/7) - (5/3 / 2)))
[80123] ['1/9', '2/5', '9/5', '2', '2'] -> ((2/5 + 2) * (2 / (1/9 * 9/5)))
[80124] ['1/7', '7/6', '6/5', '4', '7'] -> (4 * ((1/7 * 7/6) + (7 / 6/5)))
[80125] ['5/7', '1', '7/6', '2', '9/4'] -> ((5/7 + 1) / (2 - (9/4 / 7/6)))
[80126] ['8/9', '8/5', '8/3', '6', '6'] -> (8/5 * ((8/3 / 8/9) + (6 + 6)))
[80127] ['1/9', '1/9', '6/7', '1', '8'] -> (1/9 / ((1/9 / 6/7) - (1 / 8)))
[80128] ['3/7', '8/9', '1', '5/3', '6'] -> (6 * ((5/3 / 3/7) - (8/9 - 1)))
[80129] ['4/7', '4/7', '2', '2', '7/3'] -> (4/7 / ((7/3 / 2) - (4/7 * 2)))
[80130] ['1/9', '2/7', '4/5', '6', '9'] -> (((6 / (4/5 - 2/7)) - 9) / 1/9)
[80131] ['1/9', '2/5', '2', '2', '5/2'] -> ((2 / 1/9) + (5/2 * (2/5 + 2)))
[80132] ['5/7', '1', '7/6', '2', '8/3'] -> ((1 / 7/6) / ((2 / 8/3) - 5/7))
[80133] ['4/7', '4/7', '2', '2', '8/3'] -> ((8/3 * (4/7 + 2)) / (4/7 / 2))
[80134] ['1/9', '2/7', '9/8', '6', '9'] -> ((6 / (1/9 * 2/7)) / (9 - 9/8))
[80135] ['3/7', '1', '3/2', '9/5', '5'] -> ((3/2 * 5) * ((9/5 / 3/7) - 1))
[80136] ['3/7', '8/9', '1', '9/5', '6'] -> ((8/9 * 9/5) * (1 + (6 / 3/7)))
[80137] ['1/9', '2/5', '2', '2', '7/2'] -> ((7/2 - (2 / (2/5 + 2))) / 1/9)
[80138] ['7/9', '5/6', '6/7', '9', '9'] -> (((9 / 6/7) - (5/6 - 9)) / 7/9)
[80139] ['1/9', '1/9', '1', '7/6', '8'] -> (1/9 / ((1/9 * 7/6) - (1 / 8)))
[80140] ['1/9', '2/7', '6/5', '6', '9'] -> (6/5 * ((6 / 2/7) - (1/9 * 9)))
[80141] ['1/9', '3/7', '3/7', '2', '2'] -> ((2 - (3/7 * 2)) / (1/9 * 3/7))
[80142] ['8/9', '5/3', '5/2', '6', '6'] -> ((8/9 * 6) * (6 - (5/2 / 5/3)))
[80143] ['1/9', '2/7', '5/4', '6', '9'] -> (6 / ((1/9 / 2/7) - (5/4 / 9)))
[80144] ['2/7', '3/4', '8/9', '2', '4'] -> ((2 + (4 / 2/7)) / (3/4 * 8/9))
[80145] ['1/7', '6/5', '4/3', '4', '7'] -> ((6/5 * 7) * ((4 / 4/3) - 1/7))
[80146] ['1/9', '1/9', '1', '5/4', '8'] -> (8 / ((1/9 / (5/4 - 1)) - 1/9))
[80147] ['1/8', '2/5', '4/9', '5', '7'] -> (4/9 * ((7 / 1/8) - (2/5 * 5)))
[80148] ['1/9', '3/7', '5/9', '2', '2'] -> (((2 / 1/9) - (2 / 3/7)) / 5/9)
[80149] ['8/9', '7/4', '7/4', '6', '6'] -> (8/9 * (6 + (6 * (7/4 + 7/4))))
[80150] ['1/9', '2/7', '7/5', '6', '9'] -> (7/5 * ((9 / (1/9 / 2/7)) - 6))
[80151] ['2/7', '3/4', '7/6', '2', '4'] -> ((2 + 4) / (7/6 * (2/7 * 3/4)))
[80152] ['1/7', '6/5', '8/5', '4', '7'] -> (4 + ((1/7 + 7) * (6/5 + 8/5)))
[80153] ['1', '1', '8/7', '9/7', '7/4'] -> (8/7 / ((1 / (7/4 - 1)) - 9/7))
[80154] ['3/7', '1', '8/5', '8/5', '5'] -> (8/5 + ((1 + 5) / (3/7 / 8/5)))
[80155] ['1/9', '3/7', '3/5', '2', '2'] -> (3/5 * ((2 / (1/9 * 3/7)) - 2))
[80156] ['3/7', '8/9', '1', '7/2', '6'] -> ((6 * (8/9 + 7/2)) - (1 / 3/7))
[80157] ['1/9', '1/9', '1', '8/5', '8'] -> (8 + ((1/9 + 1) / (1/9 / 8/5)))
[80158] ['1/7', '6/5', '7/4', '4', '7'] -> ((6/5 / 7/4) * (7 + (4 / 1/7)))
[80159] ['1/9', '1/9', '1', '7/4', '8'] -> ((7/4 * 8) + ((1/9 + 1) / 1/9))
[80160] ['2/7', '3/4', '7/5', '2', '4'] -> ((2 + 4) / ((3/4 / 7/5) - 2/7))
[80161] ['7/9', '5/6', '7/5', '9', '9'] -> ((5/6 * 7/5) * (9 + (9 / 7/9)))
[80162] ['1/5', '1/4', '5/8', '1', '7'] -> ((7 - (1 / 1/4)) / (1/5 * 5/8))
[80163] ['1/7', '6/5', '9/4', '4', '7'] -> ((6/5 / 9/4) * ((7 / 1/7) - 4))
[80164] ['3/7', '1', '8/5', '9/5', '5'] -> (5 * ((9/5 / 3/7) - (1 - 8/5)))
[80165] ['1/9', '2/7', '5/3', '6', '9'] -> ((5/3 - 1/9) * (9 * (2/7 * 6)))
[80166] ['1/6', '1/3', '1', '7/5', '3'] -> (1 / ((1/3 / (3 - 7/5)) - 1/6))
[80167] ['7/9', '5/6', '8/5', '9', '9'] -> (8/5 / ((9 / 9) - (7/9 / 5/6)))
[80168] ['1/8', '2/5', '7/9', '5', '7'] -> (7 / (7/9 * (2/5 - (1/8 / 5))))
[80169] ['2/7', '3/4', '9/5', '2', '4'] -> (9/5 * (4 + (2 / (2/7 * 3/4))))
[80170] ['3/7', '1', '9/8', '4/3', '6'] -> (6 * ((1 / 9/8) + (4/3 / 3/7)))
[80171] ['8/9', '9/5', '7/3', '6', '6'] -> (9/5 * ((6 * (8/9 + 7/3)) - 6))
[80172] ['1/8', '2/5', '6/7', '5', '7'] -> ((6/7 / 5) * (7 / (1/8 * 2/5)))
[80173] ['1/9', '2/7', '5/2', '6', '9'] -> (((9 / 1/9) - (6 / 2/7)) / 5/2)
[80174] ['3/7', '1', '8/5', '8/3', '5'] -> ((8/5 * 5) / (8/3 - (1 / 3/7)))
[80175] ['1/9', '3/7', '6/7', '2', '2'] -> (((2 / (6/7 - 3/7)) - 2) / 1/9)
[80176] ['7/9', '5/6', '9/5', '9', '9'] -> ((5/6 * 9/5) * (9 + (7/9 * 9)))
[80177] ['1/7', '5/4', '5/4', '4', '7'] -> ((4 * 7) * ((5/4 / 5/4) - 1/7))
[80178] ['3/7', '1', '9/8', '3/2', '6'] -> ((1 + (3/2 / 3/7)) / (9/8 / 6))
[80179] ['1/9', '3/7', '7/8', '2', '2'] -> ((2 / (1/9 * 3/7)) / (7/8 * 2))
[80180] ['1/9', '2/7', '7/2', '6', '9'] -> ((7/2 / (1/9 / 2/7)) + (6 + 9))
[80181] ['1', '1', '8/7', '4/3', '8/5'] -> (1 / ((1 / 8/7) - (4/3 / 8/5)))
[80182] ['4/7', '3/5', '8/7', '2', '2'] -> (8/7 / ((2 / 2) - (4/7 / 3/5)))
[80183] ['7/9', '5/6', '5/2', '9', '9'] -> (9 * ((9 / 5/2) - (7/9 / 5/6)))
[80184] ['1', '1', '8/7', '4/3', '5/3'] -> ((4/3 + 5/3) / (1 - (1 / 8/7)))
[80185] ['1/5', '1/4', '1', '9/7', '7'] -> ((1/5 + (1 / 1/4)) * (7 - 9/7))
[80186] ['1/8', '2/5', '9/7', '5', '7'] -> ((9/7 * 7) / (2/5 - (1/8 / 5)))
[80187] ['4/7', '3/5', '6/5', '2', '2'] -> (6/5 / ((3/5 / 4/7) - (2 / 2)))
[80188] ['1/5', '1/4', '1', '4/3', '7'] -> ((((7 / 4/3) - 1/4) / 1/5) - 1)
[80189] ['1/9', '1/3', '4/7', '6', '9'] -> (4/7 * (((6 - 1/3) / 1/9) - 9))
[80190] ['2/7', '7/9', '9/8', '2', '4'] -> ((2 + 4) / (9/8 * (2/7 * 7/9)))
[80191] ['1/4', '3/5', '7/3', '4', '4'] -> (4 / ((7/3 / 4) - (1/4 / 3/5)))
[80192] ['5/7', '1', '6/5', '2', '8/3'] -> (6/5 / ((2 / (5/7 * 8/3)) - 1))
[80193] ['1/9', '1/8', '3/7', '1', '8'] -> ((8 - (1 / 3/7)) / (1/9 + 1/8))
[80194] ['2/7', '7/9', '8/7', '2', '4'] -> (2 + ((8/7 + (4 / 7/9)) / 2/7))
[80195] ['3/7', '1', '9/8', '9/5', '6'] -> ((1 + (6 / 3/7)) / (9/8 / 9/5))
[80196] ['1/8', '2/5', '7/4', '5', '7'] -> ((1/8 + 7) + ((7/4 + 5) / 2/5))
[80197] ['3/7', '1', '5/3', '5/2', '5'] -> ((5/2 * ((5 / 3/7) - 5/3)) - 1)
[80198] ['1/9', '1/3', '6/5', '6', '9'] -> (9 + (6 / (6/5 * (1/9 / 1/3))))
[80199] ['1/6', '3/8', '1', '9/5', '3'] -> (((3 / (1/6 * 9/5)) - 1) / 3/8)
[80200] ['3/7', '1', '5/3', '9/2', '5'] -> (9/2 * ((1 / 3/7) + (5 / 5/3)))
[80201] ['2/7', '7/9', '4/3', '2', '4'] -> ((2 / (2/7 * 7/9)) * (4 - 4/3))
[80202] ['1/4', '5/8', '7/9', '4', '4'] -> ((4 - 5/8) * (4 + (7/9 / 1/4)))
[80203] ['1/8', '2/5', '7/3', '5', '7'] -> (7 / ((5 * (1/8 + 2/5)) - 7/3))
[80204] ['1/9', '3/7', '7/5', '2', '2'] -> (7/5 * ((2 / 1/9) - (3/7 * 2)))
[80205] ['5/7', '1', '5/4', '4/3', '2'] -> ((2 / 5/4) / ((1 / 5/7) - 4/3))
[80206] ['1', '1', '8/7', '4/3', '7/2'] -> (8/7 / (4/3 - (1 + (1 / 7/2))))
[80207] ['1/4', '5/8', '6/7', '4', '4'] -> ((4 + 4) / (5/8 - (1/4 / 6/7)))
[80208] ['1/4', '5/8', '8/9', '4', '4'] -> ((4 + 4) / (8/9 * (5/8 - 1/4)))
[80209] ['3/7', '1', '8/7', '6/5', '6'] -> ((6 - 6/5) / (3/7 / (1 + 8/7)))
