[89511] ['2/7', '1', '9/7', '7/4', '3'] -> 2/7 / ((9/7 + 7/4) / 3 - 1)
[93775] ['1/9', '3/5', '3/2', '8', '9'] -> 1/9 + (9 + 8 / 3/2) / 3/5
[93776] ['1/8', '1/5', '5/6', '5', '9'] -> (9 + 5 / 5/6) / (1/8 / 1/5)
[93777] ['4/5', '1', '9/8', '9/5', '5'] -> (5 + 1 + 9/5) / (9/8 - 4/5)
[93778] ['5/7', '5/7', '9/5', '5', '9'] -> 9 / (9/5 / 5) - 5/7 / 5/7
[93779] ['2/9', '3/8', '3/8', '6', '7'] -> 6 / 2/9 - (3/8 + 3/8 * 7)
[93780] ['4/9', '5/7', '6/5', '3', '8'] -> 3 + 8 / (6/5 * 4/9 * 5/7)
[93781] ['2/5', '3/4', '1', '9/8', '3'] -> 3 / (3/4 / (1 - 2/5) - 9/8)
[93782] ['5/7', '5/7', '7/2', '5', '9'] -> 9 + 7/2 * (5/7 + 5/7 * 5)
[93783] ['1/6', '1/5', '4/7', '5', '6'] -> (6 + 1/5 * 5) / (1/6 / 4/7)
[93784] ['2/9', '3/8', '2/5', '6', '7'] -> 7 / (3/8 * (2/9 + 2/5)) - 6
[93785] ['1/8', '1/5', '7/8', '5', '9'] -> 9 + (7/8 + 1/5 * 5) / 1/8
[93786] ['1/5', '3/7', '1', '7/5', '2'] -> (2 + 3/7 + 1) / (1/5 / 7/5)
[93787] ['2/9', '3/8', '3/7', '6', '7'] -> 6 / (2/9 * 3/8) / (3/7 * 7)
[93788] ['4/9', '5/7', '7/5', '3', '8'] -> 8 / (4/9 * 3 - 5/7 * 7/5)
[93789] ['1/5', '3/7', '1', '3/2', '2'] -> 1 / 3/2 + 2 / (1/5 * 3/7)
[93790] ['1/8', '1/5', '8/9', '5', '9'] -> 5 / 1/5 - 9 * 1/8 * 8/9
[93791] ['5/7', '3/4', '7/9', '5', '9'] -> (9 + 5 / (5/7 * 7/9)) / 3/4
[93792] ['1/6', '1/5', '3/4', '5', '6'] -> 1/5 * 5 / (1/6 - 3/4 / 6)
[93793] ['3/5', '5/8', '5/6', '4', '4'] -> 4 / (3/5 * 5/8 - 5/6 / 4)
[93794] ['1/5', '3/7', '4/5', '8', '8'] -> 3/7 * 8 * (8 - (1/5 + 4/5))
[93795] ['4/5', '1', '8/7', '7/6', '5'] -> 5 * 4/5 / 7/6 / (8/7 - 1)
[93796] ['3/5', '5/8', '6/7', '4', '4'] -> 6/7 * 4 * (3/5 + 4 / 5/8)
[93797] ['1/4', '9/8', '9/5', '3', '9'] -> 3 / (9 * 1/4 / 9/5 - 9/8)
[93798] ['4/9', '5/7', '5/3', '3', '8'] -> 8 / (5/3 / (5/7 * 3) - 4/9)
[93799] ['3/5', '5/8', '7/8', '4', '4'] -> 4 * (3/5 + 4 + 7/8 / 5/8)
[93800] ['1/8', '1/5', '7/6', '5', '9'] -> 1/5 * 5 / (7/6 - 1/8 * 9)
[93801] ['5/7', '3/4', '6/7', '5', '9'] -> (5 - 5/7) * 9 / (3/4 + 6/7)
[93802] ['2/9', '3/8', '7/9', '6', '7'] -> 6 / 3/8 + 7 + 2/9 + 7/9
[93803] ['2/7', '8/5', '9/5', '6', '9'] -> 9 / (9/5 - 8/5) - 6 / 2/7
[93804] ['3/5', '5/8', '8/9', '4', '4'] -> (4 + 4) / (8/9 * 3/5 * 5/8)
[93805] ['2/5', '3/4', '1', '7/3', '3'] -> 3 / 3/4 / (1 / 2/5 - 7/3)
[93806] ['4/5', '1', '8/7', '4/3', '5'] -> 4/5 * 5 / (4/3 / 8/7 - 1)
[93807] ['5/7', '3/4', '8/9', '5', '9'] -> (9 + 5 / 5/7) / (3/4 * 8/9)
[93808] ['1/8', '1/5', '4/3', '5', '9'] -> (4/3 - 1/5 * 5) / (1/8 / 9)
[93809] ['1/7', '5/6', '1', '1', '5/2'] -> (1 + 1 / 1/7) / (5/6 / 5/2)
[93810] ['1/4', '8/7', '8/5', '3', '9'] -> (9 / 8/7 - 3 / 8/5) / 1/4
[93811] ['2/9', '3/8', '6/7', '6', '7'] -> 6/7 * (2/9 + 6) + 7 / 3/8
[93812] ['3/5', '5/8', '7/6', '4', '4'] -> (3/5 + 4 / 5/8) / (7/6 / 4)
[93813] ['5/8', '5/7', '9/5', '2', '4'] -> 9/5 / (2 / (5/7 * 4) - 5/8)
[93814] ['2/7', '8/5', '5/2', '6', '9'] -> 8/5 / 5/2 * (6 + 9 / 2/7)
[93815] ['5/7', '3/4', '8/7', '5', '9'] -> (9 - (8/7 - 5)) / (5/7 * 3/4)
[93816] ['1/5', '3/7', '9/7', '8', '8'] -> 8 * (9/7 / 1/5 - 3/7 * 8)
[93817] ['1/7', '5/6', '1', '1', '7/2'] -> 7/2 * (1/7 + 1) / (1 - 5/6)
[93818] ['3/5', '5/8', '5/4', '4', '4'] -> (4 + 5/4 * 4) / (3/5 * 5/8)
[93819] ['5/7', '3/4', '7/6', '5', '9'] -> 5/7 / (7/6 - 3/4) * (5 + 9)
[93820] ['1/8', '1/5', '7/3', '5', '9'] -> 7/3 * 9 / (1/5 * 5 - 1/8)
[93821] ['1/6', '1/5', '7/4', '5', '6'] -> (6 + 1/5 * 5) / (1/6 * 7/4)
[93822] ['5/8', '5/7', '2', '7/3', '4'] -> 2 * 7/3 * (4 + 5/7 / 5/8)
[93823] ['2/5', '7/9', '6/7', '1', '3'] -> (1 / (6/7 - 7/9) - 3) / 2/5
[93824] ['1/7', '6/7', '6/7', '1', '1'] -> (1 + 1) / (1/7 / (6/7 + 6/7))
[93825] ['1/4', '8/7', '7/3', '3', '9'] -> (3 + 9 / 7/3) / (1/4 * 8/7)
[93826] ['4/5', '1', '8/7', '5/3', '5'] -> 5 / (5/3 / 8/7 - 1 / 4/5)
[93827] ['1/8', '1/5', '9/2', '5', '9'] -> (1/5 * 5 + 9 / 9/2) / 1/8
[93828] ['5/8', '5/7', '2', '8/3', '4'] -> (2 + 8/3) * (4 + 5/7 / 5/8)
[93829] ['4/9', '3/4', '4/5', '3', '8'] -> (3 + 4/9 * 3/4) * (8 - 4/5)
[93830] ['2/7', '5/3', '5/3', '6', '9'] -> 2/7 * 9 * (6 + 5/3 + 5/3)
[93831] ['5/7', '3/4', '5/4', '5', '9'] -> 9 * (5 - 5/4 / (5/7 * 3/4))
[93832] ['1/5', '4/9', '5/9', '1', '2'] -> 5/9 / (4/9 / 2 - 1/5) - 1
[93833] ['1/4', '7/6', '6/5', '3', '9'] -> 9 * (3 * 7/6 / 6/5 - 1/4)
[93834] ['2/7', '5/3', '9/5', '6', '9'] -> 6 / 2/7 + 9 / (5/3 * 9/5)
[93835] ['5/7', '3/4', '4/3', '5', '9'] -> (5/7 + 3/4 * 4/3) * (5 + 9)
[93836] ['3/5', '5/8', '7/4', '4', '4'] -> (4 - 7/4) * 4 / (3/5 * 5/8)
[93837] ['1/6', '1/5', '9/2', '5', '6'] -> 6 / (1/5 * 5 - 1/6 * 9/2)
[93838] ['4/9', '3/4', '9/7', '3', '8'] -> 3/4 + (8 + 3 / 9/7) / 4/9
[93839] ['1/5', '3/7', '7/4', '8', '8'] -> 3/7 * 7/4 * (8 / 1/5 - 8)
[93840] ['1/7', '6/7', '1', '1', '6/5'] -> (1 + 6/7 + 1) / (1/7 / 6/5)
[93841] ['1/7', '6/7', '1', '1', '9/7'] -> (6/7 + 9/7 * (1 + 1)) / 1/7
[93842] ['1/5', '3/7', '9/5', '8', '8'] -> 8 * (9/5 / 3/7 - 1/5) - 8
[93843] ['1/4', '7/6', '8/5', '3', '9'] -> 8/5 * 9 * (7/6 / 1/4 - 3)
[93844] ['1/8', '2/9', '3/7', '5', '9'] -> (5 + 2/9 * 9) / (1/8 / 3/7)
[93845] ['1/9', '5/8', '8/5', '8', '9'] -> 8 + 9 * (8/5 + 1/9 / 5/8)
[93846] ['2/9', '2/5', '2/5', '6', '7'] -> 7 / 2/9 - 6 / (2/5 + 2/5)
[93847] ['4/5', '1', '8/7', '7/3', '5'] -> 8/7 * 7/3 * 5 * (4/5 + 1)
[93848] ['1/7', '6/7', '1', '1', '4/3'] -> 6/7 / 1/7 / (1 - 1 / 4/3)
[93849] ['5/7', '3/4', '8/5', '5', '9'] -> ((5 + 9) / 5/7 - 8/5) / 3/4
[93850] ['1/6', '2/9', '4/7', '5', '6'] -> (6 / 4/7 - (1/6 + 5)) / 2/9
[93851] ['2/5', '7/9', '1', '6/5', '3'] -> 6/5 / (1 / (3 - 7/9) - 2/5)
[93852] ['1/9', '5/8', '7/4', '8', '9'] -> (1/9 * 9 + 7/4 * 8) / 5/8
[93853] ['2/9', '2/5', '3/7', '6', '7'] -> 2/9 * 7 * (3/7 + 6 / 2/5)
[93854] ['3/5', '2/3', '3/4', '4', '4'] -> 4 / (3/4 - 3/5) - 2/3 * 4
[93855] ['4/5', '1', '8/7', '5/2', '5'] -> 5 * (4/5 + 8/7 * (1 + 5/2))
[93856] ['1/5', '3/7', '7/3', '8', '8'] -> 8 * (8 - 7/3 / (1/5 / 3/7))
[93857] ['4/9', '3/4', '3', '7/2', '8'] -> 3 * 7/2 + 8 / (4/9 / 3/4)
[93858] ['1/8', '2/9', '4/7', '5', '9'] -> 4/7 * (2/9 * 9 + 5 / 1/8)
[93859] ['1/9', '5/8', '9/5', '8', '9'] -> 9 * (8 * 5/8 / 9/5 - 1/9)
[93860] ['1/6', '2/9', '5/7', '5', '6'] -> 6 + 5 / (5/7 * (1/6 + 2/9))
[93861] ['4/5', '1', '8/7', '8/3', '5'] -> 8/3 * (1 + 8/7) * (5 - 4/5)
[93862] ['1/5', '3/7', '5/2', '8', '8'] -> (8 + 8 / 5/2) / (1/5 / 3/7)
[93863] ['5/7', '3/4', '9/5', '5', '9'] -> 9/5 * 5/7 / 3/4 * (5 + 9)
[93864] ['1/5', '4/9', '4/5', '1', '2'] -> (4/5 / 4/9 + 1 + 2) / 1/5
[93865] ['4/9', '7/9', '6/7', '3', '8'] -> 8 / (6/7 * 4/9 * 7/9) - 3
[93866] ['3/5', '2/3', '7/8', '4', '4'] -> 2/3 + 4 * 4 / (3/5 / 7/8)
[93867] ['1/7', '6/7', '1', '1', '5/3'] -> (6/7 * 5/3 + 1 + 1) / 1/7
[93868] ['2/9', '2/5', '5/7', '6', '7'] -> 5/7 * (6 / 2/9 - (2/5 - 7))
[93869] ['2/7', '9/5', '7/3', '6', '9'] -> 9 * (6 / 9/5 - 2/7 * 7/3)
[93870] ['1/9', '5/8', '9/2', '8', '9'] -> (8 / 9/2 - 1/9) / (5/8 / 9)
[93871] ['1/4', '6/5', '7/3', '3', '9'] -> 9 / ((1/4 + 3) / 6/5 - 7/3)
[93872] ['1/7', '6/7', '1', '1', '7/4'] -> 6/7 / 1/7 / (1 + 1 - 7/4)
[93873] ['3/5', '2/3', '8/9', '4', '4'] -> 4 * (2/3 / 3/5 + 8/9 + 4)
[93874] ['2/7', '9/5', '5/2', '6', '9'] -> (9 / (5/2 - 9/5) - 6) / 2/7
[93875] ['1/5', '4/9', '6/7', '1', '2'] -> (2 / (1/5 * 6/7) - 1) / 4/9
[93876] ['1/5', '3/7', '9/2', '8', '8'] -> 1/5 * 9/2 * (8 + 8 / 3/7)
[93877] ['4/9', '7/9', '5/4', '3', '8'] -> 5/4 + 3 + (7/9 + 8) / 4/9
[93878] ['1/5', '4/9', '7/8', '1', '2'] -> 1 / (7/8 / (2 - 1/5) - 4/9)
[93879] ['1/7', '6/7', '1', '1', '9/4'] -> 6/7 / 1/7 / (9/4 - (1 + 1))
[93880] ['2/5', '7/9', '1', '8/5', '3'] -> 8/5 / (1 - 3 * 2/5 * 7/9)
[93881] ['3/5', '2/3', '8/7', '4', '4'] -> 2/3 + 4 * 4 / (3/5 * 8/7)
[93882] ['4/5', '1', '7/6', '3/2', '5'] -> (7/6 + 3/2) * 5 * (4/5 + 1)
[93883] ['2/9', '2/5', '5/6', '6', '7'] -> (7 - 2/5 * 5/6) / 2/9 - 6
[93884] ['1/6', '2/9', '9/7', '5', '6'] -> (5 - 2/9) / 1/6 - 6 / 9/7
[93885] ['2/7', '9/4', '5/2', '6', '9'] -> (9 - 6) / (2/7 / 5/2) - 9/4
[93886] ['1/4', '9/7', '3/2', '3', '9'] -> (9 / 9/7 - 3) / (1/4 / 3/2)
[93887] ['1/5', '4/9', '4/7', '8', '8'] -> 4/9 * (8 / 1/5 + 8 / 4/7)
[93888] ['1/9', '2/3', '6/7', '8', '9'] -> 2/3 / (1/9 * 6/7) + 8 + 9
[93889] ['5/7', '7/9', '7/9', '5', '9'] -> (5/7 + 7/9 / 7/9) * (5 + 9)
[93890] ['4/9', '7/9', '9/5', '3', '8'] -> 8 / (9/5 * (4/9 - 7/9 / 3))
[93891] ['3/5', '2/3', '5/4', '4', '4'] -> 4 * (2/3 + 4 / (3/5 * 5/4))
[93892] ['1/8', '2/9', '6/5', '5', '9'] -> 6/5 * 5 / (9 * 1/8 * 2/9)
[93893] ['1/7', '6/7', '1', '1', '8/3'] -> 1 + (1 + 6/7 * 8/3) / 1/7
[93894] ['2/7', '7/3', '5/2', '6', '9'] -> (6 + 2/7 * 7/3) / (5/2 / 9)
[93895] ['2/5', '7/9', '1', '9/5', '3'] -> (7/9 + 1) * 3 / (2/5 / 9/5)
[93896] ['1/4', '9/7', '9/5', '3', '9'] -> (9/7 + 9/5) * (9 - 1/4) - 3
[93897] ['3/5', '2/3', '4/3', '4', '4'] -> 4 * (2/3 - 4/3 + 4 / 3/5)
[93898] ['4/9', '7/9', '3', '7/2', '8'] -> 3 / 7/2 + 8 / (4/9 * 7/9)
[93899] ['4/5', '1', '7/6', '7/3', '5'] -> 4/5 * 5 / (7/3 - (1 + 7/6))
[93900] ['1/8', '2/9', '5/4', '5', '9'] -> 5 / (1/8 + 2/9 - 5/4 / 9)
[93901] ['1/9', '2/3', '5/4', '8', '9'] -> 2/3 / 1/9 / (5/4 + 8 - 9)
[93902] ['1/5', '4/9', '1', '7/6', '2'] -> (2 / (1/5 / 7/6) - 1) / 4/9
[93903] ['5/8', '7/9', '7/8', '2', '4'] -> 2 / (7/8 - 5/8 / 7/9) - 4
[93904] ['2/7', '8/3', '8/3', '6', '9'] -> 8/3 - 9 + (8/3 + 6) / 2/7
[93905] ['3/5', '2/3', '7/4', '4', '4'] -> 2/3 + (4 + 4) / (3/5 / 7/4)
[93906] ['4/5', '1', '7/6', '8/3', '5'] -> 5 / (8/3 - (1 + 7/6 / 4/5))
[93907] ['1/6', '1/4', '8/9', '5', '6'] -> 6 * (5 - 8/9) - 1/6 / 1/4
[93908] ['3/5', '2/3', '9/4', '4', '4'] -> 4 / 2/3 / (4 - 9/4 / 3/5)
[93909] ['1/8', '2/9', '8/5', '5', '9'] -> 8/5 * 5 + 9 / (1/8 / 2/9)
[93910] ['1/4', '9/7', '3', '9/2', '9'] -> 3 + (9 + 9/2 / 1/4) / 9/7
[93911] ['4/5', '1', '7/6', '9/2', '5'] -> 1 / (7/6 - 9/2 / (4/5 * 5))
[93912] ['1/5', '4/9', '5/6', '8', '8'] -> 5/6 * 8 * 8 * 1/5 / 4/9
[93913] ['1/7', '7/8', '1', '1', '8/7'] -> (8/7 + (1 + 1) / 7/8) / 1/7
[93914] ['4/9', '4/5', '9/8', '3', '8'] -> 3 / 4/5 + 8 / (4/9 / 9/8)
[93915] ['1/6', '2/7', '3/8', '5', '6'] -> (5 / 1/6 - 6 / 2/7) / 3/8
[93916] ['5/7', '7/9', '7/6', '5', '9'] -> (9 + 5 / 5/7) / (7/9 / 7/6)
[93917] ['2/9', '2/5', '4/3', '6', '7'] -> 7 / (2/5 - 2/9 / 4/3) - 6
[93918] ['4/5', '1', '6/5', '3/2', '5'] -> 6/5 * 5 / (3/2 - 1 / 4/5)
[93919] ['1/8', '2/9', '5/2', '5', '9'] -> (5 + 9) / (2/9 * (1/8 + 5/2))
[93920] ['5/7', '7/9', '6/5', '5', '9'] -> (5 + 9) / (5/7 * 7/9) - 6/5
[93921] ['1/7', '7/8', '1', '1', '5/4'] -> (1 + 1 + 5/4 / 7/8) / 1/7
[93922] ['1/5', '4/9', '1', '5/3', '2'] -> (2 / 1/5 - (1 - 5/3)) / 4/9
[93923] ['3/5', '5/7', '7/9', '4', '4'] -> (4 + 4) / (7/9 * 3/5 * 5/7)
[93924] ['1/8', '2/9', '7/2', '5', '9'] -> (5 - 7/2) * 9 / (1/8 / 2/9)
[93925] ['2/5', '7/9', '1', '3', '9/2'] -> (3 - 7/9) / (2/5 / 9/2) - 1
[93926] ['1/4', '7/5', '7/3', '3', '9'] -> (3 / 7/5 + 9 / 7/3) / 1/4
[93927] ['1/7', '7/8', '1', '1', '9/7'] -> (1 / 7/8 + 1 + 9/7) / 1/7
[93928] ['5/7', '7/9', '5/4', '5', '9'] -> (5 - 5/7) * 9 * 7/9 / 5/4
[93929] ['1/6', '2/7', '4/9', '5', '6'] -> (5 / 2/7 - 6 / 4/9) / 1/6
[93930] ['3/5', '5/7', '5/6', '4', '4'] -> (4 / 5/7 - 3/5) / (5/6 / 4)
[93931] ['5/8', '7/9', '4/3', '2', '4'] -> 4/3 / (2 - 4 * 5/8 * 7/9)
[93932] ['4/5', '1', '6/5', '7/3', '5'] -> 5 * (4/5 + 6/5 * (1 + 7/3))
[93933] ['1/6', '2/7', '5/9', '5', '6'] -> (5 / (5/9 - 1/6) - 6) / 2/7
[93934] ['5/8', '7/9', '7/5', '2', '4'] -> (7/5 + 4) / (5/8 / (7/9 + 2))
[93935] ['4/9', '4/5', '7/4', '3', '8'] -> 8 / (4/5 * (7/4 - 4/9 * 3))
[93936] ['1/7', '7/8', '1', '1', '3/2'] -> (1 + 1) * 3/2 / (1/7 * 7/8)
[93937] ['4/5', '1', '5/4', '9/7', '5'] -> 1 / (9/7 - 5/4) - 4/5 * 5
[93938] ['1/5', '4/9', '1', '2', '7/3'] -> (1 - 2 + 7/3 / 1/5) / 4/9
[93939] ['1/3', '3/8', '4/5', '6', '9'] -> 9 * (1/3 / 4/5 + 3/8 * 6)
[93940] ['1/7', '7/8', '1', '1', '8/5'] -> (1 + 1 / 7/8) / (1/7 / 8/5)
[93941] ['3/5', '5/7', '9/8', '4', '4'] -> 3/5 / ((4 - 9/8) / 5/7 - 4)
[93942] ['1/5', '4/9', '1', '2', '5/2'] -> 2 / (1/5 * 4/9) - (1 - 5/2)
[93943] ['4/5', '1', '5/4', '4/3', '5'] -> (1 + 5/4) * 5 * (4/5 + 4/3)
[93944] ['1/6', '2/7', '7/9', '5', '6'] -> (2/7 + 5) / 1/6 - 6 / 7/9
[93945] ['2/9', '2/5', '9/4', '6', '7'] -> 6 + 2/9 * 9/4 + 7 / 2/5
[93946] ['1/4', '7/5', '3', '9/2', '9'] -> 9 + (3 + 9/2 / 1/4) / 7/5
[93947] ['1/5', '4/9', '9/7', '8', '8'] -> 8 / 9/7 + 8 / (1/5 / 4/9)
[93948] ['4/5', '1', '5/4', '7/5', '5'] -> 5 * (7/5 / (5/4 - 1) - 4/5)
[93949] ['1/6', '2/7', '4/5', '5', '6'] -> (4/5 / 2/7 + 6 / 5) / 1/6
[93950] ['1/5', '4/9', '1', '2', '7/2'] -> (1 + 2 / 4/9) / 1/5 - 7/2
[93951] ['3/5', '5/7', '6/5', '4', '4'] -> 6/5 * 4 * (4 / 5/7 - 3/5)
[93952] ['2/5', '4/5', '1', '3/2', '3'] -> 4/5 * 3 / (3/2 - (2/5 + 1))
[93953] ['1/4', '8/5', '5/3', '3', '9'] -> 9 * ((5/3 + 3) / 8/5 - 1/4)
[93954] ['3/5', '5/7', '5/4', '4', '4'] -> 4 / (5/4 * (5/7 - 3/5)) - 4
[93955] ['5/7', '7/9', '7/2', '5', '9'] -> 7/2 * (7/9 * 9 - 5/7 / 5)
[93956] ['3/5', '5/7', '9/7', '4', '4'] -> 9/7 / (3/5 * 5/7) * (4 + 4)
[93957] ['1/7', '7/8', '1', '1', '9/4'] -> (1 + 9/4 / 7/8) / 1/7 - 1
[93958] ['2/9', '2/5', '7/2', '6', '7'] -> 6 / 2/5 + 7 / (2/9 * 7/2)
[93959] ['4/5', '1', '5/4', '7/4', '5'] -> 5 * (4/5 + 1 + 5/4 + 7/4)
[93960] ['2/5', '4/5', '1', '9/5', '3'] -> (9/5 + 3) / (2/5 + 4/5 - 1)
[93961] ['3/5', '5/7', '4/3', '4', '4'] -> 4 / (4/3 - 5/7 / 3/5) - 4
[93962] ['5/7', '4/5', '4/5', '5', '9'] -> (5/7 + 4/5 / 4/5) * (5 + 9)
[93963] ['2/5', '4/5', '1', '7/3', '3'] -> (7/3 + 3) / (2/5 / (4/5 + 1))
[93964] ['1/3', '2/5', '4/7', '6', '9'] -> 4/7 * (6 / 2/5 + 9 / 1/3)
[93965] ['4/9', '5/6', '7/4', '3', '8'] -> 8 / 4/9 / (5/6 * 3 - 7/4)
[93966] ['1/9', '5/7', '4/3', '8', '9'] -> (4/3 + 8) * (9 - 5/7 / 1/9)
[93967] ['1/7', '7/8', '1', '1', '8/3'] -> 8/3 * (1 + 1 / (1/7 * 7/8))
[93968] ['5/7', '4/5', '5/6', '5', '9'] -> (9 + 5 / 5/7) / (4/5 * 5/6)
[93969] ['2/5', '4/5', '1', '5/2', '3'] -> 4/5 / (1 - (2/5 + 5/2) / 3)
[93970] ['1/5', '4/9', '9/4', '8', '8'] -> 8 * (8 - 9/4 / (1/5 / 4/9))
[93971] ['4/5', '1', '5/4', '5/2', '5'] -> 4/5 / (5/4 - 1) * (5/2 + 5)
[93972] ['1/6', '2/7', '8/5', '5', '6'] -> (6 + 8/5 * 5) / (1/6 / 2/7)
[93973] ['1/5', '1/2', '3/4', '1', '2'] -> (2 / 1/5 - 1) / (1/2 * 3/4)
[93974] ['1/9', '5/7', '7/5', '8', '9'] -> (8 / (7/5 - 5/7) - 9) / 1/9
[93975] ['1/5', '4/9', '7/3', '8', '8'] -> (7/3 / 1/5 - 8 / 8) / 4/9
[93976] ['4/5', '1', '5/4', '8/3', '5'] -> (1 + 5/4) * 5 * 4/5 * 8/3
[93977] ['2/5', '5/6', '5/6', '1', '3'] -> (2/5 + 3 / 5/6) / (1 - 5/6)
[93978] ['5/7', '4/5', '7/8', '5', '9'] -> 9 / (4/5 - 5/7) / (7/8 * 5)
[93979] ['1/3', '2/5', '6/7', '6', '9'] -> 2/5 * 9 * (6 / 6/7 - 1/3)
[93980] ['4/9', '6/7', '7/8', '3', '8'] -> (3 + 8) / 4/9 - 6/7 * 7/8
[93981] ['1/7', '8/9', '8/9', '1', '1'] -> 8/9 / (8/9 / (1 - 1/7) - 1)
[93982] ['4/5', '1', '5/4', '7/2', '5'] -> 5 * (1 + 4/5 * (5/4 + 7/2))
[93983] ['1/6', '2/7', '9/5', '5', '6'] -> 2/7 * 5 * (6 + 9/5 / 1/6)
[93984] ['5/7', '4/5', '8/9', '5', '9'] -> (5 - 4/5) * 9 * 5/7 * 8/9
[93985] ['3/5', '5/7', '9/5', '4', '4'] -> 9/5 * (4 + 4 / (3/5 * 5/7))
[93986] ['4/5', '1', '5/4', '9/2', '5'] -> 1 + 4/5 * 5 * (5/4 + 9/2)
[93987] ['4/9', '6/7', '6/5', '3', '8'] -> (6/7 + 3) * (8 / 6/5 - 4/9)
[93988] ['2/5', '5/6', '1', '9/8', '3'] -> 1 / (9/8 / 3 - 2/5 * 5/6)
[93989] ['2/9', '3/7', '5/8', '6', '7'] -> (7 / 3/7 - 2/9 * 6) / 5/8
[93990] ['5/7', '4/5', '9/8', '5', '9'] -> (5 - 4/5) * 9 * 5/7 / 9/8
[93991] ['1/4', '7/3', '3', '7/2', '9'] -> 9 / (1/4 * (3 - 7/2 / 7/3))
[93992] ['3/5', '5/7', '9/4', '4', '4'] -> 5/7 * 4 * (9/4 * 4 - 3/5)
[93993] ['1/5', '1/2', '1', '9/8', '2'] -> (1 + 2) / (1/5 * (9/8 - 1/2))
[93994] ['1/9', '5/7', '9/5', '8', '9'] -> 1/9 * 9/5 + (8 + 9) / 5/7
[93995] ['1/5', '1/2', '1', '8/7', '2'] -> 8/7 * (1 + 2 / (1/5 * 1/2))
[93996] ['5/8', '4/5', '6/5', '2', '4'] -> (2 + 4) / (5/8 * (6/5 - 4/5))
[93997] ['1/5', '1/2', '1', '7/6', '2'] -> 2 / (1/5 * (1 - 1/2 * 7/6))
[93998] ['5/7', '4/5', '6/5', '5', '9'] -> (9 + 5 / 5/7) / (4/5 / 6/5)
[93999] ['2/5', '5/6', '1', '6/5', '3'] -> (2/5 + 6/5 * 3) / (1 - 5/6)
[94000] ['2/9', '3/7', '4/5', '6', '7'] -> 4/5 * (3/7 * 7 + 6 / 2/9)
[94001] ['4/5', '1', '9/7', '3/2', '5'] -> 4/5 * 5 / (3/2 / 9/7 - 1)
[94002] ['1/5', '1/2', '1', '9/7', '2'] -> (1 + 9/7) * (1/2 + 2 / 1/5)
[94003] ['1/5', '1/2', '3/4', '8', '8'] -> 8 / (1/5 * (1/2 + 3/4)) - 8
[94004] ['2/7', '2/7', '5/9', '3', '9'] -> 9 * (2/7 / 2/7 + 5/9 * 3)
[94005] ['3/5', '5/7', '4', '4', '9/2'] -> 9/2 * (4 / (3/5 * 5/7) - 4)
[94006] ['2/9', '3/7', '5/6', '6', '7'] -> (5/6 - 3/7 / 6) / (2/9 / 7)
[94007] ['1/7', '8/9', '1', '1', '9/7'] -> (1 + 9/7 * (8/9 + 1)) / 1/7
[94008] ['4/5', '1', '9/7', '8/5', '5'] -> 5 * (8/5 / (9/7 - 1) - 4/5)
[94009] ['1/5', '1/2', '7/9', '8', '8'] -> (8 / (1/2 - 1/5) - 8) / 7/9
[94010] ['2/7', '2/7', '3/5', '3', '9'] -> (3 - 3/5) * (9 + 2/7 / 2/7)
[94011] ['2/5', '5/6', '1', '4/3', '3'] -> 4/3 / (5/6 * (2/5 - 1 / 3))
[94012] ['5/8', '4/5', '8/5', '2', '4'] -> (8/5 + 2 / 5/8) / (4/5 / 4)
[94013] ['1/6', '3/8', '4/7', '5', '6'] -> 1/6 + 5 / 3/8 + 6 / 4/7
[94014] ['5/7', '4/5', '4/3', '5', '9'] -> 9 * (5 - 4/3 / (5/7 * 4/5))
[94015] ['1/3', '2/5', '8/3', '6', '9'] -> (9 + 1/3 + 8/3) / 2/5 - 6
[94016] ['2/9', '3/7', '7/8', '6', '7'] -> 7/8 * ((3/7 + 7) / 2/9 - 6)
[94017] ['2/7', '2/7', '7/9', '3', '9'] -> 3 * (2/7 / 2/7 + 7/9 * 9)
[94018] ['5/8', '4/5', '2', '9/4', '4'] -> 4 * ((2 + 9/4) / 5/8 - 4/5)
[94019] ['4/5', '1', '9/7', '7/4', '5'] -> 5 * (4/5 + 7/4 * (1 + 9/7))
[94020] ['2/9', '3/7', '8/9', '6', '7'] -> 7 * (8/9 + 3/7 * 6) - 2/9
[94021] ['1/6', '3/8', '5/7', '5', '6'] -> (6 + 5 / 5/7) / (1/6 + 3/8)
[94022] ['2/7', '2/7', '5/6', '3', '9'] -> (9 - (2/7 + 3)) / (2/7 * 5/6)
[94023] ['3/5', '3/4', '7/8', '4', '4'] -> (4 + 3/4 / 3/5) / (7/8 / 4)
[94024] ['1/5', '1/2', '9/8', '8', '8'] -> (8 / (9/8 - 1/2) - 8) / 1/5
[94025] ['1/3', '3/7', '3/5', '6', '9'] -> 9 + 6 / (3/7 * (1/3 + 3/5))
[94026] ['2/5', '5/6', '1', '7/4', '3'] -> 3 / (5/6 * (7/4 - 2/5) - 1)
[94027] ['3/5', '3/4', '8/9', '4', '4'] -> 4 * (4 / 3/5 - 3/4 * 8/9)
[94028] ['1/5', '1/2', '8/7', '8', '8'] -> 8/7 + (8 + 8) / (1/5 + 1/2)
