[53704] ['1/8', '2/5', '7/4', '8', '8'] -> (8 / (1/8 + (7/4 / (2/5 + 8))))
[61194] ['3/5', '1', '3/2', '7/3', '6'] -> ((1 / 3/2) + (6 / (3/5 / 7/3)))
[61195] ['1/4', '1/3', '2/5', '2', '2'] -> (2 / (2/5 * (1/3 - (1/4 / 2))))
[61196] ['2/7', '2/5', '8/5', '4', '9'] -> (4 * (9 - (8/5 + (2/5 / 2/7))))
[61197] ['1/8', '1/8', '8/5', '7', '7'] -> (8/5 * ((1/8 / 1/8) + (7 + 7)))
[61198] ['1/3', '2/5', '9/2', '6', '6'] -> ((6 / 2/5) + (6 * (1/3 * 9/2)))
[61199] ['9/8', '5/3', '5/2', '4', '7'] -> ((4 + 7) / (9/8 - (5/3 / 5/2)))
[61200] ['1/4', '1/3', '3/7', '2', '2'] -> (2 / ((1/3 * 2) - (1/4 / 3/7)))
[61201] ['5/8', '5/7', '7/6', '4', '8'] -> ((8 * (5/8 / 5/7)) / (7/6 / 4))
[61202] ['2/7', '2/5', '7/4', '4', '9'] -> (7/4 * ((2/7 / 2/5) + (4 + 9)))
[61203] ['3/2', '3/2', '8/3', '7', '7'] -> ((3/2 - (3/2 / 7)) * (8/3 * 7))
[61204] ['1/3', '3/7', '5/9', '6', '6'] -> ((6 / 3/7) + (6 / (1/3 / 5/9)))
[61205] ['1/3', '6/7', '1', '2', '8/3'] -> (8/3 / ((1 / 2) - (1/3 / 6/7)))
[61206] ['3/5', '1', '5/3', '5/3', '6'] -> ((5/3 * (1 + 5/3)) * (6 - 3/5))
[61207] ['1/3', '4/9', '9/8', '9', '9'] -> ((9 + (1/3 * 9)) / (4/9 * 9/8))
[61208] ['2/9', '9/8', '6/5', '2', '5'] -> ((2 / (2/9 * 5)) / (6/5 - 9/8))
[61209] ['1/4', '1/3', '3/5', '2', '2'] -> (((2 / 3/5) - 1/3) / (1/4 / 2))
[61210] ['4/9', '4/9', '1', '5/2', '7'] -> (4/9 + ((4/9 + 5/2) * (1 + 7)))
[61211] ['3/2', '8/5', '8/5', '7', '7'] -> (8/5 / ((8/5 / 3/2) - (7 / 7)))
[61212] ['3/8', '1', '9/5', '7/3', '9'] -> (7/3 / ((3/8 / 9/5) - (1 / 9)))
[61213] ['1/3', '4/9', '8/7', '9', '9'] -> (8/7 * (9 + (9 / (1/3 / 4/9))))
[61214] ['1/3', '7/8', '7/8', '1', '2'] -> (1/3 / ((1 / (2 - 7/8)) - 7/8))
[61215] ['9/8', '7/4', '7/3', '4', '7'] -> ((7/3 + 7) * (4 * (9/8 / 7/4)))
[61216] ['4/9', '4/9', '1', '7/2', '7'] -> (((1 + 7) * (7/2 - 4/9)) - 4/9)
[61217] ['2/9', '9/8', '9/7', '2', '5'] -> (5 / ((2 / 9/7) - (2/9 + 9/8)))
[61218] ['4/9', '4/9', '1', '9/2', '7'] -> ((9/2 * (4/9 + 4/9)) * (7 - 1))
[61219] ['1/4', '1/3', '6/7', '2', '2'] -> ((2 / 2) / (1/3 - (1/4 / 6/7)))
[61220] ['3/2', '8/5', '9/5', '7', '7'] -> (((7 * (7 - 8/5)) - 9/5) / 3/2)
[61221] ['3/5', '1', '7/4', '9/4', '6'] -> (((7/4 * 6) / (1 - 3/5)) - 9/4)
[61222] ['1/3', '3/7', '4/5', '6', '6'] -> ((6 / (3/7 * (4/5 - 1/3))) - 6)
[61223] ['2/9', '5/8', '5/4', '5', '8'] -> ((8 - (5 / (5/8 + 5/4))) / 2/9)
[61224] ['6/7', '8/9', '4/3', '5', '5'] -> (4/3 / ((8/9 + 5) - (5 / 6/7)))
[61225] ['4/9', '1/2', '4/7', '1', '7'] -> ((7 / ((4/7 / 4/9) - 1)) - 1/2)
[61226] ['2/9', '9/8', '8/5', '2', '5'] -> (((8/5 * 5) - 2) / (2/9 * 9/8))
[61227] ['1/3', '7/8', '1', '7/5', '2'] -> (1 / ((1/3 * 2) - (7/8 / 7/5)))
[61228] ['1/3', '4/9', '7/5', '9', '9'] -> (9 + ((1/3 + 9) / (4/9 * 7/5)))
[61229] ['1/4', '1/3', '8/7', '2', '2'] -> ((2 / 2) / ((1/3 / 8/7) - 1/4))
[61230] ['3/5', '1', '9/4', '9/4', '6'] -> (((1 + 6) / (3/5 / 9/4)) - 9/4)
[61231] ['2/9', '9/8', '7/4', '2', '5'] -> (2 * (5 + (7/4 / (2/9 * 9/8))))
[61232] ['1/4', '1/3', '6/5', '2', '2'] -> (2 / ((2 * (1/4 / 6/5)) - 1/3))
[61233] ['1/3', '4/9', '8/5', '9', '9'] -> ((9 - (4/9 * 9)) / (1/3 / 8/5))
[61234] ['1/3', '7/8', '1', '7/4', '2'] -> (1 / ((1/3 * 7/8) + (7/4 - 2)))
[61235] ['1/8', '1/7', '1/3', '7', '7'] -> ((7 / 1/3) / ((1/7 * 7) - 1/8))
[61236] ['2/9', '9/8', '9/5', '2', '5'] -> (5 / ((2/9 - 9/8) + (2 / 9/5)))
[61237] ['5/8', '5/7', '7/3', '4', '8'] -> ((5/7 * 7/3) * (8 + (4 / 5/8)))
[61238] ['1/9', '5/9', '1', '9/7', '6'] -> (6 + ((5/9 + 1) / (1/9 / 9/7)))
[61239] ['1/4', '1/3', '9/7', '2', '2'] -> ((1/3 + 2) * (2 / (1/4 / 9/7)))
[61240] ['3/2', '8/5', '9/2', '7', '7'] -> ((8/5 * 7) * (3/2 + (9/2 / 7)))
[61241] ['3/5', '1', '7/3', '7/2', '6'] -> (7/3 * ((1 / 7/2) + (6 / 3/5)))
[61242] ['1/4', '1/3', '7/5', '2', '2'] -> (2 / ((1/4 / (2 - 7/5)) - 1/3))
[61243] ['3/8', '1', '8/3', '7/2', '9'] -> (1 / ((3/8 + 9) - (8/3 * 7/2)))
[61244] ['4/9', '1/2', '3/4', '1', '7'] -> (7 / (1 - (3/4 * (4/9 + 1/2))))
[61245] ['1/4', '1/3', '9/5', '2', '2'] -> ((2 - 1/3) * (2 / (1/4 / 9/5)))
[61246] ['3/2', '5/3', '9/4', '7', '7'] -> ((3/2 / 9/4) + (5/3 * (7 + 7)))
[61247] ['3/5', '1', '8/3', '7/2', '6'] -> ((7/2 - 1) * (6 * (3/5 * 8/3)))
[61248] ['4/9', '1/2', '7/9', '1', '7'] -> (((7 * (7/9 + 1)) - 4/9) / 1/2)
[61249] ['2/9', '5/8', '7/4', '5', '8'] -> (8 * (7/4 + (2/9 * (5/8 + 5))))
[61250] ['1/3', '1/2', '4/7', '9', '9'] -> ((1/2 * 4/7) * (9 * (1/3 + 9)))
[61251] ['2/5', '2/5', '4/9', '1', '9'] -> (((4/9 * 9) / (2/5 * 2/5)) - 1)
[61252] ['1/9', '4/7', '4/7', '1', '6'] -> (6 + ((1 + (4/7 / 4/7)) / 1/9))
[61253] ['2/5', '2/5', '5/9', '1', '9'] -> ((1 + (9 * (2/5 + 5/9))) / 2/5)
[61254] ['5/8', '3/4', '8/9', '4', '8'] -> ((8 + (4 / 3/4)) / (5/8 * 8/9))
[61255] ['3/2', '5/3', '7/2', '7', '7'] -> ((7 + 7) / (7/2 * (5/3 - 3/2)))
[61256] ['1/3', '8/9', '1', '9/7', '2'] -> (1/3 / (8/9 - (2 / (1 + 9/7))))
[61257] ['4/9', '1/2', '1', '9/8', '7'] -> ((7 - 1) / (9/8 * (4/9 * 1/2)))
[61258] ['8/7', '8/7', '6/5', '4', '7'] -> (6/5 * (4 + (7 * (8/7 + 8/7))))
[61259] ['1/3', '1/2', '4/5', '9', '9'] -> ((1/2 / 1/3) + ((9 + 9) / 4/5))
[61260] ['1/4', '3/8', '3/5', '2', '2'] -> ((2 / 2) / ((1/4 / 3/5) - 3/8))
[61261] ['1/3', '3/7', '7/4', '6', '6'] -> (7/4 * (6 + (6 / (1/3 / 3/7))))
[61262] ['1/3', '3/7', '9/5', '6', '6'] -> ((6 / 3/7) + (6 / (1/3 * 9/5)))
[61263] ['1/9', '4/7', '3/4', '1', '6'] -> ((6 - (1 / 3/4)) / (1/9 / 4/7))
[61264] ['6/7', '8/9', '8/3', '5', '5'] -> (6/7 * ((8/3 / 8/9) + (5 * 5)))
[61265] ['5/8', '3/4', '7/5', '4', '8'] -> ((4 / ((5/8 * 7/5) - 3/4)) - 8)
[61266] ['2/5', '2/5', '7/9', '1', '9'] -> (((9 * (2/5 + 7/9)) - 1) / 2/5)
[61267] ['1/3', '1/2', '8/7', '9', '9'] -> (8/7 * ((1/3 * 9) + (9 / 1/2)))
[61268] ['1/4', '3/8', '7/9', '2', '2'] -> ((2 / 2) / ((3/8 * 7/9) - 1/4))
[61269] ['3/2', '9/5', '9/5', '7', '7'] -> ((9/5 * (7 + 7)) - (9/5 / 3/2))
[61270] ['1/3', '3/7', '5/2', '6', '6'] -> ((6 + (6 / 3/7)) / (1/3 * 5/2))
[61271] ['2/7', '4/9', '7/9', '4', '9'] -> ((4/9 + (2/7 * 7/9)) * (4 * 9))
[61272] ['5/8', '7/9', '7/9', '4', '8'] -> (4 * ((5/8 * 8) + (7/9 / 7/9)))
[61273] ['5/8', '5/8', '1', '9/8', '6'] -> (6 / ((5/8 / (9/8 - 5/8)) - 1))
[61274] ['3/2', '9/5', '9/4', '7', '7'] -> (9/5 * ((7 + 7) - (3/2 / 9/4)))
[61275] ['8/7', '8/7', '9/4', '4', '7'] -> (7 * (8/7 + ((8/7 + 4) / 9/4)))
[61276] ['1/8', '1/7', '6/7', '7', '7'] -> ((7 / 7) / ((1/7 / 6/7) - 1/8))
[61277] ['2/5', '2/5', '1', '9/8', '9'] -> (9 / (((1 - 2/5) / 2/5) - 9/8))
[61278] ['1/3', '8/9', '1', '2', '5/2'] -> ((5/2 + (1/3 / 2)) / (1 - 8/9))
[61279] ['1/3', '3/7', '9/2', '6', '6'] -> ((1/3 + 3/7) * ((6 * 6) - 9/2))
[61280] ['2/9', '2/3', '9/7', '5', '8'] -> (8 * ((5 / 9/7) - (2/9 + 2/3)))
[61281] ['8/7', '8/7', '7/3', '4', '7'] -> (8/7 / ((7/3 / 7) - (8/7 / 4)))
[61282] ['1/9', '4/7', '8/9', '1', '6'] -> ((4/7 * 6) * ((8/9 / 1/9) - 1))
[61283] ['2/9', '8/7', '5/3', '2', '5'] -> ((5 + (5/3 - 2)) / (2/9 / 8/7))
[61284] ['1/3', '8/9', '1', '2', '7/2'] -> ((1 + 7/2) * (2 / (1/3 / 8/9)))
[61285] ['2/5', '2/5', '1', '8/7', '9'] -> ((9 + (2/5 - 1)) / (2/5 / 8/7))
[61286] ['1/3', '4/9', '4/7', '6', '6'] -> ((6 + (6 / (1/3 + 4/9))) / 4/7)
[61287] ['6/7', '9/8', '8/7', '5', '5'] -> (((6/7 + 8/7) + (5 * 5)) / 9/8)
[61288] ['1/4', '3/8', '8/9', '2', '2'] -> (2 / (1/4 - ((3/8 * 8/9) / 2)))
[61289] ['3/2', '9/5', '5/2', '7', '7'] -> (9/5 * (7 + ((5/2 + 7) / 3/2)))
[61290] ['1/3', '1', '9/8', '9/8', '2'] -> (1/3 / ((1 / 9/8) + (9/8 - 2)))
[61291] ['1/9', '4/7', '1', '9/8', '6'] -> (1 / ((6 * (1/9 / 4/7)) - 9/8))
[61292] ['6/7', '9/8', '7/6', '5', '5'] -> (6/7 / ((5 / 5) - (9/8 / 7/6)))
[61293] ['2/7', '4/9', '9/8', '4', '9'] -> ((((9 / 2/7) - 4) / 9/8) - 4/9)
[61294] ['1/9', '4/7', '1', '7/6', '6'] -> ((6 + (1 / (1/9 * 7/6))) / 4/7)
[61295] ['1/4', '3/8', '9/7', '2', '2'] -> ((2 / 2) / ((3/8 / 9/7) - 1/4))
[61296] ['8/7', '7/6', '8/5', '4', '7'] -> (7 / ((4 / (8/7 + 8/5)) - 7/6))
[61297] ['1/3', '5/9', '5/6', '9', '9'] -> ((5/9 / 5/6) * (9 + (9 / 1/3)))
[61298] ['2/9', '8/7', '2', '9/4', '5'] -> ((5 / (2/9 * (2 - 8/7))) - 9/4)
[61299] ['5/8', '7/9', '7/6', '4', '8'] -> ((4 + ((7/6 + 8) / 5/8)) / 7/9)
[61300] ['1/3', '1', '9/8', '9/7', '2'] -> ((9/7 * (1/3 + 2)) / (9/8 - 1))
[61301] ['2/7', '4/9', '5/4', '4', '9'] -> (4 / (2/7 * (4/9 + (5/4 / 9))))
[61302] ['5/8', '5/8', '1', '9/4', '6'] -> (6 / (9/4 - (1 + (5/8 / 5/8))))
[61303] ['1/3', '1', '9/8', '7/5', '2'] -> (1 / ((7/5 * (1/3 + 9/8)) - 2))
[61304] ['2/5', '2/5', '1', '9/4', '9'] -> ((9 / (9/4 * (2/5 * 2/5))) - 1)
[61305] ['6/7', '9/8', '9/7', '5', '5'] -> (9/7 / ((9/8 / 5) - (6/7 / 5)))
[61306] ['8/7', '6/5', '5/4', '4', '7'] -> ((7 * (8/7 + 4)) / (6/5 * 5/4))
[61307] ['5/8', '5/8', '1', '7/2', '6'] -> (6 * ((7/2 / 5/8) - (1 / 5/8)))
[61308] ['8/7', '6/5', '9/7', '4', '7'] -> ((4 / (8/7 / 6/5)) * (7 - 9/7))
[61309] ['5/8', '7/9', '9/7', '4', '8'] -> (4 * ((5/8 * 8) + (7/9 * 9/7)))
[61310] ['3/2', '7/3', '7/3', '7', '7'] -> (3/2 * ((7/3 * 7) - (7/3 / 7)))
[61311] ['1/8', '1/7', '7/5', '7', '7'] -> (((7/5 * (1/7 + 7)) - 7) / 1/8)
[61312] ['5/8', '2/3', '6/7', '1', '6'] -> ((6 / 6/7) / ((5/8 + 2/3) - 1))
[61313] ['4/9', '1/2', '1', '7/2', '7'] -> ((7/2 * (1/2 + 7)) - (1 / 4/9))
[61314] ['6/7', '9/8', '3/2', '5', '5'] -> ((9/8 + 3/2) * (5 - (6/7 - 5)))
[61315] ['1/9', '4/7', '1', '7/4', '6'] -> (6 + ((1 + (4/7 * 7/4)) / 1/9))
[61316] ['1/8', '1/7', '3/2', '7', '7'] -> ((3/2 / (1/8 / 1/7)) * (7 + 7))
[61317] ['2/9', '5/7', '6/7', '5', '8'] -> (8 / ((2/9 * 6/7) + (5/7 / 5)))
[61318] ['8/7', '6/5', '3/2', '4', '7'] -> ((4 - 3/2) * (7 * (8/7 * 6/5)))
[61319] ['1/3', '4/9', '9/7', '6', '6'] -> ((6 / 9/7) + ((4/9 + 6) / 1/3))
[61320] ['1/4', '2/5', '5/9', '2', '2'] -> (((2/5 + 2) + (2 / 5/9)) / 1/4)
[61321] ['1/8', '1/7', '8/5', '7', '7'] -> (8/5 * (7 + (7 / (1/8 / 1/7))))
[61322] ['2/5', '3/7', '5/8', '1', '9'] -> ((9 / (2/5 + 1)) / (3/7 * 5/8))
[61323] ['1/3', '1', '8/7', '5/4', '2'] -> (2 / (5/4 - ((1/3 + 1) / 8/7)))
[61324] ['8/7', '6/5', '7/4', '4', '7'] -> ((6/5 * 4) * (7 - (8/7 * 7/4)))
[61325] ['1/3', '5/9', '7/5', '9', '9'] -> ((5/9 * 9) * (9 - (7/5 / 1/3)))
[61326] ['1/8', '1/7', '5/3', '7', '7'] -> (1/7 / (1/8 - (5/3 / (7 + 7))))
[61327] ['8/5', '8/5', '7/4', '7', '7'] -> ((7 - (8/5 / 8/5)) / (7/4 / 7))
[61328] ['2/7', '4/9', '7/3', '4', '9'] -> ((9 / (2/7 / 4/9)) / (7/3 / 4))
[61329] ['2/9', '7/6', '7/5', '2', '5'] -> ((2 - 7/6) / (2/9 / (7/5 + 5)))
[61330] ['2/9', '5/7', '8/9', '5', '8'] -> (8 * ((5 / 5/7) - (8/9 / 2/9)))
[61331] ['8/7', '6/5', '9/4', '4', '7'] -> (9/4 * (4 + (7 * (8/7 / 6/5))))
[61332] ['1/8', '1/7', '7/4', '7', '7'] -> (((7 / 7/4) - (1/7 * 7)) / 1/8)
[61333] ['1/3', '1', '8/7', '7/5', '2'] -> (8/7 / ((1 / 7/5) - (1/3 * 2)))
[61334] ['1/3', '5/9', '7/3', '9', '9'] -> ((5/9 + (1/3 * 7/3)) * (9 + 9))
[61335] ['2/5', '3/7', '3/4', '1', '9'] -> ((9 / 3/7) / ((3/4 / 2/5) - 1))
[61336] ['4/9', '5/9', '5/8', '1', '7'] -> (1 / ((7 * (5/8 - 5/9)) - 4/9))
[61337] ['8/5', '8/5', '9/4', '7', '7'] -> ((7 + (8/5 + 7)) / (9/4 - 8/5))
[61338] ['5/8', '2/3', '1', '9/5', '6'] -> (6 / (1 - (9/5 * (5/8 * 2/3))))
[61339] ['1/4', '2/5', '3/4', '2', '2'] -> (((2 / (1/4 * 2/5)) - 2) / 3/4)
[61340] ['1/3', '4/9', '7/4', '6', '6'] -> (7/4 * (6 + (6 / (1/3 + 4/9))))
[61341] ['6/7', '9/8', '9/4', '5', '5'] -> (((6/7 * 5) * (9/8 + 5)) - 9/4)
[61342] ['8/5', '8/5', '7/3', '7', '7'] -> ((7 + (8/5 / 8/5)) / (7/3 / 7))
[61343] ['4/9', '5/9', '5/7', '1', '7'] -> ((1 + 7) / ((5/9 / 5/7) - 4/9))
[61344] ['2/9', '5/7', '7/6', '5', '8'] -> (8 / ((2/9 / 7/6) + (5/7 / 5)))
[61345] ['8/5', '8/5', '5/2', '7', '7'] -> ((8/5 - (8/5 / 7)) * (5/2 * 7))
[61346] ['4/9', '5/9', '7/9', '1', '7'] -> ((1 + 7) / (4/9 / (5/9 + 7/9)))
[61347] ['1/9', '3/5', '3/4', '1', '6'] -> (6 / (1/9 * (1 + (3/4 / 3/5))))
[61348] ['8/7', '6/5', '4', '9/2', '7'] -> (6/5 * ((7 / (8/7 / 4)) - 9/2))
[61349] ['2/7', '1/2', '5/9', '4', '9'] -> ((4 / 2/7) + (9 / (1/2 / 5/9)))
[61350] ['5/8', '5/7', '5/7', '1', '6'] -> ((6 / (5/8 / 5/7)) / (1 - 5/7))
[61351] ['5/8', '7/9', '7/2', '4', '8'] -> (4 + ((8 + (7/2 / 7/9)) / 5/8))
[61352] ['6/7', '9/8', '8/3', '5', '5'] -> (6/7 * ((9/8 * 8/3) + (5 * 5)))
[61353] ['1/3', '4/7', '5/8', '9', '9'] -> ((9 / 9) / (5/8 - (1/3 / 4/7)))
[61354] ['2/7', '1/2', '3/5', '4', '9'] -> ((9 / 2/7) - ((1/2 + 4) / 3/5))
[61355] ['2/5', '3/7', '1', '9/8', '9'] -> (9 / ((9/8 / (2/5 + 1)) - 3/7))
[61356] ['5/8', '7/9', '4', '9/2', '8'] -> (8 / ((5/8 / 9/2) + (7/9 / 4)))
[61357] ['1/3', '1/2', '8/7', '6', '6'] -> (8/7 * ((1/2 * 6) + (6 / 1/3)))
[61358] ['6/7', '9/8', '9/2', '5', '5'] -> (5 / ((5 / 6/7) - (9/8 + 9/2)))
[61359] ['2/9', '6/5', '9/7', '2', '5'] -> ((2 - (6/5 / 9/7)) / (2/9 / 5))
[61360] ['1/3', '1', '8/7', '2', '9/2'] -> ((2 / (1/3 / 8/7)) * (9/2 - 1))
[61361] ['1/9', '3/5', '5/6', '1', '6'] -> (6 + (1 / (5/6 * (1/9 * 3/5))))
[61362] ['4/9', '5/9', '6/7', '1', '7'] -> ((6/7 * 7) / ((5/9 / 4/9) - 1))
[61363] ['5/8', '4/5', '6/7', '4', '8'] -> ((6/7 * 8) * (4 - (5/8 * 4/5)))
[61364] ['1/8', '1/6', '2/9', '7', '7'] -> ((1/6 / (2/9 - 1/8)) * (7 + 7))
[61365] ['2/7', '1/2', '5/6', '4', '9'] -> (((1/2 + (5/6 * 9)) / 2/7) - 4)
[61366] ['5/8', '4/5', '8/9', '4', '8'] -> ((4/5 * (8/9 + 8)) * (4 - 5/8))
[61367] ['6/7', '8/7', '7/6', '5', '5'] -> ((5 + 5) / (7/6 - (6/7 / 8/7)))
[61368] ['8/5', '5/3', '7/3', '7', '7'] -> (7 / ((7 / (8/5 * 5/3)) - 7/3))
[61369] ['5/8', '5/7', '5/6', '1', '6'] -> ((5/7 / (5/6 - 5/8)) * (1 + 6))
[61370] ['1/9', '3/5', '7/8', '1', '6'] -> ((6 + (1 / (1/9 * 3/5))) / 7/8)
[61371] ['2/7', '1/2', '8/9', '4', '9'] -> (8/9 * ((9 / 2/7) - (1/2 + 4)))
[61372] ['8/5', '5/3', '5/2', '7', '7'] -> (5/2 * ((7 / 5/3) - (8/5 - 7)))
[61373] ['1/3', '4/7', '5/6', '9', '9'] -> (5/6 * ((9 / (4/7 - 1/3)) - 9))
[61374] ['1/9', '3/5', '1', '9/8', '6'] -> ((6 - 1) / (9/8 * (1/9 / 3/5)))
[61375] ['5/8', '5/7', '7/8', '1', '6'] -> (6 / ((5/8 - 1) + (5/7 * 7/8)))
[61376] ['8/7', '9/7', '9/7', '4', '7'] -> ((8/7 * 7) * (4 - (9/7 / 9/7)))
[61377] ['1/3', '5/9', '5/8', '6', '6'] -> (5/8 * (6 + (6 / (1/3 * 5/9))))
[61378] ['2/7', '1/2', '9/8', '4', '9'] -> (((9 / 2/7) - (1/2 + 4)) / 9/8)
[61379] ['1/3', '4/7', '7/8', '9', '9'] -> ((9 + (1/3 * 9)) / (4/7 * 7/8))
[61380] ['2/9', '6/5', '2', '7/2', '5'] -> (5 * ((2 / 2/9) - (6/5 * 7/2)))
[61381] ['8/5', '5/3', '7/2', '7', '7'] -> ((8/5 * 5/3) * (7 + (7 / 7/2)))
[61382] ['6/7', '8/7', '5/3', '5', '5'] -> (8/7 + (6/7 * (5/3 + (5 * 5))))
[61383] ['2/9', '5/7', '5/3', '5', '8'] -> (((5/3 / 5/7) - (5 - 8)) / 2/9)
[61384] ['1/9', '3/5', '1', '8/7', '6'] -> (8/7 * (6 + (1 / (1/9 * 3/5))))
[61385] ['8/7', '9/7', '7/5', '4', '7'] -> ((4 * (9/7 + (7 / 7/5))) - 8/7)
[61386] ['5/8', '5/7', '8/9', '1', '6'] -> (6 / ((1 / 8/9) - (5/8 / 5/7)))
[61387] ['5/8', '4/5', '9/4', '4', '8'] -> ((8 / (5/8 / 9/4)) - (4/5 + 4))
[61388] ['2/5', '3/7', '1', '5/3', '9'] -> ((2/5 * 5/3) + ((1 + 9) / 3/7))
[61389] ['2/7', '1/2', '6/5', '4', '9'] -> (((1/2 + (9 / 6/5)) / 2/7) - 4)
[61390] ['4/9', '5/9', '1', '7/6', '7'] -> ((7 / 7/6) / ((5/9 / 4/9) - 1))
[61391] ['2/9', '5/4', '5/4', '2', '5'] -> ((5 / (2/9 * 5/4)) / (2 - 5/4))
[61392] ['6/7', '8/7', '9/4', '5', '5'] -> ((8/7 * 9/4) + (5 * (6/7 * 5)))
[61393] ['8/5', '7/4', '7/4', '7', '7'] -> (8/5 * ((7/4 / 7/4) + (7 + 7)))
[61394] ['1/3', '5/9', '9/8', '6', '6'] -> (9/8 * ((5/9 * 6) + (6 / 1/3)))
[61395] ['1/9', '3/5', '1', '5/4', '6'] -> (6 + ((3/5 + 1) / (1/9 / 5/4)))
[61396] ['6/7', '8/7', '8/3', '5', '5'] -> (8/7 + ((6/7 * 8/3) * (5 + 5)))
[61397] ['1/3', '4/7', '7/6', '9', '9'] -> ((4/7 * 7/6) * (9 + (9 / 1/3)))
[61398] ['8/5', '7/4', '9/4', '7', '7'] -> (9/4 / ((7/4 / 8/5) - (7 / 7)))
[61399] ['1/3', '5/9', '5/4', '6', '6'] -> (6 / ((5/4 / 5/9) - (1/3 * 6)))
[61400] ['6/7', '8/7', '9/2', '5', '5'] -> (5 + ((6/7 + 8/7) * (9/2 + 5)))
[61401] ['5/8', '5/7', '1', '5/4', '6'] -> ((6 / 5/7) / ((1 / 5/8) - 5/4))
[61402] ['2/7', '1/2', '9/5', '4', '9'] -> ((4 / 2/7) + (9 / (1/2 * 9/5)))
[61403] ['1/3', '4/7', '6/5', '9', '9'] -> (((9 / (4/7 - 1/3)) - 9) / 6/5)
[61404] ['4/9', '5/9', '1', '7/5', '7'] -> ((1 + 7) / ((5/9 * 7/5) - 4/9))
[61405] ['8/5', '7/4', '8/3', '7', '7'] -> (7 / ((7/4 * 8/3) - (7 / 8/5)))
[61406] ['8/7', '4/3', '7/5', '4', '7'] -> (8/7 / (((7 - 4/3) / 7/5) - 4))
[61407] ['6/7', '7/6', '5/4', '5', '5'] -> ((5 + (6/7 * 7/6)) / (5/4 / 5))
[61408] ['1/8', '1/6', '3/5', '7', '7'] -> ((7 / 7) / ((1/8 / 3/5) - 1/6))
[61409] ['1/4', '3/7', '4/9', '2', '2'] -> (((2 / 3/7) - 2) / (1/4 * 4/9))
[61410] ['2/9', '5/7', '5/2', '5', '8'] -> (8 / (2/9 * (5 - (5/2 / 5/7))))
[61411] ['8/7', '4/3', '8/5', '4', '7'] -> ((4 - 8/7) * (7 / (4/3 / 8/5)))
[61412] ['6/7', '7/6', '9/7', '5', '5'] -> (((5 * (6/7 + 5)) - 9/7) / 7/6)
[61413] ['2/9', '5/4', '9/5', '2', '5'] -> (2 / (2/9 - ((5/4 / 9/5) / 5)))
[61414] ['1/3', '5/9', '7/4', '6', '6'] -> ((1/3 + 6) / (5/9 - (7/4 / 6)))
[61415] ['1/3', '4/7', '3/2', '9', '9'] -> (9 / ((1/3 * 9) - (3/2 / 4/7)))
[61416] ['5/8', '5/7', '1', '7/5', '6'] -> ((6 / (5/8 * 7/5)) / (1 - 5/7))
[61417] ['8/5', '7/4', '9/2', '7', '7'] -> ((8/5 * (7/4 + 9/2)) + (7 + 7))
[61418] ['2/7', '5/9', '4/7', '4', '9'] -> ((4 + (9 * (5/9 * 4/7))) / 2/7)
[61419] ['4/9', '5/9', '1', '7/4', '7'] -> ((1 + 7) * (7/4 + (5/9 / 4/9)))
[61420] ['8/5', '9/5', '9/5', '7', '7'] -> (8/5 * ((9/5 / 9/5) + (7 + 7)))
[61421] ['2/5', '4/9', '1/2', '1', '9'] -> ((9 / 4/9) + ((1/2 + 1) / 2/5))
[61422] ['5/8', '6/7', '8/9', '4', '8'] -> ((4 + (8 / 6/7)) / (5/8 * 8/9))
[61423] ['1/3', '1', '6/5', '7/5', '2'] -> ((6/5 + 2) / (1/3 * (7/5 - 1)))
[61424] ['5/8', '5/7', '1', '5/3', '6'] -> ((1 + (6 / (5/7 / 5/3))) / 5/8)
[61425] ['2/7', '5/9', '3/5', '4', '9'] -> ((2/7 + 4) * (3/5 + (5/9 * 9)))
[61426] ['8/7', '7/5', '7/4', '4', '7'] -> (7/5 * (8/7 + (7 / (7/4 / 4))))
[61427] ['1/9', '3/5', '1', '9/2', '6'] -> (9/2 * (6 - (3/5 * (1/9 + 1))))
[61428] ['5/8', '5/7', '1', '7/4', '6'] -> ((6 / 7/4) / ((5/7 / 5/8) - 1))
[61429] ['2/7', '5/9', '5/8', '4', '9'] -> ((9 / (5/8 * (2/7 / 5/9))) - 4)
[61430] ['1/4', '3/7', '5/8', '2', '2'] -> ((2 / 2) / (5/8 - (1/4 / 3/7)))
[61431] ['6/7', '7/6', '8/5', '5', '5'] -> (5 * (((8/5 + 5) / 7/6) - 6/7))
[61432] ['8/5', '9/5', '8/3', '7', '7'] -> (8/3 / ((7 / 7) - (8/5 / 9/5)))
[61433] ['8/7', '7/5', '9/4', '4', '7'] -> (7/5 * ((8/7 + 7) + (9/4 * 4)))
[61434] ['2/9', '9/7', '9/7', '2', '5'] -> (2 + ((9/7 + 5) / (2/9 * 9/7)))
[61435] ['1/3', '4/7', '5/2', '9', '9'] -> (((9 + 9) / 4/7) - (5/2 / 1/3))
[61436] ['1/3', '4/7', '5/6', '6', '6'] -> ((4/7 * 6) * (6 * (1/3 + 5/6)))
[61437] ['6/7', '7/6', '5/3', '5', '5'] -> (5 * ((6/7 / 5/3) + (5 / 7/6)))
[61438] ['4/9', '5/9', '1', '9/2', '7'] -> (9/2 * ((4/9 + 1) + (5/9 * 7)))
